CAN Message, 0x1d3:0000bde621f95d2b,Timestamp,Amplitude
,,1739209918.798708,-35.57807855764607
,,1739209918.7987106,-38.13080360867914
,,1739209918.7987134,-45.120503652039325
,,1739209918.798716,-38.13080360867914
,,1739209918.798719,-45.120503652039325
,,1739209918.7987216,-38.13080360867914
,,1739209918.7987242,-35.57807855764607
,,1739209918.798727,-28.992665084841946
,,1739209918.7987297,-45.120503652039325
,,1739209918.7987325,-38.13080360867914
,,1739209918.7987351,-35.57807855764607
,,1739209918.798738,-33.981070128970906
,,1739209918.7987406,-38.13080360867914
,,1739209918.7987435,-38.13080360867914
,,1739209918.798746,-45.120503652039325
,,1739209918.798749,-45.120503652039325
,,1739209918.7987516,-45.120503652039325
,,1739209918.7987545,-38.13080360867914
,,1739209918.798757,-45.120503652039325
,,1739209918.79876,-38.13080360867914
,,1739209918.7987626,-38.13080360867914
,,1739209918.7987654,-33.981070128970906
,,1739209918.798768,-38.13080360867914
,,1739209918.798771,-29.438486411369357
,,1739209918.7987735,-32.816014438256545
,,1739209918.798776,-38.13080360867914
,,1739209918.798779,-45.120503652039325
,,1739209918.7987816,-45.120503652039325
,,1739209918.7987845,-45.120503652039325
,,1739209918.798787,-45.120503652039325
,,1739209918.79879,-45.120503652039325
,,1739209918.7987926,-31.141103565318915
,,1739209918.7987957,-38.13080360867914
,,1739209918.798798,-38.13080360867914
,,1739209918.798801,-45.120503652039325
,,1739209918.7988036,-38.13080360867914
,,1739209918.7988064,-38.13080360867914
,,1739209918.798809,-38.13080360867914
,,1739209918.7988117,-45.120503652039325
,,1739209918.7988143,-38.13080360867914
,,1739209918.7988172,-38.13080360867914
,,1739209918.79882,-38.13080360867914
,,1739209918.7988226,-38.13080360867914
,,1739209918.7988255,-38.13080360867914
,,1739209918.798828,-38.13080360867914
,,1739209918.798831,-38.13080360867914
,,1739209918.7988336,-45.120503652039325
,,1739209918.7988365,-45.120503652039325
,,1739209918.798839,-27.267205301931607
,,1739209918.798842,-23.506823629689546
,,1739209918.7988446,-8.285530475241176
,,1739209918.7988474,-30.49652367304976
,,1739209918.79885,-33.981070128970906
,,1739209918.798853,-38.13080360867914
,,1739209918.7988555,-45.120503652039325
,,1739209918.7988582,-38.13080360867914
,,1739209918.798861,-38.13080360867914
,,1739209918.7988636,-45.120503652039325
,,1739209918.7988665,-45.120503652039325
,,1739209918.7988691,-35.57807855764607
,,1739209918.798872,-33.981070128970906
,,1739209918.7988746,-38.13080360867914
,,1739209918.7988777,-45.120503652039325
,,1739209918.79888,-38.13080360867914
,,1739209918.798883,-38.13080360867914
,,1739209918.7988856,-45.120503652039325
,,1739209918.7988884,-45.120503652039325
,,1739209918.798891,-45.120503652039325
,,1739209918.798894,-33.981070128970906
,,1739209918.7988966,-45.120503652039325
,,1739209918.7988994,-45.120503652039325
,,1739209918.798902,-38.13080360867914
,,1739209918.798905,-28.992665084841967
,,1739209918.7989075,-25.82631439489636
,,1739209918.79891,-21.676580915188183
,,1739209918.798913,-45.120503652039325
,,1739209918.7989156,-45.120503652039325
,,1739209918.7989185,-45.120503652039325
,,1739209918.798921,-24.15140352195872
,,1739209918.798924,-16.283889300503116
,,1739209918.7989266,-45.120503652039325
,,1739209918.7989297,-45.120503652039325
,,1739209918.798932,-38.13080360867914
,,1739209918.798935,-33.981070128970906
,,1739209918.7989376,-33.981070128970906
,,1739209918.7989404,-45.120503652039325
,,1739209918.798943,-45.120503652039325
,,1739209918.798946,-30.49652367304973
,,1739209918.7989483,-23.38864096791655
,,1739209918.7989511,-45.120503652039325
,,1739209918.798954,-35.57807855764607
,,1739209918.7989566,-35.57807855764607
,,1739209918.7989595,-38.13080360867914
