CAN Message, 0x150:0600220e93b46b85,Timestamp,Amplitude
,,1739209779.853558,-45.120503652039325
,,1739209779.8535595,-45.120503652039325
,,1739209779.8535614,-33.981070128970906
,,1739209779.853563,-45.120503652039325
,,1739209779.8535647,-45.120503652039325
,,1739209779.8535664,-31.141103565318943
,,1739209779.853568,-45.120503652039325
,,1739209779.8535695,-38.13080360867914
,,1739209779.8535714,-45.120503652039325
,,1739209779.853573,-45.120503652039325
,,1739209779.8535748,-45.120503652039325
,,1739209779.8535764,-38.13080360867914
,,1739209779.853578,-38.13080360867914
,,1739209779.8535798,-27.8777449560314
,,1739209779.8535814,-38.13080360867914
,,1739209779.853583,-45.120503652039325
,,1739209779.8535848,-38.13080360867914
,,1739209779.8535864,-33.981070128970906
,,1739209779.853588,-38.13080360867914
,,1739209779.8535898,-38.13080360867914
,,1739209779.8535914,-38.13080360867914
,,1739209779.853593,-31.141103565318943
,,1739209779.8535948,-38.13080360867914
,,1739209779.8535964,-38.13080360867914
,,1739209779.853598,-45.120503652039325
,,1739209779.8535998,-45.120503652039325
,,1739209779.8536017,-45.120503652039325
,,1739209779.8536031,-38.13080360867914
,,1739209779.8536048,-35.57807855764607
,,1739209779.8536065,-45.120503652039325
,,1739209779.853608,-45.120503652039325
,,1739209779.8536098,-45.120503652039325
,,1739209779.8536117,-45.120503652039325
,,1739209779.8536131,-38.13080360867914
,,1739209779.8536148,-38.13080360867914
,,1739209779.8536165,-45.120503652039325
,,1739209779.853618,-38.13080360867914
,,1739209779.8536198,-30.49652367304973
,,1739209779.8536215,-38.13080360867914
,,1739209779.8536232,-45.120503652039325
,,1739209779.8536248,-38.13080360867914
,,1739209779.8536265,-38.13080360867914
,,1739209779.8536282,-32.816014438256545
,,1739209779.8536298,-45.120503652039325
,,1739209779.8536315,-38.13080360867914
,,1739209779.8536332,-32.816014438256545
,,1739209779.8536348,-33.981070128970906
,,1739209779.8536365,-45.120503652039325
,,1739209779.8536382,-33.981070128970906
,,1739209779.8536398,-35.57807855764607
,,1739209779.8536415,-16.084178491196916
,,1739209779.8536432,-18.335319861638148
,,1739209779.8536448,-38.13080360867914
,,1739209779.8536465,-28.58837851428586
,,1739209779.8536482,-33.981070128970906
,,1739209779.85365,-38.13080360867914
,,1739209779.8536515,-38.13080360867914
,,1739209779.8536532,-45.120503652039325
,,1739209779.8536549,-45.120503652039325
,,1739209779.8536563,-45.120503652039325
,,1739209779.8536582,-45.120503652039325
,,1739209779.85366,-45.120503652039325
,,1739209779.8536615,-45.120503652039325
,,1739209779.8536632,-45.120503652039325
,,1739209779.8536649,-45.120503652039325
,,1739209779.8536663,-33.981070128970906
,,1739209779.8536682,-38.13080360867914
,,1739209779.85367,-33.981070128970906
,,1739209779.8536716,-31.141103565318915
,,1739209779.8536732,-38.13080360867914
,,1739209779.853675,-38.13080360867914
,,1739209779.8536766,-30.49652367304973
,,1739209779.8536782,-45.120503652039325
,,1739209779.85368,-38.13080360867914
,,1739209779.8536816,-33.981070128970906
,,1739209779.8536832,-45.120503652039325
,,1739209779.853685,-38.13080360867914
,,1739209779.8536866,-45.120503652039325
,,1739209779.8536882,-38.13080360867914
,,1739209779.85369,-15.18614134706317
,,1739209779.8536918,-31.141103565318915
,,1739209779.8536935,-38.13080360867914
,,1739209779.8536952,-45.120503652039325
,,1739209779.8536968,-45.120503652039325
,,1739209779.8536985,-38.13080360867914
,,1739209779.8537002,-35.57807855764607
,,1739209779.8537018,-38.13080360867914
,,1739209779.8537035,-45.120503652039325
,,1739209779.8537052,-45.120503652039325
,,1739209779.8537068,-38.13080360867914
,,1739209779.8537085,-31.141103565318915
,,1739209779.8537102,-35.57807855764607
,,1739209779.8537118,-38.13080360867914
,,1739209779.8537135,-38.13080360867914
,,1739209779.8537152,-22.54371790334745
,,1739209779.8537169,-32.816014438256545
,,1739209779.8537183,-45.120503652039325
,,1739209779.8537202,-35.57807855764607
,,1739209779.853722,-38.13080360867914
,,1739209779.8537235,-45.120503652039325
,,1739209779.8537252,-45.120503652039325
,,1739209779.8537269,-38.13080360867914
,,1739209779.8537283,-31.141103565318915
,,1739209779.8537302,-38.13080360867914
,,1739209779.853732,-38.13080360867914
,,1739209779.8537335,-35.57807855764607
,,1739209779.8537352,-28.992665084841946
,,1739209779.8537369,-38.13080360867914
,,1739209779.8537383,-25.07728991421287
,,1739209779.8537402,-33.981070128970906
,,1739209779.853742,-26.99137008561072
,,1739209779.8537436,-45.120503652039325
,,1739209779.8537452,-38.13080360867914
,,1739209779.853747,-45.120503652039325
,,1739209779.8537486,-27.267205301931607
,,1739209779.8537502,-38.13080360867914
,,1739209779.853752,-33.981070128970906
,,1739209779.8537536,-29.438486411369357
,,1739209779.8537552,-38.13080360867914
,,1739209779.853757,-33.981070128970906
,,1739209779.8537586,-38.13080360867914
,,1739209779.8537602,-38.13080360867914
,,1739209779.853762,-32.816014438256545
,,1739209779.8537636,-32.816014438256545
,,1739209779.8537652,-38.13080360867914
,,1739209779.853767,-33.981070128970906
,,1739209779.8537686,-38.13080360867914
,,1739209779.8537705,-9.90781489605544
,,1739209779.853772,-20.16506027657481
,,1739209779.8537736,-38.13080360867914
,,1739209779.8537753,-30.49652367304973
,,1739209779.853777,-45.120503652039325
,,1739209779.8537786,-38.13080360867914
,,1739209779.8537805,-45.120503652039325
,,1739209779.853782,-38.13080360867914
,,1739209779.8537836,-45.120503652039325
,,1739209779.8537853,-45.120503652039325
,,1739209779.853787,-38.13080360867914
,,1739209779.8537886,-38.13080360867914
,,1739209779.8537903,-45.120503652039325
,,1739209779.853792,-38.13080360867914
,,1739209779.8537936,-38.13080360867914
,,1739209779.8537953,-45.120503652039325
,,1739209779.853797,-35.57807855764607
,,1739209779.8537986,-35.57807855764607
,,1739209779.8538003,-45.120503652039325
,,1739209779.853802,-45.120503652039325
,,1739209779.8538036,-45.120503652039325
,,1739209779.8538053,-35.57807855764607
,,1739209779.853807,-45.120503652039325
,,1739209779.8538086,-29.438486411369333
,,1739209779.8538103,-18.0533258286717
,,1739209779.853812,-45.120503652039325
,,1739209779.8538136,-38.13080360867914
,,1739209779.8538153,-33.981070128970906
,,1739209779.853817,-27.877744956031417
,,1739209779.853819,-9.231067224639142
,,1739209779.8538203,-38.13080360867914
,,1739209779.853822,-27.8777449560314
,,1739209779.8538237,-24.151403521958727
,,1739209779.853825,-45.120503652039325
,,1739209779.853827,-45.120503652039325
,,1739209779.853829,-38.13080360867914
,,1739209779.8538303,-45.120503652039325
,,1739209779.853832,-38.13080360867914
,,1739209779.8538337,-45.120503652039325
,,1739209779.853835,-32.816014438256545
,,1739209779.853837,-32.816014438256545
,,1739209779.8538387,-45.120503652039325
,,1739209779.8538404,-45.120503652039325
,,1739209779.853842,-28.58837851428586
,,1739209779.8538437,-28.58837851428586
,,1739209779.8538456,-45.120503652039325
,,1739209779.8538473,-38.13080360867914
,,1739209779.853849,-32.816014438256545
,,1739209779.8538506,-16.944849956441484
,,1739209779.8538525,-35.57807855764607
,,1739209779.853854,-38.13080360867914
,,1739209779.8538556,-31.141103565318915
,,1739209779.8538573,-23.506823629689546
,,1739209779.853859,-8.862236519182181
,,1739209779.8538606,-33.98107012897096
,,1739209779.8538623,-31.141103565318915
