CAN Message, 0x1d3:00005238eab4b8a4,Timestamp,Amplitude
,,1739209657.14594,-45.120503652039325
,,1739209657.1459482,-30.49652367304973
,,1739209657.1459565,-32.816014438256545
,,1739209657.1459649,-45.120503652039325
,,1739209657.145973,-38.13080360867914
,,1739209657.1459813,-35.57807855764607
,,1739209657.1459897,-38.13080360867914
,,1739209657.145998,-45.120503652039325
,,1739209657.146006,-33.981070128970906
,,1739209657.1460145,-38.13080360867914
,,1739209657.1460228,-45.120503652039325
,,1739209657.146031,-45.120503652039325
,,1739209657.1460392,-38.13080360867914
,,1739209657.1460476,-45.120503652039325
,,1739209657.1460557,-45.120503652039325
,,1739209657.146064,-33.981070128970906
,,1739209657.1460724,-45.120503652039325
,,1739209657.1460805,-38.13080360867914
,,1739209657.1460888,-38.13080360867914
,,1739209657.1460972,-45.120503652039325
,,1739209657.1461053,-35.57807855764607
,,1739209657.1461136,-45.120503652039325
,,1739209657.146122,-27.87774495603143
,,1739209657.14613,-38.13080360867914
,,1739209657.1461384,-45.120503652039325
,,1739209657.1461468,-35.57807855764607
,,1739209657.1461549,-25.826314394896357
,,1739209657.1461632,-35.57807855764607
,,1739209657.1461716,-35.57807855764607
,,1739209657.1461797,-35.57807855764607
,,1739209657.146188,-35.57807855764607
,,1739209657.1461964,-45.120503652039325
,,1739209657.1462047,-38.13080360867914
,,1739209657.1462128,-45.120503652039325
,,1739209657.1462212,-38.13080360867914
,,1739209657.1462295,-38.13080360867914
,,1739209657.1462376,-45.120503652039325
,,1739209657.146246,-38.13080360867914
,,1739209657.1462543,-29.438486411369333
,,1739209657.1462624,-45.120503652039325
,,1739209657.1462708,-45.120503652039325
,,1739209657.146279,-45.120503652039325
,,1739209657.1462872,-45.120503652039325
,,1739209657.1462955,-38.13080360867914
,,1739209657.146304,-38.13080360867914
,,1739209657.146312,-45.120503652039325
,,1739209657.1463203,-33.981070128970906
,,1739209657.1463287,-32.816014438256545
,,1739209657.1463368,-38.13080360867914
,,1739209657.1463451,-28.58837851428586
,,1739209657.1463535,-16.971371839288555
,,1739209657.1463616,-22.26493056196156
,,1739209657.14637,-31.141103565318915
,,1739209657.1463785,-38.13080360867914
,,1739209657.1463866,-45.120503652039325
,,1739209657.1463947,-45.120503652039325
,,1739209657.146403,-45.120503652039325
,,1739209657.1464114,-38.13080360867914
,,1739209657.1464195,-35.57807855764607
,,1739209657.146428,-45.120503652039325
,,1739209657.1464362,-45.120503652039325
,,1739209657.1464443,-38.13080360867914
,,1739209657.146453,-33.981070128970906
,,1739209657.146461,-45.120503652039325
,,1739209657.146469,-38.13080360867914
,,1739209657.1464777,-38.13080360867914
,,1739209657.1464858,-38.13080360867914
,,1739209657.146494,-38.13080360867914
,,1739209657.1465025,-45.120503652039325
,,1739209657.1465106,-35.57807855764607
,,1739209657.1465187,-26.99137008561072
,,1739209657.146527,-38.13080360867914
,,1739209657.1465354,-45.120503652039325
,,1739209657.1465435,-45.120503652039325
,,1739209657.1465518,-19.497575007474538
,,1739209657.1465602,-25.82631439489636
,,1739209657.1465683,-38.13080360867914
,,1739209657.1465766,-45.120503652039325
,,1739209657.146585,-33.981070128970906
,,1739209657.146593,-31.141103565318943
,,1739209657.1466014,-38.13080360867914
,,1739209657.1466098,-38.13080360867914
,,1739209657.146618,-45.120503652039325
,,1739209657.1466262,-45.120503652039325
,,1739209657.1466346,-45.120503652039325
,,1739209657.146643,-38.13080360867914
,,1739209657.146651,-31.141103565318915
,,1739209657.1466594,-32.816014438256545
,,1739209657.1466677,-26.99137008561072
,,1739209657.1466758,-23.16150712794696
,,1739209657.1466842,-27.877744956031417
,,1739209657.1466925,-38.13080360867914
,,1739209657.1467006,-45.120503652039325
,,1739209657.146709,-33.981070128970906
,,1739209657.1467173,-38.13080360867914
,,1739209657.1467254,-38.13080360867914
,,1739209657.1467338,-32.816014438256545
,,1739209657.146742,-24.589719217205094
,,1739209657.1467502,-10.519045477121791
,,1739209657.1467586,-13.898344869311025
,,1739209657.146767,-25.82631439489636
,,1739209657.1467752,-33.981070128970906
,,1739209657.1467834,-38.13080360867914
,,1739209657.1467917,-45.120503652039325
,,1739209657.1468,-38.13080360867914
,,1739209657.146808,-38.13080360867914
,,1739209657.1468165,-26.99137008561072
,,1739209657.1468248,-31.141103565318915
,,1739209657.146833,-45.120503652039325
,,1739209657.1468413,-38.13080360867914
,,1739209657.1468496,-38.13080360867914
,,1739209657.1468575,-28.992665084841946
,,1739209657.146866,-45.120503652039325
,,1739209657.1468744,-45.120503652039325
,,1739209657.1468823,-38.13080360867914
,,1739209657.1468909,-35.57807855764607
,,1739209657.1468992,-35.57807855764607
,,1739209657.146907,-45.120503652039325
,,1739209657.1469157,-38.13080360867914
,,1739209657.146924,-33.981070128970906
,,1739209657.146932,-38.13080360867914
,,1739209657.1469405,-38.13080360867914
,,1739209657.1469488,-24.589719217205094
,,1739209657.146957,-31.141103565318943
,,1739209657.1469653,-33.981070128970906
,,1739209657.1469736,-35.57807855764607
,,1739209657.146982,-38.13080360867914
,,1739209657.14699,-12.142898541047952
,,1739209657.1469984,-20.51152522447381
,,1739209657.1470068,-33.98107012897096
,,1739209657.1470149,-32.816014438256545
,,1739209657.1470232,-25.826314394896357
,,1739209657.1470315,-38.13080360867914
,,1739209657.1470397,-38.13080360867914
,,1739209657.147048,-45.120503652039325
,,1739209657.1470563,-32.816014438256545
,,1739209657.1470644,-45.120503652039325
,,1739209657.1470728,-45.120503652039325
,,1739209657.1470811,-38.13080360867914
,,1739209657.1470892,-38.13080360867914
,,1739209657.1470976,-45.120503652039325
,,1739209657.147106,-45.120503652039325
,,1739209657.147114,-38.13080360867914
,,1739209657.1471224,-32.81601443825658
,,1739209657.1471307,-45.120503652039325
,,1739209657.1471388,-35.57807855764607
,,1739209657.1471472,-20.888044912671223
,,1739209657.1471555,-23.75329798047523
,,1739209657.1471636,-32.816014438256545
,,1739209657.147172,-38.13080360867914
,,1739209657.1471803,-35.57807855764607
,,1739209657.147189,-45.120503652039325
,,1739209657.1471968,-45.120503652039325
,,1739209657.147205,-45.120503652039325
,,1739209657.1472137,-45.120503652039325
,,1739209657.1472216,-31.141103565318915
,,1739209657.14723,-45.120503652039325
,,1739209657.1472385,-38.13080360867914
,,1739209657.1472464,-33.981070128970906
,,1739209657.1472547,-45.120503652039325
,,1739209657.147263,-25.07728991421287
,,1739209657.1472712,-12.772800700430125
,,1739209657.1472795,-30.49652367304973
,,1739209657.1472878,-45.120503652039325
,,1739209657.147296,-33.981070128970906
,,1739209657.1473043,-31.141103565318943
,,1739209657.1473126,-33.98107012897096
,,1739209657.1473207,-25.62660358559016
,,1739209657.147329,-33.981070128970906
,,1739209657.1473374,-33.981070128970906
,,1739209657.1473455,-29.438486411369347
,,1739209657.147354,-27.87774495603141
,,1739209657.1473622,-33.981070128970906
,,1739209657.1473706,-38.13080360867914
,,1739209657.1473787,-38.13080360867914
,,1739209657.147387,-38.13080360867914
,,1739209657.1473954,-35.57807855764607
,,1739209657.1474037,-45.120503652039325
,,1739209657.1474118,-29.438486411369333
,,1739209657.1474202,-35.57807855764607
,,1739209657.1474285,-22.002965041481744
,,1739209657.1474366,-38.13080360867914
,,1739209657.147445,-45.120503652039325
,,1739209657.147453,-38.13080360867914
,,1739209657.1474614,-45.120503652039325
,,1739209657.1474698,-45.120503652039325
,,1739209657.147478,-45.120503652039325
,,1739209657.1474862,-33.981070128970906
,,1739209657.1474946,-22.448786368009163
,,1739209657.147503,-13.287805215211243
,,1739209657.147511,-9.54663483144422
,,1739209657.1475194,-31.141103565318943
,,1739209657.1475277,-32.816014438256545
,,1739209657.1475358,-35.57807855764607
,,1739209657.147544,-45.120503652039325
,,1739209657.1475525,-31.141103565318893
,,1739209657.1475606,-25.077289914212862
,,1739209657.147569,-45.120503652039325
,,1739209657.1475773,-31.141103565318893
,,1739209657.1475854,-45.120503652039325
,,1739209657.1475935,-45.120503652039325
,,1739209657.147602,-45.120503652039325
,,1739209657.1476102,-38.13080360867914
,,1739209657.1476183,-45.120503652039325
,,1739209657.1476269,-33.98107012897096
,,1739209657.147635,-45.120503652039325
,,1739209657.147643,-45.120503652039325
,,1739209657.1476517,-35.57807855764607
,,1739209657.1476598,-26.991370085610736
,,1739209657.147668,-25.82631439489636
,,1739209657.1476765,-32.816014438256545
,,1739209657.1476846,-45.120503652039325
,,1739209657.147693,-29.43848641136937
,,1739209657.1477013,-38.13080360867914
,,1739209657.1477094,-45.120503652039325
,,1739209657.1477177,-45.120503652039325
,,1739209657.147726,-33.981070128970906
,,1739209657.1477342,-45.120503652039325
,,1739209657.1477425,-45.120503652039325
,,1739209657.1477509,-33.981070128970906
,,1739209657.147759,-45.120503652039325
,,1739209657.1477673,-38.13080360867914
,,1739209657.1477757,-33.981070128970906
,,1739209657.147784,-45.120503652039325
,,1739209657.147792,-45.120503652039325
,,1739209657.1478004,-38.13080360867914
,,1739209657.1478088,-38.13080360867914
,,1739209657.147817,-35.57807855764607
,,1739209657.1478252,-29.438486411369333
,,1739209657.1478336,-38.13080360867914
,,1739209657.1478417,-38.13080360867914
,,1739209657.14785,-31.141103565318915
,,1739209657.1478584,-24.29264994887477
,,1739209657.1478665,-21.021172418726344
,,1739209657.1478748,-31.141103565318915
,,1739209657.1478832,-38.13080360867914
,,1739209657.1478913,-38.13080360867914
,,1739209657.1478996,-21.522148828640407
,,1739209657.147908,-14.457244398418911
,,1739209657.147916,-45.120503652039325
,,1739209657.1479244,-28.21854285175415
,,1739209657.1479328,-33.981070128970906
,,1739209657.1479409,-33.981070128970906
,,1739209657.1479492,-45.120503652039325
,,1739209657.1479576,-38.13080360867914
,,1739209657.147966,-38.13080360867914
,,1739209657.147974,-45.120503652039325
,,1739209657.1479824,-38.13080360867914
,,1739209657.1479907,-27.267205301931607
,,1739209657.1479988,-32.816014438256545
,,1739209657.1480072,-45.120503652039325
,,1739209657.1480155,-38.13080360867914
