CAN Message, 0x1d3:0000716eef0f323e,Timestamp,Amplitude
,,1739209609.345524,-45.120503652039325
,,1739209609.3455324,-45.120503652039325
,,1739209609.3455403,-38.13080360867914
,,1739209609.3455489,-35.57807855764607
,,1739209609.345557,-38.13080360867914
,,1739209609.3455653,-38.13080360867914
,,1739209609.3455734,-35.57807855764607
,,1739209609.3455818,-38.13080360867914
,,1739209609.34559,-45.120503652039325
,,1739209609.3455982,-45.120503652039325
,,1739209609.3456066,-45.120503652039325
,,1739209609.345615,-38.13080360867914
,,1739209609.345623,-35.57807855764607
,,1739209609.3456311,-38.13080360867914
,,1739209609.3456397,-45.120503652039325
,,1739209609.3456476,-45.120503652039325
,,1739209609.345656,-38.13080360867914
,,1739209609.345664,-45.120503652039325
,,1739209609.3456724,-45.120503652039325
,,1739209609.3456807,-38.13080360867914
,,1739209609.3456888,-38.13080360867914
,,1739209609.3456972,-45.120503652039325
,,1739209609.3457053,-45.120503652039325
,,1739209609.3457136,-38.13080360867914
,,1739209609.3457215,-35.57807855764607
,,1739209609.34573,-38.13080360867914
,,1739209609.3457382,-45.120503652039325
,,1739209609.3457465,-45.120503652039325
,,1739209609.3457549,-35.57807855764607
,,1739209609.345763,-45.120503652039325
,,1739209609.3457713,-38.13080360867914
,,1739209609.3457794,-38.13080360867914
,,1739209609.3457878,-45.120503652039325
,,1739209609.345796,-38.13080360867914
,,1739209609.3458042,-35.57807855764607
,,1739209609.3458123,-38.13080360867914
,,1739209609.345821,-45.120503652039325
,,1739209609.345829,-38.13080360867914
,,1739209609.345837,-38.13080360867914
,,1739209609.3458457,-45.120503652039325
,,1739209609.3458536,-45.120503652039325
,,1739209609.345862,-33.981070128970906
,,1739209609.34587,-38.13080360867914
,,1739209609.3458784,-45.120503652039325
,,1739209609.3458865,-45.120503652039325
,,1739209609.3458948,-38.13080360867914
,,1739209609.345903,-31.141103565318915
,,1739209609.3459113,-45.120503652039325
,,1739209609.3459196,-35.57807855764607
,,1739209609.3459277,-30.49652367304976
,,1739209609.345936,-17.16170347859854
,,1739209609.3459442,-35.57807855764607
,,1739209609.3459525,-45.120503652039325
,,1739209609.3459606,-38.13080360867914
,,1739209609.345969,-38.13080360867914
,,1739209609.345977,-45.120503652039325
,,1739209609.3459854,-45.120503652039325
,,1739209609.3459938,-38.13080360867914
,,1739209609.346002,-45.120503652039325
,,1739209609.3460102,-38.13080360867914
,,1739209609.3460183,-38.13080360867914
,,1739209609.346027,-38.13080360867914
,,1739209609.3460348,-31.141103565318915
,,1739209609.346043,-33.981070128970906
,,1739209609.3460512,-38.13080360867914
,,1739209609.3460596,-38.13080360867914
,,1739209609.346068,-38.13080360867914
,,1739209609.346076,-33.981070128970906
,,1739209609.3460844,-38.13080360867914
,,1739209609.3460925,-45.120503652039325
,,1739209609.3461008,-45.120503652039325
,,1739209609.346109,-32.816014438256545
,,1739209609.3461173,-45.120503652039325
,,1739209609.3461254,-22.74004262075133
,,1739209609.3461337,-20.001670042250552
,,1739209609.3461418,-35.57807855764607
,,1739209609.3461502,-31.141103565318915
,,1739209609.3461585,-26.487275050834725
,,1739209609.3461666,-14.05859467940514
,,1739209609.346175,-10.155358465061845
,,1739209609.346183,-26.991370085610747
,,1739209609.3461914,-30.49652367304973
,,1739209609.3461995,-45.120503652039325
,,1739209609.346208,-45.120503652039325
,,1739209609.346216,-38.13080360867914
,,1739209609.3462243,-38.13080360867914
,,1739209609.346233,-33.981070128970906
,,1739209609.3462408,-35.57807855764607
,,1739209609.346249,-38.13080360867914
,,1739209609.3462572,-38.13080360867914
