CAN Message, 0x77:d4716c6fcd941292,Timestamp,Amplitude
,,1739209917.9016805,-38.13080360867914
,,1739209917.901684,-45.120503652039325
,,1739209917.9016876,-38.13080360867914
,,1739209917.901691,-38.13080360867914
,,1739209917.9016943,-45.120503652039325
,,1739209917.901698,-38.13080360867914
,,1739209917.9017017,-38.13080360867914
,,1739209917.9017053,-45.120503652039325
,,1739209917.9017086,-31.141103565318893
,,1739209917.9017122,-38.13080360867914
,,1739209917.9017158,-45.120503652039325
,,1739209917.901719,-45.120503652039325
,,1739209917.901723,-32.816014438256545
,,1739209917.9017262,-38.13080360867914
,,1739209917.9017298,-45.120503652039325
,,1739209917.9017334,-45.120503652039325
,,1739209917.901737,-45.120503652039325
,,1739209917.9017403,-45.120503652039325
,,1739209917.901744,-45.120503652039325
,,1739209917.9017477,-45.120503652039325
,,1739209917.901751,-45.120503652039325
,,1739209917.9017544,-38.13080360867914
,,1739209917.901758,-45.120503652039325
,,1739209917.9017615,-38.13080360867914
,,1739209917.901765,-38.13080360867914
,,1739209917.9017687,-45.120503652039325
,,1739209917.901772,-45.120503652039325
,,1739209917.9017756,-45.120503652039325
,,1739209917.9017792,-35.57807855764607
,,1739209917.9017828,-38.13080360867914
,,1739209917.901786,-45.120503652039325
,,1739209917.9017897,-45.120503652039325
,,1739209917.9017932,-32.816014438256545
,,1739209917.9017968,-33.981070128970906
,,1739209917.9018004,-45.120503652039325
,,1739209917.9018035,-45.120503652039325
,,1739209917.9018073,-38.13080360867914
,,1739209917.901811,-38.13080360867914
,,1739209917.9018145,-45.120503652039325
,,1739209917.9018178,-38.13080360867914
,,1739209917.9018214,-38.13080360867914
,,1739209917.901825,-45.120503652039325
,,1739209917.9018283,-45.120503652039325
,,1739209917.901832,-45.120503652039325
,,1739209917.9018354,-45.120503652039325
,,1739209917.901839,-45.120503652039325
,,1739209917.9018426,-45.120503652039325
,,1739209917.9018462,-45.120503652039325
,,1739209917.9018495,-30.49652367304973
,,1739209917.901853,-23.506823629689546
,,1739209917.901857,-18.299052888300974
,,1739209917.9018602,-8.529902929629907
,,1739209917.9018638,-24.746238672633048
,,1739209917.9018672,-38.13080360867914
,,1739209917.9018707,-45.120503652039325
,,1739209917.9018743,-45.120503652039325
,,1739209917.901878,-38.13080360867914
,,1739209917.9018812,-38.13080360867914
,,1739209917.9018848,-45.120503652039325
,,1739209917.9018884,-45.120503652039325
,,1739209917.901892,-35.57807855764607
,,1739209917.9018955,-38.13080360867914
,,1739209917.9018989,-45.120503652039325
,,1739209917.9019024,-33.981070128970906
,,1739209917.901906,-38.13080360867914
,,1739209917.9019096,-45.120503652039325
,,1739209917.901913,-35.57807855764607
,,1739209917.9019165,-38.13080360867914
,,1739209917.90192,-38.13080360867914
,,1739209917.9019237,-45.120503652039325
,,1739209917.901927,-45.120503652039325
,,1739209917.9019306,-38.13080360867914
,,1739209917.901934,-25.25278630937684
,,1739209917.9019375,-28.992665084841946
,,1739209917.9019413,-22.26493056196156
,,1739209917.9019446,-20.6957059613948
,,1739209917.9019482,-45.120503652039325
,,1739209917.9019518,-38.13080360867914
,,1739209917.9019554,-25.82631439489636
,,1739209917.9019587,-13.706005918034618
,,1739209917.9019625,-11.822458430398598
,,1739209917.901966,-24.589719217205094
,,1739209917.9019694,-32.816014438256545
,,1739209917.901973,-38.13080360867914
,,1739209917.9019763,-29.438486411369333
,,1739209917.90198,-30.49652367304973
,,1739209917.9019835,-45.120503652039325
,,1739209917.901987,-38.13080360867914
,,1739209917.9019904,-38.13080360867914
,,1739209917.901994,-33.98107012897096
,,1739209917.9019976,-38.13080360867914
,,1739209917.9020011,-45.120503652039325
,,1739209917.9020047,-45.120503652039325
,,1739209917.902008,-31.141103565318915
,,1739209917.9020116,-45.120503652039325
,,1739209917.9020152,-45.120503652039325
,,1739209917.9020188,-45.120503652039325
,,1739209917.902022,-45.120503652039325
,,1739209917.9020257,-38.13080360867914
,,1739209917.9020293,-33.981070128970906
,,1739209917.9020329,-45.120503652039325
,,1739209917.9020364,-45.120503652039325
,,1739209917.9020398,-38.13080360867914
,,1739209917.902043,-22.84163660590256
,,1739209917.902047,-28.992665084841946
,,1739209917.9020505,-30.49652367304973
,,1739209917.9020538,-33.981070128970906
,,1739209917.9020574,-33.98107012897096
,,1739209917.902061,-15.013264998121564
,,1739209917.9020646,-20.001670042250545
,,1739209917.902068,-33.98107012897096
,,1739209917.9020717,-38.13080360867914
,,1739209917.902075,-35.57807855764607
,,1739209917.9020786,-26.487275050834725
,,1739209917.9020822,-38.13080360867914
,,1739209917.9020855,-38.13080360867914
,,1739209917.902089,-45.120503652039325
,,1739209917.9020927,-22.54371790334745
,,1739209917.9020965,-18.836614351536173
,,1739209917.9020998,-45.120503652039325
,,1739209917.9021032,-38.13080360867914
,,1739209917.9021068,-30.49652367304973
,,1739209917.9021103,-38.13080360867914
,,1739209917.902114,-38.13080360867914
,,1739209917.9021173,-45.120503652039325
,,1739209917.9021208,-38.13080360867914
,,1739209917.9021244,-33.981070128970906
,,1739209917.902128,-32.816014438256545
,,1739209917.9021316,-31.141103565318915
,,1739209917.902135,-25.826314394896364
,,1739209917.9021385,-33.981070128970906
,,1739209917.902142,-33.981070128970906
,,1739209917.9021456,-35.57807855764607
,,1739209917.902149,-35.57807855764607
,,1739209917.9021523,-38.13080360867914
,,1739209917.902156,-45.120503652039325
,,1739209917.9021597,-45.120503652039325
,,1739209917.9021633,-33.981070128970906
,,1739209917.9021666,-38.13080360867914
,,1739209917.9021702,-45.120503652039325
,,1739209917.9021738,-32.816014438256545
,,1739209917.902177,-29.438486411369347
,,1739209917.902181,-38.13080360867914
,,1739209917.9021842,-38.13080360867914
,,1739209917.9021878,-38.13080360867914
,,1739209917.9021914,-31.141103565318915
,,1739209917.9021947,-45.120503652039325
,,1739209917.9021983,-45.120503652039325
,,1739209917.902202,-38.13080360867914
,,1739209917.9022057,-45.120503652039325
,,1739209917.902209,-31.14110356531892
,,1739209917.9022124,-19.69224938244749
,,1739209917.902216,-28.58837851428586
,,1739209917.9022195,-38.13080360867914
,,1739209917.902223,-32.816014438256545
,,1739209917.9022264,-35.57807855764607
,,1739209917.90223,-10.4830664395687
,,1739209917.9022336,-17.133997197586595
,,1739209917.9022372,-28.992665084841967
,,1739209917.9022408,-30.49652367304973
,,1739209917.902244,-45.120503652039325
,,1739209917.9022477,-45.120503652039325
,,1739209917.9022512,-29.438486411369333
,,1739209917.9022548,-45.120503652039325
,,1739209917.9022582,-45.120503652039325
,,1739209917.9022615,-28.992665084841946
,,1739209917.9022653,-28.992665084841946
,,1739209917.902269,-38.13080360867914
,,1739209917.9022725,-45.120503652039325
,,1739209917.9022758,-31.141103565318915
,,1739209917.9022794,-25.25278630937684
,,1739209917.902283,-38.13080360867914
,,1739209917.9022863,-33.981070128970906
,,1739209917.90229,-45.120503652039325
,,1739209917.9022934,-33.981070128970906
,,1739209917.902297,-45.120503652039325
,,1739209917.9023006,-35.57807855764607
,,1739209917.9023042,-38.13080360867914
,,1739209917.9023075,-28.992665084841967
,,1739209917.902311,-38.13080360867914
,,1739209917.902315,-24.15140352195873
,,1739209917.9023182,-45.120503652039325
