CAN Message, 0x39:091e75ef7f832c05,Timestamp,Amplitude
,,1739209809.972048,-45.120503652039325
,,1739209809.9720538,-38.13080360867914
,,1739209809.9720595,-38.13080360867914
,,1739209809.9720652,-38.13080360867914
,,1739209809.972071,-45.120503652039325
,,1739209809.972077,-35.57807855764607
,,1739209809.9720824,-27.267205301931607
,,1739209809.972088,-38.13080360867914
,,1739209809.9720938,-38.13080360867914
,,1739209809.9720995,-45.120503652039325
,,1739209809.9721053,-45.120503652039325
,,1739209809.972111,-45.120503652039325
,,1739209809.9721167,-38.13080360867914
,,1739209809.9721224,-38.13080360867914
,,1739209809.9721282,-32.816014438256545
,,1739209809.972134,-38.13080360867914
,,1739209809.9721396,-35.57807855764607
,,1739209809.9721453,-45.120503652039325
,,1739209809.972151,-35.57807855764607
,,1739209809.9721568,-38.13080360867914
,,1739209809.9721625,-45.120503652039325
,,1739209809.9721682,-45.120503652039325
,,1739209809.972174,-45.120503652039325
,,1739209809.9721797,-38.13080360867914
,,1739209809.9721854,-38.13080360867914
,,1739209809.972191,-38.13080360867914
,,1739209809.9721968,-38.13080360867914
,,1739209809.9722023,-38.13080360867914
,,1739209809.9722085,-45.120503652039325
,,1739209809.972214,-45.120503652039325
,,1739209809.9722197,-38.13080360867914
,,1739209809.9722254,-45.120503652039325
,,1739209809.9722311,-45.120503652039325
,,1739209809.9722369,-45.120503652039325
,,1739209809.9722426,-33.981070128970906
,,1739209809.9722483,-35.57807855764607
,,1739209809.972254,-45.120503652039325
,,1739209809.9722598,-45.120503652039325
,,1739209809.9722655,-45.120503652039325
,,1739209809.9722712,-38.13080360867914
,,1739209809.972277,-45.120503652039325
,,1739209809.9722826,-45.120503652039325
,,1739209809.9722884,-45.120503652039325
,,1739209809.972294,-30.49652367304973
,,1739209809.9722998,-38.13080360867914
,,1739209809.9723055,-45.120503652039325
,,1739209809.9723113,-31.141103565318915
,,1739209809.972317,-33.981070128970906
,,1739209809.9723227,-38.13080360867914
,,1739209809.9723284,-27.267205301931607
,,1739209809.972334,-13.9378563911445
,,1739209809.97234,-14.962716088148875
,,1739209809.9723456,-28.58837851428586
,,1739209809.9723513,-38.13080360867914
,,1739209809.972357,-45.120503652039325
,,1739209809.9723628,-38.13080360867914
,,1739209809.9723685,-45.120503652039325
,,1739209809.9723742,-45.120503652039325
,,1739209809.97238,-33.981070128970906
,,1739209809.9723856,-35.57807855764607
,,1739209809.9723914,-38.13080360867914
,,1739209809.972397,-38.13080360867914
,,1739209809.9724028,-45.120503652039325
,,1739209809.9724088,-32.816014438256545
,,1739209809.9724145,-38.13080360867914
,,1739209809.9724202,-45.120503652039325
,,1739209809.972426,-45.120503652039325
,,1739209809.9724317,-45.120503652039325
,,1739209809.9724374,-38.13080360867914
,,1739209809.972443,-45.120503652039325
,,1739209809.9724488,-38.13080360867914
,,1739209809.9724543,-45.120503652039325
,,1739209809.9724605,-38.13080360867914
,,1739209809.972466,-33.981070128970906
,,1739209809.9724717,-23.506823629689546
,,1739209809.9724774,-33.981070128970906
,,1739209809.9724832,-45.120503652039325
,,1739209809.9724889,-35.57807855764607
,,1739209809.9724946,-45.120503652039325
,,1739209809.9725003,-28.992665084841946
,,1739209809.972506,-31.141103565318915
,,1739209809.9725118,-38.13080360867914
,,1739209809.9725175,-38.13080360867914
,,1739209809.9725232,-38.13080360867914
,,1739209809.972529,-35.57807855764607
,,1739209809.972535,-35.57807855764607
,,1739209809.9725404,-33.981070128970906
,,1739209809.972546,-23.273589343863303
,,1739209809.9725518,-35.57807855764607
,,1739209809.9725575,-45.120503652039325
,,1739209809.9725633,-45.120503652039325
,,1739209809.972569,-29.438486411369333
,,1739209809.9725747,-35.57807855764607
,,1739209809.9725804,-45.120503652039325
,,1739209809.9725862,-38.13080360867914
,,1739209809.972592,-45.120503652039325
,,1739209809.9725976,-45.120503652039325
,,1739209809.972603,-38.13080360867914
,,1739209809.972609,-38.13080360867914
,,1739209809.9726148,-26.99137008561072
,,1739209809.9726205,-33.981070128970906
,,1739209809.9726262,-45.120503652039325
,,1739209809.972632,-33.981070128970906
,,1739209809.9726377,-21.522148828640407
,,1739209809.9726434,-38.13080360867914
,,1739209809.972649,-38.13080360867914
,,1739209809.9726548,-33.981070128970906
,,1739209809.9726603,-28.992665084841946
,,1739209809.9726665,-11.404284380279076
,,1739209809.972672,-31.141103565318943
,,1739209809.9726777,-35.57807855764607
,,1739209809.9726834,-38.13080360867914
,,1739209809.9726892,-45.120503652039325
,,1739209809.9726949,-45.120503652039325
,,1739209809.9727006,-45.120503652039325
,,1739209809.9727063,-38.13080360867914
,,1739209809.972712,-45.120503652039325
,,1739209809.9727178,-18.877682693682605
,,1739209809.9727235,-23.506823629689546
,,1739209809.9727292,-38.13080360867914
,,1739209809.972735,-38.13080360867914
,,1739209809.972741,-45.120503652039325
,,1739209809.9727464,-35.57807855764607
,,1739209809.972752,-35.57807855764607
,,1739209809.9727578,-45.120503652039325
,,1739209809.9727635,-45.120503652039325
,,1739209809.9727693,-33.981070128970906
,,1739209809.972775,-13.570181364129592
,,1739209809.972781,-22.002965041481755
,,1739209809.972787,-31.141103565318915
,,1739209809.9727924,-45.120503652039325
,,1739209809.972798,-38.13080360867914
,,1739209809.9728038,-35.57807855764607
,,1739209809.9728096,-33.981070128970906
,,1739209809.9728153,-35.57807855764607
,,1739209809.972821,-33.981070128970906
,,1739209809.9728267,-33.981070128970906
,,1739209809.9728324,-45.120503652039325
