CAN Message, 0x1d3:000062ce0e88564c,Timestamp,Amplitude
,,1739209716.030396,-45.120503652039325
,,1739209716.0303984,-45.120503652039325
,,1739209716.0304005,-38.13080360867914
,,1739209716.030403,-33.981070128970906
,,1739209716.0304053,-38.13080360867914
,,1739209716.0304077,-38.13080360867914
,,1739209716.03041,-38.13080360867914
,,1739209716.0304124,-32.816014438256545
,,1739209716.0304148,-45.120503652039325
,,1739209716.030417,-38.13080360867914
,,1739209716.030419,-38.13080360867914
,,1739209716.0304215,-45.120503652039325
,,1739209716.030424,-45.120503652039325
,,1739209716.0304265,-38.13080360867914
,,1739209716.030429,-35.57807855764607
,,1739209716.030431,-31.141103565318915
,,1739209716.0304334,-45.120503652039325
,,1739209716.0304358,-38.13080360867914
,,1739209716.0304382,-32.816014438256545
,,1739209716.0304406,-38.13080360867914
,,1739209716.030443,-45.120503652039325
,,1739209716.030445,-38.13080360867914
,,1739209716.0304475,-38.13080360867914
,,1739209716.03045,-33.981070128970906
,,1739209716.0304525,-38.13080360867914
,,1739209716.0304546,-38.13080360867914
,,1739209716.030457,-45.120503652039325
,,1739209716.0304594,-33.981070128970906
,,1739209716.0304615,-45.120503652039325
,,1739209716.030464,-38.13080360867914
,,1739209716.0304663,-38.13080360867914
,,1739209716.0304687,-29.438486411369347
,,1739209716.030471,-38.13080360867914
,,1739209716.0304737,-38.13080360867914
,,1739209716.030476,-45.120503652039325
,,1739209716.030478,-45.120503652039325
,,1739209716.0304804,-45.120503652039325
,,1739209716.0304828,-45.120503652039325
,,1739209716.0304852,-45.120503652039325
,,1739209716.0304875,-33.981070128970906
,,1739209716.03049,-45.120503652039325
,,1739209716.030492,-38.13080360867914
,,1739209716.0304945,-32.816014438256545
,,1739209716.0304968,-31.141103565318915
,,1739209716.0304992,-45.120503652039325
,,1739209716.0305016,-38.13080360867914
,,1739209716.030504,-38.13080360867914
,,1739209716.0305064,-45.120503652039325
,,1739209716.0305085,-38.13080360867914
,,1739209716.030511,-38.13080360867914
,,1739209716.0305133,-11.846914308175991
,,1739209716.0305157,-26.487275050834725
,,1739209716.030518,-29.438486411369333
,,1739209716.0305204,-45.120503652039325
,,1739209716.0305226,-45.120503652039325
,,1739209716.030525,-45.120503652039325
,,1739209716.0305274,-45.120503652039325
,,1739209716.0305295,-45.120503652039325
,,1739209716.030532,-38.13080360867914
,,1739209716.0305345,-33.981070128970906
,,1739209716.030537,-45.120503652039325
,,1739209716.030539,-45.120503652039325
,,1739209716.0305414,-32.816014438256545
,,1739209716.0305438,-31.141103565318915
,,1739209716.0305462,-38.13080360867914
,,1739209716.0305486,-38.13080360867914
,,1739209716.030551,-38.13080360867914
,,1739209716.030553,-31.141103565318915
,,1739209716.0305555,-35.57807855764607
,,1739209716.030558,-45.120503652039325
,,1739209716.0305605,-38.13080360867914
,,1739209716.0305626,-35.57807855764607
,,1739209716.030565,-38.13080360867914
,,1739209716.0305674,-25.82631439489636
,,1739209716.0305696,-16.73831143296303
,,1739209716.030572,-32.81601443825658
,,1739209716.0305743,-28.992665084841946
,,1739209716.0305767,-26.487275050834715
,,1739209716.030579,-18.192034459266992
,,1739209716.0305817,-8.720661171623407
,,1739209716.0305836,-29.43848641136937
,,1739209716.030586,-35.57807855764607
,,1739209716.0305884,-35.57807855764607
,,1739209716.0305908,-45.120503652039325
,,1739209716.0305932,-38.13080360867914
,,1739209716.0305955,-38.13080360867914
,,1739209716.030598,-32.816014438256545
,,1739209716.0306,-33.981070128970906
,,1739209716.0306025,-45.120503652039325
,,1739209716.0306048,-38.13080360867914
,,1739209716.0306072,-38.13080360867914
,,1739209716.0306096,-38.13080360867914
,,1739209716.030612,-38.13080360867914
,,1739209716.030614,-45.120503652039325
,,1739209716.0306163,-45.120503652039325
,,1739209716.030619,-33.981070128970906
,,1739209716.0306213,-23.16150712794695
,,1739209716.0306237,-38.13080360867914
,,1739209716.030626,-45.120503652039325
,,1739209716.0306284,-38.13080360867914
,,1739209716.0306306,-45.120503652039325
,,1739209716.030633,-38.13080360867914
,,1739209716.0306354,-45.120503652039325
,,1739209716.0306375,-38.13080360867914
,,1739209716.03064,-24.15140352195872
,,1739209716.0306425,-45.120503652039325
,,1739209716.030645,-38.13080360867914
,,1739209716.030647,-33.981070128970906
,,1739209716.0306494,-31.141103565318893
,,1739209716.0306518,-38.13080360867914
,,1739209716.0306542,-45.120503652039325
,,1739209716.0306566,-38.13080360867914
,,1739209716.030659,-45.120503652039325
,,1739209716.030661,-45.120503652039325
,,1739209716.0306635,-35.57807855764607
,,1739209716.030666,-33.981070128970906
,,1739209716.0306685,-31.141103565318915
,,1739209716.0306706,-20.954098578656488
,,1739209716.030673,-35.57807855764607
,,1739209716.0306752,-38.13080360867914
,,1739209716.0306776,-45.120503652039325
,,1739209716.03068,-38.13080360867914
,,1739209716.0306823,-35.57807855764607
,,1739209716.0306847,-45.120503652039325
,,1739209716.030687,-25.25278630937684
,,1739209716.0306897,-38.13080360867914
,,1739209716.0306916,-18.836614351536173
,,1739209716.030694,-10.394401676078845
,,1739209716.0306964,-38.13080360867914
,,1739209716.0306988,-32.816014438256545
,,1739209716.0307012,-38.13080360867914
,,1739209716.0307035,-45.120503652039325
,,1739209716.0307057,-45.120503652039325
,,1739209716.030708,-45.120503652039325
,,1739209716.0307105,-45.120503652039325
,,1739209716.0307128,-38.13080360867914
,,1739209716.0307152,-45.120503652039325
,,1739209716.0307176,-45.120503652039325
,,1739209716.03072,-38.13080360867914
,,1739209716.030722,-38.13080360867914
,,1739209716.0307243,-35.57807855764607
,,1739209716.030727,-38.13080360867914
,,1739209716.0307293,-35.57807855764607
,,1739209716.0307317,-33.981070128970906
,,1739209716.030734,-33.98107012897096
,,1739209716.0307362,-33.98107012897096
,,1739209716.0307386,-38.13080360867914
,,1739209716.030741,-38.13080360867914
,,1739209716.0307434,-45.120503652039325
,,1739209716.0307455,-45.120503652039325
,,1739209716.030748,-31.141103565318943
,,1739209716.0307505,-25.82631439489636
,,1739209716.030753,-25.826314394896357
,,1739209716.030755,-28.21854285175415
,,1739209716.0307574,-35.57807855764607
,,1739209716.0307598,-19.497575007474538
,,1739209716.0307622,-15.064409198436486
,,1739209716.0307646,-35.57807855764607
,,1739209716.0307667,-38.13080360867914
,,1739209716.030769,-45.120503652039325
,,1739209716.0307715,-26.487275050834715
,,1739209716.030774,-25.62660358559016
,,1739209716.0307765,-45.120503652039325
,,1739209716.0307786,-38.13080360867914
,,1739209716.0307808,-38.13080360867914
,,1739209716.0307832,-33.981070128970906
,,1739209716.0307856,-35.57807855764607
,,1739209716.030788,-33.981070128970906
,,1739209716.0307903,-45.120503652039325
,,1739209716.0307927,-33.981070128970906
,,1739209716.030795,-45.120503652039325
,,1739209716.0307972,-45.120503652039325
,,1739209716.0307996,-45.120503652039325
,,1739209716.030802,-29.438486411369333
,,1739209716.0308044,-25.82631439489636
,,1739209716.0308068,-27.267205301931607
,,1739209716.0308092,-32.816014438256545
,,1739209716.0308113,-45.120503652039325
,,1739209716.0308137,-45.120503652039325
,,1739209716.030816,-45.120503652039325
,,1739209716.0308185,-38.13080360867914
,,1739209716.0308208,-27.267205301931607
,,1739209716.0308232,-45.120503652039325
,,1739209716.0308256,-45.120503652039325
,,1739209716.0308278,-45.120503652039325
,,1739209716.03083,-38.13080360867914
,,1739209716.0308323,-45.120503652039325
,,1739209716.030835,-38.13080360867914
,,1739209716.0308373,-45.120503652039325
,,1739209716.0308397,-27.87774495603141
,,1739209716.0308418,-27.267205301931607
,,1739209716.0308442,-33.981070128970906
,,1739209716.0308466,-45.120503652039325
,,1739209716.030849,-45.120503652039325
,,1739209716.0308514,-45.120503652039325
,,1739209716.0308535,-33.981070128970906
,,1739209716.030856,-38.13080360867914
,,1739209716.0308585,-32.81601443825658
,,1739209716.030861,-30.49652367304973
,,1739209716.030863,-25.62660358559016
,,1739209716.0308654,-45.120503652039325
,,1739209716.0308678,-25.826314394896364
,,1739209716.0308702,-31.141103565318915
,,1739209716.0308723,-45.120503652039325
,,1739209716.0308747,-45.120503652039325
,,1739209716.030877,-33.981070128970906
,,1739209716.0308795,-38.13080360867914
,,1739209716.030882,-33.981070128970906
,,1739209716.0308845,-24.29264994887477
,,1739209716.030887,-38.13080360867914
,,1739209716.0308888,-45.120503652039325
,,1739209716.0308912,-45.120503652039325
,,1739209716.0308936,-35.57807855764607
,,1739209716.030896,-35.57807855764607
,,1739209716.0308983,-45.120503652039325
,,1739209716.0309007,-35.57807855764607
,,1739209716.0309029,-45.120503652039325
,,1739209716.0309052,-27.8777449560314
,,1739209716.0309076,-8.712708878590721
