CAN Message, 0x1a7:0000ae6b02d5db74,Timestamp,Amplitude
,,1739209675.1099792,-45.120503652039325
,,1739209675.109988,-29.438486411369333
,,1739209675.1099966,-33.981070128970906
,,1739209675.1100054,-45.120503652039325
,,1739209675.1100142,-45.120503652039325
,,1739209675.1100228,-35.57807855764607
,,1739209675.1100316,-45.120503652039325
,,1739209675.1100404,-30.49652367304973
,,1739209675.110049,-29.438486411369333
,,1739209675.1100578,-45.120503652039325
,,1739209675.1100664,-45.120503652039325
,,1739209675.1100752,-35.57807855764607
,,1739209675.110084,-38.13080360867914
,,1739209675.1100926,-45.120503652039325
,,1739209675.1101017,-45.120503652039325
,,1739209675.11011,-45.120503652039325
,,1739209675.1101189,-45.120503652039325
,,1739209675.1101277,-38.13080360867914
,,1739209675.1101365,-45.120503652039325
,,1739209675.110145,-38.13080360867914
,,1739209675.1101537,-38.13080360867914
,,1739209675.1101625,-45.120503652039325
,,1739209675.1101713,-38.13080360867914
,,1739209675.11018,-38.13080360867914
,,1739209675.1101887,-38.13080360867914
,,1739209675.1101975,-45.120503652039325
,,1739209675.110206,-45.120503652039325
,,1739209675.110215,-45.120503652039325
,,1739209675.1102235,-45.120503652039325
,,1739209675.1102324,-45.120503652039325
,,1739209675.1102412,-38.13080360867914
,,1739209675.1102498,-35.57807855764607
,,1739209675.1102586,-38.13080360867914
,,1739209675.1102672,-45.120503652039325
,,1739209675.110276,-38.13080360867914
,,1739209675.1102848,-35.57807855764607
,,1739209675.1102934,-38.13080360867914
,,1739209675.1103022,-38.13080360867914
,,1739209675.110311,-32.816014438256545
,,1739209675.1103196,-45.120503652039325
,,1739209675.1103284,-45.120503652039325
,,1739209675.110337,-45.120503652039325
,,1739209675.1103458,-45.120503652039325
,,1739209675.110355,-45.120503652039325
,,1739209675.1103632,-45.120503652039325
,,1739209675.110372,-35.57807855764607
,,1739209675.1103806,-38.13080360867914
,,1739209675.1103897,-45.120503652039325
,,1739209675.1103983,-31.141103565318893
,,1739209675.1104069,-38.13080360867914
,,1739209675.1104157,-8.995844012507872
,,1739209675.1104245,-24.15140352195873
