CAN Message, 0x24:08cce873adced591,Timestamp,Amplitude
,,1739209783.364798,-35.57807855764607
,,1739209783.3648047,-45.120503652039325
,,1739209783.3648117,-38.13080360867914
,,1739209783.3648183,-45.120503652039325
,,1739209783.364825,-45.120503652039325
,,1739209783.364832,-38.13080360867914
,,1739209783.3648386,-45.120503652039325
,,1739209783.3648453,-45.120503652039325
,,1739209783.3648522,-45.120503652039325
,,1739209783.3648589,-45.120503652039325
,,1739209783.3648655,-45.120503652039325
,,1739209783.3648725,-38.13080360867914
,,1739209783.3648791,-33.981070128970906
,,1739209783.3648858,-38.13080360867914
,,1739209783.3648927,-38.13080360867914
,,1739209783.3648994,-38.13080360867914
,,1739209783.364906,-33.981070128970906
,,1739209783.3649127,-45.120503652039325
,,1739209783.3649197,-38.13080360867914
,,1739209783.3649263,-45.120503652039325
,,1739209783.364933,-38.13080360867914
,,1739209783.36494,-31.141103565318915
,,1739209783.3649466,-35.57807855764607
,,1739209783.3649533,-38.13080360867914
,,1739209783.3649602,-33.981070128970906
,,1739209783.3649669,-38.13080360867914
,,1739209783.3649735,-38.13080360867914
,,1739209783.3649805,-33.981070128970906
,,1739209783.3649871,-28.992665084841946
,,1739209783.3649938,-28.992665084841946
,,1739209783.3650007,-45.120503652039325
,,1739209783.3650074,-38.13080360867914
,,1739209783.365014,-38.13080360867914
,,1739209783.3650208,-35.57807855764607
,,1739209783.3650277,-38.13080360867914
,,1739209783.3650343,-38.13080360867914
,,1739209783.365041,-38.13080360867914
,,1739209783.365048,-38.13080360867914
,,1739209783.3650546,-33.981070128970906
,,1739209783.3650613,-45.120503652039325
,,1739209783.3650682,-45.120503652039325
,,1739209783.3650749,-45.120503652039325
,,1739209783.3650815,-45.120503652039325
,,1739209783.3650885,-38.13080360867914
,,1739209783.3650951,-30.49652367304976
,,1739209783.3651018,-27.877744956031417
,,1739209783.3651087,-38.13080360867914
,,1739209783.3651154,-38.13080360867914
,,1739209783.365122,-45.120503652039325
,,1739209783.3651288,-32.816014438256545
,,1739209783.3651357,-17.44894499121748
,,1739209783.3651423,-38.13080360867914
,,1739209783.365149,-31.141103565318915
,,1739209783.365156,-38.13080360867914
,,1739209783.3651626,-25.62660358559016
,,1739209783.3651693,-8.649609364873744
,,1739209783.3651762,-35.57807855764607
,,1739209783.3651829,-32.816014438256545
,,1739209783.3651896,-38.13080360867914
,,1739209783.3651965,-45.120503652039325
,,1739209783.3652031,-33.981070128970906
,,1739209783.3652098,-31.141103565318915
,,1739209783.3652165,-38.13080360867914
,,1739209783.3652234,-45.120503652039325
,,1739209783.36523,-30.49652367304973
,,1739209783.3652368,-28.992665084841946
,,1739209783.3652437,-45.120503652039325
,,1739209783.3652503,-33.981070128970906
