CAN Message, 0x62:0a8fa0856d6d6764,Timestamp,Amplitude
,,1739209621.9471884,-45.120503652039325
,,1739209621.9471908,-45.120503652039325
,,1739209621.9471931,-31.141103565318893
,,1739209621.9471958,-33.981070128970906
,,1739209621.9471982,-45.120503652039325
,,1739209621.9472008,-38.13080360867914
,,1739209621.9472032,-38.13080360867914
,,1739209621.9472055,-35.57807855764607
,,1739209621.9472082,-45.120503652039325
,,1739209621.9472106,-38.13080360867914
,,1739209621.9472132,-45.120503652039325
,,1739209621.9472156,-45.120503652039325
,,1739209621.947218,-45.120503652039325
,,1739209621.9472206,-33.981070128970906
,,1739209621.947223,-45.120503652039325
,,1739209621.9472256,-38.13080360867914
,,1739209621.947228,-38.13080360867914
,,1739209621.9472306,-38.13080360867914
,,1739209621.947233,-31.141103565318893
,,1739209621.947235,-38.13080360867914
,,1739209621.947238,-35.57807855764607
,,1739209621.9472404,-45.120503652039325
,,1739209621.947243,-35.57807855764607
,,1739209621.9472454,-38.13080360867914
,,1739209621.9415298,-45.120503652039325
,,1739209621.9415336,-35.57807855764607
,,1739209621.9415376,-38.13080360867914
,,1739209621.9415414,-38.13080360867914
,,1739209621.9415455,-45.120503652039325
,,1739209621.9415493,-32.816014438256545
,,1739209621.941553,-45.120503652039325
,,1739209621.9415572,-38.13080360867914
,,1739209621.941561,-45.120503652039325
,,1739209621.941565,-45.120503652039325
,,1739209621.9415689,-38.13080360867914
,,1739209621.941573,-38.13080360867914
,,1739209621.9415767,-45.120503652039325
,,1739209621.9415803,-45.120503652039325
,,1739209621.9415846,-38.13080360867914
,,1739209621.9415884,-38.13080360867914
,,1739209621.9415925,-45.120503652039325
,,1739209621.9415965,-45.120503652039325
,,1739209621.9416003,-45.120503652039325
,,1739209621.941604,-45.120503652039325
,,1739209621.941608,-38.13080360867914
,,1739209621.941612,-33.981070128970906
,,1739209621.9416158,-38.13080360867914
,,1739209621.94162,-38.13080360867914
,,1739209621.9416237,-31.141103565318915
,,1739209621.9416275,-27.87774495603141
,,1739209621.9416316,-10.261870356065945
,,1739209621.9416354,-28.58837851428586
,,1739209621.9416394,-38.13080360867914
,,1739209621.9416432,-38.13080360867914
,,1739209621.9416473,-45.120503652039325
,,1739209621.941651,-45.120503652039325
,,1739209621.9416552,-45.120503652039325
,,1739209621.941659,-31.141103565318943
,,1739209621.941663,-45.120503652039325
,,1739209621.9416668,-38.13080360867914
,,1739209621.941671,-38.13080360867914
,,1739209621.9416747,-45.120503652039325
,,1739209621.9416783,-45.120503652039325
,,1739209621.9416826,-38.13080360867914
,,1739209621.9416864,-33.981070128970906
,,1739209621.9416904,-26.991370085610736
,,1739209621.9416945,-38.13080360867914
,,1739209621.941698,-45.120503652039325
,,1739209621.941702,-38.13080360867914
,,1739209621.941706,-38.13080360867914
,,1739209621.94171,-45.120503652039325
,,1739209621.9417138,-45.120503652039325
,,1739209621.941718,-45.120503652039325
,,1739209621.9417217,-22.26493056196156
,,1739209621.9417255,-22.54371790334745
,,1739209621.9417295,-38.13080360867914
,,1739209621.9417334,-45.120503652039325
,,1739209621.9417374,-26.991370085610736
,,1739209621.9417412,-38.13080360867914
,,1739209621.9417453,-25.25278630937684
,,1739209621.941749,-35.57807855764607
,,1739209621.9417531,-30.49652367304976
,,1739209621.941757,-35.57807855764607
,,1739209621.9417608,-35.57807855764607
,,1739209621.9417648,-45.120503652039325
,,1739209621.9417686,-38.13080360867914
,,1739209621.9417727,-35.57807855764607
,,1739209621.9417765,-38.13080360867914
,,1739209621.9417806,-45.120503652039325
,,1739209621.9417844,-45.120503652039325
,,1739209621.9417882,-38.13080360867914
,,1739209621.9417922,-38.13080360867914
,,1739209621.941796,-35.57807855764607
,,1739209621.9418,-45.120503652039325
,,1739209621.941804,-45.120503652039325
,,1739209621.941808,-32.816014438256545
,,1739209621.9418118,-45.120503652039325
,,1739209621.9418156,-30.49652367304973
,,1739209621.9418197,-32.816014438256545
,,1739209621.9418235,-45.120503652039325
,,1739209621.9418275,-38.13080360867914
,,1739209621.9418314,-31.141103565318915
,,1739209621.9418354,-24.589719217205094
,,1739209621.9418392,-24.438645034577675
,,1739209621.941843,-26.99137008561072
,,1739209621.941847,-45.120503652039325
,,1739209621.941851,-27.267205301931607
,,1739209621.941855,-20.109911029861767
,,1739209621.9418588,-18.087589870852675
,,1739209621.9418628,-26.487275050834715
,,1739209621.9418666,-38.13080360867914
,,1739209621.9418707,-45.120503652039325
,,1739209621.9418745,-38.13080360867914
,,1739209621.9418783,-38.13080360867914
,,1739209621.9418824,-33.981070128970906
,,1739209621.9418862,-35.57807855764607
,,1739209621.9418902,-45.120503652039325
,,1739209621.941894,-19.8442046433259
,,1739209621.941898,-28.58837851428586
,,1739209621.941902,-35.57807855764607
,,1739209621.9419055,-33.981070128970906
,,1739209621.9419098,-38.13080360867914
,,1739209621.9419136,-31.141103565318915
,,1739209621.9419177,-38.13080360867914
,,1739209621.9419217,-29.438486411369333
,,1739209621.9419255,-28.992665084841967
,,1739209621.941929,-16.51712358632935
,,1739209621.9419332,-9.565931479992798
,,1739209621.9419372,-33.98107012897096
,,1739209621.941941,-31.141103565318915
,,1739209621.941945,-32.816014438256545
,,1739209621.941949,-45.120503652039325
,,1739209621.941953,-38.13080360867914
,,1739209621.9419568,-38.13080360867914
,,1739209621.9419606,-38.13080360867914
,,1739209621.9419646,-38.13080360867914
,,1739209621.9419684,-45.120503652039325
,,1739209621.9419725,-38.13080360867914
,,1739209621.9419763,-25.07728991421287
,,1739209621.9419804,-45.120503652039325
,,1739209621.9419842,-45.120503652039325
,,1739209621.9419882,-38.13080360867914
