CAN Message, 0x1a7:0000c50d05245bc6,Timestamp,Amplitude
,,1739209584.9569771,-45.120503652039325
,,1739209584.9569795,-32.816014438256545
,,1739209584.956982,-38.13080360867914
,,1739209584.956984,-45.120503652039325
,,1739209584.9569864,-45.120503652039325
,,1739209584.9569888,-45.120503652039325
,,1739209584.956991,-38.13080360867914
,,1739209584.956993,-38.13080360867914
,,1739209584.9569955,-45.120503652039325
,,1739209584.956998,-45.120503652039325
,,1739209584.9570005,-38.13080360867914
,,1739209584.9570026,-45.120503652039325
,,1739209584.957005,-45.120503652039325
,,1739209584.9570072,-38.13080360867914
,,1739209584.9570096,-45.120503652039325
,,1739209584.957012,-35.57807855764607
,,1739209584.957014,-45.120503652039325
,,1739209584.9570165,-31.141103565318893
,,1739209584.9570189,-38.13080360867914
,,1739209584.957021,-38.13080360867914
,,1739209584.9570234,-45.120503652039325
,,1739209584.9570258,-38.13080360867914
,,1739209584.957028,-31.141103565318915
,,1739209584.9570303,-35.57807855764607
,,1739209584.957033,-45.120503652039325
,,1739209584.957035,-45.120503652039325
,,1739209584.9570372,-38.13080360867914
,,1739209584.9570396,-45.120503652039325
,,1739209584.957042,-38.13080360867914
,,1739209584.957044,-45.120503652039325
,,1739209584.9570465,-45.120503652039325
,,1739209584.957049,-33.981070128970906
,,1739209584.957051,-45.120503652039325
,,1739209584.9570534,-45.120503652039325
,,1739209584.9570558,-45.120503652039325
,,1739209584.9570582,-45.120503652039325
,,1739209584.9570603,-38.13080360867914
,,1739209584.9570627,-35.57807855764607
,,1739209584.957065,-33.981070128970906
,,1739209584.9570673,-45.120503652039325
,,1739209584.9570696,-38.13080360867914
,,1739209584.957072,-32.816014438256545
,,1739209584.9570742,-31.141103565318915
,,1739209584.9570763,-45.120503652039325
,,1739209584.957079,-45.120503652039325
,,1739209584.957081,-38.13080360867914
,,1739209584.9570837,-45.120503652039325
,,1739209584.9570858,-38.13080360867914
,,1739209584.9570882,-38.13080360867914
,,1739209584.9570904,-45.120503652039325
,,1739209584.9570928,-18.598040242006057
,,1739209584.9570951,-33.981070128970906
,,1739209584.9570973,-45.120503652039325
,,1739209584.9570997,-38.13080360867914
,,1739209584.957102,-32.816014438256545
,,1739209584.9571042,-45.120503652039325
,,1739209584.9571066,-45.120503652039325
,,1739209584.957109,-38.13080360867914
,,1739209584.9571114,-31.141103565318915
,,1739209584.9571135,-45.120503652039325
,,1739209584.957116,-38.13080360867914
,,1739209584.9571185,-32.816014438256545
,,1739209584.9571204,-25.62660358559016
,,1739209584.9571228,-38.13080360867914
,,1739209584.9571252,-45.120503652039325
,,1739209584.957127,-38.13080360867914
,,1739209584.9571297,-38.13080360867914
,,1739209584.957132,-35.57807855764607
,,1739209584.9571345,-45.120503652039325
,,1739209584.9571366,-45.120503652039325
,,1739209584.957139,-26.991370085610757
,,1739209584.9571414,-33.981070128970906
,,1739209584.9571435,-45.120503652039325
,,1739209584.957146,-38.13080360867914
,,1739209584.9571483,-33.981070128970906
,,1739209584.9571505,-45.120503652039325
,,1739209584.9571528,-45.120503652039325
,,1739209584.9571552,-31.141103565318915
,,1739209584.9571574,-28.58837851428589
,,1739209584.9571598,-18.877682693682605
,,1739209584.957162,-33.981070128970906
,,1739209584.9571643,-38.13080360867914
,,1739209584.957167,-38.13080360867914
,,1739209584.957169,-45.120503652039325
,,1739209584.9571714,-38.13080360867914
,,1739209584.9571736,-38.13080360867914
,,1739209584.957176,-25.25278630937684
,,1739209584.9571784,-33.981070128970906
,,1739209584.9571805,-38.13080360867914
,,1739209584.957183,-45.120503652039325
,,1739209584.9571853,-38.13080360867914
,,1739209584.9571877,-45.120503652039325
,,1739209584.9571898,-45.120503652039325
,,1739209584.9571922,-33.981070128970906
,,1739209584.9571946,-45.120503652039325
,,1739209584.9571967,-33.981070128970906
,,1739209584.957199,-45.120503652039325
,,1739209584.9572015,-32.816014438256545
,,1739209584.9572036,-28.992665084841946
,,1739209584.957206,-32.816014438256545
,,1739209584.9572084,-38.13080360867914
,,1739209584.9572103,-45.120503652039325
,,1739209584.957213,-25.62660358559016
,,1739209584.9572153,-25.82631439489636
,,1739209584.9572177,-38.13080360867914
,,1739209584.9572198,-31.141103565318915
,,1739209584.9572222,-32.81601443825658
,,1739209584.9572246,-24.589719217205094
,,1739209584.9572268,-20.822980852015213
,,1739209584.9572291,-45.120503652039325
,,1739209584.9572315,-33.981070128970906
,,1739209584.9572337,-45.120503652039325
,,1739209584.957236,-38.13080360867914
,,1739209584.9572384,-45.120503652039325
,,1739209584.9572408,-38.13080360867914
,,1739209584.957243,-45.120503652039325
,,1739209584.957245,-31.141103565318915
,,1739209584.9572475,-18.83661435153617
,,1739209584.95725,-32.816014438256545
,,1739209584.9572525,-31.141103565318915
,,1739209584.9572546,-45.120503652039325
,,1739209584.9572568,-45.120503652039325
,,1739209584.9572592,-33.981070128970906
,,1739209584.9572616,-28.992665084841946
,,1739209584.9572637,-32.816014438256545
,,1739209584.957266,-28.992665084841946
,,1739209584.9572685,-21.598678470925677
,,1739209584.9572709,-11.345619818277967
,,1739209584.957273,-31.141103565318915
,,1739209584.9572754,-33.981070128970906
,,1739209584.9572778,-33.981070128970906
,,1739209584.95728,-31.141103565318915
,,1739209584.9572823,-45.120503652039325
,,1739209584.9572847,-38.13080360867914
,,1739209584.9572868,-38.13080360867914
,,1739209584.9572892,-45.120503652039325
,,1739209584.9572916,-45.120503652039325
,,1739209584.957294,-45.120503652039325
,,1739209584.957296,-45.120503652039325
,,1739209584.9572985,-35.57807855764607
,,1739209584.957301,-45.120503652039325
,,1739209584.957303,-38.13080360867914
,,1739209584.9573054,-45.120503652039325
,,1739209584.9573078,-27.267205301931607
,,1739209584.95731,-45.120503652039325
,,1739209584.9573123,-38.13080360867914
,,1739209584.9573147,-45.120503652039325
,,1739209584.957317,-38.13080360867914
,,1739209584.9573193,-38.13080360867914
,,1739209584.9573216,-35.57807855764607
,,1739209584.957324,-33.981070128970906
,,1739209584.9573262,-32.816014438256545
,,1739209584.9573286,-35.57807855764607
,,1739209584.957331,-45.120503652039325
,,1739209584.957333,-30.49652367304973
,,1739209584.9573357,-21.522148828640407
,,1739209584.957338,-22.44878636800916
,,1739209584.95734,-32.816014438256545
,,1739209584.9573424,-45.120503652039325
,,1739209584.9573448,-38.13080360867914
,,1739209584.9573472,-45.120503652039325
,,1739209584.9573493,-45.120503652039325
,,1739209584.9573517,-45.120503652039325
,,1739209584.957354,-38.13080360867914
,,1739209584.9573562,-45.120503652039325
,,1739209584.9573586,-45.120503652039325
,,1739209584.957361,-38.13080360867914
,,1739209584.9573631,-38.13080360867914
,,1739209584.9573655,-45.120503652039325
,,1739209584.957368,-38.13080360867914
,,1739209584.9573703,-45.120503652039325
,,1739209584.9573724,-45.120503652039325
,,1739209584.9573748,-45.120503652039325
,,1739209584.9573772,-33.981070128970906
,,1739209584.957379,-32.81601443825658
,,1739209584.9573815,-31.141103565318915
,,1739209584.957384,-35.57807855764607
,,1739209584.9573865,-38.13080360867914
,,1739209584.9573886,-45.120503652039325
,,1739209584.957391,-35.57807855764607
,,1739209584.9573932,-38.13080360867914
,,1739209584.9573956,-32.816014438256545
,,1739209584.957398,-38.13080360867914
,,1739209584.9574003,-25.077289914212862
,,1739209584.9574025,-20.88804491267121
,,1739209584.9574049,-20.511525224473814
,,1739209584.9574072,-31.141103565318915
,,1739209584.9574094,-33.981070128970906
,,1739209584.9574118,-35.57807855764607
,,1739209584.9574142,-30.49652367304973
,,1739209584.9574163,-35.57807855764607
,,1739209584.957419,-45.120503652039325
,,1739209584.957421,-45.120503652039325
,,1739209584.9574234,-33.981070128970906
,,1739209584.9574256,-30.49652367304976
,,1739209584.957428,-33.981070128970906
,,1739209584.9574304,-31.141103565318915
,,1739209584.9574325,-45.120503652039325
,,1739209584.957435,-30.49652367304973
,,1739209584.9574373,-33.98107012897096
,,1739209584.9574394,-33.98107012897096
,,1739209584.9574418,-33.981070128970906
,,1739209584.9574442,-45.120503652039325
,,1739209584.9574466,-26.991370085610736
,,1739209584.9574487,-28.58837851428586
,,1739209584.957451,-45.120503652039325
,,1739209584.9574535,-45.120503652039325
,,1739209584.9574556,-38.13080360867914
,,1739209584.957458,-38.13080360867914
,,1739209584.9574604,-45.120503652039325
,,1739209584.9574623,-38.13080360867914
,,1739209584.957465,-45.120503652039325
,,1739209584.9574673,-38.13080360867914
,,1739209584.9574697,-38.13080360867914
,,1739209584.9574718,-45.120503652039325
,,1739209584.9574742,-35.57807855764607
