CAN Message, 0x1b8:020098b454d11179,Timestamp,Amplitude
,,1739209690.5225377,-38.13080360867914
,,1739209690.5225408,-45.120503652039325
,,1739209690.522544,-45.120503652039325
,,1739209690.5225475,-45.120503652039325
,,1739209690.5225508,-38.13080360867914
,,1739209690.5225542,-38.13080360867914
,,1739209690.5225575,-45.120503652039325
,,1739209690.5225606,-35.57807855764607
,,1739209690.522564,-38.13080360867914
,,1739209690.5225673,-45.120503652039325
,,1739209690.5225706,-45.120503652039325
,,1739209690.522574,-45.120503652039325
,,1739209690.5225773,-38.13080360867914
,,1739209690.5225804,-38.13080360867914
,,1739209690.5225835,-38.13080360867914
,,1739209690.522587,-38.13080360867914
,,1739209690.5225904,-38.13080360867914
,,1739209690.5225935,-38.13080360867914
,,1739209690.522597,-31.141103565318915
,,1739209690.5226002,-28.58837851428586
,,1739209690.5226035,-38.13080360867914
,,1739209690.5226068,-38.13080360867914
,,1739209690.5226102,-45.120503652039325
,,1739209690.5226135,-35.57807855764607
,,1739209690.5226169,-38.13080360867914
,,1739209690.5226202,-45.120503652039325
,,1739209690.5226233,-33.981070128970906
,,1739209690.5226266,-31.141103565318915
,,1739209690.52263,-45.120503652039325
,,1739209690.5226333,-45.120503652039325
,,1739209690.522637,-45.120503652039325
,,1739209690.52264,-45.120503652039325
,,1739209690.522643,-38.13080360867914
,,1739209690.5226464,-38.13080360867914
,,1739209690.5226498,-45.120503652039325
,,1739209690.522653,-38.13080360867914
,,1739209690.5226564,-32.816014438256545
,,1739209690.5226598,-45.120503652039325
,,1739209690.5226629,-45.120503652039325
,,1739209690.5226662,-33.981070128970906
,,1739209690.5226696,-38.13080360867914
,,1739209690.522673,-45.120503652039325
,,1739209690.5226762,-45.120503652039325
,,1739209690.5226796,-38.13080360867914
,,1739209690.522683,-35.57807855764607
,,1739209690.522686,-38.13080360867914
,,1739209690.522689,-45.120503652039325
,,1739209690.522693,-38.13080360867914
,,1739209690.522696,-28.992665084841946
,,1739209690.5226994,-29.438486411369347
,,1739209690.5227025,-19.13259858440814
,,1739209690.5227058,-8.350825509091706
,,1739209690.5227091,-27.267205301931607
,,1739209690.5227125,-45.120503652039325
,,1739209690.5227158,-38.13080360867914
,,1739209690.5227191,-45.120503652039325
,,1739209690.5227222,-38.13080360867914
,,1739209690.5227256,-45.120503652039325
,,1739209690.522729,-45.120503652039325
,,1739209690.5227325,-45.120503652039325
,,1739209690.5227356,-38.13080360867914
,,1739209690.522739,-38.13080360867914
,,1739209690.522742,-45.120503652039325
,,1739209690.5227454,-28.992665084841946
,,1739209690.5227487,-45.120503652039325
,,1739209690.522752,-38.13080360867914
,,1739209690.5227554,-45.120503652039325
,,1739209690.5227587,-35.57807855764607
,,1739209690.522762,-32.816014438256545
,,1739209690.5227652,-45.120503652039325
,,1739209690.5227685,-45.120503652039325
,,1739209690.5227718,-38.13080360867914
,,1739209690.5227752,-32.816014438256545
,,1739209690.5227785,-32.816014438256545
,,1739209690.5227818,-21.6765809151882
,,1739209690.522785,-20.001670042250552
,,1739209690.5227883,-35.57807855764607
,,1739209690.5227916,-38.13080360867914
,,1739209690.522795,-23.50682362968953
,,1739209690.5227983,-12.762694948763691
,,1739209690.5228016,-10.96242637568386
,,1739209690.5228047,-22.84163660590256
,,1739209690.522808,-38.13080360867914
,,1739209690.5228114,-38.13080360867914
,,1739209690.5228148,-38.13080360867914
,,1739209690.522818,-32.816014438256545
,,1739209690.5228214,-45.120503652039325
,,1739209690.5228243,-33.981070128970906
,,1739209690.522828,-45.120503652039325
,,1739209690.5228312,-38.13080360867914
,,1739209690.5228343,-38.13080360867914
,,1739209690.522838,-26.487275050834715
,,1739209690.5228412,-28.21854285175415
,,1739209690.5228443,-45.120503652039325
,,1739209690.5228477,-38.13080360867914
,,1739209690.522851,-35.57807855764607
,,1739209690.5228543,-35.57807855764607
,,1739209690.5228577,-38.13080360867914
,,1739209690.522861,-45.120503652039325
,,1739209690.522864,-29.438486411369333
,,1739209690.5228674,-28.21854285175415
,,1739209690.5228708,-45.120503652039325
,,1739209690.522874,-45.120503652039325
,,1739209690.5228777,-25.826314394896357
,,1739209690.5228808,-25.826314394896357
,,1739209690.522884,-45.120503652039325
,,1739209690.5228872,-38.13080360867914
,,1739209690.5228906,-45.120503652039325
,,1739209690.522894,-33.98107012897096
,,1739209690.5228972,-33.981070128970906
,,1739209690.5229006,-38.13080360867914
,,1739209690.5229037,-32.816014438256545
,,1739209690.522907,-28.21854285175415
,,1739209690.5229104,-38.13080360867914
,,1739209690.5229137,-38.13080360867914
,,1739209690.522917,-45.120503652039325
,,1739209690.5229204,-38.13080360867914
,,1739209690.5229237,-23.50682362968953
,,1739209690.5229268,-19.49757500747454
,,1739209690.52293,-45.120503652039325
,,1739209690.5229335,-26.99137008561072
,,1739209690.5229368,-45.120503652039325
,,1739209690.5229402,-38.13080360867914
,,1739209690.5229435,-38.13080360867914
,,1739209690.5229466,-45.120503652039325
,,1739209690.52295,-45.120503652039325
,,1739209690.5229533,-25.826314394896357
,,1739209690.5229566,-15.133552068922732
,,1739209690.52296,-14.398004675904144
,,1739209690.5229633,-24.29264994887477
,,1739209690.5229664,-45.120503652039325
,,1739209690.5229695,-38.13080360867914
,,1739209690.522973,-38.13080360867914
,,1739209690.5229764,-45.120503652039325
,,1739209690.5229795,-45.120503652039325
,,1739209690.522983,-45.120503652039325
,,1739209690.5229862,-33.98107012897096
,,1739209690.5229895,-45.120503652039325
,,1739209690.5229928,-45.120503652039325
,,1739209690.5229962,-38.13080360867914
,,1739209690.5229995,-26.99137008561072
,,1739209690.5230029,-38.13080360867914
,,1739209690.523006,-45.120503652039325
,,1739209690.5230093,-45.120503652039325
,,1739209690.5230126,-45.120503652039325
,,1739209690.523016,-45.120503652039325
,,1739209690.5230193,-38.13080360867914
,,1739209690.523023,-38.13080360867914
,,1739209690.5230258,-31.141103565318915
,,1739209690.523029,-38.13080360867914
,,1739209690.5230324,-45.120503652039325
,,1739209690.5230358,-19.642756598161068
,,1739209690.523039,-25.82631439489636
,,1739209690.5230424,-38.13080360867914
,,1739209690.5230455,-33.981070128970906
,,1739209690.5230489,-26.991370085610747
,,1739209690.5230522,-10.194296431607372
,,1739209690.5230556,-15.554017859987258
,,1739209690.523059,-26.487275050834715
,,1739209690.5230622,-31.141103565318915
,,1739209690.5230656,-32.81601443825658
,,1739209690.523069,-33.981070128970906
,,1739209690.523072,-38.13080360867914
,,1739209690.523075,-45.120503652039325
,,1739209690.523079,-31.141103565318915
,,1739209690.523082,-32.816014438256545
,,1739209690.5230854,-38.13080360867914
,,1739209690.5230885,-45.120503652039325
,,1739209690.5230918,-33.981070128970906
,,1739209690.5230951,-28.992665084841946
,,1739209690.5230985,-38.13080360867914
,,1739209690.5231018,-45.120503652039325
,,1739209690.5231051,-33.981070128970906
,,1739209690.5231082,-32.816014438256545
,,1739209690.5231116,-45.120503652039325
,,1739209690.523115,-18.087589870852675
,,1739209690.5231185,-23.50682362968953
,,1739209690.5231216,-33.981070128970906
,,1739209690.523125,-38.13080360867914
,,1739209690.523128,-45.120503652039325
,,1739209690.5231314,-33.981070128970906
,,1739209690.5231347,-31.14110356531892
,,1739209690.523138,-45.120503652039325
,,1739209690.5231414,-38.13080360867914
,,1739209690.5231447,-33.981070128970906
,,1739209690.5231478,-16.971371839288555
,,1739209690.5231512,-45.120503652039325
,,1739209690.5231545,-33.981070128970906
,,1739209690.5231578,-45.120503652039325
,,1739209690.5231612,-27.267205301931607
,,1739209690.5231645,-24.29264994887477
,,1739209690.5231676,-45.120503652039325
,,1739209690.523171,-38.13080360867914
,,1739209690.5231743,-38.13080360867914
,,1739209690.5231776,-38.13080360867914
,,1739209690.523181,-38.13080360867914
,,1739209690.5231843,-31.141103565318915
,,1739209690.5231874,-25.62660358559016
,,1739209690.5231907,-38.13080360867914
,,1739209690.523194,-38.13080360867914
,,1739209690.5231974,-38.13080360867914
,,1739209690.5232008,-33.981070128970906
,,1739209690.523204,-31.141103565318915
,,1739209690.5232072,-29.438486411369357
,,1739209690.5232103,-9.372091701405443
,,1739209690.523214,-14.863349813025888
,,1739209690.5232172,-27.877744956031417
,,1739209690.5232203,-31.141103565318915
,,1739209690.523224,-38.13080360867914
,,1739209690.5232272,-35.57807855764607
,,1739209690.5232303,-38.13080360867914
,,1739209690.5232337,-38.13080360867914
,,1739209690.523237,-38.13080360867914
,,1739209690.5232403,-29.438486411369357
,,1739209690.5232437,-45.120503652039325
,,1739209690.523247,-38.13080360867914
,,1739209690.52325,-38.13080360867914
,,1739209690.5232534,-38.13080360867914
,,1739209690.5232568,-45.120503652039325
,,1739209690.52326,-45.120503652039325
,,1739209690.5232637,-38.13080360867914
