CAN Message, 0x24:0dc2f7c1d35779a7,Timestamp,Amplitude
,,1739209835.4780707,-45.120503652039325
,,1739209835.4780738,-45.120503652039325
,,1739209835.478077,-38.13080360867914
,,1739209835.4780805,-38.13080360867914
,,1739209835.4780834,-45.120503652039325
,,1739209835.4780865,-45.120503652039325
,,1739209835.4780896,-35.57807855764607
,,1739209835.478093,-38.13080360867914
,,1739209835.478096,-45.120503652039325
,,1739209835.478099,-38.13080360867914
,,1739209835.4781022,-38.13080360867914
,,1739209835.4781053,-38.13080360867914
,,1739209835.4781086,-45.120503652039325
,,1739209835.4781115,-45.120503652039325
,,1739209835.4781148,-45.120503652039325
,,1739209835.478118,-45.120503652039325
,,1739209835.4781213,-38.13080360867914
,,1739209835.4781244,-38.13080360867914
,,1739209835.4781277,-45.120503652039325
,,1739209835.4781306,-45.120503652039325
,,1739209835.478134,-38.13080360867914
,,1739209835.478137,-35.57807855764607
,,1739209835.47814,-35.57807855764607
,,1739209835.4781432,-38.13080360867914
,,1739209835.4781466,-35.57807855764607
,,1739209835.4781497,-38.13080360867914
,,1739209835.4781528,-38.13080360867914
,,1739209835.478156,-38.13080360867914
,,1739209835.4781592,-38.13080360867914
,,1739209835.4781623,-38.13080360867914
,,1739209835.4781654,-45.120503652039325
,,1739209835.4781685,-38.13080360867914
,,1739209835.4781718,-38.13080360867914
,,1739209835.478175,-33.981070128970906
,,1739209835.478178,-45.120503652039325
,,1739209835.4781811,-45.120503652039325
,,1739209835.4781845,-35.57807855764607
,,1739209835.4781876,-38.13080360867914
,,1739209835.478191,-38.13080360867914
,,1739209835.4781938,-45.120503652039325
,,1739209835.478197,-35.57807855764607
,,1739209835.4782002,-38.13080360867914
,,1739209835.4782033,-38.13080360867914
,,1739209835.4782064,-35.57807855764607
,,1739209835.4782095,-38.13080360867914
,,1739209835.4782128,-38.13080360867914
,,1739209835.478216,-45.120503652039325
,,1739209835.478219,-33.981070128970906
,,1739209835.478222,-38.13080360867914
,,1739209835.4782257,-24.589719217205094
,,1739209835.4782286,-18.877682693682605
,,1739209835.4782317,-45.120503652039325
,,1739209835.4782348,-45.120503652039325
,,1739209835.478238,-38.13080360867914
,,1739209835.4782412,-38.13080360867914
,,1739209835.4782443,-45.120503652039325
,,1739209835.4782474,-45.120503652039325
,,1739209835.4782507,-45.120503652039325
,,1739209835.4782538,-38.13080360867914
,,1739209835.478257,-38.13080360867914
,,1739209835.47826,-45.120503652039325
,,1739209835.4782634,-45.120503652039325
,,1739209835.4782665,-32.816014438256545
,,1739209835.4782696,-32.816014438256545
,,1739209835.478273,-45.120503652039325
,,1739209835.478276,-38.13080360867914
,,1739209835.478279,-38.13080360867914
,,1739209835.4782822,-33.981070128970906
,,1739209835.4782853,-45.120503652039325
,,1739209835.478289,-45.120503652039325
,,1739209835.4782915,-45.120503652039325
,,1739209835.4782948,-38.13080360867914
,,1739209835.478298,-45.120503652039325
,,1739209835.478301,-22.002965041481744
,,1739209835.4783044,-33.98107012897096
,,1739209835.4783075,-28.992665084841967
,,1739209835.4783106,-38.13080360867914
,,1739209835.4783137,-26.991370085610736
,,1739209835.478317,-14.457244398418917
,,1739209835.47832,-18.087589870852675
,,1739209835.4783232,-26.991370085610736
,,1739209835.4783263,-45.120503652039325
,,1739209835.4783297,-38.13080360867914
,,1739209835.4783328,-45.120503652039325
,,1739209835.478336,-38.13080360867914
,,1739209835.478339,-38.13080360867914
,,1739209835.4783423,-45.120503652039325
,,1739209835.4783454,-45.120503652039325
,,1739209835.4783485,-33.981070128970906
,,1739209835.4783516,-45.120503652039325
,,1739209835.478355,-31.141103565318915
,,1739209835.478358,-24.589719217205094
,,1739209835.4783611,-33.981070128970906
,,1739209835.4783642,-38.13080360867914
,,1739209835.4783676,-45.120503652039325
,,1739209835.478371,-33.981070128970906
,,1739209835.4783738,-33.981070128970906
,,1739209835.4783769,-38.13080360867914
,,1739209835.4783802,-38.13080360867914
,,1739209835.4783833,-35.57807855764607
,,1739209835.4783864,-38.13080360867914
,,1739209835.4783895,-45.120503652039325
,,1739209835.4783928,-31.141103565318943
,,1739209835.478396,-27.267205301931607
,,1739209835.478399,-45.120503652039325
,,1739209835.478402,-38.13080360867914
,,1739209835.4784052,-45.120503652039325
,,1739209835.4784086,-15.384607417766729
,,1739209835.4784117,-33.981070128970906
,,1739209835.4784148,-45.120503652039325
,,1739209835.478418,-45.120503652039325
,,1739209835.4784212,-28.992665084841946
,,1739209835.4784243,-33.981070128970906
,,1739209835.4784274,-38.13080360867914
,,1739209835.4784305,-45.120503652039325
,,1739209835.4784338,-45.120503652039325
,,1739209835.478437,-26.99137008561072
,,1739209835.47844,-25.25278630937684
,,1739209835.4784431,-45.120503652039325
,,1739209835.4784465,-38.13080360867914
,,1739209835.4784496,-38.13080360867914
,,1739209835.4784527,-38.13080360867914
,,1739209835.4784558,-38.13080360867914
,,1739209835.4784591,-31.141103565318915
,,1739209835.4784622,-35.57807855764607
,,1739209835.4784653,-25.077289914212862
,,1739209835.4784684,-9.850652966439332
,,1739209835.4784718,-15.18614134706318
,,1739209835.4784749,-23.50682362968953
,,1739209835.478478,-45.120503652039325
,,1739209835.478481,-45.120503652039325
,,1739209835.4784844,-26.99137008561072
,,1739209835.4784875,-28.992665084841946
,,1739209835.4784906,-33.981070128970906
,,1739209835.4784937,-38.13080360867914
,,1739209835.478497,-33.981070128970906
,,1739209835.4785,-38.13080360867914
,,1739209835.4785032,-33.981070128970906
,,1739209835.4785063,-38.13080360867914
,,1739209835.4785094,-45.120503652039325
,,1739209835.4785128,-45.120503652039325
,,1739209835.478516,-45.120503652039325
,,1739209835.478519,-45.120503652039325
,,1739209835.478522,-33.981070128970906
,,1739209835.4785254,-33.981070128970906
,,1739209835.4785285,-38.13080360867914
,,1739209835.4785316,-38.13080360867914
,,1739209835.4785347,-26.991370085610747
,,1739209835.478538,-29.438486411369357
,,1739209835.4785411,-38.13080360867914
,,1739209835.4785442,-21.300333226290604
,,1739209835.478547,-30.49652367304973
,,1739209835.478551,-38.13080360867914
,,1739209835.4785538,-38.13080360867914
,,1739209835.4785569,-33.981070128970906
,,1739209835.47856,-14.686880871828
,,1739209835.4785633,-25.07728991421287
,,1739209835.4785664,-33.981070128970906
,,1739209835.4785695,-35.57807855764607
,,1739209835.4785726,-38.13080360867914
,,1739209835.478576,-33.981070128970906
,,1739209835.478579,-33.981070128970906
,,1739209835.478582,-45.120503652039325
,,1739209835.4785852,-31.141103565318915
,,1739209835.4785886,-33.981070128970906
,,1739209835.4785917,-45.120503652039325
,,1739209835.4785948,-38.13080360867914
,,1739209835.478598,-38.13080360867914
,,1739209835.4786012,-35.57807855764607
,,1739209835.4786043,-33.981070128970906
,,1739209835.4786074,-45.120503652039325
,,1739209835.4786105,-38.13080360867914
,,1739209835.4786136,-45.120503652039325
,,1739209835.478617,-45.120503652039325
,,1739209835.47862,-38.13080360867914
,,1739209835.4786232,-45.120503652039325
,,1739209835.4786265,-33.98107012897096
,,1739209835.4786296,-33.981070128970906
,,1739209835.4786327,-26.991370085610736
,,1739209835.4786358,-26.99137008561072
,,1739209835.478639,-27.267205301931607
,,1739209835.4786422,-38.13080360867914
,,1739209835.478645,-38.13080360867914
,,1739209835.4786484,-45.120503652039325
,,1739209835.4786515,-24.589719217205094
,,1739209835.4786549,-35.57807855764607
,,1739209835.478658,-45.120503652039325
,,1739209835.478661,-38.13080360867914
,,1739209835.4786642,-22.002965041481755
,,1739209835.4786675,-35.57807855764607
,,1739209835.4786706,-45.120503652039325
,,1739209835.4786737,-38.13080360867914
,,1739209835.4786768,-32.816014438256545
,,1739209835.47868,-24.74623867263306
,,1739209835.4786832,-35.57807855764607
,,1739209835.4786863,-38.13080360867914
,,1739209835.4786894,-38.13080360867914
,,1739209835.4786928,-38.13080360867914
,,1739209835.478696,-15.872543694060166
