CAN Message, 0x1a7:000084a6b91b20c3,Timestamp,Amplitude
,,1739209872.248811,-38.13080360867914
,,1739209872.248814,-31.141103565318915
,,1739209872.2488172,-45.120503652039325
,,1739209872.24882,-45.120503652039325
,,1739209872.2488232,-38.13080360867914
,,1739209872.2488265,-38.13080360867914
,,1739209872.2488294,-38.13080360867914
,,1739209872.2488322,-38.13080360867914
,,1739209872.248835,-45.120503652039325
,,1739209872.2488384,-45.120503652039325
,,1739209872.2488415,-38.13080360867914
,,1739209872.2488444,-38.13080360867914
,,1739209872.2488475,-45.120503652039325
,,1739209872.2488506,-33.981070128970906
,,1739209872.2488534,-38.13080360867914
,,1739209872.2488563,-38.13080360867914
,,1739209872.2488596,-38.13080360867914
,,1739209872.2488627,-35.57807855764607
,,1739209872.2488656,-38.13080360867914
,,1739209872.2488687,-45.120503652039325
,,1739209872.2488718,-38.13080360867914
,,1739209872.248875,-28.58837851428586
,,1739209872.2488778,-45.120503652039325
,,1739209872.2488809,-45.120503652039325
,,1739209872.248884,-45.120503652039325
,,1739209872.2488868,-38.13080360867914
,,1739209872.24889,-45.120503652039325
,,1739209872.248893,-45.120503652039325
,,1739209872.248896,-35.57807855764607
,,1739209872.248899,-31.141103565318915
,,1739209872.248902,-45.120503652039325
,,1739209872.2489052,-38.13080360867914
,,1739209872.2489083,-38.13080360867914
,,1739209872.2489111,-38.13080360867914
,,1739209872.2489142,-35.57807855764607
,,1739209872.248917,-38.13080360867914
,,1739209872.2489204,-45.120503652039325
,,1739209872.2489233,-33.981070128970906
,,1739209872.2489264,-31.141103565318915
,,1739209872.2489295,-33.981070128970906
,,1739209872.2489324,-45.120503652039325
,,1739209872.2489357,-45.120503652039325
,,1739209872.2489386,-45.120503652039325
,,1739209872.2489417,-38.13080360867914
,,1739209872.2489443,-35.57807855764607
,,1739209872.2489476,-38.13080360867914
,,1739209872.2489507,-45.120503652039325
,,1739209872.2489538,-38.13080360867914
,,1739209872.248957,-32.816014438256545
,,1739209872.2489598,-33.98107012897096
,,1739209872.2489629,-8.469386281288777
,,1739209872.2489655,-16.840353009799525
,,1739209872.2489688,-33.98107012897096
,,1739209872.248972,-25.25278630937684
,,1739209872.248975,-31.141103565318915
,,1739209872.248978,-45.120503652039325
,,1739209872.248981,-45.120503652039325
,,1739209872.248984,-38.13080360867914
,,1739209872.2489872,-45.120503652039325
,,1739209872.24899,-45.120503652039325
,,1739209872.2489932,-45.120503652039325
,,1739209872.2489965,-38.13080360867914
,,1739209872.248999,-45.120503652039325
,,1739209872.2490022,-33.981070128970906
,,1739209872.2490053,-35.57807855764607
,,1739209872.2490084,-32.816014438256545
,,1739209872.2490113,-38.13080360867914
,,1739209872.2490144,-38.13080360867914
,,1739209872.2490177,-33.981070128970906
,,1739209872.2490206,-35.57807855764607
,,1739209872.2490234,-38.13080360867914
,,1739209872.2490263,-38.13080360867914
,,1739209872.2490296,-45.120503652039325
,,1739209872.2490327,-38.13080360867914
,,1739209872.2490356,-24.15140352195873
,,1739209872.2490387,-45.120503652039325
,,1739209872.2490418,-38.13080360867914
,,1739209872.249045,-45.120503652039325
,,1739209872.2490478,-45.120503652039325
,,1739209872.2490509,-14.91274877010371
,,1739209872.249054,-25.82631439489636
,,1739209872.2490568,-31.14110356531892
,,1739209872.24906,-32.816014438256545
,,1739209872.249063,-45.120503652039325
,,1739209872.249066,-45.120503652039325
,,1739209872.249069,-45.120503652039325
,,1739209872.249072,-45.120503652039325
,,1739209872.2490752,-45.120503652039325
,,1739209872.249078,-45.120503652039325
,,1739209872.2490811,-45.120503652039325
,,1739209872.2490842,-45.120503652039325
,,1739209872.249087,-45.120503652039325
,,1739209872.2490902,-32.816014438256545
,,1739209872.2490933,-45.120503652039325
,,1739209872.2490964,-25.826314394896364
,,1739209872.2490995,-38.13080360867914
,,1739209872.2491024,-35.57807855764607
,,1739209872.2491057,-45.120503652039325
,,1739209872.2491086,-38.13080360867914
,,1739209872.2491114,-38.13080360867914
,,1739209872.2491145,-45.120503652039325
,,1739209872.2491176,-33.981070128970906
,,1739209872.2491207,-30.49652367304973
,,1739209872.2491236,-18.83661435153617
,,1739209872.249127,-33.981070128970906
,,1739209872.2491298,-33.981070128970906
,,1739209872.2491329,-26.99137008561072
,,1739209872.2491355,-18.83661435153617
,,1739209872.2491388,-9.05131839255638
,,1739209872.249142,-33.981070128970906
,,1739209872.2491448,-23.273589343863303
,,1739209872.249148,-32.816014438256545
,,1739209872.249151,-35.57807855764607
,,1739209872.249154,-38.13080360867914
,,1739209872.249157,-45.120503652039325
,,1739209872.24916,-45.120503652039325
,,1739209872.2491632,-45.120503652039325
,,1739209872.2491665,-18.335319861638148
,,1739209872.249169,-27.267205301931607
,,1739209872.2491722,-38.13080360867914
,,1739209872.2491753,-38.13080360867914
,,1739209872.2491784,-45.120503652039325
,,1739209872.2491813,-26.0356534632528
,,1739209872.2491844,-45.120503652039325
,,1739209872.2491877,-38.13080360867914
,,1739209872.2491903,-38.13080360867914
,,1739209872.2491934,-35.57807855764607
,,1739209872.2491963,-17.331758932011894
,,1739209872.2491996,-45.120503652039325
,,1739209872.2492025,-45.120503652039325
,,1739209872.2492056,-31.141103565318915
,,1739209872.2492087,-35.57807855764607
,,1739209872.2492118,-45.120503652039325
,,1739209872.2492146,-38.13080360867914
,,1739209872.2492175,-45.120503652039325
,,1739209872.2492208,-45.120503652039325
,,1739209872.2492237,-45.120503652039325
,,1739209872.2492268,-45.120503652039325
,,1739209872.24923,-45.120503652039325
,,1739209872.249233,-45.120503652039325
,,1739209872.249236,-45.120503652039325
,,1739209872.249239,-31.141103565318915
,,1739209872.249242,-45.120503652039325
,,1739209872.2492452,-38.13080360867914
,,1739209872.249248,-38.13080360867914
,,1739209872.2492511,-38.13080360867914
,,1739209872.2492542,-33.98107012897096
,,1739209872.249257,-45.120503652039325
,,1739209872.2492602,-45.120503652039325
,,1739209872.2492633,-38.13080360867914
,,1739209872.2492664,-31.14110356531892
,,1739209872.2492692,-21.300333226290604
,,1739209872.2492723,-38.13080360867914
,,1739209872.2492754,-32.816014438256545
,,1739209872.2492783,-38.13080360867914
,,1739209872.2492814,-28.992665084841946
,,1739209872.2492845,-16.127771778863252
,,1739209872.2492876,-38.13080360867914
,,1739209872.2492907,-33.981070128970906
,,1739209872.2492936,-31.141103565318915
,,1739209872.249297,-45.120503652039325
,,1739209872.2492998,-38.13080360867914
,,1739209872.2493026,-38.13080360867914
,,1739209872.2493055,-45.120503652039325
,,1739209872.2493088,-38.13080360867914
,,1739209872.249312,-38.13080360867914
,,1739209872.2493148,-25.82631439489636
,,1739209872.249318,-24.589719217205094
,,1739209872.249321,-45.120503652039325
,,1739209872.249324,-38.13080360867914
,,1739209872.249327,-38.13080360867914
,,1739209872.24933,-38.13080360867914
,,1739209872.2493331,-45.120503652039325
,,1739209872.249336,-38.13080360867914
,,1739209872.249339,-38.13080360867914
,,1739209872.2493422,-28.218542851754165
,,1739209872.2493453,-45.120503652039325
,,1739209872.2493482,-45.120503652039325
,,1739209872.2493513,-33.981070128970906
,,1739209872.2493544,-28.992665084841946
,,1739209872.2493577,-45.120503652039325
,,1739209872.2493603,-33.981070128970906
,,1739209872.2493634,-33.981070128970906
,,1739209872.2493663,-25.62660358559016
,,1739209872.2493694,-13.977730686423431
,,1739209872.2493725,-9.728487659098016
,,1739209872.2493756,-31.141103565318943
,,1739209872.2493787,-24.589719217205094
,,1739209872.2493815,-38.13080360867914
,,1739209872.2493846,-21.228842808393967
,,1739209872.2493875,-27.267205301931607
,,1739209872.2493908,-32.816014438256545
,,1739209872.2493937,-38.13080360867914
,,1739209872.2493968,-38.13080360867914
,,1739209872.2494,-17.600019173844906
,,1739209872.249403,-20.88804491267121
,,1739209872.249406,-45.120503652039325
