CAN Message, 0x1d3:00002cfe239d81eb,Timestamp,Amplitude
,,1739209662.5402284,-45.120503652039325
,,1739209662.5402288,-38.13080360867914
,,1739209662.540229,-35.57807855764607
,,1739209662.5402296,-33.981070128970906
,,1739209662.54023,-45.120503652039325
,,1739209662.5402305,-31.141103565318915
,,1739209662.5402308,-24.746238672633048
,,1739209662.5402312,-38.13080360867914
,,1739209662.5402317,-45.120503652039325
,,1739209662.540232,-38.13080360867914
,,1739209662.5402324,-33.981070128970906
,,1739209662.540233,-38.13080360867914
,,1739209662.5402331,-45.120503652039325
,,1739209662.5402336,-45.120503652039325
,,1739209662.540234,-45.120503652039325
,,1739209662.5402343,-45.120503652039325
,,1739209662.5402348,-45.120503652039325
,,1739209662.5402353,-45.120503652039325
,,1739209662.5402355,-33.981070128970906
,,1739209662.540236,-33.981070128970906
,,1739209662.5402365,-45.120503652039325
,,1739209662.5402367,-23.75329798047523
,,1739209662.5402372,-28.992665084841946
,,1739209662.5402377,-33.981070128970906
,,1739209662.540238,-45.120503652039325
,,1739209662.5402384,-45.120503652039325
,,1739209662.5402389,-45.120503652039325
,,1739209662.540239,-33.981070128970906
,,1739209662.5402396,-45.120503652039325
,,1739209662.54024,-38.13080360867914
,,1739209662.5402403,-23.50682362968953
,,1739209662.5402408,-32.816014438256545
,,1739209662.5402412,-45.120503652039325
,,1739209662.5402417,-38.13080360867914
,,1739209662.540242,-29.438486411369333
,,1739209662.5402424,-45.120503652039325
,,1739209662.540243,-45.120503652039325
,,1739209662.5402431,-45.120503652039325
,,1739209662.5402436,-35.57807855764607
,,1739209662.540244,-45.120503652039325
,,1739209662.5402443,-45.120503652039325
,,1739209662.5402448,-45.120503652039325
,,1739209662.540245,-32.816014438256545
,,1739209662.5402455,-38.13080360867914
,,1739209662.540246,-31.141103565318915
,,1739209662.5402462,-23.506823629689546
,,1739209662.5402467,-32.816014438256545
,,1739209662.5402472,-33.981070128970906
,,1739209662.5402474,-38.13080360867914
,,1739209662.540248,-33.98107012897096
