CAN Message, 0x1d3:0000f201776a8bc6,Timestamp,Amplitude
,,1739209664.3758128,-38.13080360867914
,,1739209664.3758142,-38.13080360867914
,,1739209664.3758154,-27.267205301931607
,,1739209664.3758168,-32.816014438256545
,,1739209664.3758185,-38.13080360867914
,,1739209664.3758197,-45.120503652039325
,,1739209664.375821,-31.141103565318915
,,1739209664.3758223,-35.57807855764607
,,1739209664.3758235,-45.120503652039325
,,1739209664.3758252,-45.120503652039325
,,1739209664.3758266,-33.98107012897096
,,1739209664.3758278,-45.120503652039325
,,1739209664.3758292,-38.13080360867914
,,1739209664.375831,-45.120503652039325
,,1739209664.375832,-45.120503652039325
,,1739209664.3758335,-45.120503652039325
,,1739209664.3758347,-38.13080360867914
,,1739209664.375836,-45.120503652039325
,,1739209664.3758376,-28.58837851428586
,,1739209664.375839,-35.57807855764607
,,1739209664.3758402,-38.13080360867914
,,1739209664.3758416,-26.487275050834715
,,1739209664.375843,-33.981070128970906
,,1739209664.3758445,-38.13080360867914
,,1739209664.375846,-38.13080360867914
,,1739209664.375847,-35.57807855764607
,,1739209664.3758483,-33.98107012897096
,,1739209664.37585,-45.120503652039325
,,1739209664.3758514,-38.13080360867914
,,1739209664.3758528,-45.120503652039325
,,1739209664.375854,-32.816014438256545
,,1739209664.3758554,-32.816014438256545
,,1739209664.3758569,-45.120503652039325
,,1739209664.3758583,-38.13080360867914
,,1739209664.3758595,-45.120503652039325
,,1739209664.375861,-45.120503652039325
,,1739209664.3758624,-38.13080360867914
,,1739209664.3758638,-38.13080360867914
,,1739209664.3758652,-45.120503652039325
,,1739209664.3758664,-38.13080360867914
,,1739209664.3758678,-33.981070128970906
,,1739209664.3758693,-38.13080360867914
,,1739209664.3758707,-32.816014438256545
,,1739209664.375872,-33.981070128970906
,,1739209664.375873,-45.120503652039325
,,1739209664.3758748,-38.13080360867914
,,1739209664.3758762,-38.13080360867914
,,1739209664.3758776,-33.98107012897096
,,1739209664.3758788,-33.981070128970906
,,1739209664.3758802,-26.487275050834725
,,1739209664.3758817,-12.927278567845926
,,1739209664.375883,-38.13080360867914
,,1739209664.3758843,-38.13080360867914
,,1739209664.3758855,-45.120503652039325
,,1739209664.3758872,-32.816014438256545
,,1739209664.3758886,-31.141103565318893
,,1739209664.37589,-45.120503652039325
,,1739209664.3758912,-38.13080360867914
,,1739209664.3758926,-38.13080360867914
,,1739209664.375894,-33.981070128970906
,,1739209664.3758955,-38.13080360867914
,,1739209664.375897,-38.13080360867914
,,1739209664.375898,-45.120503652039325
,,1739209664.3758996,-32.816014438256545
,,1739209664.375901,-38.13080360867914
,,1739209664.3759024,-35.57807855764607
,,1739209664.3759036,-45.120503652039325
,,1739209664.375905,-45.120503652039325
,,1739209664.3759065,-45.120503652039325
,,1739209664.375908,-35.57807855764607
,,1739209664.375909,-45.120503652039325
,,1739209664.3759103,-38.13080360867914
,,1739209664.375912,-45.120503652039325
,,1739209664.3759134,-33.981070128970906
,,1739209664.3759148,-31.14110356531892
,,1739209664.3759162,-31.141103565318943
,,1739209664.3759174,-38.13080360867914
,,1739209664.3759189,-38.13080360867914
,,1739209664.3759203,-38.13080360867914
,,1739209664.3759215,-24.589719217205094
,,1739209664.375923,-38.13080360867914
,,1739209664.3759243,-45.120503652039325
,,1739209664.3759258,-35.57807855764607
,,1739209664.3759272,-24.15140352195872
,,1739209664.3759286,-38.13080360867914
,,1739209664.3759298,-38.13080360867914
,,1739209664.3759313,-38.13080360867914
,,1739209664.3759327,-38.13080360867914
,,1739209664.375934,-22.54371790334745
,,1739209664.3759353,-45.120503652039325
,,1739209664.3759367,-35.57807855764607
,,1739209664.3759382,-26.99137008561072
,,1739209664.3759396,-38.13080360867914
,,1739209664.375941,-45.120503652039325
,,1739209664.3759422,-35.57807855764607
,,1739209664.3759437,-27.8777449560314
,,1739209664.375945,-45.120503652039325
,,1739209664.3759463,-26.99137008561072
,,1739209664.375948,-8.369138607359352
,,1739209664.3759491,-28.992665084841946
,,1739209664.3759506,-45.120503652039325
,,1739209664.375952,-35.57807855764607
,,1739209664.3759534,-38.13080360867914
,,1739209664.3759546,-28.992665084841946
,,1739209664.375956,-38.13080360867914
,,1739209664.3759575,-45.120503652039325
,,1739209664.375959,-38.13080360867914
,,1739209664.3759604,-38.13080360867914
,,1739209664.3759615,-45.120503652039325
,,1739209664.375963,-45.120503652039325
,,1739209664.3759644,-38.13080360867914
,,1739209664.3759658,-45.120503652039325
,,1739209664.375967,-33.981070128970906
,,1739209664.3759685,-45.120503652039325
,,1739209664.37597,-38.13080360867914
,,1739209664.3759713,-45.120503652039325
,,1739209664.3759727,-45.120503652039325
,,1739209664.375974,-45.120503652039325
,,1739209664.3759754,-38.13080360867914
,,1739209664.3759768,-32.81601443825658
,,1739209664.3759782,-45.120503652039325
,,1739209664.3759794,-38.13080360867914
,,1739209664.3759809,-33.981070128970906
,,1739209664.3759823,-38.13080360867914
,,1739209664.3759837,-28.992665084841946
,,1739209664.3759851,-45.120503652039325
,,1739209664.3759863,-24.151403521958727
,,1739209664.3759878,-18.676117757360903
,,1739209664.3759892,-35.57807855764607
,,1739209664.3759906,-45.120503652039325
,,1739209664.375992,-45.120503652039325
,,1739209664.3759933,-38.13080360867914
,,1739209664.3759947,-33.981070128970906
,,1739209664.375996,-38.13080360867914
,,1739209664.3759975,-38.13080360867914
,,1739209664.3759987,-38.13080360867914
,,1739209664.3760002,-33.981070128970906
,,1739209664.3760016,-38.13080360867914
,,1739209664.376003,-33.981070128970906
,,1739209664.3760045,-27.267205301931607
,,1739209664.3760056,-28.58837851428586
,,1739209664.376007,-45.120503652039325
,,1739209664.3760085,-38.13080360867914
,,1739209664.37601,-35.57807855764607
,,1739209664.3760111,-45.120503652039325
,,1739209664.3760126,-38.13080360867914
,,1739209664.376014,-26.99137008561072
,,1739209664.3760154,-33.981070128970906
,,1739209664.3760169,-31.141103565318915
,,1739209664.376018,-38.13080360867914
,,1739209664.3760197,-38.13080360867914
,,1739209664.376021,-38.13080360867914
,,1739209664.3760223,-31.141103565318915
,,1739209664.3760238,-33.981070128970906
,,1739209664.376025,-38.13080360867914
,,1739209664.3760264,-38.13080360867914
,,1739209664.3760278,-28.992665084841946
,,1739209664.3760293,-38.13080360867914
,,1739209664.3760304,-31.141103565318915
,,1739209664.376032,-28.992665084841967
,,1739209664.3760333,-10.955762861037083
,,1739209664.3760347,-13.558041748065843
,,1739209664.3760362,-28.58837851428589
,,1739209664.3760374,-26.487275050834715
,,1739209664.3760388,-32.816014438256545
,,1739209664.3760402,-18.75562468850564
,,1739209664.3760417,-38.13080360867914
,,1739209664.3760428,-32.816014438256545
,,1739209664.3760445,-45.120503652039325
,,1739209664.3760457,-33.981070128970906
,,1739209664.3760471,-10.122258693643492
,,1739209664.3760486,-26.991370085610736
,,1739209664.3760498,-31.14110356531892
,,1739209664.3760512,-33.981070128970906
,,1739209664.3760526,-38.13080360867914
,,1739209664.376054,-35.57807855764607
,,1739209664.3760557,-28.992665084841946
,,1739209664.376057,-38.13080360867914
,,1739209664.376058,-31.141103565318915
,,1739209664.3760595,-20.001670042250552
,,1739209664.376061,-24.746238672633048
,,1739209664.3760622,-33.981070128970906
,,1739209664.3760636,-45.120503652039325
,,1739209664.376065,-45.120503652039325
,,1739209664.3760664,-33.98107012897096
,,1739209664.376068,-45.120503652039325
,,1739209664.376069,-38.13080360867914
,,1739209664.3760705,-45.120503652039325
,,1739209664.376072,-45.120503652039325
,,1739209664.3760734,-15.064409198436486
,,1739209664.3760746,-25.82631439489636
,,1739209664.376076,-45.120503652039325
,,1739209664.3760774,-45.120503652039325
,,1739209664.3760788,-45.120503652039325
,,1739209664.3760805,-38.13080360867914
,,1739209664.3760817,-45.120503652039325
,,1739209664.376083,-33.981070128970906
,,1739209664.3760843,-38.13080360867914
,,1739209664.3760858,-38.13080360867914
,,1739209664.3760872,-35.57807855764607
,,1739209664.3760884,-27.267205301931607
,,1739209664.3760898,-33.981070128970906
,,1739209664.3760912,-33.981070128970906
,,1739209664.376093,-20.954098578656488
,,1739209664.376094,-23.273589343863318
,,1739209664.3760953,-29.438486411369333
,,1739209664.3760967,-33.981070128970906
,,1739209664.3760982,-31.141103565318943
,,1739209664.3760996,-11.749906388834043
,,1739209664.3761008,-13.643740409628302
,,1739209664.3761022,-31.141103565318943
,,1739209664.3761036,-30.49652367304973
,,1739209664.376105,-45.120503652039325
,,1739209664.3761065,-45.120503652039325
,,1739209664.3761077,-45.120503652039325
,,1739209664.3761091,-45.120503652039325
,,1739209664.3761106,-30.49652367304973
,,1739209664.376112,-32.816014438256545
,,1739209664.3761132,-45.120503652039325
,,1739209664.3761146,-38.13080360867914
,,1739209664.376116,-38.13080360867914
,,1739209664.3761177,-30.49652367304976
,,1739209664.376119,-35.57807855764607
,,1739209664.37612,-38.13080360867914
,,1739209664.3761215,-45.120503652039325
,,1739209664.376123,-38.13080360867914
,,1739209664.3761244,-45.120503652039325
,,1739209664.3761256,-45.120503652039325
,,1739209664.376127,-45.120503652039325
,,1739209664.3761284,-38.13080360867914
