CAN Message, 0x1bb:0000bfa78c8f05cb,Timestamp,Amplitude
,,1739209745.8004782,-45.120503652039325
,,1739209745.8004856,-38.13080360867914
,,1739209745.800493,-32.816014438256545
,,1739209745.8005006,-33.981070128970906
,,1739209745.800508,-45.120503652039325
,,1739209745.8005154,-38.13080360867914
,,1739209745.8005228,-35.57807855764607
,,1739209745.8005304,-45.120503652039325
,,1739209745.8005378,-45.120503652039325
,,1739209745.8005452,-38.13080360867914
,,1739209745.8005526,-35.57807855764607
,,1739209745.80056,-33.981070128970906
,,1739209745.8005676,-38.13080360867914
,,1739209745.800575,-38.13080360867914
,,1739209745.8005824,-38.13080360867914
,,1739209745.8005898,-35.57807855764607
,,1739209745.8005974,-38.13080360867914
,,1739209745.8006048,-38.13080360867914
,,1739209745.8006122,-38.13080360867914
,,1739209745.8006196,-45.120503652039325
,,1739209745.8006272,-38.13080360867914
,,1739209745.8006346,-32.816014438256545
,,1739209745.800642,-33.981070128970906
,,1739209745.8006494,-45.120503652039325
,,1739209745.8006568,-32.816014438256545
,,1739209745.8006644,-45.120503652039325
,,1739209745.8006718,-45.120503652039325
,,1739209745.8006792,-33.981070128970906
,,1739209745.8006866,-35.57807855764607
,,1739209745.8006942,-33.981070128970906
,,1739209745.8007016,-45.120503652039325
,,1739209745.800709,-38.13080360867914
,,1739209745.8007164,-38.13080360867914
,,1739209745.800724,-35.57807855764607
,,1739209745.8007314,-45.120503652039325
,,1739209745.8007388,-31.141103565318915
,,1739209745.8007462,-33.981070128970906
,,1739209745.8007538,-38.13080360867914
,,1739209745.8007612,-45.120503652039325
,,1739209745.8007686,-31.141103565318915
,,1739209745.800776,-32.816014438256545
,,1739209745.8007834,-38.13080360867914
,,1739209745.800791,-45.120503652039325
,,1739209745.8007984,-45.120503652039325
,,1739209745.8008058,-29.438486411369333
,,1739209745.8008132,-32.81601443825658
,,1739209745.8008208,-38.13080360867914
,,1739209745.8008282,-35.57807855764607
,,1739209745.8008356,-45.120503652039325
,,1739209745.800843,-25.82631439489636
,,1739209745.8008506,-17.952126419044045
,,1739209745.800858,-15.440346512102872
,,1739209745.8008654,-27.87774495603141
,,1739209745.8008728,-33.981070128970906
,,1739209745.8008802,-35.57807855764607
,,1739209745.8008878,-38.13080360867914
,,1739209745.8008952,-38.13080360867914
,,1739209745.8009026,-38.13080360867914
,,1739209745.80091,-32.816014438256545
,,1739209745.8009176,-38.13080360867914
,,1739209745.800925,-38.13080360867914
,,1739209745.8009324,-38.13080360867914
,,1739209745.8009398,-45.120503652039325
,,1739209745.8009474,-38.13080360867914
,,1739209745.8009548,-45.120503652039325
,,1739209745.8009622,-38.13080360867914
,,1739209745.8009696,-38.13080360867914
,,1739209745.800977,-27.267205301931607
,,1739209745.8009846,-25.25278630937684
,,1739209745.800992,-38.13080360867914
,,1739209745.8009994,-38.13080360867914
,,1739209745.8010068,-45.120503652039325
,,1739209745.8010144,-45.120503652039325
,,1739209745.8010218,-38.13080360867914
,,1739209745.8010292,-31.141103565318915
,,1739209745.8010366,-29.438486411369333
,,1739209745.8010442,-28.992665084841946
,,1739209745.8010516,-38.13080360867914
,,1739209745.801059,-45.120503652039325
,,1739209745.8010664,-27.267205301931607
,,1739209745.8010738,-33.98107012897096
,,1739209745.8010814,-38.13080360867914
,,1739209745.8010888,-38.13080360867914
,,1739209745.8010962,-45.120503652039325
,,1739209745.8011036,-45.120503652039325
,,1739209745.8011112,-38.13080360867914
,,1739209745.8011186,-45.120503652039325
,,1739209745.801126,-33.981070128970906
,,1739209745.8011334,-32.816014438256545
,,1739209745.801141,-22.84163660590256
,,1739209745.8011484,-38.13080360867914
,,1739209745.8011558,-38.13080360867914
,,1739209745.8011632,-28.21854285175415
,,1739209745.8011706,-38.13080360867914
,,1739209745.8011782,-45.120503652039325
,,1739209745.8011856,-32.816014438256545
,,1739209745.801193,-28.992665084841946
,,1739209745.8012004,-23.506823629689546
,,1739209745.801208,-14.896219940184425
,,1739209745.8012154,-9.824916921827658
,,1739209745.8012228,-20.51152522447381
,,1739209745.8012302,-38.13080360867914
,,1739209745.8012378,-45.120503652039325
,,1739209745.8012452,-45.120503652039325
,,1739209745.8012526,-35.57807855764607
,,1739209745.80126,-38.13080360867914
,,1739209745.8012674,-45.120503652039325
,,1739209745.801275,-45.120503652039325
,,1739209745.8012824,-30.49652367304976
,,1739209745.8012898,-45.120503652039325
,,1739209745.8012972,-38.13080360867914
,,1739209745.8013048,-45.120503652039325
,,1739209745.8013122,-35.57807855764607
,,1739209745.8013196,-38.13080360867914
,,1739209745.801327,-38.13080360867914
,,1739209745.8013346,-38.13080360867914
,,1739209745.801342,-29.43848641136937
,,1739209745.8013494,-45.120503652039325
,,1739209745.8013568,-38.13080360867914
,,1739209745.8013642,-38.13080360867914
,,1739209745.8013718,-45.120503652039325
,,1739209745.8013792,-31.141103565318915
,,1739209745.8013866,-28.992665084841967
,,1739209745.801394,-38.13080360867914
,,1739209745.8014016,-27.8777449560314
,,1739209745.801409,-31.141103565318893
,,1739209745.8014164,-38.13080360867914
,,1739209745.8014238,-15.047294122811843
,,1739209745.8014314,-18.263086266016654
,,1739209745.8014388,-33.98107012897096
,,1739209745.8014462,-33.981070128970906
,,1739209745.8014536,-45.120503652039325
,,1739209745.801461,-27.8777449560314
,,1739209745.8014686,-33.981070128970906
,,1739209745.801476,-38.13080360867914
,,1739209745.8014834,-38.13080360867914
,,1739209745.8014908,-31.141103565318943
,,1739209745.8014984,-35.57807855764607
,,1739209745.8015058,-31.141103565318893
,,1739209745.8015132,-45.120503652039325
,,1739209745.8015206,-35.57807855764607
,,1739209745.8015282,-33.981070128970906
,,1739209745.8015356,-45.120503652039325
,,1739209745.801543,-38.13080360867914
,,1739209745.8015504,-33.981070128970906
,,1739209745.8015578,-38.13080360867914
,,1739209745.8015654,-27.267205301931607
,,1739209745.8015728,-26.99137008561072
,,1739209745.8015802,-26.99137008561072
,,1739209745.8015876,-31.141103565318915
,,1739209745.8015952,-45.120503652039325
,,1739209745.8016026,-45.120503652039325
,,1739209745.80161,-31.141103565318915
,,1739209745.8016174,-31.141103565318893
,,1739209745.801625,-45.120503652039325
,,1739209745.8016324,-45.120503652039325
,,1739209745.8016398,-28.58837851428586
,,1739209745.8016472,-31.141103565318915
,,1739209745.8016548,-33.981070128970906
,,1739209745.8016622,-45.120503652039325
,,1739209745.8016696,-45.120503652039325
,,1739209745.801677,-33.981070128970906
,,1739209745.8016844,-35.57807855764607
,,1739209745.801692,-38.13080360867914
,,1739209745.8016994,-38.13080360867914
,,1739209745.8017068,-38.13080360867914
,,1739209745.8017142,-38.13080360867914
,,1739209745.8017218,-45.120503652039325
,,1739209745.8017292,-38.13080360867914
,,1739209745.8017366,-31.141103565318915
,,1739209745.801744,-38.13080360867914
,,1739209745.8017516,-38.13080360867914
,,1739209745.801759,-38.13080360867914
,,1739209745.8017664,-25.826314394896364
,,1739209745.8017738,-25.82631439489636
,,1739209745.8017812,-11.104775195274833
,,1739209745.8017888,-11.822458430398598
,,1739209745.8017962,-27.267205301931607
,,1739209745.8018036,-28.58837851428586
,,1739209745.801811,-45.120503652039325
,,1739209745.8018186,-20.001670042250552
,,1739209745.801826,-32.816014438256545
,,1739209745.8018334,-45.120503652039325
,,1739209745.8018408,-38.13080360867914
,,1739209745.8018484,-45.120503652039325
,,1739209745.8018558,-31.141103565318915
,,1739209745.8018632,-45.120503652039325
,,1739209745.8018706,-32.816014438256545
,,1739209745.801878,-38.13080360867914
,,1739209745.8018856,-22.002965041481744
,,1739209745.801893,-10.045993043019594
,,1739209745.8019004,-45.120503652039325
,,1739209745.8019078,-45.120503652039325
,,1739209745.8019154,-31.141103565318893
,,1739209745.8019228,-38.13080360867914
,,1739209745.8019302,-45.120503652039325
,,1739209745.8019376,-32.816014438256545
,,1739209745.8019452,-45.120503652039325
,,1739209745.8019526,-45.120503652039325
,,1739209745.80196,-38.13080360867914
,,1739209745.8019674,-35.57807855764607
,,1739209745.8019748,-29.438486411369347
,,1739209745.8019824,-45.120503652039325
,,1739209745.8019898,-45.120503652039325
,,1739209745.8019972,-22.74004262075133
,,1739209745.8020046,-45.120503652039325
,,1739209745.8020122,-45.120503652039325
,,1739209745.8020196,-38.13080360867914
,,1739209745.802027,-38.13080360867914
,,1739209745.8020344,-14.196806655748082
,,1739209745.802042,-25.82631439489636
,,1739209745.8020494,-38.13080360867914
,,1739209745.8020568,-45.120503652039325
,,1739209745.8020642,-33.981070128970906
,,1739209745.8020716,-32.816014438256545
,,1739209745.8020792,-38.13080360867914
,,1739209745.8020866,-45.120503652039325
,,1739209745.802094,-28.992665084841946
,,1739209745.8021014,-33.981070128970906
,,1739209745.802109,-45.120503652039325
,,1739209745.8021164,-45.120503652039325
,,1739209745.8021238,-38.13080360867914
,,1739209745.8021312,-38.13080360867914
,,1739209745.8021388,-45.120503652039325
,,1739209745.8021462,-45.120503652039325
,,1739209745.8021536,-38.13080360867914
,,1739209745.802161,-45.120503652039325
,,1739209745.8021684,-45.120503652039325
,,1739209745.802176,-38.13080360867914
,,1739209745.8021834,-33.98107012897096
,,1739209745.8021908,-31.141103565318943
,,1739209745.8021982,-35.57807855764607
,,1739209745.8022058,-31.141103565318915
,,1739209745.8022132,-19.357090149981367
,,1739209745.8022206,-45.120503652039325
,,1739209745.802228,-30.49652367304973
,,1739209745.8022356,-33.98107012897096
,,1739209745.802243,-20.001670042250545
,,1739209745.8022504,-7.44375141175969
,,1739209745.8022578,-31.141103565318915
,,1739209745.8022652,-38.13080360867914
,,1739209745.8022728,-45.120503652039325
,,1739209745.8022802,-38.13080360867914
,,1739209745.8022876,-35.57807855764607
,,1739209745.802295,-45.120503652039325
,,1739209745.8023026,-26.487275050834715
,,1739209745.80231,-25.25278630937684
,,1739209745.8023174,-45.120503652039325
,,1739209745.8023248,-35.57807855764607
,,1739209745.8023324,-38.13080360867914
,,1739209745.8023398,-35.57807855764607
,,1739209745.8023472,-38.13080360867914
,,1739209745.8023546,-38.13080360867914
,,1739209745.802362,-45.120503652039325
,,1739209745.8023696,-45.120503652039325
,,1739209745.802377,-45.120503652039325
,,1739209745.8023844,-45.120503652039325
,,1739209745.8023918,-33.981070128970906
,,1739209745.8023994,-28.992665084841946
,,1739209745.8024068,-45.120503652039325
,,1739209745.8024142,-45.120503652039325
,,1739209745.8024216,-28.58837851428586
,,1739209745.8024292,-22.44878636800916
,,1739209745.8024366,-38.13080360867914
,,1739209745.802444,-30.49652367304973
,,1739209745.8024514,-32.816014438256545
,,1739209745.802459,-16.763597937115033
,,1739209745.8024664,-11.93778284992302
,,1739209745.8024738,-35.57807855764607
,,1739209745.8024812,-38.13080360867914
,,1739209745.8024886,-33.981070128970906
,,1739209745.8024962,-32.816014438256545
,,1739209745.8025036,-38.13080360867914
,,1739209745.802511,-38.13080360867914
