CAN Message, 0x150:03005534f440b513,Timestamp,Amplitude
,,1739209888.0300002,-38.13080360867914
,,1739209888.0300033,-38.13080360867914
,,1739209888.0300064,-45.120503652039325
,,1739209888.0300095,-38.13080360867914
,,1739209888.0300126,-45.120503652039325
,,1739209888.0300157,-45.120503652039325
,,1739209888.0300188,-45.120503652039325
,,1739209888.030022,-33.981070128970906
,,1739209888.030025,-38.13080360867914
,,1739209888.030028,-45.120503652039325
,,1739209888.0300312,-45.120503652039325
,,1739209888.0300343,-45.120503652039325
,,1739209888.0300374,-38.13080360867914
,,1739209888.0300405,-45.120503652039325
,,1739209888.0300436,-45.120503652039325
,,1739209888.0300467,-45.120503652039325
,,1739209888.0300498,-35.57807855764607
,,1739209888.030053,-35.57807855764607
,,1739209888.030056,-45.120503652039325
,,1739209888.0300589,-38.13080360867914
,,1739209888.030062,-38.13080360867914
,,1739209888.030065,-24.438645034577675
,,1739209888.0300682,-33.981070128970906
,,1739209888.0300713,-31.14110356531892
,,1739209888.0300744,-31.141103565318915
,,1739209888.0300777,-38.13080360867914
,,1739209888.0300806,-45.120503652039325
,,1739209888.0300837,-45.120503652039325
,,1739209888.0300868,-38.13080360867914
,,1739209888.03009,-45.120503652039325
,,1739209888.030093,-38.13080360867914
,,1739209888.030096,-28.992665084841946
,,1739209888.0300992,-31.141103565318915
,,1739209888.0301025,-38.13080360867914
,,1739209888.0301054,-38.13080360867914
,,1739209888.0301085,-38.13080360867914
,,1739209888.0301116,-31.141103565318915
,,1739209888.030115,-38.13080360867914
,,1739209888.0301178,-45.120503652039325
,,1739209888.0301206,-38.13080360867914
,,1739209888.0301237,-32.816014438256545
,,1739209888.0301268,-38.13080360867914
,,1739209888.03013,-45.120503652039325
,,1739209888.030133,-45.120503652039325
,,1739209888.030136,-26.991370085610736
,,1739209888.0301392,-23.50682362968953
,,1739209888.0301423,-38.13080360867914
,,1739209888.0301454,-45.120503652039325
,,1739209888.0301485,-30.49652367304973
,,1739209888.0301516,-21.021172418726344
,,1739209888.0301547,-12.762694948763691
,,1739209888.0301578,-35.57807855764607
,,1739209888.030161,-33.981070128970906
,,1739209888.030164,-38.13080360867914
,,1739209888.030167,-45.120503652039325
,,1739209888.0301702,-45.120503652039325
,,1739209888.0301733,-45.120503652039325
,,1739209888.0301764,-38.13080360867914
