CAN Message, 0x77:e96d9976cc3b165f,Timestamp,Amplitude
,,1739209737.1442945,-38.13080360867914
,,1739209737.144311,-38.13080360867914
,,1739209737.1443276,-45.120503652039325
,,1739209737.1443446,-38.13080360867914
,,1739209737.1443613,-45.120503652039325
,,1739209737.144378,-45.120503652039325
,,1739209737.1443946,-45.120503652039325
,,1739209737.1444116,-45.120503652039325
,,1739209737.1444285,-45.120503652039325
,,1739209737.144445,-38.13080360867914
,,1739209737.144462,-45.120503652039325
,,1739209737.1444786,-28.58837851428586
,,1739209737.1444952,-32.816014438256545
,,1739209737.144512,-38.13080360867914
,,1739209737.1445289,-38.13080360867914
,,1739209737.1445456,-32.816014438256545
,,1739209737.1445622,-35.57807855764607
,,1739209737.144579,-45.120503652039325
,,1739209737.144596,-45.120503652039325
,,1739209737.1446126,-45.120503652039325
,,1739209737.1446292,-45.120503652039325
,,1739209737.1446462,-38.13080360867914
,,1739209737.1446629,-38.13080360867914
,,1739209737.1446795,-38.13080360867914
,,1739209737.1446962,-38.13080360867914
,,1739209737.1447132,-45.120503652039325
,,1739209737.14473,-38.13080360867914
,,1739209737.1447463,-35.57807855764607
,,1739209737.1447632,-33.981070128970906
,,1739209737.1447802,-45.120503652039325
,,1739209737.1447968,-38.13080360867914
,,1739209737.1448135,-35.57807855764607
,,1739209737.1448302,-38.13080360867914
,,1739209737.1448472,-45.120503652039325
,,1739209737.1448638,-38.13080360867914
,,1739209737.1448803,-45.120503652039325
,,1739209737.1448977,-38.13080360867914
,,1739209737.1449142,-35.57807855764607
,,1739209737.1449308,-45.120503652039325
,,1739209737.1449475,-38.13080360867914
,,1739209737.1449645,-38.13080360867914
,,1739209737.1449811,-45.120503652039325
,,1739209737.1449978,-38.13080360867914
,,1739209737.1450143,-38.13080360867914
,,1739209737.1450317,-45.120503652039325
,,1739209737.145048,-45.120503652039325
,,1739209737.1450648,-45.120503652039325
,,1739209737.1450815,-45.120503652039325
,,1739209737.1450984,-33.981070128970906
,,1739209737.1451151,-27.877744956031417
,,1739209737.1451318,-17.600019173844906
,,1739209737.1451488,-25.25278630937684
,,1739209737.1451654,-27.267205301931607
,,1739209737.145182,-38.13080360867914
,,1739209737.1451988,-45.120503652039325
,,1739209737.1452155,-38.13080360867914
,,1739209737.1452324,-38.13080360867914
,,1739209737.1452491,-45.120503652039325
,,1739209737.1452658,-38.13080360867914
,,1739209737.1452827,-38.13080360867914
,,1739209737.1452994,-28.218542851754165
,,1739209737.145316,-45.120503652039325
,,1739209737.145333,-45.120503652039325
,,1739209737.1453495,-45.120503652039325
,,1739209737.1453664,-33.981070128970906
,,1739209737.1453831,-38.13080360867914
,,1739209737.1454,-38.13080360867914
,,1739209737.1454167,-32.816014438256545
,,1739209737.1454334,-38.13080360867914
,,1739209737.14545,-38.13080360867914
,,1739209737.145467,-38.13080360867914
,,1739209737.1454835,-38.13080360867914
,,1739209737.1455004,-31.14110356531892
,,1739209737.145517,-45.120503652039325
,,1739209737.145534,-38.13080360867914
