CAN Message, 0x1bb:00000ca775e94283,Timestamp,Amplitude
,,1739209921.1538143,-45.120503652039325
,,1739209921.153823,-33.98107012897096
,,1739209921.1538312,-45.120503652039325
,,1739209921.1538398,-35.57807855764607
,,1739209921.1538484,-45.120503652039325
,,1739209921.1538568,-45.120503652039325
,,1739209921.153865,-45.120503652039325
,,1739209921.153874,-45.120503652039325
,,1739209921.1538825,-45.120503652039325
,,1739209921.1538908,-29.438486411369333
,,1739209921.1538994,-35.57807855764607
,,1739209921.1539078,-45.120503652039325
,,1739209921.1539164,-33.981070128970906
,,1739209921.153925,-33.981070128970906
,,1739209921.1539333,-45.120503652039325
,,1739209921.153942,-32.816014438256545
,,1739209921.1539505,-26.99137008561072
,,1739209921.1539588,-28.992665084841967
,,1739209921.1539674,-45.120503652039325
,,1739209921.153976,-38.13080360867914
,,1739209921.1539843,-45.120503652039325
,,1739209921.153993,-45.120503652039325
,,1739209921.1540017,-45.120503652039325
,,1739209921.1540098,-45.120503652039325
,,1739209921.1540184,-38.13080360867914
,,1739209921.154027,-32.816014438256545
,,1739209921.1540356,-45.120503652039325
,,1739209921.154044,-30.49652367304973
,,1739209921.1540525,-24.589719217205094
,,1739209921.154061,-33.98107012897096
,,1739209921.1540694,-33.981070128970906
,,1739209921.154078,-35.57807855764607
,,1739209921.1540866,-45.120503652039325
,,1739209921.154095,-35.57807855764607
,,1739209921.1541035,-33.981070128970906
,,1739209921.154112,-45.120503652039325
,,1739209921.1541204,-38.13080360867914
,,1739209921.154129,-45.120503652039325
,,1739209921.1541376,-32.816014438256545
,,1739209921.154146,-45.120503652039325
,,1739209921.1541543,-31.141103565318915
,,1739209921.1541631,-45.120503652039325
,,1739209921.1541717,-45.120503652039325
,,1739209921.15418,-45.120503652039325
,,1739209921.1541886,-45.120503652039325
,,1739209921.154197,-45.120503652039325
,,1739209921.1542056,-45.120503652039325
,,1739209921.154214,-35.57807855764607
,,1739209921.1542225,-38.13080360867914
,,1739209921.154231,-27.267205301931607
,,1739209921.1542397,-16.28388930050312
,,1739209921.154248,-21.021172418726344
,,1739209921.1542566,-22.74004262075133
,,1739209921.1542652,-20.633440452988484
,,1739209921.1542735,-26.99137008561072
,,1739209921.154282,-45.120503652039325
,,1739209921.154291,-38.13080360867914
,,1739209921.154299,-45.120503652039325
,,1739209921.1543076,-45.120503652039325
,,1739209921.1543162,-45.120503652039325
,,1739209921.1543243,-45.120503652039325
,,1739209921.154333,-30.49652367304973
,,1739209921.1543417,-29.438486411369333
,,1739209921.15435,-45.120503652039325
,,1739209921.1543586,-30.49652367304973
,,1739209921.1543672,-27.267205301931607
,,1739209921.1543756,-45.120503652039325
,,1739209921.154384,-45.120503652039325
,,1739209921.1543927,-38.13080360867914
,,1739209921.154401,-45.120503652039325
,,1739209921.1544096,-45.120503652039325
,,1739209921.1544182,-45.120503652039325
,,1739209921.1544266,-45.120503652039325
,,1739209921.1544352,-45.120503652039325
,,1739209921.1544435,-22.44878636800916
,,1739209921.154452,-33.981070128970906
,,1739209921.154461,-32.816014438256545
,,1739209921.1544693,-45.120503652039325
,,1739209921.1544778,-22.74004262075133
,,1739209921.1544862,-10.239228689564705
,,1739209921.1544948,-24.746238672633048
,,1739209921.154503,-45.120503652039325
,,1739209921.1545117,-33.981070128970906
,,1739209921.1545205,-38.13080360867914
,,1739209921.1545289,-38.13080360867914
,,1739209921.1545372,-33.981070128970906
,,1739209921.1545458,-35.57807855764607
,,1739209921.1545544,-38.13080360867914
,,1739209921.1545627,-33.981070128970906
,,1739209921.1545713,-28.218542851754187
,,1739209921.15458,-28.992665084841967
,,1739209921.1545882,-38.13080360867914
,,1739209921.1545968,-38.13080360867914
,,1739209921.1546054,-32.816014438256545
,,1739209921.1546135,-25.82631439489636
,,1739209921.1546223,-38.13080360867914
,,1739209921.154631,-35.57807855764607
,,1739209921.1546392,-45.120503652039325
,,1739209921.1546478,-38.13080360867914
,,1739209921.1546564,-31.141103565318915
,,1739209921.1546648,-38.13080360867914
,,1739209921.154673,-33.981070128970906
,,1739209921.154682,-28.992665084841946
,,1739209921.1546905,-25.82631439489636
,,1739209921.1546988,-45.120503652039325
,,1739209921.1547074,-32.816014438256545
,,1739209921.1547158,-23.75329798047522
,,1739209921.1547244,-24.151403521958727
,,1739209921.154733,-15.851936562542368
,,1739209921.1547413,-45.120503652039325
,,1739209921.15475,-30.49652367304973
,,1739209921.1547585,-45.120503652039325
,,1739209921.1547668,-29.438486411369333
,,1739209921.1547754,-45.120503652039325
