CAN Message, 0x1bb:000094707e8d98d3,Timestamp,Amplitude
,,1739209613.3345494,-38.13080360867914
,,1739209613.3345516,-45.120503652039325
,,1739209613.334554,-38.13080360867914
,,1739209613.334556,-38.13080360867914
,,1739209613.3345582,-35.57807855764607
,,1739209613.3345604,-45.120503652039325
,,1739209613.3345623,-45.120503652039325
,,1739209613.3345647,-45.120503652039325
,,1739209613.334567,-45.120503652039325
,,1739209613.3345692,-45.120503652039325
,,1739209613.3345714,-45.120503652039325
,,1739209613.3345735,-45.120503652039325
,,1739209613.3345757,-45.120503652039325
,,1739209613.334578,-38.13080360867914
,,1739209613.3345802,-45.120503652039325
,,1739209613.3345823,-38.13080360867914
,,1739209613.3345845,-35.57807855764607
,,1739209613.3345866,-35.57807855764607
,,1739209613.334589,-38.13080360867914
,,1739209613.3345912,-45.120503652039325
,,1739209613.3345933,-35.57807855764607
,,1739209613.3345954,-45.120503652039325
,,1739209613.3345976,-45.120503652039325
,,1739209613.3346,-45.120503652039325
,,1739209613.334602,-45.120503652039325
,,1739209613.3346045,-45.120503652039325
,,1739209613.3346064,-45.120503652039325
,,1739209613.3346086,-38.13080360867914
,,1739209613.334611,-38.13080360867914
,,1739209613.334613,-38.13080360867914
,,1739209613.3346152,-38.13080360867914
,,1739209613.3346174,-38.13080360867914
,,1739209613.3346195,-38.13080360867914
,,1739209613.334622,-45.120503652039325
,,1739209613.334624,-38.13080360867914
,,1739209613.3346262,-45.120503652039325
,,1739209613.3346283,-38.13080360867914
,,1739209613.3346305,-38.13080360867914
,,1739209613.3346329,-38.13080360867914
,,1739209613.334635,-32.816014438256545
,,1739209613.3346372,-35.57807855764607
,,1739209613.3346393,-45.120503652039325
,,1739209613.3346417,-45.120503652039325
,,1739209613.3346436,-38.13080360867914
,,1739209613.334646,-33.981070128970906
,,1739209613.334648,-35.57807855764607
,,1739209613.3346505,-45.120503652039325
,,1739209613.3346524,-38.13080360867914
,,1739209613.3346546,-31.141103565318915
,,1739209613.334657,-26.487275050834725
,,1739209613.334659,-11.49379435478262
,,1739209613.3346612,-12.702549339087303
,,1739209613.3346634,-24.74623867263306
,,1739209613.3346655,-32.816014438256545
,,1739209613.334668,-38.13080360867914
,,1739209613.33467,-38.13080360867914
,,1739209613.3346722,-38.13080360867914
,,1739209613.3346744,-33.981070128970906
,,1739209613.3346765,-38.13080360867914
,,1739209613.334679,-45.120503652039325
,,1739209613.334681,-33.981070128970906
,,1739209613.3346832,-38.13080360867914
,,1739209613.334685,-38.13080360867914
,,1739209613.3346877,-33.981070128970906
,,1739209613.33469,-38.13080360867914
,,1739209613.334692,-45.120503652039325
,,1739209613.334694,-45.120503652039325
,,1739209613.3346963,-38.13080360867914
,,1739209613.3346984,-33.981070128970906
,,1739209613.3347008,-35.57807855764607
,,1739209613.334703,-45.120503652039325
,,1739209613.334705,-45.120503652039325
,,1739209613.3347073,-45.120503652039325
,,1739209613.3347094,-32.81601443825658
,,1739209613.3347116,-19.357090149981367
,,1739209613.334714,-31.141103565318915
,,1739209613.334716,-35.57807855764607
,,1739209613.3347182,-33.981070128970906
,,1739209613.3347204,-38.13080360867914
,,1739209613.3347225,-12.948297095594103
,,1739209613.334725,-18.263086266016654
,,1739209613.334727,-27.267205301931607
,,1739209613.3347292,-32.816014438256545
,,1739209613.334731,-45.120503652039325
,,1739209613.3347335,-38.13080360867914
,,1739209613.334736,-28.992665084841946
,,1739209613.334738,-45.120503652039325
,,1739209613.3347402,-38.13080360867914
,,1739209613.3347423,-45.120503652039325
,,1739209613.3347445,-33.98107012897096
,,1739209613.3347468,-45.120503652039325
,,1739209613.334749,-45.120503652039325
,,1739209613.3347511,-45.120503652039325
,,1739209613.3347533,-38.13080360867914
,,1739209613.3347554,-33.981070128970906
,,1739209613.3347578,-45.120503652039325
,,1739209613.33476,-45.120503652039325
,,1739209613.334762,-28.992665084841967
,,1739209613.3347642,-38.13080360867914
,,1739209613.3347664,-45.120503652039325
,,1739209613.3347688,-45.120503652039325
,,1739209613.334771,-38.13080360867914
,,1739209613.334773,-32.816014438256545
,,1739209613.3347752,-17.56938098808858
,,1739209613.3347774,-38.13080360867914
,,1739209613.3347795,-25.826314394896357
,,1739209613.334782,-38.13080360867914
,,1739209613.334784,-31.141103565318893
,,1739209613.3347862,-8.116062641761776
,,1739209613.3347883,-22.002965041481744
,,1739209613.3347905,-33.981070128970906
,,1739209613.3347929,-32.816014438256545
,,1739209613.334795,-38.13080360867914
,,1739209613.3347971,-26.99137008561072
,,1739209613.3347993,-38.13080360867914
,,1739209613.3348014,-38.13080360867914
,,1739209613.3348038,-45.120503652039325
,,1739209613.334806,-21.598678470925663
,,1739209613.334808,-23.50682362968953
,,1739209613.3348105,-45.120503652039325
,,1739209613.3348124,-38.13080360867914
