CAN Message, 0x39:00a46f7a8979adde,Timestamp,Amplitude
,,1739209736.7156503,-38.13080360867914
,,1739209736.7156565,-35.57807855764607
,,1739209736.7156627,-38.13080360867914
,,1739209736.7156692,-45.120503652039325
,,1739209736.7156754,-38.13080360867914
,,1739209736.7156818,-38.13080360867914
,,1739209736.715688,-38.13080360867914
,,1739209736.7156942,-38.13080360867914
,,1739209736.7157006,-38.13080360867914
,,1739209736.7157068,-45.120503652039325
,,1739209736.715713,-45.120503652039325
,,1739209736.7157197,-33.981070128970906
,,1739209736.7157257,-45.120503652039325
,,1739209736.715732,-45.120503652039325
,,1739209736.7157383,-45.120503652039325
,,1739209736.7157445,-45.120503652039325
,,1739209736.715751,-38.13080360867914
,,1739209736.7157571,-45.120503652039325
,,1739209736.715763,-38.13080360867914
,,1739209736.7157698,-38.13080360867914
,,1739209736.715776,-35.57807855764607
,,1739209736.7157822,-38.13080360867914
,,1739209736.7157886,-31.141103565318943
,,1739209736.7157948,-32.816014438256545
,,1739209736.715801,-45.120503652039325
,,1739209736.7158074,-38.13080360867914
,,1739209736.7158136,-35.57807855764607
,,1739209736.71582,-38.13080360867914
,,1739209736.7158265,-35.57807855764607
,,1739209736.7158325,-38.13080360867914
,,1739209736.715839,-45.120503652039325
,,1739209736.715845,-45.120503652039325
,,1739209736.7158513,-33.981070128970906
,,1739209736.7158575,-33.981070128970906
,,1739209736.715864,-45.120503652039325
,,1739209736.71587,-45.120503652039325
,,1739209736.7158766,-45.120503652039325
,,1739209736.7158828,-32.816014438256545
,,1739209736.7158892,-38.13080360867914
,,1739209736.7158954,-38.13080360867914
,,1739209736.7159016,-38.13080360867914
,,1739209736.715908,-32.816014438256545
,,1739209736.7159142,-45.120503652039325
,,1739209736.7159204,-38.13080360867914
,,1739209736.715927,-45.120503652039325
,,1739209736.715933,-20.51152522447381
,,1739209736.7159393,-29.438486411369333
,,1739209736.7159455,-45.120503652039325
,,1739209736.715952,-33.981070128970906
,,1739209736.7159584,-38.13080360867914
,,1739209736.7159646,-18.52134165134079
,,1739209736.7159708,-31.14110356531892
,,1739209736.7159772,-33.981070128970906
,,1739209736.7159834,-29.43848641136937
,,1739209736.7159896,-33.98107012897096
,,1739209736.715996,-38.13080360867914
,,1739209736.7160022,-38.13080360867914
,,1739209736.7160084,-45.120503652039325
,,1739209736.7160149,-38.13080360867914
,,1739209736.716021,-35.57807855764607
,,1739209736.7160275,-38.13080360867914
,,1739209736.7160337,-35.57807855764607
,,1739209736.71604,-32.816014438256545
,,1739209736.7160463,-45.120503652039325
,,1739209736.7160523,-45.120503652039325
,,1739209736.7160587,-45.120503652039325
,,1739209736.7160652,-45.120503652039325
,,1739209736.7160714,-45.120503652039325
,,1739209736.7160776,-45.120503652039325
,,1739209736.716084,-24.746238672633048
,,1739209736.7160902,-26.487275050834715
,,1739209736.7160966,-45.120503652039325
,,1739209736.7161028,-38.13080360867914
,,1739209736.716109,-33.981070128970906
,,1739209736.7161157,-26.99137008561072
,,1739209736.7161217,-45.120503652039325
,,1739209736.716128,-33.981070128970906
,,1739209736.7161343,-38.13080360867914
,,1739209736.7161405,-30.49652367304976
,,1739209736.7161467,-18.877682693682605
,,1739209736.7161531,-38.13080360867914
,,1739209736.716159,-33.981070128970906
,,1739209736.7161658,-30.49652367304973
,,1739209736.716172,-45.120503652039325
,,1739209736.7161782,-33.981070128970906
,,1739209736.7161846,-45.120503652039325
,,1739209736.7161908,-38.13080360867914
,,1739209736.716197,-33.981070128970906
,,1739209736.7162037,-25.25278630937684
,,1739209736.7162097,-35.57807855764607
,,1739209736.7162158,-33.981070128970906
,,1739209736.7162223,-33.981070128970906
,,1739209736.7162285,-38.13080360867914
,,1739209736.7162347,-38.13080360867914
,,1739209736.7162411,-45.120503652039325
,,1739209736.716247,-45.120503652039325
,,1739209736.7162538,-45.120503652039325
,,1739209736.71626,-38.13080360867914
,,1739209736.7162662,-8.764660988926991
,,1739209736.7162726,-25.077289914212862
,,1739209736.7162788,-38.13080360867914
,,1739209736.716285,-33.981070128970906
,,1739209736.7162914,-33.981070128970906
,,1739209736.7162976,-45.120503652039325
,,1739209736.7163038,-38.13080360867914
,,1739209736.7163105,-45.120503652039325
,,1739209736.7163165,-30.49652367304976
,,1739209736.716323,-38.13080360867914
,,1739209736.716329,-38.13080360867914
,,1739209736.7163353,-45.120503652039325
,,1739209736.7163415,-31.141103565318915
,,1739209736.716348,-38.13080360867914
,,1739209736.716354,-45.120503652039325
,,1739209736.7163606,-45.120503652039325
,,1739209736.7163668,-38.13080360867914
,,1739209736.716373,-38.13080360867914
,,1739209736.7163794,-33.981070128970906
,,1739209736.7163856,-45.120503652039325
,,1739209736.716392,-24.15140352195873
,,1739209736.7163982,-45.120503652039325
,,1739209736.7164044,-45.120503652039325
,,1739209736.7164109,-38.13080360867914
,,1739209736.716417,-23.75329798047522
,,1739209736.7164233,-45.120503652039325
,,1739209736.7164297,-45.120503652039325
,,1739209736.716436,-45.120503652039325
,,1739209736.716442,-26.99137008561072
,,1739209736.7164483,-14.53244878528022
,,1739209736.7164547,-32.816014438256545
,,1739209736.7164612,-45.120503652039325
,,1739209736.7164674,-32.816014438256545
,,1739209736.7164736,-35.57807855764607
,,1739209736.71648,-38.13080360867914
,,1739209736.7164862,-45.120503652039325
,,1739209736.7164924,-38.13080360867914
,,1739209736.7164989,-32.816014438256545
,,1739209736.716505,-38.13080360867914
,,1739209736.7165112,-45.120503652039325
,,1739209736.7165177,-33.981070128970906
,,1739209736.716524,-35.57807855764607
,,1739209736.7165303,-38.13080360867914
,,1739209736.7165363,-33.981070128970906
,,1739209736.7165427,-33.981070128970906
,,1739209736.7165492,-45.120503652039325
,,1739209736.7165554,-45.120503652039325
,,1739209736.7165616,-38.13080360867914
,,1739209736.716568,-28.218542851754165
,,1739209736.7165742,-32.816014438256545
,,1739209736.7165804,-33.981070128970906
,,1739209736.7165868,-38.13080360867914
,,1739209736.716593,-27.267205301931607
,,1739209736.7165997,-33.981070128970906
,,1739209736.7166057,-45.120503652039325
,,1739209736.716612,-32.816014438256545
,,1739209736.7166183,-38.13080360867914
,,1739209736.7166245,-20.88804491267121
,,1739209736.7166307,-17.56938098808858
,,1739209736.7166371,-38.13080360867914
,,1739209736.716643,-45.120503652039325
,,1739209736.7166495,-38.13080360867914
,,1739209736.716656,-33.981070128970906
,,1739209736.7166622,-45.120503652039325
,,1739209736.7166686,-38.13080360867914
,,1739209736.7166748,-38.13080360867914
,,1739209736.716681,-38.13080360867914
,,1739209736.7166874,-24.15140352195873
,,1739209736.7166936,-31.141103565318915
,,1739209736.7166998,-24.589719217205094
,,1739209736.7167065,-38.13080360867914
,,1739209736.7167125,-38.13080360867914
,,1739209736.716719,-31.141103565318915
,,1739209736.716725,-38.13080360867914
,,1739209736.7167313,-45.120503652039325
,,1739209736.7167375,-38.13080360867914
,,1739209736.716744,-45.120503652039325
,,1739209736.71675,-32.816014438256545
,,1739209736.7167566,-38.13080360867914
,,1739209736.7167628,-45.120503652039325
,,1739209736.716769,-35.57807855764607
,,1739209736.7167754,-28.58837851428586
,,1739209736.7167816,-31.14110356531892
,,1739209736.7167878,-33.981070128970906
,,1739209736.7167945,-45.120503652039325
,,1739209736.7168005,-27.267205301931607
,,1739209736.716807,-38.13080360867914
,,1739209736.716813,-45.120503652039325
,,1739209736.7168193,-45.120503652039325
,,1739209736.7168255,-28.21854285175415
,,1739209736.716832,-38.13080360867914
,,1739209736.716838,-18.29905288830097
,,1739209736.7168446,-38.13080360867914
,,1739209736.7168508,-31.141103565318915
,,1739209736.716857,-33.981070128970906
,,1739209736.7168634,-30.49652367304976
,,1739209736.7168696,-8.552815859379127
,,1739209736.716876,-33.981070128970906
,,1739209736.7168822,-38.13080360867914
