CAN Message, 0x150:0000109ce676c48e,Timestamp,Amplitude
,,1739209802.665391,-45.120503652039325
,,1739209802.6653986,-38.13080360867914
,,1739209802.6654062,-35.57807855764607
,,1739209802.665414,-35.57807855764607
,,1739209802.6654215,-38.13080360867914
,,1739209802.6654294,-38.13080360867914
,,1739209802.665437,-38.13080360867914
,,1739209802.6654446,-38.13080360867914
,,1739209802.6654522,-35.57807855764607
,,1739209802.66546,-35.57807855764607
,,1739209802.6654675,-45.120503652039325
,,1739209802.6654754,-45.120503652039325
,,1739209802.665483,-45.120503652039325
,,1739209802.6654906,-45.120503652039325
,,1739209802.6654985,-35.57807855764607
,,1739209802.665506,-32.816014438256545
,,1739209802.6655135,-38.13080360867914
,,1739209802.6655214,-45.120503652039325
,,1739209802.665529,-33.981070128970906
,,1739209802.6655366,-45.120503652039325
,,1739209802.6655445,-45.120503652039325
,,1739209802.665552,-32.816014438256545
,,1739209802.6655595,-38.13080360867914
,,1739209802.6655672,-45.120503652039325
,,1739209802.665575,-45.120503652039325
,,1739209802.665583,-28.21854285175415
,,1739209802.6655903,-38.13080360867914
,,1739209802.665598,-45.120503652039325
,,1739209802.6656055,-38.13080360867914
,,1739209802.6656132,-33.98107012897096
,,1739209802.665621,-38.13080360867914
,,1739209802.665629,-45.120503652039325
,,1739209802.6656363,-45.120503652039325
,,1739209802.665644,-45.120503652039325
,,1739209802.6656516,-38.13080360867914
,,1739209802.6656592,-38.13080360867914
,,1739209802.6656668,-45.120503652039325
,,1739209802.6656747,-38.13080360867914
,,1739209802.6656823,-45.120503652039325
,,1739209802.66569,-45.120503652039325
,,1739209802.6656976,-33.981070128970906
,,1739209802.6657052,-45.120503652039325
,,1739209802.6657128,-38.13080360867914
,,1739209802.6657205,-35.57807855764607
,,1739209802.6657283,-45.120503652039325
,,1739209802.665736,-45.120503652039325
,,1739209802.6657436,-33.981070128970906
,,1739209802.6657512,-35.57807855764607
,,1739209802.6657588,-35.57807855764607
,,1739209802.6657665,-35.57807855764607
,,1739209802.665774,-12.134155820794936
,,1739209802.665782,-19.221007638782208
,,1739209802.6657896,-33.98107012897096
,,1739209802.6657972,-33.981070128970906
,,1739209802.6658049,-45.120503652039325
,,1739209802.6658125,-38.13080360867914
,,1739209802.66582,-38.13080360867914
,,1739209802.6658278,-45.120503652039325
,,1739209802.6658356,-38.13080360867914
,,1739209802.6658432,-32.816014438256545
,,1739209802.6658509,-38.13080360867914
,,1739209802.6658585,-45.120503652039325
,,1739209802.665866,-38.13080360867914
,,1739209802.6658738,-45.120503652039325
,,1739209802.6658814,-38.13080360867914
,,1739209802.6658893,-38.13080360867914
,,1739209802.665897,-33.981070128970906
,,1739209802.6659043,-45.120503652039325
,,1739209802.6659122,-45.120503652039325
,,1739209802.6659198,-38.13080360867914
,,1739209802.6659274,-25.82631439489636
,,1739209802.6659353,-32.816014438256545
,,1739209802.665943,-38.13080360867914
,,1739209802.6659503,-33.981070128970906
,,1739209802.6659582,-33.981070128970906
,,1739209802.6659658,-32.816014438256545
,,1739209802.6659734,-45.120503652039325
,,1739209802.665981,-33.981070128970906
,,1739209802.665989,-27.877744956031417
,,1739209802.6659966,-18.83661435153617
,,1739209802.6660042,-45.120503652039325
,,1739209802.6660118,-38.13080360867914
,,1739209802.6660194,-38.13080360867914
,,1739209802.666027,-45.120503652039325
,,1739209802.6660347,-38.13080360867914
,,1739209802.6660426,-45.120503652039325
,,1739209802.6660502,-31.14110356531892
,,1739209802.6660578,-45.120503652039325
,,1739209802.6660657,-31.141103565318915
,,1739209802.666073,-38.13080360867914
,,1739209802.6660807,-33.981070128970906
,,1739209802.6660883,-33.981070128970906
,,1739209802.6660962,-45.120503652039325
,,1739209802.6661038,-38.13080360867914
,,1739209802.6661117,-28.992665084841946
,,1739209802.666119,-45.120503652039325
,,1739209802.6661267,-45.120503652039325
,,1739209802.6661344,-45.120503652039325
,,1739209802.666142,-32.81601443825658
,,1739209802.66615,-31.141103565318915
,,1739209802.6661575,-33.981070128970906
,,1739209802.666165,-45.120503652039325
,,1739209802.6661727,-23.16150712794695
,,1739209802.6661804,-17.85323156177357
,,1739209802.666188,-45.120503652039325
,,1739209802.666196,-33.981070128970906
,,1739209802.6662035,-29.438486411369347
,,1739209802.6662111,-18.636903542229977
,,1739209802.6662188,-8.649609364873744
,,1739209802.6662264,-31.141103565318943
,,1739209802.666234,-38.13080360867914
,,1739209802.6662416,-45.120503652039325
,,1739209802.6662495,-45.120503652039325
,,1739209802.6662571,-38.13080360867914
,,1739209802.6662648,-26.99137008561072
,,1739209802.6662724,-31.141103565318915
,,1739209802.66628,-38.13080360867914
,,1739209802.6662877,-21.598678470925663
,,1739209802.6662953,-27.8777449560314
,,1739209802.6663032,-30.49652367304973
,,1739209802.6663108,-38.13080360867914
,,1739209802.6663184,-45.120503652039325
,,1739209802.666326,-32.816014438256545
,,1739209802.6663337,-31.141103565318893
,,1739209802.6663413,-45.120503652039325
,,1739209802.666349,-45.120503652039325
,,1739209802.6663568,-38.13080360867914
,,1739209802.6663644,-18.636903542229973
,,1739209802.666372,-28.58837851428586
