CAN Message, 0x77:6949e6e5ecea8852,Timestamp,Amplitude
,,1739209650.258581,-32.81601443825658
,,1739209650.2585828,-45.120503652039325
,,1739209650.258585,-45.120503652039325
,,1739209650.2585871,-45.120503652039325
,,1739209650.2585893,-45.120503652039325
,,1739209650.2585912,-38.13080360867914
,,1739209650.258593,-45.120503652039325
,,1739209650.2585957,-45.120503652039325
,,1739209650.2585974,-28.992665084841946
,,1739209650.2585995,-38.13080360867914
,,1739209650.2586017,-38.13080360867914
,,1739209650.2586038,-45.120503652039325
,,1739209650.2586057,-31.141103565318915
,,1739209650.258608,-45.120503652039325
,,1739209650.25861,-45.120503652039325
,,1739209650.258612,-38.13080360867914
,,1739209650.258614,-45.120503652039325
,,1739209650.2586162,-45.120503652039325
,,1739209650.2586184,-45.120503652039325
,,1739209650.2586205,-45.120503652039325
,,1739209650.2586224,-38.13080360867914
,,1739209650.2586246,-33.981070128970906
,,1739209650.2586265,-38.13080360867914
,,1739209650.2586286,-45.120503652039325
,,1739209650.2586308,-45.120503652039325
,,1739209650.258633,-38.13080360867914
,,1739209650.2586348,-45.120503652039325
,,1739209650.258637,-38.13080360867914
,,1739209650.258639,-38.13080360867914
,,1739209650.258641,-38.13080360867914
,,1739209650.2586432,-38.13080360867914
,,1739209650.2586453,-38.13080360867914
,,1739209650.2586474,-32.816014438256545
,,1739209650.258649,-35.57807855764607
,,1739209650.2586515,-38.13080360867914
,,1739209650.2586536,-38.13080360867914
,,1739209650.2586555,-38.13080360867914
,,1739209650.2586577,-45.120503652039325
,,1739209650.2586598,-38.13080360867914
,,1739209650.258662,-38.13080360867914
,,1739209650.258664,-38.13080360867914
,,1739209650.258666,-45.120503652039325
,,1739209650.2586682,-45.120503652039325
,,1739209650.25867,-45.120503652039325
,,1739209650.2586722,-45.120503652039325
,,1739209650.2586744,-38.13080360867914
,,1739209650.2586763,-33.981070128970906
,,1739209650.2586784,-45.120503652039325
,,1739209650.2586806,-32.816014438256545
,,1739209650.2586827,-30.49652367304973
,,1739209650.2586846,-10.610319130484717
,,1739209650.2586868,-26.99137008561072
,,1739209650.258689,-32.816014438256545
,,1739209650.258691,-45.120503652039325
,,1739209650.258693,-33.981070128970906
,,1739209650.2586951,-45.120503652039325
,,1739209650.2586973,-45.120503652039325
,,1739209650.2586992,-45.120503652039325
,,1739209650.258701,-33.981070128970906
,,1739209650.2587037,-38.13080360867914
,,1739209650.2587056,-35.57807855764607
,,1739209650.2587075,-32.816014438256545
,,1739209650.2587097,-38.13080360867914
,,1739209650.2587118,-31.141103565318893
,,1739209650.2587135,-45.120503652039325
,,1739209650.258716,-45.120503652039325
,,1739209650.258718,-38.13080360867914
,,1739209650.2587202,-38.13080360867914
,,1739209650.258722,-45.120503652039325
,,1739209650.2587242,-45.120503652039325
,,1739209650.2587264,-33.981070128970906
,,1739209650.2587285,-45.120503652039325
,,1739209650.2587304,-33.981070128970906
,,1739209650.2587326,-25.82631439489636
,,1739209650.2587345,-16.971371839288558
,,1739209650.2587366,-38.13080360867914
,,1739209650.2587388,-33.981070128970906
,,1739209650.258741,-27.267205301931607
,,1739209650.2587428,-21.300333226290604
,,1739209650.258745,-7.860571062792067
,,1739209650.258747,-33.981070128970906
,,1739209650.258749,-38.13080360867914
,,1739209650.2587512,-35.57807855764607
,,1739209650.2587533,-45.120503652039325
,,1739209650.2587554,-33.981070128970906
,,1739209650.2587574,-30.49652367304973
,,1739209650.2587595,-45.120503652039325
,,1739209650.2587616,-33.981070128970906
,,1739209650.2587636,-45.120503652039325
,,1739209650.2587657,-38.13080360867914
,,1739209650.2587678,-38.13080360867914
,,1739209650.25877,-45.120503652039325
,,1739209650.258772,-45.120503652039325
,,1739209650.258774,-28.992665084841946
,,1739209650.2587762,-35.57807855764607
,,1739209650.258778,-38.13080360867914
,,1739209650.2587802,-45.120503652039325
,,1739209650.2587824,-45.120503652039325
,,1739209650.2587843,-45.120503652039325
,,1739209650.2587864,-45.120503652039325
,,1739209650.2587886,-45.120503652039325
,,1739209650.2587907,-33.98107012897096
,,1739209650.2587926,-25.077289914212862
,,1739209650.2587948,-21.522148828640407
,,1739209650.258797,-45.120503652039325
