CAN Message, 0x1bb:0000f3cfb592e256,Timestamp,Amplitude
,,1739209755.078288,-45.120503652039325
,,1739209755.0782938,-45.120503652039325
,,1739209755.0782995,-38.13080360867914
,,1739209755.0783052,-38.13080360867914
,,1739209755.078311,-33.981070128970906
,,1739209755.0783167,-45.120503652039325
,,1739209755.0783224,-38.13080360867914
,,1739209755.078328,-33.981070128970906
,,1739209755.078334,-45.120503652039325
,,1739209755.0783396,-45.120503652039325
,,1739209755.078345,-45.120503652039325
,,1739209755.0783508,-45.120503652039325
,,1739209755.0783565,-45.120503652039325
,,1739209755.0783622,-38.13080360867914
,,1739209755.078368,-38.13080360867914
,,1739209755.0783737,-45.120503652039325
,,1739209755.0783794,-33.981070128970906
,,1739209755.078385,-33.981070128970906
,,1739209755.0783908,-38.13080360867914
,,1739209755.0783966,-45.120503652039325
,,1739209755.0784023,-35.57807855764607
,,1739209755.078408,-38.13080360867914
,,1739209755.0784135,-38.13080360867914
,,1739209755.0784194,-38.13080360867914
,,1739209755.078425,-45.120503652039325
,,1739209755.078431,-31.141103565318915
,,1739209755.0784364,-33.981070128970906
,,1739209755.078442,-45.120503652039325
,,1739209755.0784478,-45.120503652039325
,,1739209755.0784535,-38.13080360867914
,,1739209755.0784593,-38.13080360867914
,,1739209755.078465,-45.120503652039325
,,1739209755.0784707,-38.13080360867914
,,1739209755.0784764,-35.57807855764607
,,1739209755.0784822,-38.13080360867914
,,1739209755.078488,-45.120503652039325
,,1739209755.0784936,-38.13080360867914
,,1739209755.0784993,-45.120503652039325
,,1739209755.0785048,-45.120503652039325
,,1739209755.0785103,-45.120503652039325
,,1739209755.0785162,-45.120503652039325
,,1739209755.078522,-45.120503652039325
,,1739209755.0785277,-45.120503652039325
,,1739209755.0785334,-38.13080360867914
,,1739209755.0785391,-33.981070128970906
,,1739209755.0785449,-45.120503652039325
,,1739209755.0785506,-38.13080360867914
,,1739209755.0785563,-33.981070128970906
,,1739209755.078562,-45.120503652039325
,,1739209755.0785675,-45.120503652039325
,,1739209755.0785737,-13.558041748065843
,,1739209755.0785792,-27.267205301931607
,,1739209755.078585,-38.13080360867914
,,1739209755.0785904,-38.13080360867914
,,1739209755.078596,-38.13080360867914
,,1739209755.0786018,-45.120503652039325
,,1739209755.0786076,-27.267205301931607
,,1739209755.0786133,-31.141103565318915
,,1739209755.078619,-45.120503652039325
,,1739209755.0786247,-45.120503652039325
,,1739209755.0786304,-38.13080360867914
,,1739209755.0786362,-45.120503652039325
,,1739209755.078642,-45.120503652039325
,,1739209755.0786476,-45.120503652039325
,,1739209755.078653,-31.141103565318893
,,1739209755.078659,-33.981070128970906
,,1739209755.0786643,-45.120503652039325
,,1739209755.0786705,-38.13080360867914
,,1739209755.078676,-38.13080360867914
,,1739209755.0786817,-38.13080360867914
,,1739209755.0786874,-45.120503652039325
,,1739209755.0786932,-35.57807855764607
,,1739209755.0786989,-31.141103565318943
,,1739209755.0787046,-24.746238672633048
,,1739209755.0787103,-17.788531000973595
,,1739209755.078716,-45.120503652039325
,,1739209755.0787218,-45.120503652039325
,,1739209755.0787275,-26.487275050834715
,,1739209755.0787332,-25.25278630937684
,,1739209755.078739,-8.911858899388083
,,1739209755.0787444,-32.81601443825658
,,1739209755.07875,-31.141103565318915
,,1739209755.078756,-45.120503652039325
,,1739209755.0787616,-38.13080360867914
,,1739209755.0787673,-38.13080360867914
,,1739209755.078773,-38.13080360867914
,,1739209755.0787787,-35.57807855764607
,,1739209755.0787845,-45.120503652039325
,,1739209755.0787902,-31.141103565318915
,,1739209755.078796,-33.981070128970906
,,1739209755.0788016,-45.120503652039325
,,1739209755.0788074,-33.981070128970906
,,1739209755.078813,-45.120503652039325
,,1739209755.0788188,-31.141103565318943
,,1739209755.0788243,-35.57807855764607
,,1739209755.07883,-38.13080360867914
,,1739209755.0788355,-38.13080360867914
,,1739209755.0788414,-45.120503652039325
,,1739209755.0788472,-45.120503652039325
,,1739209755.078853,-38.13080360867914
,,1739209755.0788586,-45.120503652039325
,,1739209755.0788643,-38.13080360867914
,,1739209755.07887,-28.992665084841967
,,1739209755.0788758,-23.506823629689546
,,1739209755.0788815,-31.141103565318893
,,1739209755.0788872,-31.141103565318915
,,1739209755.078893,-25.62660358559016
,,1739209755.078899,-16.840353009799525
,,1739209755.0789042,-10.4592449478573
,,1739209755.07891,-23.75329798047522
,,1739209755.0789156,-45.120503652039325
,,1739209755.0789213,-38.13080360867914
,,1739209755.078927,-38.13080360867914
,,1739209755.0789328,-22.17584139042336
,,1739209755.0789385,-32.816014438256545
,,1739209755.0789442,-45.120503652039325
,,1739209755.07895,-38.13080360867914
,,1739209755.0789557,-30.49652367304976
,,1739209755.0789614,-45.120503652039325
,,1739209755.078967,-45.120503652039325
,,1739209755.0789728,-45.120503652039325
,,1739209755.0789783,-38.13080360867914
,,1739209755.078984,-45.120503652039325
,,1739209755.0789895,-38.13080360867914
,,1739209755.0789957,-35.57807855764607
,,1739209755.0790012,-31.141103565318893
,,1739209755.079007,-33.981070128970906
,,1739209755.0790126,-38.13080360867914
,,1739209755.0790184,-38.13080360867914
,,1739209755.079024,-33.98107012897096
,,1739209755.0790298,-45.120503652039325
,,1739209755.0790355,-38.13080360867914
,,1739209755.0790412,-38.13080360867914
,,1739209755.079047,-30.49652367304973
,,1739209755.0790527,-33.981070128970906
,,1739209755.0790584,-45.120503652039325
,,1739209755.079064,-38.13080360867914
,,1739209755.0790696,-38.13080360867914
,,1739209755.079075,-45.120503652039325
,,1739209755.079081,-45.120503652039325
,,1739209755.0790868,-45.120503652039325
,,1739209755.0790925,-33.981070128970906
,,1739209755.0790982,-33.981070128970906
,,1739209755.079104,-35.57807855764607
,,1739209755.0791097,-33.981070128970906
,,1739209755.0791154,-45.120503652039325
,,1739209755.079121,-38.13080360867914
,,1739209755.0791268,-38.13080360867914
,,1739209755.0791326,-45.120503652039325
,,1739209755.0791385,-38.13080360867914
,,1739209755.0791438,-28.992665084841967
,,1739209755.0791495,-23.38864096791655
,,1739209755.0791552,-32.816014438256545
,,1739209755.079161,-38.13080360867914
,,1739209755.079167,-33.981070128970906
,,1739209755.0791724,-22.84163660590256
,,1739209755.079178,-12.702549339087303
,,1739209755.0791838,-45.120503652039325
,,1739209755.0791895,-33.98107012897096
,,1739209755.0791953,-45.120503652039325
,,1739209755.079201,-38.13080360867914
,,1739209755.0792067,-35.57807855764607
,,1739209755.0792124,-26.991370085610757
,,1739209755.079218,-38.13080360867914
,,1739209755.0792236,-38.13080360867914
,,1739209755.0792294,-45.120503652039325
,,1739209755.079235,-38.13080360867914
,,1739209755.0792408,-38.13080360867914
,,1739209755.0792463,-45.120503652039325
,,1739209755.0792522,-38.13080360867914
,,1739209755.079258,-33.981070128970906
,,1739209755.0792637,-45.120503652039325
,,1739209755.0792694,-45.120503652039325
,,1739209755.0792751,-33.981070128970906
,,1739209755.0792809,-35.57807855764607
,,1739209755.0792866,-25.82631439489636
,,1739209755.0792923,-33.981070128970906
,,1739209755.079298,-28.992665084841946
,,1739209755.0793035,-25.82631439489636
,,1739209755.0793092,-45.120503652039325
,,1739209755.079315,-45.120503652039325
,,1739209755.079321,-38.13080360867914
,,1739209755.0793264,-24.438645034577675
,,1739209755.079332,-26.99137008561072
,,1739209755.0793378,-12.142898541047952
,,1739209755.0793436,-10.634986260023512
,,1739209755.0793493,-25.826314394896357
,,1739209755.079355,-28.992665084841946
