CAN Message, 0x1b8:0100b5d1df7eb5c7,Timestamp,Amplitude
,,1739209783.039977,-27.8777449560314
,,1739209783.0399916,-38.13080360867914
,,1739209783.0400064,-45.120503652039325
,,1739209783.040021,-38.13080360867914
,,1739209783.0400355,-35.57807855764607
,,1739209783.0400505,-33.981070128970906
,,1739209783.040065,-35.57807855764607
,,1739209783.0400798,-38.13080360867914
,,1739209783.0400944,-45.120503652039325
,,1739209783.0401092,-45.120503652039325
,,1739209783.040124,-38.13080360867914
,,1739209783.0401385,-38.13080360867914
,,1739209783.0401533,-38.13080360867914
,,1739209783.040168,-35.57807855764607
,,1739209783.0401826,-45.120503652039325
,,1739209783.0401974,-45.120503652039325
,,1739209783.040212,-45.120503652039325
,,1739209783.0402267,-45.120503652039325
,,1739209783.0402417,-35.57807855764607
,,1739209783.040256,-38.13080360867914
,,1739209783.0402708,-45.120503652039325
,,1739209783.0402856,-38.13080360867914
,,1739209783.0403,-35.57807855764607
,,1739209783.040315,-38.13080360867914
,,1739209783.0403297,-32.816014438256545
,,1739209783.0403442,-35.57807855764607
,,1739209783.040359,-35.57807855764607
,,1739209783.0403736,-45.120503652039325
,,1739209783.0403883,-45.120503652039325
,,1739209783.040403,-31.141103565318915
,,1739209783.0404177,-38.13080360867914
,,1739209783.0404325,-33.981070128970906
,,1739209783.040447,-38.13080360867914
,,1739209783.0404618,-45.120503652039325
,,1739209783.0404766,-38.13080360867914
,,1739209783.040491,-38.13080360867914
,,1739209783.040506,-45.120503652039325
,,1739209783.0405204,-38.13080360867914
,,1739209783.0405352,-35.57807855764607
,,1739209783.04055,-45.120503652039325
,,1739209783.0405643,-45.120503652039325
,,1739209783.0405793,-38.13080360867914
,,1739209783.040594,-45.120503652039325
,,1739209783.0406086,-45.120503652039325
,,1739209783.0406234,-38.13080360867914
,,1739209783.040638,-45.120503652039325
,,1739209783.0406528,-38.13080360867914
,,1739209783.0406675,-45.120503652039325
,,1739209783.040682,-31.141103565318915
,,1739209783.0406969,-26.03565346325281
,,1739209783.0407114,-14.608978427565477
,,1739209783.0407262,-9.99232606639056
,,1739209783.040741,-30.49652367304976
,,1739209783.0407555,-30.49652367304973
,,1739209783.0407703,-45.120503652039325
,,1739209783.0407848,-38.13080360867914
,,1739209783.0407996,-35.57807855764607
,,1739209783.0408144,-38.13080360867914
,,1739209783.040829,-45.120503652039325
,,1739209783.0408435,-32.816014438256545
,,1739209783.0408585,-32.816014438256545
,,1739209783.040873,-45.120503652039325
,,1739209783.0408878,-45.120503652039325
,,1739209783.0409024,-38.13080360867914
,,1739209783.0409172,-38.13080360867914
,,1739209783.040932,-38.13080360867914
,,1739209783.0409465,-45.120503652039325
,,1739209783.0409613,-38.13080360867914
,,1739209783.040976,-33.981070128970906
,,1739209783.0409906,-31.141103565318915
,,1739209783.0410054,-35.57807855764607
,,1739209783.04102,-38.13080360867914
,,1739209783.0410347,-38.13080360867914
,,1739209783.0410497,-27.267205301931607
,,1739209783.041064,-26.487275050834715
,,1739209783.0410788,-30.49652367304976
