CAN Message, 0x39:0266952274582983,Timestamp,Amplitude
,,1739209604.0157516,-45.120503652039325
,,1739209604.0157545,-45.120503652039325
,,1739209604.015757,-33.981070128970906
,,1739209604.0157602,-35.57807855764607
,,1739209604.015763,-38.13080360867914
,,1739209604.015766,-45.120503652039325
,,1739209604.0157688,-38.13080360867914
,,1739209604.0157714,-38.13080360867914
,,1739209604.0157745,-45.120503652039325
,,1739209604.015777,-38.13080360867914
,,1739209604.01578,-38.13080360867914
,,1739209604.0157828,-45.120503652039325
,,1739209604.0157857,-38.13080360867914
,,1739209604.0157886,-45.120503652039325
,,1739209604.0157914,-45.120503652039325
,,1739209604.015794,-45.120503652039325
,,1739209604.015797,-38.13080360867914
,,1739209604.0157998,-38.13080360867914
,,1739209604.0158026,-33.981070128970906
,,1739209604.0158055,-28.992665084841946
,,1739209604.0158083,-45.120503652039325
,,1739209604.0158112,-38.13080360867914
,,1739209604.0158138,-45.120503652039325
,,1739209604.0158167,-38.13080360867914
,,1739209604.0158195,-45.120503652039325
,,1739209604.0158224,-38.13080360867914
,,1739209604.0158253,-45.120503652039325
,,1739209604.015828,-35.57807855764607
,,1739209604.015831,-38.13080360867914
,,1739209604.0158336,-38.13080360867914
,,1739209604.0158365,-45.120503652039325
,,1739209604.015839,-38.13080360867914
,,1739209604.0158422,-38.13080360867914
,,1739209604.015845,-45.120503652039325
,,1739209604.015848,-33.981070128970906
,,1739209604.0158508,-28.992665084841946
,,1739209604.0158534,-45.120503652039325
,,1739209604.0158565,-38.13080360867914
,,1739209604.0158591,-38.13080360867914
,,1739209604.015862,-35.57807855764607
,,1739209604.0158648,-38.13080360867914
,,1739209604.0158677,-33.981070128970906
,,1739209604.0158706,-38.13080360867914
,,1739209604.0158734,-28.218542851754165
,,1739209604.015876,-38.13080360867914
,,1739209604.015879,-38.13080360867914
,,1739209604.0158818,-38.13080360867914
,,1739209604.0158846,-45.120503652039325
,,1739209604.0158875,-27.8777449560314
,,1739209604.0158904,-20.82298085201522
,,1739209604.0158932,-11.539250799272802
,,1739209604.0158958,-31.141103565318893
,,1739209604.0158987,-33.981070128970906
,,1739209604.0159016,-38.13080360867914
,,1739209604.0159044,-38.13080360867914
,,1739209604.0159073,-35.57807855764607
,,1739209604.01591,-45.120503652039325
,,1739209604.015913,-38.13080360867914
,,1739209604.0159156,-45.120503652039325
,,1739209604.0159185,-31.141103565318915
,,1739209604.0159214,-45.120503652039325
,,1739209604.0159242,-38.13080360867914
,,1739209604.015927,-38.13080360867914
,,1739209604.01593,-33.981070128970906
,,1739209604.0159328,-35.57807855764607
,,1739209604.0159354,-45.120503652039325
,,1739209604.0159383,-38.13080360867914
,,1739209604.0159411,-45.120503652039325
,,1739209604.015944,-45.120503652039325
,,1739209604.0159469,-33.981070128970906
,,1739209604.0159495,-38.13080360867914
,,1739209604.0159526,-33.981070128970906
,,1739209604.0159554,-45.120503652039325
,,1739209604.015958,-27.267205301931607
,,1739209604.015961,-26.99137008561072
,,1739209604.0159638,-33.981070128970906
,,1739209604.015967,-38.13080360867914
,,1739209604.0159695,-33.981070128970906
,,1739209604.0159724,-38.13080360867914
,,1739209604.0159752,-27.267205301931607
,,1739209604.015978,-35.57807855764607
,,1739209604.0159807,-38.13080360867914
,,1739209604.0159836,-45.120503652039325
,,1739209604.0159864,-33.981070128970906
,,1739209604.0159893,-45.120503652039325
,,1739209604.0159922,-38.13080360867914
,,1739209604.015995,-32.816014438256545
,,1739209604.0159976,-38.13080360867914
,,1739209604.0160005,-38.13080360867914
,,1739209604.0160034,-45.120503652039325
,,1739209604.0160062,-45.120503652039325
,,1739209604.016009,-33.981070128970906
,,1739209604.016012,-45.120503652039325
,,1739209604.0160148,-45.120503652039325
,,1739209604.0160177,-45.120503652039325
,,1739209604.0160203,-45.120503652039325
,,1739209604.0160232,-45.120503652039325
,,1739209604.016026,-33.981070128970906
,,1739209604.016029,-45.120503652039325
,,1739209604.0160315,-32.816014438256545
,,1739209604.0160346,-31.141103565318915
,,1739209604.0160377,-45.120503652039325
,,1739209604.01604,-22.26493056196156
,,1739209604.016043,-24.29264994887477
,,1739209604.0160458,-28.992665084841946
,,1739209604.016049,-38.13080360867914
,,1739209604.0160515,-33.981070128970906
,,1739209604.0160544,-23.75329798047522
,,1739209604.0160573,-28.58837851428589
,,1739209604.01606,-33.981070128970906
,,1739209604.0160627,-45.120503652039325
,,1739209604.0160656,-33.981070128970906
,,1739209604.0160685,-38.13080360867914
,,1739209604.016071,-45.120503652039325
,,1739209604.0160742,-35.57807855764607
,,1739209604.016077,-45.120503652039325
,,1739209604.0160797,-26.991370085610747
,,1739209604.0160823,-21.676580915188183
,,1739209604.0160854,-38.13080360867914
,,1739209604.0160882,-35.57807855764607
,,1739209604.016091,-32.816014438256545
,,1739209604.016094,-45.120503652039325
,,1739209604.0160968,-35.57807855764607
,,1739209604.0160997,-38.13080360867914
,,1739209604.0161023,-31.141103565318943
