CAN Message, 0x77:864ad692d82cce16,Timestamp,Amplitude
,,1739209659.9759102,-38.13080360867914
,,1739209659.9759128,-45.120503652039325
,,1739209659.9759154,-45.120503652039325
,,1739209659.975918,-33.981070128970906
,,1739209659.975921,-45.120503652039325
,,1739209659.9759233,-35.57807855764607
,,1739209659.975926,-33.981070128970906
,,1739209659.9759283,-45.120503652039325
,,1739209659.9759312,-45.120503652039325
,,1739209659.9759338,-38.13080360867914
,,1739209659.9759364,-35.57807855764607
,,1739209659.975939,-45.120503652039325
,,1739209659.9759417,-45.120503652039325
,,1739209659.9759445,-45.120503652039325
,,1739209659.975947,-45.120503652039325
,,1739209659.9759495,-45.120503652039325
,,1739209659.975952,-45.120503652039325
,,1739209659.9759548,-38.13080360867914
,,1739209659.9759574,-45.120503652039325
,,1739209659.97596,-45.120503652039325
,,1739209659.9759626,-45.120503652039325
,,1739209659.9759653,-32.816014438256545
,,1739209659.975968,-35.57807855764607
,,1739209659.9759705,-45.120503652039325
,,1739209659.9759731,-38.13080360867914
,,1739209659.9759758,-38.13080360867914
,,1739209659.9759784,-35.57807855764607
,,1739209659.975981,-45.120503652039325
,,1739209659.975984,-35.57807855764607
,,1739209659.9759865,-45.120503652039325
,,1739209659.975989,-45.120503652039325
,,1739209659.9759915,-45.120503652039325
,,1739209659.9759943,-45.120503652039325
,,1739209659.975997,-45.120503652039325
,,1739209659.9759996,-45.120503652039325
,,1739209659.9760022,-45.120503652039325
,,1739209659.9760048,-38.13080360867914
,,1739209659.9760077,-35.57807855764607
,,1739209659.97601,-35.57807855764607
,,1739209659.9760127,-38.13080360867914
,,1739209659.976015,-45.120503652039325
,,1739209659.976018,-38.13080360867914
,,1739209659.9760206,-33.981070128970906
,,1739209659.9760232,-45.120503652039325
,,1739209659.9760258,-45.120503652039325
,,1739209659.9760284,-45.120503652039325
,,1739209659.976031,-32.816014438256545
,,1739209659.9760337,-45.120503652039325
,,1739209659.9760363,-31.141103565318893
,,1739209659.976039,-32.81601443825658
,,1739209659.9760416,-16.329544857038563
,,1739209659.9760442,-33.981070128970906
,,1739209659.9760468,-45.120503652039325
,,1739209659.9760494,-45.120503652039325
,,1739209659.976052,-28.992665084841967
,,1739209659.976055,-45.120503652039325
,,1739209659.9760575,-45.120503652039325
,,1739209659.9760602,-45.120503652039325
,,1739209659.9760628,-45.120503652039325
,,1739209659.9760654,-38.13080360867914
,,1739209659.976068,-45.120503652039325
,,1739209659.9760706,-33.981070128970906
,,1739209659.9760733,-23.75329798047522
,,1739209659.976076,-35.57807855764607
,,1739209659.9760785,-35.57807855764607
,,1739209659.9760811,-33.981070128970906
,,1739209659.9760838,-31.141103565318893
,,1739209659.9760864,-45.120503652039325
,,1739209659.976089,-45.120503652039325
