CAN Message, 0x150:03009fc7e82bdb7a,Timestamp,Amplitude
,,1739209714.8145282,-33.981070128970906
,,1739209714.814529,-28.992665084841946
,,1739209714.8145297,-45.120503652039325
,,1739209714.8145306,-38.13080360867914
,,1739209714.814531,-32.816014438256545
,,1739209714.814532,-45.120503652039325
,,1739209714.8145328,-45.120503652039325
,,1739209714.8145337,-38.13080360867914
,,1739209714.8145342,-33.981070128970906
,,1739209714.814535,-33.981070128970906
,,1739209714.8145356,-38.13080360867914
,,1739209714.8145363,-38.13080360867914
,,1739209714.814537,-38.13080360867914
,,1739209714.814538,-38.13080360867914
,,1739209714.8145387,-45.120503652039325
,,1739209714.8145394,-45.120503652039325
,,1739209714.81454,-45.120503652039325
,,1739209714.8145409,-45.120503652039325
,,1739209714.8145416,-45.120503652039325
,,1739209714.8145423,-45.120503652039325
,,1739209714.814543,-38.13080360867914
,,1739209714.8145435,-38.13080360867914
,,1739209714.814545,-45.120503652039325
,,1739209714.8145454,-45.120503652039325
,,1739209714.814546,-38.13080360867914
,,1739209714.8145468,-31.141103565318915
,,1739209714.8145475,-45.120503652039325
,,1739209714.8145485,-33.981070128970906
,,1739209714.814549,-33.981070128970906
,,1739209714.8145497,-35.57807855764607
,,1739209714.8145504,-45.120503652039325
,,1739209714.8145514,-45.120503652039325
,,1739209714.814552,-31.141103565318915
,,1739209714.8145528,-31.14110356531892
,,1739209714.8145535,-45.120503652039325
,,1739209714.8145542,-45.120503652039325
,,1739209714.814555,-45.120503652039325
,,1739209714.8145556,-38.13080360867914
,,1739209714.8145564,-45.120503652039325
,,1739209714.814557,-38.13080360867914
,,1739209714.8145578,-35.57807855764607
,,1739209714.8145587,-28.992665084841946
,,1739209714.8145597,-35.57807855764607
,,1739209714.8145602,-35.57807855764607
,,1739209714.814561,-32.816014438256545
,,1739209714.8145616,-45.120503652039325
,,1739209714.8145623,-45.120503652039325
,,1739209714.814563,-33.981070128970906
,,1739209714.8145638,-38.13080360867914
,,1739209714.8145645,-24.29264994887477
,,1739209714.8145654,-10.74141329664431
,,1739209714.814566,-17.44894499121748
,,1739209714.8145669,-25.82631439489636
,,1739209714.8145676,-45.120503652039325
,,1739209714.8145683,-38.13080360867914
,,1739209714.814569,-45.120503652039325
,,1739209714.8145697,-45.120503652039325
,,1739209714.8145704,-45.120503652039325
