CAN Message, 0x98:0000c9d0aa270b20,Timestamp,Amplitude
,,1739209694.3974955,-38.13080360867914
,,1739209694.3975,-35.57807855764607
,,1739209694.3975046,-45.120503652039325
,,1739209694.3975089,-33.981070128970906
,,1739209694.3975134,-25.826314394896357
,,1739209694.397518,-38.13080360867914
,,1739209694.3975222,-38.13080360867914
,,1739209694.3975267,-38.13080360867914
,,1739209694.397531,-38.13080360867914
,,1739209694.3975356,-45.120503652039325
,,1739209694.39754,-45.120503652039325
,,1739209694.3975444,-45.120503652039325
,,1739209694.397549,-45.120503652039325
,,1739209694.3975534,-45.120503652039325
,,1739209694.3975575,-45.120503652039325
,,1739209694.3975625,-45.120503652039325
,,1739209694.3975668,-38.13080360867914
,,1739209694.397571,-45.120503652039325
,,1739209694.3975756,-35.57807855764607
,,1739209694.39758,-45.120503652039325
,,1739209694.3975844,-45.120503652039325
,,1739209694.397589,-45.120503652039325
,,1739209694.3975933,-33.981070128970906
,,1739209694.3975978,-45.120503652039325
,,1739209694.3976023,-38.13080360867914
,,1739209694.3976066,-33.981070128970906
,,1739209694.3976111,-38.13080360867914
,,1739209694.3976154,-33.981070128970906
,,1739209694.39762,-38.13080360867914
,,1739209694.3976245,-38.13080360867914
,,1739209694.3976288,-38.13080360867914
,,1739209694.3976333,-38.13080360867914
,,1739209694.3976378,-45.120503652039325
,,1739209694.397642,-38.13080360867914
,,1739209694.397647,-35.57807855764607
,,1739209694.3976512,-45.120503652039325
,,1739209694.3976555,-45.120503652039325
,,1739209694.39766,-38.13080360867914
,,1739209694.3976643,-35.57807855764607
,,1739209694.3976688,-45.120503652039325
,,1739209694.3976734,-38.13080360867914
,,1739209694.3976777,-38.13080360867914
,,1739209694.3976822,-45.120503652039325
,,1739209694.3976867,-35.57807855764607
,,1739209694.397691,-45.120503652039325
,,1739209694.3976955,-45.120503652039325
,,1739209694.3976998,-38.13080360867914
,,1739209694.3977044,-45.120503652039325
,,1739209694.397709,-45.120503652039325
,,1739209694.3977132,-33.981070128970906
,,1739209694.3977177,-16.517123586329355
,,1739209694.3977222,-27.267205301931607
,,1739209694.3977263,-33.981070128970906
,,1739209694.397731,-45.120503652039325
,,1739209694.3977356,-45.120503652039325
,,1739209694.39774,-45.120503652039325
,,1739209694.3977444,-32.816014438256545
,,1739209694.3977487,-38.13080360867914
,,1739209694.3977532,-38.13080360867914
,,1739209694.3977578,-45.120503652039325
,,1739209694.397762,-38.13080360867914
,,1739209694.3977666,-33.981070128970906
,,1739209694.3977711,-38.13080360867914
,,1739209694.3977754,-45.120503652039325
,,1739209694.39778,-38.13080360867914
,,1739209694.3977845,-33.981070128970906
,,1739209694.3977888,-38.13080360867914
,,1739209694.3977933,-33.981070128970906
,,1739209694.3977976,-38.13080360867914
,,1739209694.397802,-45.120503652039325
,,1739209694.3978066,-38.13080360867914
,,1739209694.397811,-38.13080360867914
,,1739209694.3978157,-38.13080360867914
,,1739209694.39782,-45.120503652039325
,,1739209694.3978243,-38.13080360867914
,,1739209694.3978288,-38.13080360867914
,,1739209694.397833,-38.13080360867914
,,1739209694.3978376,-38.13080360867914
,,1739209694.3978422,-30.49652367304973
,,1739209694.3978465,-20.88804491267121
,,1739209694.397851,-45.120503652039325
,,1739209694.3978555,-45.120503652039325
,,1739209694.3978598,-38.13080360867914
,,1739209694.3978643,-45.120503652039325
,,1739209694.3978689,-28.992665084841946
,,1739209694.3978732,-25.82631439489636
,,1739209694.3978777,-45.120503652039325
,,1739209694.397882,-38.13080360867914
,,1739209694.3978865,-38.13080360867914
,,1739209694.397891,-35.57807855764607
,,1739209694.397895,-45.120503652039325
,,1739209694.3979,-38.13080360867914
,,1739209694.3979044,-31.141103565318915
,,1739209694.3979087,-25.62660358559016
,,1739209694.3979132,-45.120503652039325
,,1739209694.3979175,-38.13080360867914
,,1739209694.397922,-35.57807855764607
,,1739209694.3979266,-33.981070128970906
,,1739209694.3979309,-45.120503652039325
,,1739209694.3979354,-45.120503652039325
,,1739209694.39794,-38.13080360867914
,,1739209694.3979442,-31.141103565318915
,,1739209694.3979487,-31.141103565318915
,,1739209694.3979533,-27.267205301931607
,,1739209694.3979576,-45.120503652039325
,,1739209694.397962,-26.99137008561072
,,1739209694.3979664,-35.57807855764607
,,1739209694.397971,-38.13080360867914
,,1739209694.3979754,-35.57807855764607
,,1739209694.3979795,-29.438486411369347
,,1739209694.3979845,-35.57807855764607
,,1739209694.3979888,-38.13080360867914
,,1739209694.397993,-38.13080360867914
