CAN Message, 0x62:061463c40088c926,Timestamp,Amplitude
,,1739209858.0352166,-38.13080360867914
,,1739209858.03522,-45.120503652039325
,,1739209858.0352235,-33.981070128970906
,,1739209858.035227,-38.13080360867914
,,1739209858.0352304,-45.120503652039325
,,1739209858.035234,-45.120503652039325
,,1739209858.0352373,-31.141103565318915
,,1739209858.035241,-33.981070128970906
,,1739209858.0352442,-45.120503652039325
,,1739209858.0352478,-38.13080360867914
,,1739209858.0352514,-45.120503652039325
,,1739209858.0352547,-45.120503652039325
,,1739209858.0352583,-45.120503652039325
,,1739209858.0352616,-38.13080360867914
,,1739209858.0352652,-35.57807855764607
,,1739209858.0352683,-45.120503652039325
,,1739209858.035272,-38.13080360867914
,,1739209858.0352757,-35.57807855764607
,,1739209858.035279,-35.57807855764607
,,1739209858.0352826,-45.120503652039325
,,1739209858.035286,-38.13080360867914
,,1739209858.0352895,-33.981070128970906
,,1739209858.0352929,-38.13080360867914
,,1739209858.0352964,-38.13080360867914
,,1739209858.0353,-38.13080360867914
,,1739209858.0353034,-45.120503652039325
,,1739209858.035307,-38.13080360867914
,,1739209858.0353105,-31.141103565318943
,,1739209858.0353138,-26.991370085610757
,,1739209858.0353172,-38.13080360867914
,,1739209858.0353208,-38.13080360867914
,,1739209858.0353243,-38.13080360867914
,,1739209858.0353277,-31.141103565318915
,,1739209858.0353312,-45.120503652039325
,,1739209858.0353346,-38.13080360867914
,,1739209858.0353382,-38.13080360867914
,,1739209858.0353415,-38.13080360867914
,,1739209858.035345,-32.816014438256545
,,1739209858.035349,-31.141103565318915
,,1739209858.035352,-25.25278630937684
,,1739209858.0353556,-24.15140352195872
,,1739209858.035359,-33.98107012897096
,,1739209858.0353625,-33.981070128970906
,,1739209858.035366,-35.57807855764607
,,1739209858.0353694,-31.141103565318915
,,1739209858.035373,-45.120503652039325
,,1739209858.0353763,-33.981070128970906
,,1739209858.03538,-38.13080360867914
,,1739209858.0353832,-28.58837851428586
,,1739209858.0353868,-35.57807855764607
,,1739209858.0353904,-16.763597937115033
,,1739209858.0353937,-9.897365700472616
,,1739209858.0353973,-21.676580915188183
,,1739209858.0354006,-24.438645034577675
,,1739209858.0354042,-30.49652367304973
,,1739209858.0354075,-25.826314394896357
,,1739209858.0354111,-32.816014438256545
,,1739209858.0354147,-38.13080360867914
,,1739209858.035418,-28.58837851428586
,,1739209858.0354216,-35.57807855764607
,,1739209858.035425,-38.13080360867914
,,1739209858.0354283,-45.120503652039325
,,1739209858.035432,-38.13080360867914
