CAN Message, 0x77:a81684432d8e59e3,Timestamp,Amplitude
,,1739209665.3726811,-45.120503652039325
,,1739209665.372686,-45.120503652039325
,,1739209665.372691,-38.13080360867914
,,1739209665.372696,-38.13080360867914
,,1739209665.372701,-45.120503652039325
,,1739209665.372706,-45.120503652039325
,,1739209665.3727107,-38.13080360867914
,,1739209665.3727157,-38.13080360867914
,,1739209665.3727207,-45.120503652039325
,,1739209665.3727255,-38.13080360867914
,,1739209665.3727305,-32.816014438256545
,,1739209665.3727355,-38.13080360867914
,,1739209665.3727405,-45.120503652039325
,,1739209665.3727453,-35.57807855764607
,,1739209665.3727503,-33.981070128970906
,,1739209665.3727553,-45.120503652039325
,,1739209665.3727603,-45.120503652039325
,,1739209665.372765,-38.13080360867914
,,1739209665.37277,-38.13080360867914
,,1739209665.372775,-38.13080360867914
,,1739209665.3727798,-45.120503652039325
,,1739209665.3727849,-45.120503652039325
,,1739209665.37279,-33.981070128970906
,,1739209665.3727949,-33.981070128970906
,,1739209665.3727996,-45.120503652039325
,,1739209665.3728046,-38.13080360867914
,,1739209665.3728096,-32.816014438256545
,,1739209665.3728144,-45.120503652039325
,,1739209665.3728194,-45.120503652039325
,,1739209665.3728244,-45.120503652039325
,,1739209665.3728294,-45.120503652039325
,,1739209665.3728342,-45.120503652039325
,,1739209665.3728392,-45.120503652039325
,,1739209665.3728442,-45.120503652039325
,,1739209665.3728492,-45.120503652039325
,,1739209665.372854,-45.120503652039325
,,1739209665.372859,-45.120503652039325
,,1739209665.372864,-38.13080360867914
,,1739209665.3728688,-38.13080360867914
,,1739209665.3728738,-38.13080360867914
,,1739209665.3728788,-45.120503652039325
,,1739209665.3728838,-38.13080360867914
,,1739209665.3728886,-32.816014438256545
,,1739209665.3728936,-38.13080360867914
,,1739209665.3728986,-38.13080360867914
,,1739209665.372903,-38.13080360867914
,,1739209665.3729084,-38.13080360867914
,,1739209665.3729134,-45.120503652039325
,,1739209665.3729184,-35.57807855764607
,,1739209665.3729231,-25.62660358559016
,,1739209665.372928,-16.517123586329355
,,1739209665.3729331,-9.064221431963109
,,1739209665.3729382,-25.82631439489636
,,1739209665.372943,-38.13080360867914
,,1739209665.372948,-35.57807855764607
,,1739209665.372953,-33.981070128970906
,,1739209665.3729577,-45.120503652039325
,,1739209665.3729627,-38.13080360867914
,,1739209665.3729675,-31.141103565318893
,,1739209665.3729727,-45.120503652039325
,,1739209665.3729775,-45.120503652039325
,,1739209665.3729825,-38.13080360867914
,,1739209665.3729875,-38.13080360867914
,,1739209665.3729925,-45.120503652039325
,,1739209665.3729973,-45.120503652039325
,,1739209665.3730023,-45.120503652039325
,,1739209665.3730073,-35.57807855764607
,,1739209665.373012,-38.13080360867914
,,1739209665.373017,-45.120503652039325
,,1739209665.373022,-38.13080360867914
,,1739209665.373027,-30.49652367304973
,,1739209665.373032,-38.13080360867914
,,1739209665.3730369,-45.120503652039325
,,1739209665.373042,-33.981070128970906
,,1739209665.3730466,-19.497575007474538
,,1739209665.3730516,-20.822980852015213
,,1739209665.373057,-38.13080360867914
,,1739209665.3730617,-45.120503652039325
,,1739209665.3730664,-24.15140352195872
,,1739209665.3730714,-12.42303992073162
,,1739209665.3730764,-14.113352786308475
,,1739209665.3730814,-25.62660358559016
,,1739209665.3730862,-45.120503652039325
,,1739209665.3730912,-45.120503652039325
