CAN Message, 0x39:09eb3053e8404794,Timestamp,Amplitude
,,1739209821.5330558,-38.13080360867914
,,1739209821.5330622,-30.49652367304973
,,1739209821.533069,-38.13080360867914
,,1739209821.533075,-45.120503652039325
,,1739209821.5330818,-45.120503652039325
,,1739209821.5330882,-33.981070128970906
,,1739209821.5330946,-38.13080360867914
,,1739209821.533101,-45.120503652039325
,,1739209821.5331075,-38.13080360867914
,,1739209821.533114,-38.13080360867914
,,1739209821.5331204,-38.13080360867914
,,1739209821.5331268,-45.120503652039325
,,1739209821.5331333,-35.57807855764607
,,1739209821.5331397,-35.57807855764607
,,1739209821.533146,-38.13080360867914
,,1739209821.5331528,-45.120503652039325
,,1739209821.5331593,-45.120503652039325
,,1739209821.5331657,-45.120503652039325
,,1739209821.533172,-45.120503652039325
,,1739209821.5331786,-38.13080360867914
,,1739209821.533185,-38.13080360867914
,,1739209821.5331914,-33.981070128970906
,,1739209821.533198,-38.13080360867914
,,1739209821.5332043,-45.120503652039325
,,1739209821.5332108,-45.120503652039325
,,1739209821.5332172,-38.13080360867914
,,1739209821.5332236,-35.57807855764607
,,1739209821.53323,-31.141103565318893
,,1739209821.5332365,-38.13080360867914
,,1739209821.5332432,-33.981070128970906
,,1739209821.5332496,-38.13080360867914
,,1739209821.533256,-45.120503652039325
,,1739209821.5332625,-38.13080360867914
,,1739209821.533269,-33.981070128970906
,,1739209821.5332754,-32.816014438256545
,,1739209821.5332818,-38.13080360867914
,,1739209821.5332882,-38.13080360867914
,,1739209821.533295,-35.57807855764607
,,1739209821.533301,-38.13080360867914
,,1739209821.5333076,-32.816014438256545
,,1739209821.533314,-45.120503652039325
,,1739209821.5333204,-45.120503652039325
,,1739209821.5333269,-45.120503652039325
,,1739209821.5333335,-38.13080360867914
,,1739209821.53334,-38.13080360867914
,,1739209821.5333464,-31.141103565318915
,,1739209821.5333529,-31.141103565318915
,,1739209821.5333593,-33.981070128970906
,,1739209821.5333655,-31.141103565318915
,,1739209821.5333722,-22.17584139042336
,,1739209821.5333786,-15.534864819819614
,,1739209821.533385,-33.981070128970906
,,1739209821.5333917,-33.981070128970906
,,1739209821.533398,-32.816014438256545
,,1739209821.5334044,-38.13080360867914
,,1739209821.5334108,-38.13080360867914
,,1739209821.5334177,-38.13080360867914
,,1739209821.533424,-31.141103565318915
,,1739209821.5334303,-32.816014438256545
,,1739209821.5334368,-38.13080360867914
,,1739209821.5334432,-38.13080360867914
,,1739209821.5334496,-33.981070128970906
,,1739209821.533456,-35.57807855764607
,,1739209821.5334623,-45.120503652039325
,,1739209821.533469,-38.13080360867914
,,1739209821.5334754,-38.13080360867914
,,1739209821.5334818,-28.58837851428586
,,1739209821.5334885,-31.141103565318915
,,1739209821.5334947,-38.13080360867914
,,1739209821.5335011,-33.981070128970906
,,1739209821.5335078,-45.120503652039325
,,1739209821.5335145,-32.81601443825658
,,1739209821.5335207,-24.589719217205094
,,1739209821.5335271,-25.82631439489636
,,1739209821.5335336,-31.141103565318915
,,1739209821.53354,-29.438486411369333
,,1739209821.5335464,-28.992665084841946
,,1739209821.533553,-28.992665084841946
,,1739209821.533559,-15.013264998121558
,,1739209821.5335658,-20.63344045298849
,,1739209821.5335722,-38.13080360867914
,,1739209821.5335786,-31.141103565318915
,,1739209821.533585,-45.120503652039325
,,1739209821.5335915,-38.13080360867914
,,1739209821.5335982,-32.81601443825658
,,1739209821.5336046,-25.82631439489636
,,1739209821.533611,-31.141103565318915
,,1739209821.5336175,-38.13080360867914
,,1739209821.533624,-27.267205301931607
,,1739209821.5336304,-32.81601443825658
,,1739209821.5336368,-45.120503652039325
,,1739209821.5336432,-25.62660358559016
,,1739209821.5336497,-25.82631439489636
,,1739209821.533656,-26.0356534632528
,,1739209821.5336626,-31.141103565318943
,,1739209821.533669,-31.141103565318943
,,1739209821.5336754,-25.62660358559016
,,1739209821.533682,-38.13080360867914
,,1739209821.5336883,-25.826314394896357
,,1739209821.533695,-25.826314394896357
,,1739209821.5337014,-25.82631439489636
,,1739209821.533708,-30.49652367304973
,,1739209821.5337143,-38.13080360867914
,,1739209821.5337207,-27.87774495603141
,,1739209821.5337272,-27.8777449560314
,,1739209821.5337336,-35.57807855764607
,,1739209821.53374,-24.151403521958727
