CAN Message, 0x1a7:0000cd3740541abb,Timestamp,Amplitude
,,1739209843.417621,-45.120503652039325
,,1739209843.4176264,-38.13080360867914
,,1739209843.417632,-35.57807855764607
,,1739209843.4176376,-35.57807855764607
,,1739209843.417643,-45.120503652039325
,,1739209843.4176488,-38.13080360867914
,,1739209843.4176545,-38.13080360867914
,,1739209843.41766,-45.120503652039325
,,1739209843.4176655,-45.120503652039325
,,1739209843.4176712,-45.120503652039325
,,1739209843.4176767,-35.57807855764607
,,1739209843.4176822,-45.120503652039325
,,1739209843.417688,-38.13080360867914
,,1739209843.4176934,-38.13080360867914
,,1739209843.417699,-45.120503652039325
,,1739209843.4177046,-38.13080360867914
,,1739209843.4177103,-45.120503652039325
,,1739209843.4177158,-38.13080360867914
,,1739209843.4177215,-31.141103565318915
,,1739209843.417727,-38.13080360867914
,,1739209843.4177327,-33.981070128970906
,,1739209843.4177382,-22.54371790334745
,,1739209843.4177437,-26.487275050834715
,,1739209843.4177494,-33.981070128970906
,,1739209843.417755,-38.13080360867914
,,1739209843.4177606,-38.13080360867914
,,1739209843.417766,-38.13080360867914
,,1739209843.4177718,-38.13080360867914
,,1739209843.4177773,-45.120503652039325
,,1739209843.417783,-38.13080360867914
,,1739209843.4177885,-33.981070128970906
,,1739209843.417794,-45.120503652039325
,,1739209843.4177997,-45.120503652039325
,,1739209843.4178052,-38.13080360867914
,,1739209843.417811,-33.981070128970906
,,1739209843.4178164,-45.120503652039325
,,1739209843.417822,-38.13080360867914
,,1739209843.4178276,-32.816014438256545
,,1739209843.417833,-38.13080360867914
,,1739209843.4178388,-45.120503652039325
,,1739209843.4178443,-31.141103565318915
,,1739209843.41785,-31.141103565318893
,,1739209843.4178555,-38.13080360867914
,,1739209843.4178612,-45.120503652039325
,,1739209843.4178667,-38.13080360867914
,,1739209843.4178724,-45.120503652039325
,,1739209843.417878,-28.992665084841946
,,1739209843.4178836,-45.120503652039325
,,1739209843.417889,-38.13080360867914
,,1739209843.4178948,-38.13080360867914
,,1739209843.4179003,-16.944849956441484
,,1739209843.4179058,-33.981070128970906
,,1739209843.4179115,-38.13080360867914
,,1739209843.417917,-45.120503652039325
,,1739209843.4179227,-31.141103565318915
,,1739209843.4179282,-38.13080360867914
,,1739209843.417934,-45.120503652039325
,,1739209843.4179394,-38.13080360867914
,,1739209843.4179451,-38.13080360867914
,,1739209843.4179506,-35.57807855764607
,,1739209843.4179564,-38.13080360867914
,,1739209843.4179618,-45.120503652039325
,,1739209843.417967,-33.981070128970906
,,1739209843.417973,-38.13080360867914
,,1739209843.4179783,-45.120503652039325
,,1739209843.4179842,-35.57807855764607
,,1739209843.4179895,-25.25278630937684
,,1739209843.4179957,-35.57807855764607
,,1739209843.418001,-35.57807855764607
,,1739209843.418007,-38.13080360867914
,,1739209843.418012,-45.120503652039325
,,1739209843.418018,-45.120503652039325
,,1739209843.418023,-38.13080360867914
,,1739209843.4180288,-31.141103565318915
,,1739209843.4180346,-20.51152522447381
,,1739209843.41804,-45.120503652039325
,,1739209843.4180458,-45.120503652039325
,,1739209843.4180512,-35.57807855764607
,,1739209843.418057,-28.992665084841967
,,1739209843.4180624,-18.676117757360917
,,1739209843.4180682,-38.13080360867914
,,1739209843.4180737,-45.120503652039325
,,1739209843.4180791,-31.141103565318915
,,1739209843.4180849,-30.49652367304973
,,1739209843.4180903,-45.120503652039325
,,1739209843.418096,-38.13080360867914
,,1739209843.4181015,-38.13080360867914
,,1739209843.4181073,-38.13080360867914
,,1739209843.4181128,-20.63344045298849
,,1739209843.4181185,-31.141103565318943
,,1739209843.418124,-28.992665084841946
,,1739209843.4181297,-45.120503652039325
,,1739209843.4181352,-45.120503652039325
,,1739209843.4181406,-31.141103565318893
,,1739209843.4181464,-45.120503652039325
,,1739209843.418152,-35.57807855764607
,,1739209843.4181576,-38.13080360867914
,,1739209843.418163,-38.13080360867914
,,1739209843.4181688,-9.77389789375485
,,1739209843.4181745,-27.267205301931607
,,1739209843.41818,-45.120503652039325
,,1739209843.4181857,-38.13080360867914
,,1739209843.418191,-35.57807855764607
,,1739209843.418197,-45.120503652039325
,,1739209843.4182022,-45.120503652039325
,,1739209843.418208,-45.120503652039325
,,1739209843.4182134,-38.13080360867914
,,1739209843.418219,-32.816014438256545
,,1739209843.4182246,-45.120503652039325
,,1739209843.4182303,-45.120503652039325
,,1739209843.4182358,-32.816014438256545
,,1739209843.4182415,-29.438486411369333
,,1739209843.418247,-38.13080360867914
,,1739209843.4182525,-45.120503652039325
,,1739209843.4182582,-35.57807855764607
,,1739209843.4182637,-25.077289914212862
,,1739209843.4182694,-38.13080360867914
,,1739209843.4182749,-45.120503652039325
,,1739209843.4182806,-32.816014438256545
,,1739209843.418286,-28.21854285175415
,,1739209843.4182918,-45.120503652039325
,,1739209843.4182973,-45.120503652039325
,,1739209843.4183028,-38.13080360867914
,,1739209843.4183085,-45.120503652039325
,,1739209843.418314,-38.13080360867914
,,1739209843.4183197,-45.120503652039325
,,1739209843.4183252,-32.816014438256545
,,1739209843.418331,-24.746238672633048
,,1739209843.4183364,-45.120503652039325
,,1739209843.418342,-33.981070128970906
,,1739209843.4183476,-38.13080360867914
,,1739209843.4183533,-30.49652367304976
,,1739209843.4183588,-38.13080360867914
,,1739209843.4183643,-35.57807855764607
,,1739209843.41837,-45.120503652039325
,,1739209843.4183755,-25.826314394896357
,,1739209843.4183812,-35.57807855764607
,,1739209843.4183867,-45.120503652039325
,,1739209843.4183924,-38.13080360867914
,,1739209843.418398,-45.120503652039325
,,1739209843.4184036,-38.13080360867914
,,1739209843.418409,-35.57807855764607
,,1739209843.4184146,-45.120503652039325
,,1739209843.4184203,-25.25278630937684
,,1739209843.4184258,-31.141103565318915
,,1739209843.4184315,-38.13080360867914
,,1739209843.418437,-38.13080360867914
,,1739209843.4184427,-45.120503652039325
,,1739209843.4184482,-38.13080360867914
,,1739209843.418454,-38.13080360867914
,,1739209843.4184594,-45.120503652039325
,,1739209843.4184651,-38.13080360867914
,,1739209843.4184706,-33.981070128970906
,,1739209843.418476,-38.13080360867914
,,1739209843.4184818,-31.141103565318915
,,1739209843.4184873,-25.826314394896357
,,1739209843.418493,-18.26308626601666
,,1739209843.4184985,-33.981070128970906
,,1739209843.4185042,-38.13080360867914
,,1739209843.4185095,-38.13080360867914
,,1739209843.4185154,-45.120503652039325
,,1739209843.418521,-45.120503652039325
,,1739209843.4185264,-38.13080360867914
,,1739209843.418532,-33.98107012897096
,,1739209843.4185376,-32.81601443825658
,,1739209843.418543,-22.84163660590256
,,1739209843.4185488,-33.981070128970906
,,1739209843.4185543,-38.13080360867914
,,1739209843.41856,-38.13080360867914
,,1739209843.4185658,-35.57807855764607
,,1739209843.4185712,-38.13080360867914
,,1739209843.418577,-45.120503652039325
,,1739209843.4185824,-45.120503652039325
,,1739209843.418588,-38.13080360867914
,,1739209843.4185936,-38.13080360867914
,,1739209843.4185991,-28.218542851754187
,,1739209843.4186049,-30.49652367304973
,,1739209843.4186103,-38.13080360867914
,,1739209843.418616,-38.13080360867914
,,1739209843.4186215,-28.992665084841946
,,1739209843.4186273,-25.82631439489636
,,1739209843.4186327,-38.13080360867914
,,1739209843.4186382,-45.120503652039325
,,1739209843.418644,-45.120503652039325
,,1739209843.4186494,-33.981070128970906
,,1739209843.4186552,-45.120503652039325
,,1739209843.4186606,-38.13080360867914
