CAN Message, 0x39:0a3d2283953b3c49,Timestamp,Amplitude
,,1739209885.2159858,-38.13080360867914
,,1739209885.2159882,-45.120503652039325
,,1739209885.2159903,-18.299052888300974
,,1739209885.215993,-38.13080360867914
,,1739209885.2159953,-38.13080360867914
,,1739209885.2159977,-38.13080360867914
,,1739209885.216,-33.981070128970906
,,1739209885.2160027,-38.13080360867914
,,1739209885.216005,-45.120503652039325
,,1739209885.2160077,-38.13080360867914
,,1739209885.21601,-33.981070128970906
,,1739209885.2160122,-45.120503652039325
,,1739209885.2160146,-38.13080360867914
,,1739209885.216017,-45.120503652039325
,,1739209885.2160196,-38.13080360867914
,,1739209885.216022,-38.13080360867914
,,1739209885.2160244,-45.120503652039325
,,1739209885.2160268,-38.13080360867914
,,1739209885.2160292,-38.13080360867914
,,1739209885.2160316,-33.981070128970906
,,1739209885.216034,-38.13080360867914
,,1739209885.2160363,-38.13080360867914
,,1739209885.216039,-38.13080360867914
,,1739209885.216041,-38.13080360867914
,,1739209885.2160437,-38.13080360867914
,,1739209885.216046,-38.13080360867914
,,1739209885.2160485,-20.16506027657481
,,1739209885.2160509,-26.99137008561072
,,1739209885.2160532,-35.57807855764607
,,1739209885.216056,-38.13080360867914
,,1739209885.2160585,-38.13080360867914
,,1739209885.2160606,-23.38864096791655
,,1739209885.216063,-45.120503652039325
,,1739209885.2160654,-33.981070128970906
,,1739209885.2160678,-30.49652367304973
,,1739209885.2160702,-26.991370085610747
,,1739209885.2160726,-35.57807855764607
,,1739209885.2160752,-45.120503652039325
,,1739209885.2160776,-45.120503652039325
,,1739209885.21608,-31.141103565318915
,,1739209885.2160823,-21.676580915188183
,,1739209885.2160847,-28.992665084841946
,,1739209885.216087,-45.120503652039325
,,1739209885.2160895,-33.981070128970906
,,1739209885.216092,-38.13080360867914
,,1739209885.2160945,-38.13080360867914
,,1739209885.2160969,-31.141103565318915
,,1739209885.2160993,-35.57807855764607
,,1739209885.2161016,-35.57807855764607
,,1739209885.216104,-33.981070128970906
,,1739209885.2161064,-8.57200274642535
,,1739209885.2161088,-20.27750525857144
,,1739209885.2161114,-27.267205301931607
,,1739209885.2161138,-38.13080360867914
,,1739209885.2161162,-38.13080360867914
,,1739209885.2161186,-31.141103565318915
,,1739209885.216121,-35.57807855764607
,,1739209885.216123,-45.120503652039325
,,1739209885.2161255,-38.13080360867914
,,1739209885.216128,-33.98107012897096
,,1739209885.2161307,-45.120503652039325
,,1739209885.216133,-33.981070128970906
,,1739209885.2161355,-45.120503652039325
,,1739209885.216138,-30.49652367304976
,,1739209885.2161405,-45.120503652039325
,,1739209885.216143,-35.57807855764607
,,1739209885.216145,-33.981070128970906
,,1739209885.2161477,-33.98107012897096
,,1739209885.21615,-45.120503652039325
,,1739209885.2161524,-38.13080360867914
,,1739209885.2161548,-45.120503652039325
,,1739209885.2161572,-45.120503652039325
,,1739209885.2161596,-45.120503652039325
,,1739209885.216162,-45.120503652039325
,,1739209885.2161644,-28.58837851428589
,,1739209885.216167,-26.99137008561072
,,1739209885.2161694,-30.49652367304973
,,1739209885.2161715,-38.13080360867914
,,1739209885.216174,-25.82631439489636
,,1739209885.2161765,-13.01196999889036
,,1739209885.216179,-38.13080360867914
,,1739209885.2161813,-45.120503652039325
,,1739209885.216184,-45.120503652039325
,,1739209885.2161863,-22.44878636800916
,,1739209885.216189,-31.141103565318915
,,1739209885.216191,-45.120503652039325
,,1739209885.2161934,-38.13080360867914
,,1739209885.2161958,-45.120503652039325
,,1739209885.2161982,-45.120503652039325
,,1739209885.2162006,-45.120503652039325
,,1739209885.2162032,-45.120503652039325
,,1739209885.2162056,-28.992665084841946
,,1739209885.216208,-45.120503652039325
,,1739209885.2162104,-38.13080360867914
,,1739209885.2162127,-38.13080360867914
,,1739209885.2162151,-33.981070128970906
,,1739209885.2162175,-45.120503652039325
,,1739209885.21622,-33.981070128970906
,,1739209885.2162223,-38.13080360867914
,,1739209885.216225,-38.13080360867914
,,1739209885.2162273,-33.981070128970906
,,1739209885.2162297,-45.120503652039325
,,1739209885.216232,-45.120503652039325
,,1739209885.2162344,-29.438486411369333
,,1739209885.2162368,-30.49652367304973
,,1739209885.2162397,-38.13080360867914
,,1739209885.2162418,-45.120503652039325
,,1739209885.2162442,-25.077289914212862
,,1739209885.2162466,-21.598678470925663
,,1739209885.216249,-38.13080360867914
,,1739209885.2162514,-35.57807855764607
,,1739209885.2162538,-28.58837851428586
,,1739209885.216256,-29.438486411369333
,,1739209885.2162588,-45.120503652039325
,,1739209885.2162611,-45.120503652039325
,,1739209885.2162635,-31.141103565318893
,,1739209885.216266,-23.273589343863303
,,1739209885.2162683,-28.992665084841967
,,1739209885.2162707,-45.120503652039325
,,1739209885.216273,-38.13080360867914
,,1739209885.2162757,-32.816014438256545
,,1739209885.216278,-38.13080360867914
,,1739209885.2162805,-35.57807855764607
,,1739209885.2162828,-38.13080360867914
,,1739209885.2162852,-29.43848641136937
,,1739209885.2162876,-32.816014438256545
,,1739209885.21629,-38.13080360867914
,,1739209885.2162924,-45.120503652039325
,,1739209885.216295,-38.13080360867914
,,1739209885.2162974,-30.49652367304973
,,1739209885.2162998,-38.13080360867914
,,1739209885.2163022,-21.021172418726344
,,1739209885.2163043,-13.022673503554142
,,1739209885.216307,-45.120503652039325
,,1739209885.2163093,-35.57807855764607
,,1739209885.2163117,-45.120503652039325
,,1739209885.2163143,-45.120503652039325
,,1739209885.2163167,-35.57807855764607
,,1739209885.216319,-35.57807855764607
,,1739209885.2163217,-32.816014438256545
,,1739209885.216324,-26.99137008561072
,,1739209885.2163262,-30.49652367304973
,,1739209885.2163286,-45.120503652039325
,,1739209885.2163312,-38.13080360867914
,,1739209885.2163336,-45.120503652039325
,,1739209885.216336,-38.13080360867914
,,1739209885.2163384,-16.283889300503116
,,1739209885.2163408,-27.267205301931607
,,1739209885.2163432,-29.438486411369333
,,1739209885.2163455,-38.13080360867914
,,1739209885.216348,-45.120503652039325
,,1739209885.2163506,-38.13080360867914
,,1739209885.216353,-32.816014438256545
,,1739209885.216355,-45.120503652039325
,,1739209885.2163577,-45.120503652039325
,,1739209885.21636,-45.120503652039325
,,1739209885.2163625,-32.816014438256545
,,1739209885.2163649,-45.120503652039325
,,1739209885.2163675,-38.13080360867914
,,1739209885.21637,-31.141103565318915
,,1739209885.2163725,-22.17584139042336
,,1739209885.2163746,-24.151403521958727
,,1739209885.216377,-38.13080360867914
,,1739209885.2163794,-31.141103565318915
,,1739209885.2163818,-27.877744956031417
,,1739209885.2163842,-13.287805215211243
,,1739209885.2163868,-15.133552068922732
,,1739209885.2163892,-31.141103565318943
,,1739209885.2163916,-25.25278630937684
,,1739209885.216394,-33.981070128970906
,,1739209885.2163963,-45.120503652039325
,,1739209885.2163987,-45.120503652039325
,,1739209885.216401,-27.267205301931607
,,1739209885.2164035,-30.49652367304973
,,1739209885.216406,-45.120503652039325
,,1739209885.2164085,-38.13080360867914
,,1739209885.2164109,-31.141103565318915
,,1739209885.2164133,-35.57807855764607
,,1739209885.2164156,-45.120503652039325
,,1739209885.216418,-38.13080360867914
,,1739209885.2164204,-45.120503652039325
,,1739209885.216423,-38.13080360867914
,,1739209885.2164254,-45.120503652039325
,,1739209885.2164278,-38.13080360867914
,,1739209885.2164302,-28.992665084841946
,,1739209885.2164326,-33.981070128970906
,,1739209885.216435,-33.981070128970906
,,1739209885.216437,-38.13080360867914
,,1739209885.2164395,-30.49652367304976
,,1739209885.2164423,-16.306657084333562
,,1739209885.2164447,-28.58837851428586
,,1739209885.216447,-45.120503652039325
,,1739209885.2164495,-31.141103565318915
,,1739209885.216452,-45.120503652039325
,,1739209885.2164545,-8.924353594611226
,,1739209885.216457,-16.971371839288558
,,1739209885.2164593,-28.218542851754165
,,1739209885.2164617,-38.13080360867914
,,1739209885.216464,-45.120503652039325
,,1739209885.2164664,-32.816014438256545
,,1739209885.2164688,-38.13080360867914
,,1739209885.2164712,-38.13080360867914
,,1739209885.2164736,-45.120503652039325
,,1739209885.216476,-22.84163660590255
,,1739209885.2164786,-20.88804491267121
,,1739209885.216481,-38.13080360867914
,,1739209885.2164834,-28.992665084841946
,,1739209885.2164855,-27.87774495603141
,,1739209885.216488,-15.13355206892273
,,1739209885.2164905,-11.31658205146902
,,1739209885.216493,-26.487275050834725
,,1739209885.2164955,-33.981070128970906
,,1739209885.216498,-45.120503652039325
,,1739209885.2165003,-16.73831143296303
,,1739209885.216503,-26.487275050834715
,,1739209885.216505,-35.57807855764607
,,1739209885.2165074,-32.816014438256545
,,1739209885.2165098,-26.03565346325281
,,1739209885.2165122,-12.05625337653242
,,1739209885.2165148,-18.087589870852675
,,1739209885.2165172,-27.877744956031417
,,1739209885.2165196,-22.44878636800916
,,1739209885.216522,-32.816014438256545
,,1739209885.2165244,-45.120503652039325
,,1739209885.2165267,-32.816014438256545
,,1739209885.2165291,-31.141103565318915
,,1739209885.2165315,-38.13080360867914
,,1739209885.216534,-35.57807855764607
,,1739209885.2165363,-35.57807855764607
,,1739209885.216539,-31.141103565318915
,,1739209885.2165413,-45.120503652039325
,,1739209885.2165437,-33.981070128970906
,,1739209885.216546,-28.58837851428586
,,1739209885.2165484,-28.58837851428586
,,1739209885.216551,-45.120503652039325
,,1739209885.2165534,-45.120503652039325
,,1739209885.2165558,-38.13080360867914
,,1739209885.2165582,-26.487275050834715
,,1739209885.2165606,-38.13080360867914
,,1739209885.216563,-38.13080360867914
,,1739209885.2165654,-45.120503652039325
,,1739209885.2165678,-28.992665084841946
,,1739209885.2165704,-38.13080360867914
,,1739209885.2165728,-45.120503652039325
,,1739209885.2165751,-35.57807855764607
,,1739209885.2165775,-38.13080360867914
