CAN Message, 0x24:035c27119ba3980d,Timestamp,Amplitude
,,1739209832.3912177,-38.13080360867914
,,1739209832.3912275,-38.13080360867914
,,1739209832.3912375,-38.13080360867914
,,1739209832.3912475,-35.57807855764607
,,1739209832.3912578,-45.120503652039325
,,1739209832.391268,-33.981070128970906
,,1739209832.391278,-33.981070128970906
,,1739209832.391288,-33.981070128970906
,,1739209832.3912983,-38.13080360867914
,,1739209832.3913083,-45.120503652039325
,,1739209832.3913183,-38.13080360867914
,,1739209832.3913286,-45.120503652039325
,,1739209832.3913386,-45.120503652039325
,,1739209832.3913488,-38.13080360867914
,,1739209832.3913589,-38.13080360867914
,,1739209832.3913689,-45.120503652039325
,,1739209832.391379,-45.120503652039325
,,1739209832.3913891,-45.120503652039325
,,1739209832.3913991,-38.13080360867914
,,1739209832.3914094,-35.57807855764607
,,1739209832.3914194,-38.13080360867914
,,1739209832.3914294,-45.120503652039325
,,1739209832.3914397,-38.13080360867914
,,1739209832.3914497,-35.57807855764607
,,1739209832.39146,-38.13080360867914
,,1739209832.39147,-45.120503652039325
,,1739209832.39148,-45.120503652039325
,,1739209832.3914902,-38.13080360867914
,,1739209832.3915002,-38.13080360867914
,,1739209832.3915102,-38.13080360867914
,,1739209832.3915205,-38.13080360867914
,,1739209832.3915305,-38.13080360867914
,,1739209832.3915408,-38.13080360867914
,,1739209832.3915508,-45.120503652039325
,,1739209832.3915608,-38.13080360867914
,,1739209832.391571,-45.120503652039325
,,1739209832.391581,-45.120503652039325
,,1739209832.391591,-45.120503652039325
,,1739209832.391601,-38.13080360867914
,,1739209832.391611,-45.120503652039325
,,1739209832.3916216,-38.13080360867914
,,1739209832.3916316,-45.120503652039325
,,1739209832.3916416,-38.13080360867914
,,1739209832.391652,-33.981070128970906
,,1739209832.391662,-35.57807855764607
,,1739209832.391672,-35.57807855764607
,,1739209832.391682,-35.57807855764607
,,1739209832.3916922,-38.13080360867914
,,1739209832.3917024,-45.120503652039325
,,1739209832.3917124,-38.13080360867914
,,1739209832.3917224,-14.686880871827997
,,1739209832.3917327,-26.991370085610747
,,1739209832.3917427,-38.13080360867914
,,1739209832.3917527,-38.13080360867914
,,1739209832.391763,-45.120503652039325
,,1739209832.391773,-45.120503652039325
,,1739209832.3917832,-45.120503652039325
,,1739209832.3917933,-45.120503652039325
,,1739209832.3918033,-38.13080360867914
,,1739209832.3918135,-31.141103565318915
,,1739209832.3918235,-45.120503652039325
,,1739209832.3918335,-45.120503652039325
,,1739209832.3918438,-38.13080360867914
,,1739209832.3918538,-29.438486411369333
,,1739209832.391864,-32.816014438256545
,,1739209832.391874,-45.120503652039325
,,1739209832.391884,-38.13080360867914
,,1739209832.3918943,-29.438486411369333
,,1739209832.3919044,-32.816014438256545
,,1739209832.3919144,-45.120503652039325
,,1739209832.3919246,-38.13080360867914
,,1739209832.3919346,-38.13080360867914
,,1739209832.391945,-38.13080360867914
,,1739209832.391955,-45.120503652039325
,,1739209832.391965,-45.120503652039325
,,1739209832.3919752,-45.120503652039325
,,1739209832.3919852,-35.57807855764607
,,1739209832.3919952,-45.120503652039325
,,1739209832.3920054,-30.49652367304973
,,1739209832.3920157,-24.589719217205094
,,1739209832.3920257,-33.98107012897096
,,1739209832.3920355,-38.13080360867914
,,1739209832.3920455,-45.120503652039325
,,1739209832.392056,-45.120503652039325
,,1739209832.392066,-45.120503652039325
,,1739209832.392076,-38.13080360867914
,,1739209832.3920865,-45.120503652039325
,,1739209832.3920963,-28.21854285175415
,,1739209832.3921063,-31.141103565318915
,,1739209832.3921163,-45.120503652039325
,,1739209832.3921266,-38.13080360867914
,,1739209832.3921368,-45.120503652039325
,,1739209832.3921468,-45.120503652039325
,,1739209832.3921568,-45.120503652039325
,,1739209832.392167,-45.120503652039325
,,1739209832.392177,-25.826314394896357
,,1739209832.3921874,-27.8777449560314
,,1739209832.3921974,-45.120503652039325
,,1739209832.3922074,-38.13080360867914
,,1739209832.3922176,-35.57807855764607
,,1739209832.3922276,-45.120503652039325
,,1739209832.3922377,-33.981070128970906
,,1739209832.392248,-28.992665084841967
,,1739209832.392258,-20.165060276574795
,,1739209832.3922682,-30.49652367304973
,,1739209832.3922782,-38.13080360867914
,,1739209832.3922882,-25.82631439489636
,,1739209832.3922985,-19.35709014998136
,,1739209832.3923085,-10.411990406778113
,,1739209832.3923185,-28.58837851428586
,,1739209832.3923287,-45.120503652039325
,,1739209832.3923388,-45.120503652039325
,,1739209832.392349,-45.120503652039325
,,1739209832.392359,-32.816014438256545
,,1739209832.392369,-45.120503652039325
,,1739209832.3923793,-33.981070128970906
,,1739209832.3923893,-31.141103565318915
,,1739209832.3923993,-31.141103565318943
,,1739209832.3924096,-38.13080360867914
,,1739209832.3924196,-38.13080360867914
,,1739209832.3924298,-45.120503652039325
,,1739209832.3924398,-45.120503652039325
,,1739209832.39245,-38.13080360867914
,,1739209832.39246,-45.120503652039325
,,1739209832.39247,-45.120503652039325
,,1739209832.39248,-35.57807855764607
,,1739209832.3924904,-45.120503652039325
,,1739209832.3925004,-19.692249382447496
,,1739209832.392511,-35.57807855764607
,,1739209832.392521,-45.120503652039325
,,1739209832.392531,-45.120503652039325
,,1739209832.392541,-38.13080360867914
,,1739209832.392551,-38.13080360867914
,,1739209832.392561,-45.120503652039325
,,1739209832.3925712,-38.13080360867914
,,1739209832.3925812,-35.57807855764607
,,1739209832.3925917,-38.13080360867914
,,1739209832.3926015,-45.120503652039325
,,1739209832.3926115,-45.120503652039325
,,1739209832.3926218,-33.981070128970906
,,1739209832.3926318,-30.49652367304973
,,1739209832.3926418,-35.57807855764607
,,1739209832.392652,-45.120503652039325
,,1739209832.392662,-35.57807855764607
,,1739209832.392672,-24.15140352195873
