CAN Message, 0x1d3:000042e614718390,Timestamp,Amplitude
,,1739209753.3526502,-38.13080360867914
,,1739209753.352651,-35.57807855764607
,,1739209753.3529558,-45.120503652039325
,,1739209753.3529596,-38.13080360867914
,,1739209753.3529637,-32.816014438256545
,,1739209753.3529675,-45.120503652039325
,,1739209753.3529716,-22.44878636800916
,,1739209753.3529756,-26.487275050834715
,,1739209753.3529794,-45.120503652039325
,,1739209753.3529837,-38.13080360867914
,,1739209753.3529875,-33.981070128970906
,,1739209753.352991,-35.57807855764607
,,1739209753.3529954,-45.120503652039325
,,1739209753.3529992,-31.141103565318915
,,1739209753.3530033,-38.13080360867914
,,1739209753.3530073,-45.120503652039325
,,1739209753.3530111,-22.84163660590256
,,1739209753.3530152,-26.99137008561072
,,1739209753.3530192,-45.120503652039325
,,1739209753.353023,-45.120503652039325
,,1739209753.353027,-45.120503652039325
,,1739209753.353031,-38.13080360867914
,,1739209753.353035,-45.120503652039325
,,1739209753.353039,-38.13080360867914
,,1739209753.3530428,-45.120503652039325
,,1739209753.353047,-31.141103565318915
,,1739209753.353051,-33.981070128970906
,,1739209753.3530548,-45.120503652039325
,,1739209753.3530588,-45.120503652039325
,,1739209753.3530626,-45.120503652039325
,,1739209753.3530667,-29.438486411369333
,,1739209753.3530707,-45.120503652039325
,,1739209753.3530746,-45.120503652039325
,,1739209753.3530786,-31.141103565318915
,,1739209753.353083,-31.141103565318915
,,1739209753.3530865,-26.487275050834725
,,1739209753.3530903,-31.141103565318915
,,1739209753.3530943,-33.981070128970906
,,1739209753.3530984,-45.120503652039325
,,1739209753.3531024,-38.13080360867914
,,1739209753.3531065,-22.74004262075133
,,1739209753.3531103,-25.82631439489636
,,1739209753.3531144,-45.120503652039325
,,1739209753.3531182,-38.13080360867914
,,1739209753.3531222,-35.57807855764607
,,1739209753.353126,-30.49652367304973
,,1739209753.35313,-26.487275050834725
,,1739209753.3531342,-45.120503652039325
,,1739209753.353138,-31.141103565318893
,,1739209753.353142,-28.992665084841967
,,1739209753.353146,-14.608978427565477
,,1739209753.35315,-32.816014438256545
,,1739209753.353154,-38.13080360867914
,,1739209753.3531578,-45.120503652039325
,,1739209753.3531618,-45.120503652039325
,,1739209753.353166,-38.13080360867914
,,1739209753.3531697,-45.120503652039325
,,1739209753.3531735,-38.13080360867914
,,1739209753.3531778,-45.120503652039325
,,1739209753.3531816,-38.13080360867914
,,1739209753.3531857,-45.120503652039325
,,1739209753.3531897,-35.57807855764607
,,1739209753.3531935,-22.74004262075133
,,1739209753.3531976,-32.816014438256545
,,1739209753.3532014,-19.089059925837468
,,1739209753.3532054,-30.49652367304973
,,1739209753.3532095,-45.120503652039325
,,1739209753.3532133,-45.120503652039325
,,1739209753.3532174,-35.57807855764607
,,1739209753.3532212,-38.13080360867914
,,1739209753.3532252,-38.13080360867914
,,1739209753.3532293,-45.120503652039325
,,1739209753.353233,-45.120503652039325
,,1739209753.3532372,-38.13080360867914
,,1739209753.3532412,-26.991370085610736
,,1739209753.353245,-45.120503652039325
,,1739209753.353249,-45.120503652039325
,,1739209753.353253,-35.57807855764607
,,1739209753.353257,-31.141103565318943
,,1739209753.353261,-38.13080360867914
,,1739209753.3532648,-33.981070128970906
,,1739209753.3532689,-38.13080360867914
,,1739209753.353273,-33.981070128970906
,,1739209753.3532767,-31.141103565318915
,,1739209753.3532808,-45.120503652039325
,,1739209753.3532846,-45.120503652039325
,,1739209753.353289,-38.13080360867914
,,1739209753.3532927,-33.981070128970906
,,1739209753.3532965,-35.57807855764607
,,1739209753.3533006,-38.13080360867914
,,1739209753.3533046,-45.120503652039325
,,1739209753.3533084,-45.120503652039325
,,1739209753.3533125,-31.141103565318915
,,1739209753.3533163,-18.636903542229973
,,1739209753.3533204,-38.13080360867914
,,1739209753.3533244,-32.81601443825658
,,1739209753.3533282,-35.57807855764607
,,1739209753.3533323,-38.13080360867914
,,1739209753.3533363,-38.13080360867914
,,1739209753.35334,-45.120503652039325
,,1739209753.3533442,-45.120503652039325
,,1739209753.353348,-38.13080360867914
,,1739209753.353352,-28.992665084841967
,,1739209753.353356,-23.506823629689546
,,1739209753.35336,-33.981070128970906
,,1739209753.353364,-38.13080360867914
,,1739209753.353368,-38.13080360867914
,,1739209753.353372,-45.120503652039325
,,1739209753.353376,-45.120503652039325
,,1739209753.3533795,-38.13080360867914
,,1739209753.3533838,-32.816014438256545
,,1739209753.3533878,-28.992665084841946
,,1739209753.3533916,-38.13080360867914
,,1739209753.3533957,-33.981070128970906
,,1739209753.3533998,-45.120503652039325
,,1739209753.3534036,-38.13080360867914
,,1739209753.3534076,-38.13080360867914
,,1739209753.3534114,-38.13080360867914
,,1739209753.3534155,-26.487275050834715
,,1739209753.3534195,-23.506823629689546
,,1739209753.3534234,-45.120503652039325
,,1739209753.3534274,-38.13080360867914
,,1739209753.3534317,-38.13080360867914
,,1739209753.3534353,-35.57807855764607
,,1739209753.353439,-32.816014438256545
,,1739209753.3534431,-45.120503652039325
,,1739209753.3534472,-20.00167004225055
,,1739209753.3534513,-19.844204643325902
,,1739209753.353455,-38.13080360867914
,,1739209753.3534591,-35.57807855764607
,,1739209753.353463,-35.57807855764607
,,1739209753.353467,-31.141103565318915
,,1739209753.353471,-45.120503652039325
,,1739209753.3534749,-45.120503652039325
,,1739209753.353479,-38.13080360867914
,,1739209753.353483,-35.57807855764607
,,1739209753.3534868,-45.120503652039325
,,1739209753.3534908,-45.120503652039325
,,1739209753.3534946,-38.13080360867914
,,1739209753.3534987,-32.816014438256545
,,1739209753.3535028,-45.120503652039325
,,1739209753.3535066,-45.120503652039325
,,1739209753.3535106,-32.816014438256545
,,1739209753.353515,-29.438486411369357
,,1739209753.3535185,-29.438486411369333
,,1739209753.3535223,-31.141103565318943
,,1739209753.3535264,-10.65357898832402
,,1739209753.3535304,-45.120503652039325
,,1739209753.3535345,-32.816014438256545
,,1739209753.3535385,-45.120503652039325
,,1739209753.3535423,-45.120503652039325
,,1739209753.3535464,-28.218542851754165
,,1739209753.3535502,-33.981070128970906
,,1739209753.3535542,-38.13080360867914
,,1739209753.353558,-38.13080360867914
,,1739209753.353562,-18.63690354222998
,,1739209753.3535662,-28.218542851754165
,,1739209753.35357,-33.981070128970906
,,1739209753.353574,-45.120503652039325
,,1739209753.353578,-25.826314394896357
,,1739209753.353582,-9.683547328946844
,,1739209753.353586,-15.670744567918822
,,1739209753.3535898,-25.25278630937684
,,1739209753.3535938,-38.13080360867914
,,1739209753.353598,-38.13080360867914
,,1739209753.3536017,-33.981070128970906
,,1739209753.3536055,-35.57807855764607
,,1739209753.3536098,-25.82631439489636
,,1739209753.3536136,-33.981070128970906
,,1739209753.3536177,-45.120503652039325
,,1739209753.3536215,-35.57807855764607
,,1739209753.3536255,-33.981070128970906
,,1739209753.3536296,-45.120503652039325
,,1739209753.3536334,-38.13080360867914
,,1739209753.3536377,-33.981070128970906
,,1739209753.3536415,-33.98107012897096
,,1739209753.353645,-32.81601443825658
,,1739209753.3536494,-38.13080360867914
,,1739209753.3536532,-33.981070128970906
,,1739209753.3536572,-27.267205301931607
,,1739209753.3536613,-31.141103565318915
,,1739209753.353665,-45.120503652039325
,,1739209753.3536692,-38.13080360867914
,,1739209753.3536732,-32.816014438256545
,,1739209753.353677,-31.141103565318943
,,1739209753.353681,-45.120503652039325
,,1739209753.353685,-45.120503652039325
,,1739209753.353689,-38.13080360867914
,,1739209753.353693,-32.816014438256545
,,1739209753.3536968,-13.743798279671742
,,1739209753.3537009,-27.267205301931607
,,1739209753.353705,-38.13080360867914
,,1739209753.3537087,-38.13080360867914
,,1739209753.3537128,-45.120503652039325
,,1739209753.3537166,-33.981070128970906
,,1739209753.353721,-35.57807855764607
,,1739209753.3537247,-35.57807855764607
,,1739209753.3537283,-33.981070128970906
,,1739209753.3537326,-38.13080360867914
,,1739209753.3537366,-35.57807855764607
,,1739209753.3537405,-38.13080360867914
,,1739209753.3537445,-45.120503652039325
,,1739209753.3537483,-38.13080360867914
,,1739209753.3537524,-38.13080360867914
,,1739209753.3537564,-38.13080360867914
,,1739209753.3537602,-45.120503652039325
,,1739209753.3537643,-45.120503652039325
,,1739209753.3537683,-25.826314394896357
,,1739209753.3537722,-14.487170062521797
,,1739209753.3537762,-18.263086266016654
,,1739209753.35378,-28.58837851428586
,,1739209753.353784,-35.57807855764607
,,1739209753.353788,-38.13080360867914
,,1739209753.353792,-33.981070128970906
,,1739209753.353796,-45.120503652039325
,,1739209753.3526518,-38.13080360867914
,,1739209753.3526523,-38.13080360867914
,,1739209753.3526533,-45.120503652039325
,,1739209753.3526542,-38.13080360867914
,,1739209753.352655,-35.57807855764607
,,1739209753.3526556,-38.13080360867914
,,1739209753.3526564,-45.120503652039325
,,1739209753.3526573,-45.120503652039325
,,1739209753.352658,-45.120503652039325
,,1739209753.3526587,-33.981070128970906
,,1739209753.3526597,-38.13080360867914
,,1739209753.3526604,-45.120503652039325
,,1739209753.3526611,-45.120503652039325
