CAN Message, 0x150:0600a5a500ad6fff,Timestamp,Amplitude
,,1739209672.1746264,-38.13080360867914
,,1739209672.1754518,-45.120503652039325
,,1739209672.1754537,-45.120503652039325
,,1739209672.1754558,-33.981070128970906
,,1739209672.175458,-45.120503652039325
,,1739209672.17546,-28.992665084841946
,,1739209672.175462,-33.981070128970906
,,1739209672.1754642,-38.13080360867914
,,1739209672.1754663,-45.120503652039325
,,1739209672.1754684,-45.120503652039325
,,1739209672.1754704,-32.816014438256545
,,1739209672.1754725,-35.57807855764607
,,1739209672.1754746,-38.13080360867914
,,1739209672.1754768,-32.816014438256545
,,1739209672.1754787,-28.992665084841946
,,1739209672.1754808,-33.981070128970906
,,1739209672.175483,-45.120503652039325
,,1739209672.1754851,-38.13080360867914
,,1739209672.175487,-38.13080360867914
,,1739209672.1754892,-31.141103565318915
,,1739209672.175491,-45.120503652039325
,,1739209672.1754937,-38.13080360867914
,,1739209672.1754954,-29.438486411369357
,,1739209672.1754975,-38.13080360867914
,,1739209672.1754997,-38.13080360867914
,,1739209672.1755018,-45.120503652039325
,,1739209672.1755035,-38.13080360867914
,,1739209672.175506,-38.13080360867914
,,1739209672.175508,-45.120503652039325
,,1739209672.1755102,-45.120503652039325
,,1739209672.175512,-35.57807855764607
,,1739209672.1755142,-30.49652367304973
,,1739209672.1755164,-45.120503652039325
,,1739209672.1755185,-45.120503652039325
,,1739209672.1755204,-35.57807855764607
,,1739209672.1755226,-35.57807855764607
,,1739209672.1755247,-38.13080360867914
,,1739209672.1755269,-32.816014438256545
,,1739209672.1755288,-28.992665084841946
,,1739209672.175531,-33.981070128970906
,,1739209672.175533,-45.120503652039325
,,1739209672.1755352,-33.981070128970906
,,1739209672.175537,-33.981070128970906
,,1739209672.1755393,-33.981070128970906
,,1739209672.1755414,-38.13080360867914
,,1739209672.1755435,-20.954098578656485
,,1739209672.1755457,-24.15140352195873
,,1739209672.1755476,-38.13080360867914
,,1739209672.1755495,-33.98107012897096
,,1739209672.175552,-26.487275050834715
,,1739209672.175554,-12.772800700430128
