CAN Message, 0x62:0d99281a74893ba8,Timestamp,Amplitude
,,1739209771.937178,-35.57807855764607
,,1739209771.9371805,-38.13080360867914
,,1739209771.937183,-45.120503652039325
,,1739209771.9371855,-45.120503652039325
,,1739209771.937188,-32.816014438256545
,,1739209771.9371903,-29.438486411369333
,,1739209771.937193,-45.120503652039325
,,1739209771.937195,-45.120503652039325
,,1739209771.9371974,-45.120503652039325
,,1739209771.9371998,-45.120503652039325
,,1739209771.9372022,-45.120503652039325
,,1739209771.9372046,-45.120503652039325
,,1739209771.937207,-45.120503652039325
,,1739209771.9372094,-38.13080360867914
,,1739209771.9372118,-45.120503652039325
,,1739209771.937214,-38.13080360867914
,,1739209771.9372163,-45.120503652039325
,,1739209771.9372191,-45.120503652039325
,,1739209771.9372215,-38.13080360867914
,,1739209771.937224,-45.120503652039325
,,1739209771.9372263,-33.981070128970906
,,1739209771.937229,-30.49652367304973
,,1739209771.937231,-38.13080360867914
,,1739209771.9372334,-38.13080360867914
,,1739209771.9372358,-38.13080360867914
,,1739209771.9372382,-38.13080360867914
,,1739209771.9372406,-38.13080360867914
,,1739209771.937243,-35.57807855764607
,,1739209771.9372454,-45.120503652039325
,,1739209771.9372478,-45.120503652039325
,,1739209771.93725,-33.981070128970906
,,1739209771.9372528,-38.13080360867914
,,1739209771.9372551,-45.120503652039325
,,1739209771.9372575,-45.120503652039325
,,1739209771.93726,-38.13080360867914
,,1739209771.9372623,-35.57807855764607
,,1739209771.9372647,-45.120503652039325
,,1739209771.937267,-38.13080360867914
,,1739209771.9372694,-45.120503652039325
,,1739209771.9372718,-45.120503652039325
,,1739209771.9372742,-45.120503652039325
,,1739209771.9372766,-45.120503652039325
,,1739209771.937279,-35.57807855764607
,,1739209771.9372814,-45.120503652039325
,,1739209771.9372838,-35.57807855764607
,,1739209771.937286,-26.99137008561072
,,1739209771.9372888,-35.57807855764607
,,1739209771.9372911,-33.981070128970906
,,1739209771.9372935,-35.57807855764607
,,1739209771.937296,-45.120503652039325
,,1739209771.9372983,-8.36913860735935
,,1739209771.9373007,-19.69224938244749
,,1739209771.937303,-38.13080360867914
,,1739209771.9373057,-33.981070128970906
,,1739209771.9373078,-45.120503652039325
,,1739209771.9373102,-45.120503652039325
,,1739209771.9373126,-35.57807855764607
,,1739209771.937315,-33.981070128970906
,,1739209771.9373174,-38.13080360867914
,,1739209771.9373198,-45.120503652039325
,,1739209771.9373224,-45.120503652039325
,,1739209771.9373248,-45.120503652039325
,,1739209771.9373271,-38.13080360867914
,,1739209771.9373295,-38.13080360867914
,,1739209771.937332,-38.13080360867914
,,1739209771.9373343,-38.13080360867914
,,1739209771.9373367,-45.120503652039325
,,1739209771.937339,-38.13080360867914
,,1739209771.9373417,-38.13080360867914
,,1739209771.9373438,-28.992665084841946
,,1739209771.9373462,-35.57807855764607
,,1739209771.9373486,-45.120503652039325
,,1739209771.937351,-38.13080360867914
,,1739209771.9373534,-45.120503652039325
,,1739209771.9373558,-22.26493056196156
,,1739209771.9373584,-38.13080360867914
,,1739209771.9373608,-38.13080360867914
,,1739209771.9373631,-28.58837851428586
,,1739209771.9373655,-25.25278630937684
,,1739209771.937368,-10.094866960965655
,,1739209771.9373703,-33.981070128970906
,,1739209771.9373727,-31.141103565318915
,,1739209771.937375,-38.13080360867914
,,1739209771.9373777,-45.120503652039325
,,1739209771.9373798,-45.120503652039325
,,1739209771.9373822,-45.120503652039325
,,1739209771.9373846,-45.120503652039325
,,1739209771.937387,-38.13080360867914
,,1739209771.9373894,-45.120503652039325
,,1739209771.937392,-38.13080360867914
,,1739209771.9373944,-33.981070128970906
,,1739209771.9373968,-33.981070128970906
,,1739209771.9373991,-45.120503652039325
,,1739209771.9374015,-45.120503652039325
,,1739209771.937404,-38.13080360867914
,,1739209771.9374063,-35.57807855764607
,,1739209771.9374087,-38.13080360867914
,,1739209771.937411,-35.57807855764607
,,1739209771.9374137,-38.13080360867914
,,1739209771.9374158,-35.57807855764607
,,1739209771.9374182,-38.13080360867914
,,1739209771.9374206,-31.14110356531892
