CAN Message, 0x1d3:000079380c19ad3c,Timestamp,Amplitude
,,1739209673.842432,-45.120503652039325
,,1739209673.842436,-31.141103565318915
,,1739209673.84244,-35.57807855764607
,,1739209673.8424442,-45.120503652039325
,,1739209673.8424482,-45.120503652039325
,,1739209673.8424523,-45.120503652039325
,,1739209673.8424566,-45.120503652039325
,,1739209673.8424606,-38.13080360867914
,,1739209673.8424647,-35.57807855764607
,,1739209673.8424687,-38.13080360867914
,,1739209673.8424728,-38.13080360867914
,,1739209673.842477,-38.13080360867914
,,1739209673.8424811,-38.13080360867914
,,1739209673.8424852,-38.13080360867914
,,1739209673.8424892,-45.120503652039325
,,1739209673.8424933,-45.120503652039325
,,1739209673.842497,-38.13080360867914
,,1739209673.8425016,-33.981070128970906
,,1739209673.8425057,-38.13080360867914
,,1739209673.8425095,-38.13080360867914
,,1739209673.8425138,-38.13080360867914
,,1739209673.842518,-45.120503652039325
,,1739209673.842522,-45.120503652039325
,,1739209673.8425262,-45.120503652039325
,,1739209673.8425305,-45.120503652039325
,,1739209673.8425343,-45.120503652039325
,,1739209673.8425384,-38.13080360867914
,,1739209673.8425424,-45.120503652039325
,,1739209673.8425467,-45.120503652039325
,,1739209673.8425508,-45.120503652039325
,,1739209673.8425548,-45.120503652039325
,,1739209673.8425589,-45.120503652039325
,,1739209673.842563,-45.120503652039325
,,1739209673.8425672,-38.13080360867914
,,1739209673.8425713,-45.120503652039325
,,1739209673.8425753,-38.13080360867914
,,1739209673.8425794,-38.13080360867914
,,1739209673.8425834,-33.981070128970906
,,1739209673.8425877,-31.141103565318893
,,1739209673.8425918,-38.13080360867914
,,1739209673.8425958,-45.120503652039325
,,1739209673.8426,-38.13080360867914
,,1739209673.842604,-35.57807855764607
,,1739209673.842608,-45.120503652039325
,,1739209673.842612,-38.13080360867914
,,1739209673.8426163,-45.120503652039325
,,1739209673.8426204,-38.13080360867914
,,1739209673.8426244,-45.120503652039325
,,1739209673.8426285,-29.438486411369333
,,1739209673.8426323,-28.218542851754187
,,1739209673.8426368,-11.309352844940786
,,1739209673.8426409,-31.141103565318915
,,1739209673.842645,-31.141103565318915
,,1739209673.842649,-45.120503652039325
,,1739209673.842653,-45.120503652039325
,,1739209673.842657,-45.120503652039325
,,1739209673.8426614,-45.120503652039325
,,1739209673.8426654,-31.141103565318915
,,1739209673.8426695,-38.13080360867914
,,1739209673.8426735,-45.120503652039325
,,1739209673.8426776,-45.120503652039325
,,1739209673.842682,-31.141103565318915
,,1739209673.842686,-31.141103565318893
,,1739209673.84269,-45.120503652039325
,,1739209673.842694,-45.120503652039325
,,1739209673.842698,-38.13080360867914
,,1739209673.8427022,-45.120503652039325
,,1739209673.8427064,-45.120503652039325
,,1739209673.8427105,-35.57807855764607
,,1739209673.8427143,-33.98107012897096
,,1739209673.8427186,-33.98107012897096
,,1739209673.842723,-32.816014438256545
,,1739209673.8427267,-45.120503652039325
,,1739209673.842731,-23.50682362968953
,,1739209673.842735,-19.00327057196587
,,1739209673.842739,-45.120503652039325
,,1739209673.8427432,-28.992665084841946
,,1739209673.8427472,-26.03565346325281
,,1739209673.8427515,-14.487170062521797
,,1739209673.8427556,-10.045993043019594
,,1739209673.8427596,-28.218542851754165
,,1739209673.8427637,-33.981070128970906
,,1739209673.8427677,-45.120503652039325
,,1739209673.8427718,-32.816014438256545
,,1739209673.842776,-33.981070128970906
,,1739209673.84278,-27.8777449560314
,,1739209673.8427842,-25.25278630937684
,,1739209673.8427882,-45.120503652039325
,,1739209673.8427925,-38.13080360867914
,,1739209673.8427966,-38.13080360867914
,,1739209673.8428006,-45.120503652039325
,,1739209673.842805,-38.13080360867914
,,1739209673.8428087,-38.13080360867914
,,1739209673.8428128,-38.13080360867914
,,1739209673.8428168,-38.13080360867914
,,1739209673.8428211,-45.120503652039325
,,1739209673.8428252,-45.120503652039325
,,1739209673.8428292,-32.816014438256545
,,1739209673.8428333,-27.8777449560314
,,1739209673.842837,-45.120503652039325
,,1739209673.8428414,-35.57807855764607
,,1739209673.8428457,-45.120503652039325
,,1739209673.8428495,-33.981070128970906
,,1739209673.8428538,-38.13080360867914
,,1739209673.8428578,-45.120503652039325
,,1739209673.842862,-35.57807855764607
,,1739209673.8428662,-25.077289914212862
,,1739209673.8428702,-27.267205301931607
,,1739209673.8428743,-35.57807855764607
,,1739209673.8428783,-38.13080360867914
,,1739209673.8428824,-33.981070128970906
,,1739209673.8428864,-38.13080360867914
,,1739209673.8428907,-38.13080360867914
,,1739209673.8428948,-45.120503652039325
,,1739209673.8428988,-38.13080360867914
,,1739209673.842903,-38.13080360867914
,,1739209673.842907,-33.981070128970906
,,1739209673.8429112,-22.84163660590256
,,1739209673.8429153,-33.98107012897096
,,1739209673.842919,-38.13080360867914
,,1739209673.8429234,-38.13080360867914
,,1739209673.8429277,-45.120503652039325
,,1739209673.8429315,-38.13080360867914
,,1739209673.8429358,-45.120503652039325
,,1739209673.84294,-33.981070128970906
,,1739209673.842944,-26.991370085610757
,,1739209673.842948,-15.384607417766723
,,1739209673.842952,-11.139366734734269
,,1739209673.842956,-28.58837851428589
,,1739209673.8429604,-33.981070128970906
,,1739209673.8429644,-45.120503652039325
,,1739209673.8429685,-45.120503652039325
,,1739209673.8429725,-45.120503652039325
,,1739209673.8429766,-38.13080360867914
,,1739209673.8429809,-24.438645034577675
,,1739209673.842985,-33.981070128970906
,,1739209673.842989,-45.120503652039325
,,1739209673.842993,-38.13080360867914
,,1739209673.842997,-38.13080360867914
,,1739209673.8430011,-45.120503652039325
,,1739209673.8430054,-33.981070128970906
,,1739209673.8430097,-45.120503652039325
,,1739209673.8430135,-27.267205301931607
,,1739209673.8430176,-32.816014438256545
,,1739209673.8430216,-32.816014438256545
,,1739209673.843026,-45.120503652039325
,,1739209673.84303,-32.816014438256545
,,1739209673.843034,-35.57807855764607
,,1739209673.843038,-35.57807855764607
,,1739209673.843042,-33.981070128970906
,,1739209673.8430462,-21.44694444177911
,,1739209673.8430505,-26.99137008561072
,,1739209673.8430543,-33.981070128970906
,,1739209673.8430586,-28.992665084841946
,,1739209673.8430626,-27.87774495603141
,,1739209673.8430667,-14.154879268297936
,,1739209673.843071,-15.710361214983593
,,1739209673.843075,-38.13080360867914
,,1739209673.843079,-31.141103565318915
,,1739209673.8430831,-45.120503652039325
,,1739209673.8430872,-45.120503652039325
,,1739209673.8430912,-45.120503652039325
,,1739209673.8430955,-28.992665084841946
,,1739209673.8430996,-31.141103565318915
,,1739209673.8431036,-45.120503652039325
,,1739209673.8431077,-38.13080360867914
,,1739209673.8431118,-45.120503652039325
,,1739209673.8431158,-45.120503652039325
,,1739209673.84312,-38.13080360867914
,,1739209673.8431242,-45.120503652039325
,,1739209673.8431282,-45.120503652039325
,,1739209673.8431325,-33.981070128970906
,,1739209673.8431363,-38.13080360867914
,,1739209673.8431406,-31.141103565318915
,,1739209673.843145,-19.221007638782208
,,1739209673.8431487,-24.15140352195872
,,1739209673.8431528,-31.141103565318915
,,1739209673.8431568,-45.120503652039325
,,1739209673.8431609,-38.13080360867914
,,1739209673.8431652,-45.120503652039325
,,1739209673.8431692,-38.13080360867914
,,1739209673.8431733,-38.13080360867914
,,1739209673.8431773,-33.981070128970906
,,1739209673.8431814,-26.487275050834725
,,1739209673.8431857,-38.13080360867914
,,1739209673.8431897,-45.120503652039325
,,1739209673.8431938,-33.981070128970906
,,1739209673.8431978,-38.13080360867914
,,1739209673.843202,-30.49652367304973
,,1739209673.843206,-9.217659614857672
,,1739209673.8432102,-27.8777449560314
,,1739209673.8432145,-35.57807855764607
,,1739209673.8432183,-28.58837851428586
,,1739209673.8432224,-25.82631439489636
,,1739209673.8432264,-24.74623867263306
,,1739209673.8432305,-27.267205301931607
