CAN Message, 0x1b8:03002e4a12e177bb,Timestamp,Amplitude
,,1739209645.87437,-38.13080360867914
,,1739209645.8743722,-45.120503652039325
,,1739209645.8743746,-45.120503652039325
,,1739209645.874377,-45.120503652039325
,,1739209645.8743792,-45.120503652039325
,,1739209645.8743815,-38.13080360867914
,,1739209645.874384,-33.981070128970906
,,1739209645.8743863,-32.81601443825658
,,1739209645.8743885,-45.120503652039325
,,1739209645.8743908,-35.57807855764607
,,1739209645.8743932,-45.120503652039325
,,1739209645.8743956,-38.13080360867914
,,1739209645.8743978,-45.120503652039325
,,1739209645.8744,-45.120503652039325
,,1739209645.8744023,-38.13080360867914
,,1739209645.874405,-33.981070128970906
,,1739209645.874407,-45.120503652039325
,,1739209645.8744094,-45.120503652039325
,,1739209645.8744118,-38.13080360867914
,,1739209645.874414,-38.13080360867914
,,1739209645.8744164,-45.120503652039325
,,1739209645.8744187,-45.120503652039325
,,1739209645.8744211,-38.13080360867914
,,1739209645.8744233,-45.120503652039325
,,1739209645.8744256,-45.120503652039325
,,1739209645.874428,-33.981070128970906
,,1739209645.8744302,-35.57807855764607
,,1739209645.8744326,-38.13080360867914
,,1739209645.874435,-45.120503652039325
,,1739209645.874437,-45.120503652039325
,,1739209645.8744397,-45.120503652039325
,,1739209645.874442,-45.120503652039325
,,1739209645.8744442,-45.120503652039325
,,1739209645.8744466,-38.13080360867914
,,1739209645.8744488,-45.120503652039325
,,1739209645.8744512,-38.13080360867914
,,1739209645.8744535,-35.57807855764607
,,1739209645.8744557,-45.120503652039325
,,1739209645.874458,-45.120503652039325
,,1739209645.8744605,-38.13080360867914
,,1739209645.8744628,-38.13080360867914
,,1739209645.874465,-38.13080360867914
,,1739209645.8744674,-38.13080360867914
,,1739209645.8744698,-45.120503652039325
,,1739209645.874472,-45.120503652039325
,,1739209645.8744743,-35.57807855764607
,,1739209645.874477,-38.13080360867914
,,1739209645.874479,-45.120503652039325
,,1739209645.8744812,-28.58837851428586
,,1739209645.8744836,-22.448786368009163
,,1739209645.874486,-16.517123586329355
,,1739209645.8744884,-29.438486411369333
,,1739209645.8744905,-45.120503652039325
,,1739209645.874493,-38.13080360867914
,,1739209645.8744953,-45.120503652039325
,,1739209645.8744977,-45.120503652039325
,,1739209645.8744998,-38.13080360867914
,,1739209645.8745022,-45.120503652039325
,,1739209645.8745046,-45.120503652039325
,,1739209645.8745067,-45.120503652039325
,,1739209645.874509,-38.13080360867914
,,1739209645.8745117,-45.120503652039325
,,1739209645.874514,-45.120503652039325
,,1739209645.874516,-38.13080360867914
,,1739209645.8745184,-45.120503652039325
,,1739209645.8745208,-38.13080360867914
,,1739209645.8745232,-32.816014438256545
,,1739209645.8745253,-45.120503652039325
,,1739209645.8745277,-45.120503652039325
,,1739209645.87453,-45.120503652039325
,,1739209645.8745322,-45.120503652039325
,,1739209645.8745346,-45.120503652039325
,,1739209645.874537,-38.13080360867914
,,1739209645.8745394,-38.13080360867914
,,1739209645.8745415,-45.120503652039325
,,1739209645.874544,-38.13080360867914
,,1739209645.8745463,-38.13080360867914
,,1739209645.874549,-38.13080360867914
,,1739209645.8745508,-27.267205301931607
,,1739209645.8745532,-26.99137008561072
,,1739209645.8745556,-26.487275050834715
,,1739209645.874558,-35.57807855764607
,,1739209645.87456,-35.57807855764607
,,1739209645.8745625,-38.13080360867914
,,1739209645.874565,-35.57807855764607
,,1739209645.874567,-38.13080360867914
