CAN Message, 0x1bb:000002ac159fc823,Timestamp,Amplitude
,,1739209885.596488,-45.120503652039325
,,1739209885.5964909,-38.13080360867914
,,1739209885.5964935,-45.120503652039325
,,1739209885.5964966,-45.120503652039325
,,1739209885.5964997,-45.120503652039325
,,1739209885.5965023,-45.120503652039325
,,1739209885.5965054,-45.120503652039325
,,1739209885.5965085,-45.120503652039325
,,1739209885.5965114,-38.13080360867914
,,1739209885.5965142,-45.120503652039325
,,1739209885.596517,-35.57807855764607
,,1739209885.5965202,-38.13080360867914
,,1739209885.596523,-35.57807855764607
,,1739209885.596526,-45.120503652039325
,,1739209885.5965288,-32.816014438256545
,,1739209885.596532,-35.57807855764607
,,1739209885.5965347,-33.981070128970906
,,1739209885.5965376,-33.981070128970906
,,1739209885.5965407,-38.13080360867914
,,1739209885.5965436,-32.816014438256545
,,1739209885.5965464,-38.13080360867914
,,1739209885.5965493,-33.981070128970906
,,1739209885.5965524,-24.15140352195872
,,1739209885.5965552,-38.13080360867914
,,1739209885.596558,-38.13080360867914
,,1739209885.5965612,-35.57807855764607
,,1739209885.596564,-38.13080360867914
,,1739209885.596567,-38.13080360867914
,,1739209885.5965698,-33.981070128970906
,,1739209885.5965729,-45.120503652039325
,,1739209885.5965755,-45.120503652039325
,,1739209885.5965786,-45.120503652039325
,,1739209885.5965817,-35.57807855764607
,,1739209885.5965846,-38.13080360867914
,,1739209885.5965874,-45.120503652039325
,,1739209885.5965905,-45.120503652039325
,,1739209885.5965934,-38.13080360867914
,,1739209885.5965962,-35.57807855764607
,,1739209885.596599,-45.120503652039325
,,1739209885.596602,-45.120503652039325
,,1739209885.596605,-35.57807855764607
,,1739209885.596608,-45.120503652039325
,,1739209885.5966108,-30.49652367304973
,,1739209885.596614,-23.75329798047522
,,1739209885.5966167,-45.120503652039325
,,1739209885.5966196,-31.141103565318915
,,1739209885.5966225,-33.981070128970906
,,1739209885.5966256,-29.438486411369333
,,1739209885.5966284,-38.13080360867914
,,1739209885.5966313,-28.21854285175415
,,1739209885.5966344,-19.357090149981367
,,1739209885.5966372,-19.357090149981367
,,1739209885.59664,-30.49652367304973
,,1739209885.596643,-45.120503652039325
,,1739209885.596646,-35.57807855764607
,,1739209885.596649,-30.49652367304973
,,1739209885.5966518,-35.57807855764607
,,1739209885.596655,-38.13080360867914
,,1739209885.5966578,-45.120503652039325
,,1739209885.5966606,-38.13080360867914
,,1739209885.5966637,-38.13080360867914
,,1739209885.5966666,-33.981070128970906
,,1739209885.5966694,-45.120503652039325
,,1739209885.5966723,-38.13080360867914
,,1739209885.5966754,-33.981070128970906
,,1739209885.5966785,-31.141103565318893
,,1739209885.596681,-38.13080360867914
,,1739209885.596684,-38.13080360867914
,,1739209885.596687,-38.13080360867914
,,1739209885.59669,-33.981070128970906
,,1739209885.5966928,-45.120503652039325
,,1739209885.5966957,-30.49652367304976
