CAN Message, 0x150:020056fde0f2a858,Timestamp,Amplitude
,,1739209646.4761295,-38.13080360867914
,,1739209646.4761388,-45.120503652039325
,,1739209646.476148,-38.13080360867914
,,1739209646.4761577,-38.13080360867914
,,1739209646.476167,-38.13080360867914
,,1739209646.4761765,-45.120503652039325
,,1739209646.4761856,-32.816014438256545
,,1739209646.4761949,-26.991370085610736
,,1739209646.4762042,-38.13080360867914
,,1739209646.4762137,-45.120503652039325
,,1739209646.4762228,-33.981070128970906
,,1739209646.476232,-32.816014438256545
,,1739209646.4762414,-45.120503652039325
,,1739209646.4762506,-45.120503652039325
,,1739209646.47626,-45.120503652039325
,,1739209646.4762692,-38.13080360867914
,,1739209646.4762783,-38.13080360867914
,,1739209646.4762878,-45.120503652039325
,,1739209646.4762971,-45.120503652039325
,,1739209646.4763064,-45.120503652039325
,,1739209646.4763155,-38.13080360867914
,,1739209646.476325,-45.120503652039325
,,1739209646.4763343,-30.49652367304973
,,1739209646.4763436,-26.991370085610736
,,1739209646.476353,-45.120503652039325
,,1739209646.4763622,-45.120503652039325
,,1739209646.4763715,-30.49652367304973
,,1739209646.4763808,-31.141103565318893
,,1739209646.47639,-45.120503652039325
,,1739209646.4763994,-38.13080360867914
,,1739209646.4764087,-45.120503652039325
,,1739209646.476418,-45.120503652039325
,,1739209646.4764276,-45.120503652039325
,,1739209646.4764369,-45.120503652039325
,,1739209646.4764462,-45.120503652039325
,,1739209646.4764557,-38.13080360867914
,,1739209646.4764647,-35.57807855764607
,,1739209646.476474,-45.120503652039325
,,1739209646.476483,-32.816014438256545
,,1739209646.4764926,-28.21854285175415
,,1739209646.476502,-45.120503652039325
,,1739209646.4765112,-45.120503652039325
,,1739209646.4765203,-45.120503652039325
,,1739209646.4765298,-45.120503652039325
,,1739209646.4765391,-45.120503652039325
,,1739209646.4765484,-38.13080360867914
,,1739209646.4765575,-45.120503652039325
,,1739209646.476567,-45.120503652039325
,,1739209646.4765763,-45.120503652039325
,,1739209646.4765856,-35.57807855764607
,,1739209646.476595,-15.851936562542374
,,1739209646.4766042,-30.49652367304976
,,1739209646.4766135,-31.141103565318915
,,1739209646.4766228,-45.120503652039325
,,1739209646.476632,-45.120503652039325
,,1739209646.4766414,-45.120503652039325
,,1739209646.4766507,-45.120503652039325
,,1739209646.47666,-33.981070128970906
,,1739209646.4766693,-45.120503652039325
,,1739209646.4766786,-33.98107012897096
,,1739209646.476688,-45.120503652039325
,,1739209646.4766972,-45.120503652039325
,,1739209646.4767067,-38.13080360867914
,,1739209646.476716,-24.746238672633048
,,1739209646.476725,-35.57807855764607
,,1739209646.4767346,-45.120503652039325
,,1739209646.476744,-33.981070128970906
,,1739209646.4767532,-32.816014438256545
,,1739209646.4767623,-45.120503652039325
,,1739209646.4767718,-35.57807855764607
,,1739209646.4767811,-45.120503652039325
,,1739209646.4767904,-28.992665084841967
,,1739209646.4767995,-38.13080360867914
,,1739209646.476809,-30.49652367304973
,,1739209646.4768183,-22.17584139042336
,,1739209646.4768276,-27.267205301931607
,,1739209646.476837,-29.438486411369333
,,1739209646.4768462,-45.120503652039325
,,1739209646.4768555,-19.49757500747454
,,1739209646.4768648,-12.653056554800877
,,1739209646.476874,-38.13080360867914
,,1739209646.4768834,-32.816014438256545
,,1739209646.4768927,-45.120503652039325
,,1739209646.476902,-45.120503652039325
,,1739209646.4769113,-38.13080360867914
,,1739209646.4769206,-45.120503652039325
,,1739209646.47693,-38.13080360867914
,,1739209646.4769392,-32.816014438256545
,,1739209646.4769485,-38.13080360867914
,,1739209646.4769578,-38.13080360867914
,,1739209646.476967,-35.57807855764607
,,1739209646.4769766,-30.49652367304976
,,1739209646.476986,-45.120503652039325
,,1739209646.4769952,-45.120503652039325
,,1739209646.4770043,-45.120503652039325
,,1739209646.4770138,-32.816014438256545
,,1739209646.4770231,-45.120503652039325
,,1739209646.4770324,-38.13080360867914
,,1739209646.4770415,-38.13080360867914
,,1739209646.477051,-31.141103565318893
,,1739209646.4770603,-38.13080360867914
,,1739209646.4770696,-38.13080360867914
,,1739209646.477079,-30.49652367304973
,,1739209646.4770882,-30.49652367304973
,,1739209646.4770975,-29.438486411369347
,,1739209646.4771068,-45.120503652039325
,,1739209646.477116,-45.120503652039325
,,1739209646.4771254,-20.16506027657481
,,1739209646.4771347,-22.54371790334745
,,1739209646.477144,-45.120503652039325
,,1739209646.4771533,-38.13080360867914
,,1739209646.4771626,-31.141103565318915
,,1739209646.477172,-27.267205301931607
,,1739209646.4771812,-38.13080360867914
,,1739209646.4771905,-45.120503652039325
,,1739209646.4771998,-33.981070128970906
,,1739209646.477209,-45.120503652039325
,,1739209646.4772184,-25.25278630937684
,,1739209646.4772277,-33.981070128970906
,,1739209646.477237,-38.13080360867914
,,1739209646.4772463,-30.49652367304973
,,1739209646.4772558,-38.13080360867914
,,1739209646.4772651,-45.120503652039325
,,1739209646.4772744,-45.120503652039325
,,1739209646.4772837,-32.816014438256545
,,1739209646.477293,-32.81601443825658
,,1739209646.4773023,-16.398940924556364
,,1739209646.4773116,-10.57968094472839
,,1739209646.477321,-28.992665084841967
,,1739209646.4773302,-35.57807855764607
,,1739209646.4773395,-38.13080360867914
,,1739209646.4773488,-38.13080360867914
,,1739209646.477358,-45.120503652039325
,,1739209646.4773674,-38.13080360867914
,,1739209646.4773767,-45.120503652039325
,,1739209646.477386,-38.13080360867914
,,1739209646.4773953,-35.57807855764607
,,1739209646.4774046,-45.120503652039325
,,1739209646.477414,-35.57807855764607
,,1739209646.4774232,-38.13080360867914
,,1739209646.4774325,-30.49652367304973
,,1739209646.4774418,-38.13080360867914
,,1739209646.477451,-38.13080360867914
,,1739209646.4774604,-38.13080360867914
,,1739209646.4774697,-33.981070128970906
,,1739209646.477479,-38.13080360867914
,,1739209646.4774885,-45.120503652039325
,,1739209646.4774976,-45.120503652039325
,,1739209646.4775069,-27.267205301931607
,,1739209646.4775164,-30.49652367304973
