CAN Message, 0x1bb:0000dfef29c45e89,Timestamp,Amplitude
,,1739209813.655972,-38.13080360867914
,,1739209813.655975,-38.13080360867914
,,1739209813.6559782,-45.120503652039325
,,1739209813.655981,-45.120503652039325
,,1739209813.6559842,-45.120503652039325
,,1739209813.655987,-45.120503652039325
,,1739209813.65599,-45.120503652039325
,,1739209813.6559932,-45.120503652039325
,,1739209813.655996,-38.13080360867914
,,1739209813.6559992,-45.120503652039325
,,1739209813.656004,-38.13080360867914
,,1739209813.6560085,-38.13080360867914
,,1739209813.6560133,-38.13080360867914
,,1739209813.656018,-45.120503652039325
,,1739209813.6560223,-38.13080360867914
,,1739209813.6560273,-32.816014438256545
,,1739209813.6560318,-45.120503652039325
,,1739209813.6560366,-38.13080360867914
,,1739209813.6560414,-45.120503652039325
,,1739209813.656046,-38.13080360867914
,,1739209813.6560507,-32.816014438256545
,,1739209813.6560557,-24.746238672633048
,,1739209813.65606,-32.816014438256545
,,1739209813.6560647,-45.120503652039325
,,1739209813.6560695,-45.120503652039325
,,1739209813.656074,-38.13080360867914
,,1739209813.6560788,-35.57807855764607
,,1739209813.6560836,-38.13080360867914
,,1739209813.656088,-45.120503652039325
,,1739209813.656093,-45.120503652039325
,,1739209813.6560974,-38.13080360867914
,,1739209813.6561022,-33.981070128970906
,,1739209813.656107,-45.120503652039325
,,1739209813.6561117,-45.120503652039325
,,1739209813.6561162,-38.13080360867914
,,1739209813.656121,-32.816014438256545
,,1739209813.6561255,-38.13080360867914
,,1739209813.6561303,-38.13080360867914
,,1739209813.656135,-38.13080360867914
,,1739209813.6561396,-45.120503652039325
,,1739209813.6561444,-38.13080360867914
,,1739209813.656149,-38.13080360867914
,,1739209813.6561537,-45.120503652039325
,,1739209813.6561584,-38.13080360867914
,,1739209813.656163,-33.981070128970906
,,1739209813.6561675,-20.88804491267121
,,1739209813.6561725,-38.13080360867914
,,1739209813.656177,-38.13080360867914
,,1739209813.6561818,-38.13080360867914
,,1739209813.6561866,-33.981070128970906
,,1739209813.656191,-11.60060909768297
,,1739209813.656196,-28.58837851428589
,,1739209813.6562006,-28.58837851428586
,,1739209813.6562052,-45.120503652039325
,,1739209813.65621,-33.981070128970906
,,1739209813.6562145,-24.15140352195872
,,1739209813.6562192,-38.13080360867914
,,1739209813.656224,-38.13080360867914
,,1739209813.6562283,-38.13080360867914
,,1739209813.6562333,-32.816014438256545
,,1739209813.656238,-45.120503652039325
,,1739209813.6562426,-38.13080360867914
,,1739209813.6562474,-45.120503652039325
,,1739209813.656252,-45.120503652039325
,,1739209813.656257,-45.120503652039325
,,1739209813.6562614,-45.120503652039325
,,1739209813.6562662,-45.120503652039325
,,1739209813.6562707,-31.141103565318915
,,1739209813.6562755,-38.13080360867914
,,1739209813.65628,-38.13080360867914
,,1739209813.6562848,-38.13080360867914
,,1739209813.6562896,-27.267205301931607
,,1739209813.656294,-45.120503652039325
,,1739209813.6562989,-38.13080360867914
,,1739209813.6563036,-31.141103565318915
,,1739209813.6563082,-38.13080360867914
,,1739209813.656313,-38.13080360867914
,,1739209813.6563177,-32.816014438256545
,,1739209813.6563222,-38.13080360867914
,,1739209813.656327,-25.82631439489636
,,1739209813.6563315,-38.13080360867914
,,1739209813.6563363,-38.13080360867914
,,1739209813.656341,-38.13080360867914
,,1739209813.6563456,-33.98107012897096
,,1739209813.6563504,-45.120503652039325
,,1739209813.6563551,-45.120503652039325
,,1739209813.6563597,-38.13080360867914
,,1739209813.6563644,-28.992665084841946
,,1739209813.6563692,-23.75329798047522
,,1739209813.6563735,-28.58837851428586
,,1739209813.6563785,-45.120503652039325
,,1739209813.6563833,-33.981070128970906
,,1739209813.6563878,-33.981070128970906
