CAN Message, 0x62:05ebcb87bb143c56,Timestamp,Amplitude
,,1739209874.462237,-35.57807855764607
,,1739209874.4622395,-33.981070128970906
,,1739209874.462242,-38.13080360867914
,,1739209874.462245,-45.120503652039325
,,1739209874.4622476,-45.120503652039325
,,1739209874.4622502,-45.120503652039325
,,1739209874.462253,-45.120503652039325
,,1739209874.4622557,-45.120503652039325
,,1739209874.4622583,-45.120503652039325
,,1739209874.4622612,-38.13080360867914
,,1739209874.4622638,-35.57807855764607
,,1739209874.4622664,-38.13080360867914
,,1739209874.4622693,-38.13080360867914
,,1739209874.462272,-35.57807855764607
,,1739209874.4622746,-38.13080360867914
,,1739209874.4622772,-45.120503652039325
,,1739209874.46228,-45.120503652039325
,,1739209874.462283,-38.13080360867914
,,1739209874.4622853,-45.120503652039325
,,1739209874.462288,-45.120503652039325
,,1739209874.4622908,-33.981070128970906
,,1739209874.4622934,-33.98107012897096
,,1739209874.4622962,-20.88804491267121
,,1739209874.4622989,-35.57807855764607
,,1739209874.4623015,-45.120503652039325
,,1739209874.4623044,-45.120503652039325
,,1739209874.462307,-35.57807855764607
,,1739209874.4623096,-38.13080360867914
,,1739209874.4623122,-45.120503652039325
,,1739209874.462315,-45.120503652039325
,,1739209874.4623177,-38.13080360867914
,,1739209874.4623203,-33.981070128970906
,,1739209874.4623232,-38.13080360867914
,,1739209874.4623258,-45.120503652039325
,,1739209874.4623284,-38.13080360867914
,,1739209874.4623313,-38.13080360867914
,,1739209874.462334,-45.120503652039325
,,1739209874.4623363,-33.981070128970906
,,1739209874.4623394,-45.120503652039325
,,1739209874.462342,-45.120503652039325
,,1739209874.4623446,-38.13080360867914
,,1739209874.4623473,-38.13080360867914
,,1739209874.46235,-45.120503652039325
,,1739209874.4623528,-38.13080360867914
,,1739209874.4623554,-45.120503652039325
,,1739209874.4623582,-25.62660358559016
,,1739209874.4623609,-22.002965041481755
,,1739209874.4623635,-45.120503652039325
,,1739209874.4623663,-33.981070128970906
,,1739209874.462369,-28.218542851754165
,,1739209874.4623716,-15.064409198436486
,,1739209874.4623744,-12.367390106621173
,,1739209874.462377,-30.49652367304976
,,1739209874.4623797,-35.57807855764607
,,1739209874.4623823,-23.273589343863303
,,1739209874.4623852,-30.49652367304973
,,1739209874.4623878,-38.13080360867914
,,1739209874.4623904,-35.57807855764607
,,1739209874.4623933,-35.57807855764607
,,1739209874.462396,-45.120503652039325
,,1739209874.4623983,-35.57807855764607
,,1739209874.4624014,-38.13080360867914
,,1739209874.462404,-27.8777449560314
,,1739209874.4624066,-35.57807855764607
,,1739209874.4624095,-45.120503652039325
,,1739209874.462412,-45.120503652039325
,,1739209874.4624147,-30.49652367304973
,,1739209874.4624174,-35.57807855764607
,,1739209874.4624202,-45.120503652039325
,,1739209874.4624228,-35.57807855764607
,,1739209874.4624257,-38.13080360867914
,,1739209874.4624283,-45.120503652039325
,,1739209874.462431,-38.13080360867914
,,1739209874.4624336,-45.120503652039325
,,1739209874.4624364,-31.141103565318915
,,1739209874.462439,-31.141103565318893
,,1739209874.4624417,-45.120503652039325
,,1739209874.4624443,-38.13080360867914
,,1739209874.4624472,-33.981070128970906
,,1739209874.4624498,-21.598678470925677
,,1739209874.4624524,-27.267205301931607
,,1739209874.4624553,-33.981070128970906
,,1739209874.462458,-33.981070128970906
,,1739209874.4624605,-31.141103565318915
,,1739209874.4624634,-45.120503652039325
,,1739209874.462466,-45.120503652039325
,,1739209874.4624686,-45.120503652039325
,,1739209874.4624715,-45.120503652039325
,,1739209874.462474,-45.120503652039325
,,1739209874.4624767,-28.58837851428586
,,1739209874.4624796,-38.13080360867914
,,1739209874.4624822,-45.120503652039325
,,1739209874.4624848,-33.981070128970906
,,1739209874.4624877,-33.981070128970906
,,1739209874.4624903,-38.13080360867914
,,1739209874.462493,-27.87774495603141
,,1739209874.4624956,-28.992665084841946
,,1739209874.4624984,-31.14110356531892
,,1739209874.462501,-17.217652011706875
,,1739209874.4625037,-11.887982650322416
,,1739209874.4625063,-33.98107012897096
,,1739209874.4625092,-32.816014438256545
,,1739209874.4625118,-45.120503652039325
,,1739209874.4625146,-33.981070128970906
,,1739209874.4625173,-45.120503652039325
,,1739209874.46252,-38.13080360867914
,,1739209874.4625225,-35.57807855764607
,,1739209874.4625254,-32.816014438256545
,,1739209874.462528,-31.141103565318893
,,1739209874.4625306,-45.120503652039325
