CAN Message, 0x1b8:00009f2c4d9f7313,Timestamp,Amplitude
,,1739209683.2383263,-38.13080360867914
,,1739209683.2383313,-38.13080360867914
,,1739209683.2383363,-45.120503652039325
,,1739209683.238341,-45.120503652039325
,,1739209683.238346,-38.13080360867914
,,1739209683.238351,-45.120503652039325
,,1739209683.238356,-38.13080360867914
,,1739209683.238361,-38.13080360867914
,,1739209683.2383657,-38.13080360867914
,,1739209683.238371,-45.120503652039325
,,1739209683.2383757,-32.816014438256545
,,1739209683.2383804,-32.816014438256545
,,1739209683.2383854,-45.120503652039325
,,1739209683.2383902,-45.120503652039325
,,1739209683.2383952,-32.816014438256545
,,1739209683.2384002,-38.13080360867914
,,1739209683.238405,-45.120503652039325
,,1739209683.23841,-45.120503652039325
,,1739209683.238415,-45.120503652039325
,,1739209683.2384198,-38.13080360867914
,,1739209683.2384248,-38.13080360867914
,,1739209683.2384295,-45.120503652039325
,,1739209683.2384346,-38.13080360867914
,,1739209683.2384396,-38.13080360867914
,,1739209683.2384443,-45.120503652039325
,,1739209683.238449,-38.13080360867914
,,1739209683.238454,-25.82631439489636
,,1739209683.238459,-28.992665084841967
,,1739209683.238464,-32.816014438256545
,,1739209683.238469,-45.120503652039325
,,1739209683.238474,-33.981070128970906
,,1739209683.238479,-45.120503652039325
,,1739209683.2384837,-29.438486411369333
,,1739209683.238489,-33.981070128970906
,,1739209683.2384934,-45.120503652039325
,,1739209683.2384984,-38.13080360867914
,,1739209683.2385037,-38.13080360867914
,,1739209683.2385082,-35.57807855764607
,,1739209683.2385132,-45.120503652039325
,,1739209683.238518,-38.13080360867914
,,1739209683.238523,-38.13080360867914
,,1739209683.238528,-38.13080360867914
,,1739209683.2385328,-45.120503652039325
,,1739209683.2385378,-38.13080360867914
,,1739209683.2385426,-35.57807855764607
,,1739209683.2385476,-35.57807855764607
,,1739209683.2385526,-45.120503652039325
,,1739209683.238557,-28.58837851428586
,,1739209683.2385623,-35.57807855764607
,,1739209683.238567,-45.120503652039325
,,1739209683.238572,-19.497575007474538
,,1739209683.2385771,-26.991370085610736
,,1739209683.238582,-31.141103565318915
,,1739209683.238587,-35.57807855764607
,,1739209683.238592,-30.49652367304976
,,1739209683.238597,-9.33525759928936
,,1739209683.2386017,-15.347841527766365
,,1739209683.2386065,-28.58837851428589
,,1739209683.2386117,-28.58837851428586
,,1739209683.2386165,-30.49652367304976
,,1739209683.2386212,-38.13080360867914
,,1739209683.2386262,-45.120503652039325
,,1739209683.238631,-38.13080360867914
,,1739209683.238636,-45.120503652039325
,,1739209683.238641,-38.13080360867914
,,1739209683.2386458,-45.120503652039325
,,1739209683.2386508,-38.13080360867914
,,1739209683.2386556,-31.14110356531892
,,1739209683.2386606,-35.57807855764607
,,1739209683.2386656,-45.120503652039325
,,1739209683.2386703,-38.13080360867914
,,1739209683.2386754,-38.13080360867914
,,1739209683.2386804,-45.120503652039325
,,1739209683.2386851,-35.57807855764607
,,1739209683.23869,-45.120503652039325
,,1739209683.238695,-31.141103565318915
,,1739209683.2387,-28.992665084841946
,,1739209683.238705,-38.13080360867914
,,1739209683.2387097,-33.981070128970906
,,1739209683.2387147,-25.077289914212862
,,1739209683.2387197,-28.992665084841946
,,1739209683.2387245,-38.13080360867914
,,1739209683.2387297,-45.120503652039325
,,1739209683.2387342,-31.141103565318915
,,1739209683.2387393,-11.749906388834043
,,1739209683.238744,-28.992665084841967
,,1739209683.238749,-31.141103565318915
,,1739209683.238754,-31.141103565318915
,,1739209683.2387588,-32.816014438256545
,,1739209683.2387638,-38.13080360867914
,,1739209683.2387688,-38.13080360867914
,,1739209683.2387736,-45.120503652039325
,,1739209683.2387786,-38.13080360867914
,,1739209683.2387834,-28.992665084841946
,,1739209683.2387884,-32.816014438256545
,,1739209683.2387934,-45.120503652039325
,,1739209683.238798,-28.992665084841946
,,1739209683.2388031,-38.13080360867914
,,1739209683.238808,-38.13080360867914
,,1739209683.238813,-38.13080360867914
,,1739209683.238818,-38.13080360867914
,,1739209683.2388227,-38.13080360867914
,,1739209683.2388277,-38.13080360867914
,,1739209683.2388325,-23.506823629689546
,,1739209683.2388377,-22.84163660590256
,,1739209683.2388425,-45.120503652039325
,,1739209683.2388473,-38.13080360867914
,,1739209683.2388525,-45.120503652039325
,,1739209683.2388573,-45.120503652039325
,,1739209683.238862,-38.13080360867914
,,1739209683.238867,-38.13080360867914
,,1739209683.2388718,-33.981070128970906
,,1739209683.2388768,-31.141103565318915
,,1739209683.2388818,-38.13080360867914
,,1739209683.2388866,-45.120503652039325
,,1739209683.2388916,-38.13080360867914
,,1739209683.2388964,-23.506823629689546
,,1739209683.2389014,-33.981070128970906
,,1739209683.2389064,-45.120503652039325
,,1739209683.2389112,-38.13080360867914
,,1739209683.2389162,-31.141103565318915
,,1739209683.238921,-45.120503652039325
,,1739209683.238926,-35.57807855764607
,,1739209683.238931,-32.816014438256545
,,1739209683.2389357,-31.141103565318915
,,1739209683.2389407,-45.120503652039325
,,1739209683.2389455,-45.120503652039325
,,1739209683.2389505,-21.4469444417791
,,1739209683.2389555,-26.487275050834715
,,1739209683.2389605,-45.120503652039325
,,1739209683.2389653,-38.13080360867914
,,1739209683.2389705,-33.981070128970906
,,1739209683.238975,-16.738311432963037
,,1739209683.23898,-24.589719217205094
,,1739209683.2389848,-32.816014438256545
,,1739209683.2389898,-38.13080360867914
,,1739209683.2389948,-27.267205301931607
,,1739209683.2389996,-33.981070128970906
,,1739209683.2390046,-45.120503652039325
,,1739209683.2390094,-38.13080360867914
,,1739209683.2390144,-38.13080360867914
,,1739209683.2390194,-38.13080360867914
,,1739209683.2390242,-45.120503652039325
,,1739209683.2390292,-45.120503652039325
,,1739209683.2390342,-28.58837851428586
,,1739209683.239039,-33.981070128970906
,,1739209683.239044,-45.120503652039325
,,1739209683.2390487,-45.120503652039325
,,1739209683.2390535,-38.13080360867914
,,1739209683.2390587,-32.816014438256545
,,1739209683.2390635,-45.120503652039325
,,1739209683.2390685,-33.981070128970906
,,1739209683.2390733,-33.981070128970906
,,1739209683.2390783,-32.816014438256545
,,1739209683.2390833,-33.981070128970906
,,1739209683.239088,-32.816014438256545
,,1739209683.239093,-38.13080360867914
,,1739209683.2390978,-45.120503652039325
,,1739209683.2391028,-38.13080360867914
,,1739209683.2391078,-32.816014438256545
,,1739209683.2391126,-45.120503652039325
,,1739209683.2391176,-15.851936562542374
,,1739209683.2391226,-32.81601443825658
,,1739209683.2391274,-32.816014438256545
,,1739209683.2391324,-45.120503652039325
,,1739209683.2391372,-28.992665084841967
,,1739209683.2391422,-31.141103565318915
,,1739209683.2391472,-45.120503652039325
,,1739209683.239152,-45.120503652039325
,,1739209683.239157,-45.120503652039325
,,1739209683.2391615,-38.13080360867914
,,1739209683.2391667,-38.13080360867914
,,1739209683.2391715,-45.120503652039325
,,1739209683.2391765,-45.120503652039325
,,1739209683.2391815,-45.120503652039325
,,1739209683.2391863,-38.13080360867914
,,1739209683.2391913,-45.120503652039325
,,1739209683.2391963,-45.120503652039325
,,1739209683.239201,-29.438486411369333
,,1739209683.239206,-33.98107012897096
,,1739209683.239211,-9.138071735503068
,,1739209683.239216,-15.851936562542368
,,1739209683.2392209,-38.13080360867914
,,1739209683.2392256,-30.49652367304973
,,1739209683.2392306,-38.13080360867914
,,1739209683.2392356,-45.120503652039325
,,1739209683.2392404,-38.13080360867914
,,1739209683.2392454,-38.13080360867914
,,1739209683.2392502,-45.120503652039325
,,1739209683.2392552,-45.120503652039325
,,1739209683.2392602,-33.981070128970906
,,1739209683.239265,-38.13080360867914
,,1739209683.23927,-38.13080360867914
,,1739209683.2392747,-29.438486411369333
,,1739209683.2392795,-45.120503652039325
,,1739209683.2392848,-33.981070128970906
,,1739209683.2392895,-45.120503652039325
,,1739209683.2392943,-38.13080360867914
,,1739209683.2392995,-45.120503652039325
,,1739209683.2393043,-45.120503652039325
,,1739209683.2393093,-45.120503652039325
,,1739209683.239314,-31.141103565318915
,,1739209683.239319,-33.981070128970906
,,1739209683.239324,-38.13080360867914
,,1739209683.2393289,-25.62660358559016
,,1739209683.239334,-45.120503652039325
,,1739209683.2393386,-38.13080360867914
,,1739209683.2393436,-45.120503652039325
,,1739209683.2393486,-32.816014438256545
,,1739209683.2393534,-12.358184072820958
,,1739209683.2393584,-27.267205301931607
,,1739209683.2393632,-38.13080360867914
,,1739209683.2393682,-28.992665084841946
,,1739209683.2393732,-21.522148828640407
,,1739209683.239378,-19.357090149981367
,,1739209683.239383,-33.981070128970906
,,1739209683.239388,-30.49652367304973
,,1739209683.2393928,-26.035653463252824
,,1739209683.2393978,-14.210872886081972
,,1739209683.2394023,-9.62434125684844
,,1739209683.2394075,-31.141103565318943
,,1739209683.2394109,-31.141103565318915
,,1739209683.2394142,-38.13080360867914
,,1739209683.2394176,-38.13080360867914
,,1739209683.239421,-38.13080360867914
,,1739209683.2394242,-38.13080360867914
,,1739209683.2394276,-45.120503652039325
,,1739209683.239431,-38.13080360867914
,,1739209683.2394342,-45.120503652039325
