CAN Message, 0x77:99af619073aa0eac,Timestamp,Amplitude
,,1739209887.3672032,-45.120503652039325
,,1739209887.367206,-45.120503652039325
,,1739209887.367209,-33.981070128970906
,,1739209887.3672118,-38.13080360867914
,,1739209887.367215,-45.120503652039325
,,1739209887.3672175,-45.120503652039325
,,1739209887.3672204,-35.57807855764607
,,1739209887.3672233,-38.13080360867914
,,1739209887.367226,-38.13080360867914
,,1739209887.3672287,-35.57807855764607
,,1739209887.3672316,-38.13080360867914
,,1739209887.3672345,-45.120503652039325
,,1739209887.367237,-38.13080360867914
,,1739209887.3672402,-35.57807855764607
,,1739209887.367243,-38.13080360867914
,,1739209887.367246,-45.120503652039325
,,1739209887.3672488,-38.13080360867914
,,1739209887.3672516,-35.57807855764607
,,1739209887.3672545,-38.13080360867914
,,1739209887.3672574,-45.120503652039325
,,1739209887.3672602,-38.13080360867914
,,1739209887.3672628,-33.981070128970906
,,1739209887.3672657,-28.58837851428586
,,1739209887.3672686,-31.141103565318915
,,1739209887.3672714,-38.13080360867914
,,1739209887.3672743,-35.57807855764607
,,1739209887.3672771,-30.49652367304973
,,1739209887.36728,-38.13080360867914
,,1739209887.3672829,-45.120503652039325
,,1739209887.3672855,-31.141103565318893
,,1739209887.3672886,-31.141103565318943
,,1739209887.3672917,-33.98107012897096
,,1739209887.3672943,-32.816014438256545
,,1739209887.367297,-32.816014438256545
,,1739209887.3672998,-38.13080360867914
,,1739209887.367303,-45.120503652039325
,,1739209887.3673055,-38.13080360867914
,,1739209887.3673084,-35.57807855764607
,,1739209887.3673112,-32.816014438256545
,,1739209887.367314,-30.49652367304973
,,1739209887.367317,-45.120503652039325
,,1739209887.3673198,-31.141103565318893
,,1739209887.3673227,-45.120503652039325
,,1739209887.3673255,-45.120503652039325
,,1739209887.3673284,-35.57807855764607
,,1739209887.367331,-24.15140352195873
,,1739209887.367334,-31.141103565318915
,,1739209887.3673368,-33.981070128970906
,,1739209887.3673396,-45.120503652039325
,,1739209887.3673425,-38.13080360867914
,,1739209887.367345,-15.811013340364063
,,1739209887.3673482,-23.506823629689546
,,1739209887.367351,-38.13080360867914
,,1739209887.367354,-30.49652367304973
,,1739209887.3673568,-45.120503652039325
,,1739209887.3673596,-45.120503652039325
,,1739209887.3673625,-33.981070128970906
,,1739209887.3673651,-45.120503652039325
,,1739209887.367368,-32.816014438256545
,,1739209887.3673708,-29.438486411369333
,,1739209887.3673737,-45.120503652039325
,,1739209887.3673766,-35.57807855764607
,,1739209887.3673794,-45.120503652039325
,,1739209887.3673823,-38.13080360867914
,,1739209887.3673851,-38.13080360867914
,,1739209887.367388,-35.57807855764607
,,1739209887.3673909,-45.120503652039325
,,1739209887.3673935,-38.13080360867914
,,1739209887.3673964,-38.13080360867914
,,1739209887.3673992,-38.13080360867914
,,1739209887.367402,-45.120503652039325
,,1739209887.367405,-45.120503652039325
,,1739209887.3674078,-38.13080360867914
,,1739209887.367411,-33.981070128970906
,,1739209887.3674135,-32.816014438256545
,,1739209887.3674164,-45.120503652039325
,,1739209887.3674192,-38.13080360867914
,,1739209887.367422,-45.120503652039325
,,1739209887.367425,-28.21854285175415
,,1739209887.3674278,-22.002965041481744
,,1739209887.3674304,-45.120503652039325
,,1739209887.3674333,-38.13080360867914
,,1739209887.3674362,-45.120503652039325
,,1739209887.367439,-45.120503652039325
,,1739209887.367442,-38.13080360867914
,,1739209887.3674448,-35.57807855764607
