CAN Message, 0x1a7:00003cd9c04eab25,Timestamp,Amplitude
,,1739209699.998885,-45.120503652039325
,,1739209699.99889,-45.120503652039325
,,1739209699.998895,-38.13080360867914
,,1739209699.9988997,-45.120503652039325
,,1739209699.9989047,-45.120503652039325
,,1739209699.9989097,-38.13080360867914
,,1739209699.9989145,-45.120503652039325
,,1739209699.9989195,-35.57807855764607
,,1739209699.9989245,-45.120503652039325
,,1739209699.9989293,-35.57807855764607
,,1739209699.9989345,-38.13080360867914
,,1739209699.998939,-45.120503652039325
,,1739209699.998944,-33.981070128970906
,,1739209699.998949,-38.13080360867914
,,1739209699.9989538,-45.120503652039325
,,1739209699.9989588,-45.120503652039325
,,1739209699.9989636,-38.13080360867914
,,1739209699.9989686,-38.13080360867914
,,1739209699.9989736,-45.120503652039325
,,1739209699.9989784,-45.120503652039325
,,1739209699.9989834,-38.13080360867914
,,1739209699.9989884,-38.13080360867914
,,1739209699.9989932,-38.13080360867914
,,1739209699.9989982,-45.120503652039325
,,1739209699.999003,-45.120503652039325
,,1739209699.999008,-45.120503652039325
,,1739209699.999013,-45.120503652039325
,,1739209699.9990177,-38.13080360867914
,,1739209699.9990227,-38.13080360867914
,,1739209699.9990275,-45.120503652039325
,,1739209699.9990325,-45.120503652039325
,,1739209699.9990375,-45.120503652039325
,,1739209699.9990425,-38.13080360867914
,,1739209699.9990473,-35.57807855764607
,,1739209699.9990523,-38.13080360867914
,,1739209699.999057,-45.120503652039325
,,1739209699.999062,-38.13080360867914
,,1739209699.999067,-38.13080360867914
,,1739209699.9990718,-38.13080360867914
,,1739209699.9990768,-45.120503652039325
,,1739209699.9990816,-45.120503652039325
,,1739209699.9990866,-45.120503652039325
,,1739209699.9990916,-38.13080360867914
,,1739209699.9990964,-35.57807855764607
,,1739209699.9991014,-38.13080360867914
,,1739209699.9991064,-45.120503652039325
,,1739209699.9991112,-38.13080360867914
,,1739209699.9991162,-35.57807855764607
,,1739209699.999121,-38.13080360867914
,,1739209699.999126,-25.82631439489636
,,1739209699.999131,-18.48349439814281
,,1739209699.9991355,-18.263086266016654
,,1739209699.9991407,-31.141103565318915
,,1739209699.9991455,-45.120503652039325
,,1739209699.9991505,-45.120503652039325
,,1739209699.9991555,-38.13080360867914
,,1739209699.9991603,-45.120503652039325
,,1739209699.9991653,-45.120503652039325
,,1739209699.9991703,-38.13080360867914
,,1739209699.999175,-38.13080360867914
,,1739209699.99918,-45.120503652039325
,,1739209699.999185,-45.120503652039325
,,1739209699.99919,-38.13080360867914
,,1739209699.9991949,-45.120503652039325
,,1739209699.9992,-45.120503652039325
,,1739209699.9992046,-45.120503652039325
,,1739209699.9992096,-45.120503652039325
,,1739209699.9992144,-45.120503652039325
,,1739209699.9992194,-33.981070128970906
,,1739209699.9992244,-31.141103565318915
,,1739209699.9992292,-33.981070128970906
,,1739209699.9992342,-33.981070128970906
,,1739209699.9992392,-31.141103565318915
,,1739209699.999244,-23.273589343863303
,,1739209699.999249,-33.981070128970906
