CAN Message, 0x1b8:00000155f1b4985c,Timestamp,Amplitude
,,1739209903.40933,-38.13080360867914
,,1739209903.4093385,-38.13080360867914
,,1739209903.4093468,-45.120503652039325
,,1739209903.4093552,-45.120503652039325
,,1739209903.4093635,-38.13080360867914
,,1739209903.409372,-38.13080360867914
,,1739209903.4093802,-45.120503652039325
,,1739209903.4093883,-38.13080360867914
,,1739209903.409397,-35.57807855764607
,,1739209903.4094052,-38.13080360867914
,,1739209903.4094136,-45.120503652039325
,,1739209903.4094222,-35.57807855764607
,,1739209903.4094305,-38.13080360867914
,,1739209903.4094388,-45.120503652039325
,,1739209903.4094472,-45.120503652039325
,,1739209903.4094555,-45.120503652039325
,,1739209903.409464,-38.13080360867914
,,1739209903.4094722,-38.13080360867914
,,1739209903.4094806,-35.57807855764607
,,1739209903.409489,-27.267205301931607
,,1739209903.4094973,-30.49652367304973
,,1739209903.4095056,-32.81601443825658
,,1739209903.409514,-19.45023999044868
,,1739209903.4095223,-33.981070128970906
,,1739209903.4095306,-45.120503652039325
,,1739209903.409539,-45.120503652039325
,,1739209903.409547,-45.120503652039325
,,1739209903.4095557,-32.81601443825658
,,1739209903.409564,-45.120503652039325
,,1739209903.4095724,-45.120503652039325
,,1739209903.4095807,-38.13080360867914
,,1739209903.409589,-38.13080360867914
,,1739209903.4095974,-35.57807855764607
,,1739209903.4096055,-38.13080360867914
,,1739209903.409614,-38.13080360867914
,,1739209903.4096224,-38.13080360867914
,,1739209903.4096308,-38.13080360867914
,,1739209903.4096391,-38.13080360867914
,,1739209903.4096477,-38.13080360867914
,,1739209903.4096558,-38.13080360867914
,,1739209903.4096642,-38.13080360867914
,,1739209903.4096725,-38.13080360867914
,,1739209903.4096808,-38.13080360867914
,,1739209903.4096892,-32.816014438256545
,,1739209903.4096975,-45.120503652039325
,,1739209903.409706,-23.38864096791655
,,1739209903.4097142,-20.822980852015213
,,1739209903.4097226,-45.120503652039325
,,1739209903.409731,-31.141103565318893
,,1739209903.4097393,-27.267205301931607
,,1739209903.4097478,-13.898344869311025
,,1739209903.4097562,-9.881738895657978
,,1739209903.4097643,-28.992665084841967
,,1739209903.4097729,-32.816014438256545
,,1739209903.4097812,-38.13080360867914
,,1739209903.4097896,-31.141103565318915
,,1739209903.409798,-33.981070128970906
,,1739209903.4098065,-38.13080360867914
,,1739209903.4098146,-38.13080360867914
,,1739209903.409823,-38.13080360867914
,,1739209903.4098313,-38.13080360867914
,,1739209903.4098396,-45.120503652039325
,,1739209903.409848,-45.120503652039325
,,1739209903.4098563,-31.141103565318915
,,1739209903.409865,-35.57807855764607
,,1739209903.409873,-45.120503652039325
,,1739209903.4098814,-33.981070128970906
,,1739209903.4098897,-26.991370085610747
,,1739209903.409898,-28.218542851754165
,,1739209903.4099064,-33.981070128970906
,,1739209903.4099147,-35.57807855764607
,,1739209903.409923,-38.13080360867914
,,1739209903.4099314,-38.13080360867914
,,1739209903.4099398,-45.120503652039325
,,1739209903.409948,-22.84163660590255
,,1739209903.4099565,-25.82631439489636
,,1739209903.4099648,-35.57807855764607
,,1739209903.4099731,-38.13080360867914
,,1739209903.4099815,-28.58837851428586
,,1739209903.4099898,-13.991103891198494
,,1739209903.4099982,-16.398940924556364
,,1739209903.4100063,-26.99137008561072
,,1739209903.4100149,-38.13080360867914
,,1739209903.4100232,-38.13080360867914
,,1739209903.4100316,-32.816014438256545
,,1739209903.41004,-35.57807855764607
,,1739209903.4100482,-38.13080360867914
,,1739209903.4100566,-45.120503652039325
,,1739209903.410065,-31.141103565318915
,,1739209903.4100735,-29.438486411369333
,,1739209903.410082,-45.120503652039325
,,1739209903.4100902,-33.981070128970906
,,1739209903.4100986,-31.141103565318915
,,1739209903.410107,-45.120503652039325
,,1739209903.4101152,-45.120503652039325
,,1739209903.4101236,-38.13080360867914
,,1739209903.410132,-38.13080360867914
,,1739209903.4101405,-45.120503652039325
,,1739209903.4101486,-25.62660358559016
,,1739209903.410157,-16.73831143296303
,,1739209903.4101653,-45.120503652039325
,,1739209903.4101737,-38.13080360867914
,,1739209903.410182,-45.120503652039325
,,1739209903.4101903,-38.13080360867914
,,1739209903.4101987,-31.141103565318915
,,1739209903.410207,-45.120503652039325
,,1739209903.4102154,-38.13080360867914
,,1739209903.4102235,-38.13080360867914
,,1739209903.410232,-35.57807855764607
,,1739209903.4102404,-33.981070128970906
,,1739209903.4102488,-45.120503652039325
,,1739209903.410257,-38.13080360867914
,,1739209903.4102654,-28.58837851428586
,,1739209903.4102738,-38.13080360867914
,,1739209903.410282,-38.13080360867914
,,1739209903.4102905,-45.120503652039325
,,1739209903.4102988,-29.438486411369333
,,1739209903.4103072,-38.13080360867914
,,1739209903.4103155,-35.57807855764607
,,1739209903.410324,-35.57807855764607
,,1739209903.4103322,-32.816014438256545
,,1739209903.4103403,-38.13080360867914
,,1739209903.410349,-18.636903542229977
,,1739209903.4103572,-20.27750525857143
,,1739209903.4103656,-23.273589343863318
,,1739209903.410374,-32.81601443825658
,,1739209903.4103825,-23.38864096791655
,,1739209903.4103906,-10.909402354104945
,,1739209903.410399,-11.749906388834043
,,1739209903.4104075,-24.74623867263306
,,1739209903.410416,-31.141103565318915
,,1739209903.4104242,-38.13080360867914
,,1739209903.4104326,-33.98107012897096
,,1739209903.410441,-45.120503652039325
,,1739209903.4104493,-35.57807855764607
,,1739209903.4104576,-38.13080360867914
,,1739209903.410466,-38.13080360867914
,,1739209903.4104743,-45.120503652039325
,,1739209903.4104826,-38.13080360867914
,,1739209903.410491,-45.120503652039325
,,1739209903.410499,-26.0356534632528
,,1739209903.4105077,-29.438486411369333
,,1739209903.410516,-45.120503652039325
,,1739209903.4105244,-38.13080360867914
,,1739209903.4105327,-45.120503652039325
,,1739209903.410541,-35.57807855764607
,,1739209903.4105494,-20.27750525857143
,,1739209903.4105575,-23.273589343863303
,,1739209903.410566,-33.981070128970906
,,1739209903.4105744,-32.816014438256545
,,1739209903.4105828,-45.120503652039325
,,1739209903.4105911,-45.120503652039325
,,1739209903.4105997,-29.438486411369333
,,1739209903.4106078,-38.13080360867914
,,1739209903.4106162,-45.120503652039325
,,1739209903.4106245,-26.991370085610736
,,1739209903.4106328,-10.435553406968596
,,1739209903.4106412,-17.75653862927286
,,1739209903.4106495,-25.077289914212862
,,1739209903.410658,-33.98107012897096
,,1739209903.4106662,-25.25278630937684
,,1739209903.4106746,-15.87254369406017
,,1739209903.410683,-45.120503652039325
,,1739209903.4106913,-38.13080360867914
,,1739209903.4106996,-38.13080360867914
,,1739209903.410708,-33.981070128970906
,,1739209903.4107163,-38.13080360867914
,,1739209903.4107246,-38.13080360867914
,,1739209903.4107332,-38.13080360867914
,,1739209903.4107416,-32.816014438256545
,,1739209903.41075,-38.13080360867914
,,1739209903.4107585,-38.13080360867914
,,1739209903.4107666,-45.120503652039325
,,1739209903.410775,-38.13080360867914
,,1739209903.4107833,-31.141103565318915
,,1739209903.4107916,-26.03565346325281
,,1739209903.4108,-21.598678470925677
,,1739209903.4108083,-38.13080360867914
,,1739209903.410817,-33.981070128970906
,,1739209903.410825,-33.981070128970906
,,1739209903.4108334,-45.120503652039325
,,1739209903.4108417,-27.267205301931607
,,1739209903.41085,-45.120503652039325
,,1739209903.4108584,-38.13080360867914
,,1739209903.4108667,-33.981070128970906
,,1739209903.410875,-45.120503652039325
,,1739209903.4108834,-45.120503652039325
,,1739209903.4108918,-38.13080360867914
,,1739209903.4109,-38.13080360867914
,,1739209903.4109085,-45.120503652039325
,,1739209903.4109168,-45.120503652039325
,,1739209903.4109251,-38.13080360867914
,,1739209903.4109335,-38.13080360867914
,,1739209903.4109418,-38.13080360867914
,,1739209903.4109502,-38.13080360867914
,,1739209903.4109583,-45.120503652039325
,,1739209903.4109669,-35.57807855764607
,,1739209903.4109752,-23.506823629689546
,,1739209903.4109836,-45.120503652039325
,,1739209903.410992,-18.836614351536177
,,1739209903.4110005,-27.87774495603141
,,1739209903.4110086,-25.826314394896357
,,1739209903.411017,-45.120503652039325
,,1739209903.4110253,-25.077289914212862
,,1739209903.4110336,-10.144297154226416
,,1739209903.411042,-17.508745520481977
,,1739209903.4110503,-22.84163660590255
,,1739209903.411059,-45.120503652039325
,,1739209903.4110672,-31.141103565318915
,,1739209903.4110756,-20.88804491267121
,,1739209903.411084,-33.981070128970906
,,1739209903.4110923,-33.981070128970906
,,1739209903.4111006,-38.13080360867914
,,1739209903.411109,-45.120503652039325
,,1739209903.4111173,-16.61404130020863
,,1739209903.4111257,-45.120503652039325
,,1739209903.411134,-35.57807855764607
,,1739209903.4111423,-28.992665084841946
,,1739209903.4111507,-38.13080360867914
,,1739209903.411159,-45.120503652039325
,,1739209903.4111674,-45.120503652039325
,,1739209903.4111755,-45.120503652039325
,,1739209903.411184,-45.120503652039325
,,1739209903.4111924,-35.57807855764607
,,1739209903.4112008,-45.120503652039325
,,1739209903.411209,-45.120503652039325
,,1739209903.4112177,-33.981070128970906
,,1739209903.4112258,-38.13080360867914
,,1739209903.411234,-31.141103565318893
,,1739209903.4112425,-33.981070128970906
,,1739209903.4112508,-45.120503652039325
,,1739209903.4112592,-38.13080360867914
,,1739209903.4112675,-45.120503652039325
,,1739209903.411276,-33.981070128970906
,,1739209903.4112842,-38.13080360867914
,,1739209903.4112926,-45.120503652039325
,,1739209903.411301,-32.816014438256545
,,1739209903.4113092,-45.120503652039325
,,1739209903.4113176,-24.438645034577675
,,1739209903.411326,-33.981070128970906
,,1739209903.4113345,-38.13080360867914
,,1739209903.4113426,-25.826314394896357
,,1739209903.411351,-17.079109328685792
,,1739209903.4113593,-9.527423542969167
,,1739209903.4113677,-26.991370085610736
,,1739209903.411376,-45.120503652039325
,,1739209903.4113843,-38.13080360867914
,,1739209903.411393,-45.120503652039325
,,1739209903.4114013,-45.120503652039325
,,1739209903.4114096,-38.13080360867914
,,1739209903.411418,-38.13080360867914
,,1739209903.4114263,-45.120503652039325
,,1739209903.411435,-38.13080360867914
,,1739209903.411443,-31.14110356531892
,,1739209903.411451,-29.438486411369347
,,1739209903.4114597,-33.981070128970906
,,1739209903.411468,-45.120503652039325
,,1739209903.4114764,-45.120503652039325
,,1739209903.4114847,-35.57807855764607
,,1739209903.411493,-33.981070128970906
,,1739209903.4115014,-45.120503652039325
,,1739209903.4115098,-45.120503652039325
,,1739209903.411518,-33.981070128970906
,,1739209903.4115264,-35.57807855764607
,,1739209903.4115348,-45.120503652039325
,,1739209903.4115431,-32.816014438256545
,,1739209903.4115517,-31.141103565318943
,,1739209903.4115598,-31.141103565318943
,,1739209903.4115682,-32.816014438256545
,,1739209903.4115765,-28.992665084841946
,,1739209903.4115849,-28.218542851754165
,,1739209903.4115932,-14.210872886081972
,,1739209903.4116015,-12.64322532294206
,,1739209903.41161,-25.826314394896357
