CAN Message, 0x98:00008e342575193a,Timestamp,Amplitude
,,1739209646.1308775,-45.120503652039325
,,1739209646.1308825,-38.13080360867914
,,1739209646.1308873,-38.13080360867914
,,1739209646.1308925,-45.120503652039325
,,1739209646.130897,-45.120503652039325
,,1739209646.130902,-45.120503652039325
,,1739209646.130907,-45.120503652039325
,,1739209646.1309118,-45.120503652039325
,,1739209646.1309168,-38.13080360867914
,,1739209646.1309216,-45.120503652039325
,,1739209646.1309266,-38.13080360867914
,,1739209646.1309314,-38.13080360867914
,,1739209646.1309364,-45.120503652039325
,,1739209646.1309412,-45.120503652039325
,,1739209646.1309462,-45.120503652039325
,,1739209646.130951,-45.120503652039325
,,1739209646.130956,-45.120503652039325
,,1739209646.1309607,-32.816014438256545
,,1739209646.1309657,-38.13080360867914
,,1739209646.1309705,-30.49652367304973
,,1739209646.1309755,-31.141103565318893
,,1739209646.1309805,-26.487275050834715
,,1739209646.1309853,-45.120503652039325
,,1739209646.1309905,-33.981070128970906
,,1739209646.130995,-38.13080360867914
,,1739209646.131,-45.120503652039325
,,1739209646.1310048,-45.120503652039325
,,1739209646.1310098,-33.98107012897096
,,1739209646.1310146,-38.13080360867914
,,1739209646.1310196,-35.57807855764607
,,1739209646.1310244,-45.120503652039325
,,1739209646.1310294,-33.981070128970906
,,1739209646.131034,-33.981070128970906
,,1739209646.1310391,-35.57807855764607
,,1739209646.131044,-38.13080360867914
,,1739209646.131049,-45.120503652039325
,,1739209646.1310537,-35.57807855764607
,,1739209646.1310587,-35.57807855764607
,,1739209646.1310637,-38.13080360867914
,,1739209646.1310685,-38.13080360867914
,,1739209646.1310737,-45.120503652039325
,,1739209646.1310782,-38.13080360867914
,,1739209646.1310833,-45.120503652039325
,,1739209646.131088,-33.981070128970906
,,1739209646.131093,-27.8777449560314
,,1739209646.1310978,-22.002965041481755
,,1739209646.1311028,-45.120503652039325
,,1739209646.1311076,-35.57807855764607
,,1739209646.1311126,-29.438486411369347
,,1739209646.131117,-25.82631439489636
,,1739209646.1311224,-16.28388930050312
,,1739209646.131127,-45.120503652039325
,,1739209646.131132,-35.57807855764607
,,1739209646.1311371,-38.13080360867914
,,1739209646.131142,-38.13080360867914
,,1739209646.131147,-32.816014438256545
,,1739209646.1311517,-33.981070128970906
,,1739209646.1311567,-38.13080360867914
,,1739209646.1311617,-38.13080360867914
,,1739209646.1311665,-38.13080360867914
,,1739209646.1311712,-33.981070128970906
,,1739209646.1311762,-45.120503652039325
,,1739209646.131181,-45.120503652039325
,,1739209646.131186,-33.981070128970906
,,1739209646.1311908,-31.141103565318915
,,1739209646.1311958,-45.120503652039325
,,1739209646.1312006,-45.120503652039325
,,1739209646.1312056,-45.120503652039325
,,1739209646.1312106,-33.981070128970906
,,1739209646.131215,-45.120503652039325
,,1739209646.1312203,-38.13080360867914
,,1739209646.131225,-35.57807855764607
,,1739209646.13123,-38.13080360867914
,,1739209646.131235,-28.992665084841946
,,1739209646.13124,-33.981070128970906
,,1739209646.131245,-33.981070128970906
,,1739209646.1312497,-26.03565346325281
,,1739209646.1312544,-33.981070128970906
,,1739209646.1312594,-21.67658091518819
,,1739209646.1312642,-24.589719217205094
,,1739209646.1312692,-31.141103565318915
,,1739209646.131274,-45.120503652039325
,,1739209646.131279,-45.120503652039325
,,1739209646.1312838,-38.13080360867914
,,1739209646.1312888,-38.13080360867914
,,1739209646.1312938,-35.57807855764607
,,1739209646.1312983,-38.13080360867914
,,1739209646.1313035,-38.13080360867914
,,1739209646.1313083,-21.300333226290604
,,1739209646.131313,-38.13080360867914
,,1739209646.131318,-45.120503652039325
,,1739209646.131323,-33.981070128970906
,,1739209646.131328,-25.826314394896364
,,1739209646.1313329,-45.120503652039325
,,1739209646.1313376,-38.13080360867914
,,1739209646.1313426,-31.141103565318915
,,1739209646.1313474,-26.991370085610757
,,1739209646.1313524,-15.75034257739115
,,1739209646.1313572,-9.217659614857672
,,1739209646.1313622,-28.58837851428589
,,1739209646.1313672,-27.267205301931607
,,1739209646.131372,-38.13080360867914
,,1739209646.131377,-38.13080360867914
,,1739209646.1313818,-45.120503652039325
,,1739209646.1313868,-33.981070128970906
,,1739209646.1313915,-38.13080360867914
,,1739209646.1313963,-38.13080360867914
,,1739209646.1314013,-35.57807855764607
,,1739209646.1314063,-45.120503652039325
,,1739209646.131411,-45.120503652039325
,,1739209646.131416,-38.13080360867914
,,1739209646.1314209,-45.120503652039325
,,1739209646.131426,-32.816014438256545
,,1739209646.1314306,-38.13080360867914
,,1739209646.1314356,-45.120503652039325
,,1739209646.1314406,-38.13080360867914
,,1739209646.1314454,-38.13080360867914
,,1739209646.1314504,-45.120503652039325
,,1739209646.1314552,-45.120503652039325
,,1739209646.1314602,-45.120503652039325
,,1739209646.131465,-38.13080360867914
,,1739209646.13147,-28.992665084841967
,,1739209646.1314747,-29.438486411369357
,,1739209646.1314795,-33.981070128970906
,,1739209646.1314845,-31.141103565318915
,,1739209646.1314895,-45.120503652039325
,,1739209646.1314943,-20.10991102986178
,,1739209646.1314993,-17.600019173844906
,,1739209646.131504,-38.13080360867914
,,1739209646.131509,-38.13080360867914
,,1739209646.131514,-33.981070128970906
,,1739209646.1315188,-45.120503652039325
,,1739209646.1315238,-27.8777449560314
,,1739209646.1315286,-26.487275050834715
,,1739209646.1315336,-45.120503652039325
,,1739209646.1315384,-45.120503652039325
,,1739209646.1315434,-45.120503652039325
,,1739209646.1315482,-45.120503652039325
,,1739209646.1315532,-38.13080360867914
,,1739209646.131558,-45.120503652039325
,,1739209646.131563,-26.99137008561072
,,1739209646.1315677,-24.15140352195872
,,1739209646.1315727,-45.120503652039325
,,1739209646.1315775,-45.120503652039325
,,1739209646.1315825,-33.981070128970906
,,1739209646.1315873,-32.816014438256545
,,1739209646.1315925,-38.13080360867914
,,1739209646.1315973,-45.120503652039325
,,1739209646.131602,-38.13080360867914
,,1739209646.131607,-45.120503652039325
,,1739209646.1316118,-24.438645034577675
,,1739209646.1316168,-33.981070128970906
,,1739209646.1316216,-35.57807855764607
,,1739209646.1316266,-26.487275050834715
,,1739209646.1316314,-38.13080360867914
,,1739209646.1316364,-38.13080360867914
,,1739209646.1316411,-38.13080360867914
,,1739209646.1316462,-45.120503652039325
,,1739209646.131651,-38.13080360867914
,,1739209646.131656,-38.13080360867914
,,1739209646.1316607,-17.44894499121749
,,1739209646.1316657,-22.002965041481755
,,1739209646.1316707,-38.13080360867914
,,1739209646.1316755,-35.57807855764607
,,1739209646.1316805,-38.13080360867914
,,1739209646.1316853,-33.981070128970906
,,1739209646.1316905,-33.981070128970906
,,1739209646.131695,-45.120503652039325
