CAN Message, 0x98:0000170cb77b8a0e,Timestamp,Amplitude
,,1739209913.9277668,-38.13080360867914
,,1739209913.9277844,-38.13080360867914
,,1739209913.927802,-38.13080360867914
,,1739209913.9278195,-45.120503652039325
,,1739209913.9278376,-45.120503652039325
,,1739209913.9278553,-38.13080360867914
,,1739209913.927873,-45.120503652039325
,,1739209913.9278903,-45.120503652039325
,,1739209913.9279082,-45.120503652039325
,,1739209913.9279258,-45.120503652039325
,,1739209913.9279437,-38.13080360867914
,,1739209913.927961,-45.120503652039325
,,1739209913.927979,-45.120503652039325
,,1739209913.9279966,-38.13080360867914
,,1739209913.9280145,-35.57807855764607
,,1739209913.928032,-35.57807855764607
,,1739209913.9280496,-45.120503652039325
,,1739209913.9280672,-38.13080360867914
,,1739209913.9280849,-35.57807855764607
,,1739209913.9281027,-35.57807855764607
,,1739209913.9281204,-35.57807855764607
,,1739209913.928138,-45.120503652039325
,,1739209913.9281557,-38.13080360867914
,,1739209913.9281733,-45.120503652039325
,,1739209913.928191,-38.13080360867914
,,1739209913.9282086,-38.13080360867914
,,1739209913.9282265,-38.13080360867914
,,1739209913.928244,-45.120503652039325
,,1739209913.9282618,-45.120503652039325
,,1739209913.9282794,-38.13080360867914
,,1739209913.928297,-35.57807855764607
,,1739209913.9283147,-38.13080360867914
,,1739209913.9283323,-45.120503652039325
,,1739209913.92835,-38.13080360867914
,,1739209913.928368,-35.57807855764607
,,1739209913.9283855,-38.13080360867914
,,1739209913.9284031,-38.13080360867914
,,1739209913.9284208,-38.13080360867914
,,1739209913.9284384,-35.57807855764607
,,1739209913.928456,-33.981070128970906
,,1739209913.9284737,-35.57807855764607
,,1739209913.9284916,-38.13080360867914
,,1739209913.9285092,-45.120503652039325
,,1739209913.9285269,-38.13080360867914
,,1739209913.9285443,-27.8777449560314
,,1739209913.9285622,-38.13080360867914
,,1739209913.9285798,-45.120503652039325
,,1739209913.9285977,-45.120503652039325
,,1739209913.928615,-45.120503652039325
,,1739209913.928633,-28.992665084841946
,,1739209913.9286506,-15.67074456791882
,,1739209913.9286685,-16.329544857038563
,,1739209913.928686,-38.13080360867914
,,1739209913.9287035,-35.57807855764607
,,1739209913.9287212,-33.981070128970906
,,1739209913.9287388,-38.13080360867914
,,1739209913.9287567,-45.120503652039325
,,1739209913.9287744,-38.13080360867914
,,1739209913.928792,-45.120503652039325
,,1739209913.9288096,-45.120503652039325
,,1739209913.9288273,-35.57807855764607
,,1739209913.928845,-38.13080360867914
,,1739209913.9288626,-45.120503652039325
,,1739209913.9288802,-45.120503652039325
,,1739209913.928898,-45.120503652039325
,,1739209913.9289155,-38.13080360867914
,,1739209913.9289334,-45.120503652039325
,,1739209913.928951,-38.13080360867914
,,1739209913.928969,-25.826314394896357
,,1739209913.9289863,-38.13080360867914
,,1739209913.929004,-45.120503652039325
,,1739209913.9290218,-45.120503652039325
,,1739209913.9290397,-28.58837851428586
,,1739209913.9290571,-38.13080360867914
,,1739209913.9290748,-25.62660358559016
,,1739209913.9290924,-31.141103565318915
,,1739209913.92911,-28.992665084841967
,,1739209913.9291277,-45.120503652039325
,,1739209913.929145,-35.57807855764607
,,1739209913.9291632,-28.992665084841967
,,1739209913.9291809,-32.816014438256545
,,1739209913.9291985,-35.57807855764607
,,1739209913.929216,-45.120503652039325
,,1739209913.9292338,-33.981070128970906
,,1739209913.9292514,-45.120503652039325
,,1739209913.929269,-45.120503652039325
,,1739209913.929287,-38.13080360867914
,,1739209913.9293046,-45.120503652039325
,,1739209913.9293222,-45.120503652039325
,,1739209913.92934,-38.13080360867914
,,1739209913.9293575,-45.120503652039325
,,1739209913.9293752,-45.120503652039325
,,1739209913.9293928,-33.981070128970906
,,1739209913.9294107,-38.13080360867914
,,1739209913.9294283,-45.120503652039325
,,1739209913.929446,-35.57807855764607
,,1739209913.9294636,-35.57807855764607
,,1739209913.9294813,-38.13080360867914
,,1739209913.929499,-45.120503652039325
,,1739209913.9295166,-45.120503652039325
,,1739209913.9295342,-28.992665084841946
,,1739209913.929552,-31.141103565318915
,,1739209913.9295695,-38.13080360867914
,,1739209913.9295874,-19.00327057196588
,,1739209913.929605,-38.13080360867914
,,1739209913.929623,-38.13080360867914
,,1739209913.9296403,-32.816014438256545
,,1739209913.929658,-45.120503652039325
,,1739209913.9296758,-11.887982650322416
,,1739209913.9296937,-32.81601443825658
,,1739209913.929711,-30.49652367304973
,,1739209913.9297287,-45.120503652039325
,,1739209913.9297464,-31.141103565318915
,,1739209913.929764,-35.57807855764607
