CAN Message, 0x1a7:0000df2bc3f70406,Timestamp,Amplitude
,,1739209766.1859252,-45.120503652039325
,,1739209766.1859338,-45.120503652039325
,,1739209766.1859426,-45.120503652039325
,,1739209766.1859512,-38.13080360867914
,,1739209766.1859598,-45.120503652039325
,,1739209766.1859684,-45.120503652039325
,,1739209766.185977,-45.120503652039325
,,1739209766.1859858,-38.13080360867914
,,1739209766.1859944,-45.120503652039325
,,1739209766.186003,-38.13080360867914
,,1739209766.1860116,-38.13080360867914
,,1739209766.18602,-45.120503652039325
,,1739209766.186029,-45.120503652039325
,,1739209766.1860375,-45.120503652039325
,,1739209766.186046,-33.981070128970906
,,1739209766.1860547,-45.120503652039325
,,1739209766.1860633,-38.13080360867914
,,1739209766.186072,-45.120503652039325
,,1739209766.1860807,-45.120503652039325
,,1739209766.1860893,-32.816014438256545
,,1739209766.186098,-38.13080360867914
,,1739209766.1861064,-45.120503652039325
,,1739209766.1861153,-38.13080360867914
,,1739209766.1861238,-32.816014438256545
,,1739209766.1861324,-38.13080360867914
,,1739209766.186141,-45.120503652039325
,,1739209766.1861496,-38.13080360867914
,,1739209766.1861584,-38.13080360867914
,,1739209766.186167,-45.120503652039325
,,1739209766.1861756,-45.120503652039325
,,1739209766.1861842,-45.120503652039325
,,1739209766.186193,-38.13080360867914
,,1739209766.1862016,-38.13080360867914
,,1739209766.1862102,-45.120503652039325
,,1739209766.1862187,-38.13080360867914
,,1739209766.186227,-38.13080360867914
,,1739209766.186236,-38.13080360867914
,,1739209766.1862447,-38.13080360867914
,,1739209766.1862533,-38.13080360867914
,,1739209766.186262,-45.120503652039325
,,1739209766.1862705,-38.13080360867914
,,1739209766.1862793,-45.120503652039325
,,1739209766.186288,-38.13080360867914
,,1739209766.1862965,-35.57807855764607
,,1739209766.186305,-38.13080360867914
,,1739209766.1863136,-45.120503652039325
,,1739209766.1863225,-38.13080360867914
,,1739209766.186331,-33.981070128970906
,,1739209766.1863396,-28.21854285175415
,,1739209766.1863482,-27.87774495603143
,,1739209766.1863568,-13.197617526358089
,,1739209766.1863656,-9.271540210664792
,,1739209766.1863742,-27.267205301931607
,,1739209766.1863828,-29.438486411369333
,,1739209766.1863914,-38.13080360867914
,,1739209766.1864002,-45.120503652039325
,,1739209766.1864088,-38.13080360867914
,,1739209766.186417,-45.120503652039325
,,1739209766.186426,-45.120503652039325
,,1739209766.1864345,-45.120503652039325
,,1739209766.186443,-45.120503652039325
,,1739209766.186452,-45.120503652039325
,,1739209766.1864605,-38.13080360867914
,,1739209766.186469,-33.981070128970906
,,1739209766.1864777,-31.141103565318915
,,1739209766.1864865,-33.981070128970906
,,1739209766.186495,-38.13080360867914
,,1739209766.1865036,-38.13080360867914
,,1739209766.1865122,-28.992665084841946
,,1739209766.1865208,-38.13080360867914
,,1739209766.1865296,-45.120503652039325
,,1739209766.1865382,-45.120503652039325
,,1739209766.1865468,-45.120503652039325
,,1739209766.1865554,-32.816014438256545
,,1739209766.186564,-23.38864096791655
,,1739209766.1865728,-27.267205301931607
,,1739209766.1865814,-30.49652367304973
,,1739209766.18659,-45.120503652039325
,,1739209766.1865983,-24.589719217205094
,,1739209766.1866071,-12.022073604878589
,,1739209766.186616,-17.16170347859854
,,1739209766.1866243,-24.589719217205094
,,1739209766.186633,-45.120503652039325
,,1739209766.1866417,-38.13080360867914
,,1739209766.1866505,-38.13080360867914
,,1739209766.186659,-45.120503652039325
,,1739209766.1866677,-35.57807855764607
,,1739209766.1866765,-45.120503652039325
,,1739209766.1866848,-35.57807855764607
,,1739209766.1866937,-45.120503652039325
,,1739209766.1867025,-38.13080360867914
,,1739209766.1867108,-38.13080360867914
,,1739209766.1867194,-25.82631439489636
,,1739209766.186728,-38.13080360867914
,,1739209766.1867368,-45.120503652039325
,,1739209766.1867454,-38.13080360867914
,,1739209766.186754,-45.120503652039325
,,1739209766.1867626,-45.120503652039325
,,1739209766.1867712,-38.13080360867914
,,1739209766.18678,-45.120503652039325
,,1739209766.1867886,-45.120503652039325
,,1739209766.1867971,-45.120503652039325
,,1739209766.1868055,-45.120503652039325
,,1739209766.1868143,-21.598678470925663
,,1739209766.1868231,-28.58837851428586
,,1739209766.1868317,-45.120503652039325
,,1739209766.1868403,-38.13080360867914
,,1739209766.1868489,-32.816014438256545
,,1739209766.1868577,-12.712515940865975
,,1739209766.1868663,-23.75329798047523
,,1739209766.1868749,-31.141103565318915
,,1739209766.1868834,-45.120503652039325
,,1739209766.186892,-28.58837851428586
,,1739209766.1869009,-32.816014438256545
,,1739209766.1869094,-45.120503652039325
,,1739209766.186918,-33.981070128970906
,,1739209766.1869266,-45.120503652039325
,,1739209766.1869352,-20.695705961394808
,,1739209766.186944,-20.954098578656485
,,1739209766.1869526,-35.57807855764607
,,1739209766.1869612,-32.816014438256545
,,1739209766.1869698,-32.816014438256545
,,1739209766.1869783,-45.120503652039325
,,1739209766.1869872,-33.981070128970906
,,1739209766.1869955,-45.120503652039325
,,1739209766.1870043,-45.120503652039325
,,1739209766.187013,-38.13080360867914
,,1739209766.1870215,-24.15140352195872
,,1739209766.1870303,-31.141103565318943
,,1739209766.187039,-38.13080360867914
,,1739209766.1870475,-33.981070128970906
,,1739209766.187056,-35.57807855764607
,,1739209766.1870646,-38.13080360867914
