CAN Message, 0x1a7:000070828ac31e68,Timestamp,Amplitude
,,1739209892.1365223,-38.13080360867914
,,1739209892.1365306,-38.13080360867914
,,1739209892.1365387,-45.120503652039325
,,1739209892.136547,-35.57807855764607
,,1739209892.1365554,-38.13080360867914
,,1739209892.1365638,-45.120503652039325
,,1739209892.136572,-38.13080360867914
,,1739209892.1365805,-38.13080360867914
,,1739209892.1365888,-35.57807855764607
,,1739209892.136597,-32.816014438256545
,,1739209892.1366053,-38.13080360867914
,,1739209892.1366136,-35.57807855764607
,,1739209892.136622,-38.13080360867914
,,1739209892.1366303,-32.816014438256545
,,1739209892.1366386,-38.13080360867914
,,1739209892.136647,-35.57807855764607
,,1739209892.136655,-38.13080360867914
,,1739209892.1366634,-33.98107012897096
,,1739209892.1366718,-45.120503652039325
,,1739209892.13668,-31.141103565318893
,,1739209892.1366885,-45.120503652039325
,,1739209892.1366968,-16.738311432963037
,,1739209892.1367052,-20.633440452988484
,,1739209892.1367135,-38.13080360867914
,,1739209892.1367218,-32.816014438256545
,,1739209892.13673,-25.826314394896357
,,1739209892.1367383,-35.57807855764607
,,1739209892.1367466,-38.13080360867914
,,1739209892.136755,-45.120503652039325
,,1739209892.136763,-38.13080360867914
,,1739209892.1367717,-38.13080360867914
,,1739209892.13678,-35.57807855764607
,,1739209892.136788,-38.13080360867914
,,1739209892.1367965,-45.120503652039325
,,1739209892.1368048,-45.120503652039325
,,1739209892.1368132,-45.120503652039325
,,1739209892.1368215,-45.120503652039325
,,1739209892.13683,-28.21854285175415
,,1739209892.1368382,-35.57807855764607
,,1739209892.1368463,-45.120503652039325
,,1739209892.1368546,-38.13080360867914
,,1739209892.136863,-45.120503652039325
,,1739209892.136871,-38.13080360867914
,,1739209892.1368797,-38.13080360867914
,,1739209892.136888,-38.13080360867914
,,1739209892.1368964,-21.522148828640407
,,1739209892.1369047,-38.13080360867914
,,1739209892.1369128,-33.981070128970906
,,1739209892.1369212,-45.120503652039325
,,1739209892.1369295,-38.13080360867914
,,1739209892.136938,-9.133692662967656
,,1739209892.1369462,-22.264930561961563
,,1739209892.1369543,-31.141103565318915
,,1739209892.136963,-33.98107012897096
,,1739209892.1369712,-45.120503652039325
,,1739209892.136979,-32.816014438256545
,,1739209892.1369877,-33.981070128970906
,,1739209892.136996,-45.120503652039325
,,1739209892.1370044,-38.13080360867914
,,1739209892.1370127,-38.13080360867914
,,1739209892.137021,-45.120503652039325
,,1739209892.1370294,-38.13080360867914
,,1739209892.1370375,-38.13080360867914
,,1739209892.137046,-35.57807855764607
,,1739209892.1370542,-45.120503652039325
,,1739209892.1370623,-38.13080360867914
,,1739209892.137071,-31.141103565318915
