CAN Message, 0x77:d655006b1c1c52da,Timestamp,Amplitude
,,1739209785.2077467,-38.13080360867914
,,1739209785.2077537,-38.13080360867914
,,1739209785.2077606,-45.120503652039325
,,1739209785.2077675,-33.981070128970906
,,1739209785.2077746,-45.120503652039325
,,1739209785.2077816,-45.120503652039325
,,1739209785.2077885,-32.816014438256545
,,1739209785.2077954,-31.141103565318943
,,1739209785.2078023,-45.120503652039325
,,1739209785.2078094,-45.120503652039325
,,1739209785.2078164,-38.13080360867914
,,1739209785.2078233,-45.120503652039325
,,1739209785.2078302,-38.13080360867914
,,1739209785.207837,-38.13080360867914
,,1739209785.2078445,-45.120503652039325
,,1739209785.2078512,-24.15140352195872
,,1739209785.207858,-30.49652367304973
,,1739209785.207865,-38.13080360867914
,,1739209785.207872,-33.981070128970906
,,1739209785.2078788,-45.120503652039325
,,1739209785.207886,-45.120503652039325
,,1739209785.207893,-20.95409857865648
,,1739209785.2078998,-33.981070128970906
,,1739209785.2079067,-30.49652367304973
,,1739209785.2079136,-35.57807855764607
,,1739209785.2079208,-45.120503652039325
,,1739209785.2079277,-33.981070128970906
,,1739209785.2079346,-38.13080360867914
,,1739209785.2079415,-45.120503652039325
,,1739209785.2079484,-35.57807855764607
,,1739209785.2079554,-45.120503652039325
,,1739209785.2079625,-45.120503652039325
,,1739209785.2079694,-45.120503652039325
,,1739209785.2079763,-38.13080360867914
,,1739209785.2079833,-38.13080360867914
,,1739209785.2079902,-28.21854285175415
,,1739209785.207997,-33.981070128970906
,,1739209785.2080042,-35.57807855764607
,,1739209785.2080112,-35.57807855764607
,,1739209785.208018,-38.13080360867914
,,1739209785.208025,-28.992665084841946
,,1739209785.208032,-38.13080360867914
,,1739209785.208039,-45.120503652039325
,,1739209785.208046,-32.816014438256545
,,1739209785.2080529,-28.58837851428586
,,1739209785.2080598,-21.67658091518819
,,1739209785.2080667,-45.120503652039325
,,1739209785.2080736,-32.816014438256545
,,1739209785.2080808,-31.141103565318915
,,1739209785.2080877,-45.120503652039325
,,1739209785.2080946,-17.302949905514602
,,1739209785.2081015,-31.141103565318915
,,1739209785.2081084,-28.992665084841946
,,1739209785.2081156,-45.120503652039325
,,1739209785.2081225,-38.13080360867914
,,1739209785.2081294,-45.120503652039325
,,1739209785.2081363,-33.98107012897096
,,1739209785.2081432,-45.120503652039325
,,1739209785.20815,-31.141103565318893
,,1739209785.2081573,-22.17584139042336
,,1739209785.2081642,-28.218542851754187
,,1739209785.2081711,-32.816014438256545
,,1739209785.208178,-45.120503652039325
,,1739209785.208185,-45.120503652039325
,,1739209785.208192,-33.98107012897096
,,1739209785.208199,-35.57807855764607
,,1739209785.208206,-35.57807855764607
,,1739209785.2082129,-38.13080360867914
,,1739209785.2082198,-38.13080360867914
,,1739209785.208227,-10.347843697790765
,,1739209785.2082338,-19.89606131697609
,,1739209785.2082407,-45.120503652039325
,,1739209785.2082477,-26.487275050834715
,,1739209785.2082546,-38.13080360867914
,,1739209785.2082615,-33.981070128970906
,,1739209785.2082684,-45.120503652039325
,,1739209785.2082756,-45.120503652039325
,,1739209785.2082825,-38.13080360867914
,,1739209785.2082894,-38.13080360867914
,,1739209785.2082963,-35.57807855764607
,,1739209785.2083032,-28.58837851428586
,,1739209785.2083104,-38.13080360867914
,,1739209785.2083173,-45.120503652039325
,,1739209785.2083242,-38.13080360867914
,,1739209785.208331,-31.14110356531892
,,1739209785.208338,-38.13080360867914
,,1739209785.208345,-38.13080360867914
,,1739209785.208352,-45.120503652039325
,,1739209785.208359,-32.816014438256545
,,1739209785.208366,-33.981070128970906
,,1739209785.2083728,-45.120503652039325
,,1739209785.2083795,-45.120503652039325
,,1739209785.208387,-38.13080360867914
,,1739209785.2083938,-45.120503652039325
,,1739209785.2084007,-45.120503652039325
,,1739209785.2084076,-38.13080360867914
,,1739209785.2084146,-33.981070128970906
,,1739209785.2084217,-31.141103565318915
,,1739209785.2084286,-23.38864096791655
,,1739209785.2084355,-35.57807855764607
,,1739209785.2084424,-28.58837851428586
,,1739209785.2084494,-45.120503652039325
,,1739209785.2084565,-45.120503652039325
,,1739209785.2084632,-38.13080360867914
,,1739209785.2084703,-24.15140352195873
,,1739209785.2084773,-30.49652367304973
,,1739209785.2084842,-45.120503652039325
,,1739209785.208491,-38.13080360867914
,,1739209785.208498,-38.13080360867914
,,1739209785.208505,-38.13080360867914
,,1739209785.208512,-45.120503652039325
,,1739209785.208519,-38.13080360867914
,,1739209785.208526,-31.141103565318915
,,1739209785.2085328,-33.981070128970906
,,1739209785.2085395,-45.120503652039325
,,1739209785.2085469,-38.13080360867914
,,1739209785.2085538,-33.981070128970906
,,1739209785.2085607,-35.57807855764607
,,1739209785.2085676,-35.57807855764607
,,1739209785.2085743,-45.120503652039325
,,1739209785.2085814,-31.141103565318915
,,1739209785.2085886,-29.438486411369357
