CAN Message, 0x98:00002df07c4ca8ad,Timestamp,Amplitude
,,1739209765.2762227,-38.13080360867914
,,1739209765.276229,-45.120503652039325
,,1739209765.276235,-38.13080360867914
,,1739209765.2762413,-38.13080360867914
,,1739209765.2762475,-35.57807855764607
,,1739209765.2762537,-38.13080360867914
,,1739209765.27626,-38.13080360867914
,,1739209765.276266,-35.57807855764607
,,1739209765.276272,-38.13080360867914
,,1739209765.2762785,-45.120503652039325
,,1739209765.2762845,-45.120503652039325
,,1739209765.276291,-45.120503652039325
,,1739209765.2762969,-45.120503652039325
,,1739209765.276303,-38.13080360867914
,,1739209765.2763093,-45.120503652039325
,,1739209765.2763152,-45.120503652039325
,,1739209765.2763214,-45.120503652039325
,,1739209765.2763276,-33.981070128970906
,,1739209765.2763338,-35.57807855764607
,,1739209765.27634,-45.120503652039325
,,1739209765.2763462,-45.120503652039325
,,1739209765.2763524,-38.13080360867914
,,1739209765.2763584,-25.82631439489636
,,1739209765.2763646,-33.981070128970906
,,1739209765.2763708,-45.120503652039325
,,1739209765.276377,-35.57807855764607
,,1739209765.2763832,-38.13080360867914
,,1739209765.2763894,-45.120503652039325
,,1739209765.2763956,-45.120503652039325
,,1739209765.2764018,-38.13080360867914
,,1739209765.2764077,-38.13080360867914
,,1739209765.276414,-45.120503652039325
,,1739209765.27642,-45.120503652039325
,,1739209765.2764263,-38.13080360867914
,,1739209765.2764325,-38.13080360867914
,,1739209765.2764387,-45.120503652039325
,,1739209765.276445,-45.120503652039325
,,1739209765.2764509,-33.981070128970906
,,1739209765.276457,-28.992665084841946
,,1739209765.2764633,-38.13080360867914
,,1739209765.2764697,-45.120503652039325
,,1739209765.2764757,-45.120503652039325
,,1739209765.276482,-38.13080360867914
,,1739209765.276488,-45.120503652039325
,,1739209765.2764945,-45.120503652039325
,,1739209765.2765002,-45.120503652039325
,,1739209765.2765064,-45.120503652039325
,,1739209765.2765126,-38.13080360867914
,,1739209765.2765188,-33.981070128970906
,,1739209765.276525,-31.14110356531892
,,1739209765.2765312,-14.267597869738642
,,1739209765.2765374,-16.517123586329355
,,1739209765.2765434,-32.816014438256545
,,1739209765.2765496,-31.141103565318915
,,1739209765.2765558,-31.14110356531892
,,1739209765.276562,-30.49652367304973
,,1739209765.2765682,-33.981070128970906
,,1739209765.2765744,-38.13080360867914
,,1739209765.2765806,-38.13080360867914
,,1739209765.2765868,-45.120503652039325
,,1739209765.2765927,-45.120503652039325
,,1739209765.276599,-45.120503652039325
,,1739209765.2766051,-31.141103565318915
,,1739209765.276611,-33.981070128970906
,,1739209765.2766175,-35.57807855764607
,,1739209765.2766235,-38.13080360867914
,,1739209765.27663,-38.13080360867914
,,1739209765.276636,-33.981070128970906
,,1739209765.276642,-31.141103565318915
,,1739209765.2766483,-45.120503652039325
,,1739209765.2766545,-38.13080360867914
,,1739209765.276661,-31.141103565318915
,,1739209765.2766669,-38.13080360867914
,,1739209765.276673,-38.13080360867914
,,1739209765.2766793,-38.13080360867914
,,1739209765.2766852,-33.981070128970906
,,1739209765.2766914,-38.13080360867914
,,1739209765.2766976,-38.13080360867914
,,1739209765.2767038,-45.120503652039325
,,1739209765.27671,-15.45908632464896
,,1739209765.2767162,-26.487275050834715
,,1739209765.2767224,-45.120503652039325
,,1739209765.2767286,-32.816014438256545
,,1739209765.2767346,-35.57807855764607
,,1739209765.2767408,-45.120503652039325
,,1739209765.276747,-38.13080360867914
,,1739209765.2767532,-35.57807855764607
,,1739209765.2767594,-45.120503652039325
,,1739209765.2767656,-45.120503652039325
,,1739209765.2767718,-45.120503652039325
,,1739209765.2767775,-38.13080360867914
,,1739209765.276784,-31.141103565318915
,,1739209765.27679,-45.120503652039325
,,1739209765.2767963,-45.120503652039325
,,1739209765.2768023,-38.13080360867914
,,1739209765.2768087,-32.816014438256545
,,1739209765.276815,-38.13080360867914
,,1739209765.2768211,-38.13080360867914
,,1739209765.276827,-45.120503652039325
,,1739209765.2768333,-28.992665084841946
,,1739209765.2768395,-45.120503652039325
,,1739209765.2768457,-38.13080360867914
,,1739209765.276852,-38.13080360867914
,,1739209765.276858,-17.600019173844906
,,1739209765.2768643,-45.120503652039325
,,1739209765.2768705,-45.120503652039325
,,1739209765.2768764,-32.816014438256545
,,1739209765.2768826,-32.81601443825658
,,1739209765.2768888,-9.138071735503068
,,1739209765.276895,-29.438486411369347
,,1739209765.2769012,-28.58837851428586
,,1739209765.2769074,-25.82631439489636
,,1739209765.2769136,-38.13080360867914
,,1739209765.2769196,-35.57807855764607
,,1739209765.2769258,-35.57807855764607
,,1739209765.276932,-32.81601443825658
,,1739209765.2769382,-33.981070128970906
,,1739209765.2769444,-24.589719217205094
,,1739209765.2769506,-33.98107012897096
,,1739209765.2769568,-30.49652367304973
,,1739209765.2769628,-38.13080360867914
,,1739209765.276969,-45.120503652039325
,,1739209765.2769752,-33.981070128970906
,,1739209765.2769814,-38.13080360867914
,,1739209765.2769876,-45.120503652039325
,,1739209765.2769938,-38.13080360867914
,,1739209765.277,-32.816014438256545
,,1739209765.277006,-23.506823629689546
,,1739209765.277012,-35.57807855764607
,,1739209765.2770183,-45.120503652039325
,,1739209765.2770245,-45.120503652039325
,,1739209765.2770307,-38.13080360867914
,,1739209765.277037,-45.120503652039325
,,1739209765.277043,-45.120503652039325
,,1739209765.2770493,-45.120503652039325
,,1739209765.2770553,-45.120503652039325
,,1739209765.2770617,-45.120503652039325
,,1739209765.2770677,-38.13080360867914
,,1739209765.277074,-28.58837851428586
,,1739209765.27708,-27.8777449560314
,,1739209765.2770865,-31.141103565318893
,,1739209765.2770925,-38.13080360867914
,,1739209765.277099,-31.141103565318893
,,1739209765.2771046,-33.98107012897096
,,1739209765.2771108,-45.120503652039325
,,1739209765.277117,-32.816014438256545
,,1739209765.2771232,-38.13080360867914
,,1739209765.2771313,-38.13080360867914
,,1739209765.2771394,-29.438486411369333
,,1739209765.2771478,-38.13080360867914
,,1739209765.277156,-33.981070128970906
,,1739209765.277164,-28.218542851754165
,,1739209765.277172,-45.120503652039325
,,1739209765.2771802,-38.13080360867914
,,1739209765.2771883,-29.438486411369333
,,1739209765.2771966,-29.43848641136937
,,1739209765.2772048,-15.18614134706318
,,1739209765.2772129,-32.816014438256545
,,1739209765.277221,-38.13080360867914
,,1739209765.2772293,-38.13080360867914
,,1739209765.2772374,-38.13080360867914
,,1739209765.2772455,-45.120503652039325
,,1739209765.2772536,-45.120503652039325
,,1739209765.2772615,-45.120503652039325
,,1739209765.27727,-45.120503652039325
,,1739209765.2772782,-38.13080360867914
,,1739209765.2772863,-45.120503652039325
,,1739209765.2772944,-45.120503652039325
,,1739209765.2773025,-33.98107012897096
,,1739209765.2773108,-38.13080360867914
,,1739209765.277319,-45.120503652039325
,,1739209765.277327,-45.120503652039325
,,1739209765.2773352,-45.120503652039325
,,1739209765.2773433,-38.13080360867914
,,1739209765.2773516,-45.120503652039325
,,1739209765.2773595,-38.13080360867914
,,1739209765.2773678,-24.15140352195872
,,1739209765.277376,-32.816014438256545
,,1739209765.277384,-45.120503652039325
,,1739209765.2773924,-24.746238672633048
,,1739209765.2774005,-18.636903542229977
,,1739209765.2774086,-45.120503652039325
,,1739209765.2774167,-45.120503652039325
,,1739209765.2774248,-35.57807855764607
,,1739209765.2774332,-24.746238672633048
,,1739209765.2774413,-45.120503652039325
,,1739209765.2774494,-45.120503652039325
,,1739209765.2774577,-38.13080360867914
,,1739209765.2774656,-23.50682362968953
,,1739209765.277474,-17.85323156177357
,,1739209765.277482,-17.448944991217488
,,1739209765.27749,-27.8777449560314
,,1739209765.2774982,-45.120503652039325
,,1739209765.2775064,-38.13080360867914
,,1739209765.2775147,-45.120503652039325
,,1739209765.2775228,-45.120503652039325
,,1739209765.277531,-29.438486411369333
,,1739209765.277539,-45.120503652039325
,,1739209765.2775471,-31.141103565318915
,,1739209765.2775557,-27.267205301931607
,,1739209765.2775636,-38.13080360867914
,,1739209765.2775717,-38.13080360867914
,,1739209765.2775798,-38.13080360867914
,,1739209765.277588,-38.13080360867914
,,1739209765.2775962,-27.267205301931607
,,1739209765.2776043,-33.981070128970906
,,1739209765.2776124,-38.13080360867914
,,1739209765.2776206,-25.826314394896364
,,1739209765.277629,-15.851936562542368
,,1739209765.277637,-9.064221431963109
,,1739209765.277645,-29.438486411369347
,,1739209765.2776532,-33.981070128970906
,,1739209765.277661,-45.120503652039325
,,1739209765.2776694,-38.13080360867914
,,1739209765.2776778,-38.13080360867914
,,1739209765.277686,-45.120503652039325
,,1739209765.277694,-38.13080360867914
,,1739209765.277702,-31.141103565318915
,,1739209765.2777102,-35.57807855764607
,,1739209765.2777183,-45.120503652039325
,,1739209765.277727,-32.81601443825658
,,1739209765.2777348,-33.981070128970906
,,1739209765.2777429,-45.120503652039325
,,1739209765.277751,-38.13080360867914
,,1739209765.2777593,-28.218542851754165
,,1739209765.2777674,-31.14110356531892
,,1739209765.2777755,-38.13080360867914
,,1739209765.2777836,-45.120503652039325
,,1739209765.2777915,-45.120503652039325
,,1739209765.2778,-38.13080360867914
,,1739209765.2778082,-38.13080360867914
,,1739209765.2778163,-38.13080360867914
,,1739209765.2778244,-30.49652367304973
,,1739209765.2778325,-32.816014438256545
,,1739209765.2778409,-33.981070128970906
