CAN Message, 0x77:b1bb20d10f6f1175,Timestamp,Amplitude
,,1739209912.3605375,-33.981070128970906
,,1739209912.3605542,-45.120503652039325
,,1739209912.3605711,-38.13080360867914
,,1739209912.3605878,-38.13080360867914
,,1739209912.3606043,-45.120503652039325
,,1739209912.3606212,-45.120503652039325
,,1739209912.360638,-38.13080360867914
,,1739209912.3606548,-38.13080360867914
,,1739209912.3606715,-45.120503652039325
,,1739209912.3606882,-45.120503652039325
,,1739209912.3607051,-38.13080360867914
,,1739209912.3607218,-35.57807855764607
,,1739209912.3607385,-38.13080360867914
,,1739209912.3607552,-45.120503652039325
,,1739209912.360772,-38.13080360867914
,,1739209912.3607888,-32.816014438256545
,,1739209912.3608055,-38.13080360867914
,,1739209912.3608222,-45.120503652039325
,,1739209912.3608391,-45.120503652039325
,,1739209912.3608558,-38.13080360867914
,,1739209912.3608725,-45.120503652039325
,,1739209912.3608892,-38.13080360867914
,,1739209912.360906,-35.57807855764607
,,1739209912.3609228,-35.57807855764607
,,1739209912.3609395,-38.13080360867914
,,1739209912.3609562,-45.120503652039325
,,1739209912.3609731,-35.57807855764607
,,1739209912.3609898,-38.13080360867914
,,1739209912.3610065,-45.120503652039325
,,1739209912.3610232,-38.13080360867914
,,1739209912.36104,-45.120503652039325
,,1739209912.3610568,-38.13080360867914
,,1739209912.3610735,-38.13080360867914
,,1739209912.3610902,-45.120503652039325
,,1739209912.3611069,-38.13080360867914
,,1739209912.3611238,-38.13080360867914
,,1739209912.3611405,-45.120503652039325
,,1739209912.3611572,-38.13080360867914
,,1739209912.361174,-35.57807855764607
,,1739209912.3611908,-35.57807855764607
,,1739209912.3612075,-38.13080360867914
,,1739209912.3612242,-38.13080360867914
,,1739209912.3612409,-33.981070128970906
,,1739209912.3612578,-38.13080360867914
,,1739209912.3612745,-45.120503652039325
,,1739209912.3612912,-45.120503652039325
,,1739209912.361308,-31.141103565318915
,,1739209912.3613248,-32.816014438256545
,,1739209912.3613417,-45.120503652039325
,,1739209912.3613582,-45.120503652039325
,,1739209912.3613749,-20.16506027657481
,,1739209912.3613918,-33.981070128970906
,,1739209912.3614085,-45.120503652039325
,,1739209912.3614252,-32.816014438256545
,,1739209912.361442,-28.992665084841967
,,1739209912.3614588,-45.120503652039325
,,1739209912.3614757,-38.13080360867914
,,1739209912.3614922,-38.13080360867914
,,1739209912.3615088,-45.120503652039325
,,1739209912.3615255,-45.120503652039325
,,1739209912.3615425,-35.57807855764607
,,1739209912.3615592,-35.57807855764607
,,1739209912.3615758,-35.57807855764607
,,1739209912.3615923,-35.57807855764607
,,1739209912.3616097,-38.13080360867914
,,1739209912.361626,-38.13080360867914
,,1739209912.3616428,-45.120503652039325
,,1739209912.3616595,-45.120503652039325
,,1739209912.3616765,-33.981070128970906
,,1739209912.3616931,-38.13080360867914
,,1739209912.3617098,-25.077289914212862
,,1739209912.3617263,-28.21854285175415
,,1739209912.3617437,-45.120503652039325
,,1739209912.36176,-33.981070128970906
,,1739209912.3617768,-25.077289914212862
,,1739209912.3617935,-45.120503652039325
,,1739209912.3618104,-45.120503652039325
,,1739209912.3618271,-29.438486411369333
,,1739209912.3618438,-24.74623867263306
,,1739209912.3618605,-10.76683858591268
,,1739209912.3618774,-33.981070128970906
,,1739209912.361894,-45.120503652039325
,,1739209912.3619108,-30.49652367304973
,,1739209912.3619275,-30.49652367304973
,,1739209912.3619444,-45.120503652039325
,,1739209912.3619611,-38.13080360867914
,,1739209912.3619778,-45.120503652039325
,,1739209912.3619945,-38.13080360867914
,,1739209912.3620112,-35.57807855764607
,,1739209912.362028,-45.120503652039325
,,1739209912.3620448,-45.120503652039325
,,1739209912.3620615,-30.49652367304973
,,1739209912.3620782,-45.120503652039325
,,1739209912.362095,-45.120503652039325
,,1739209912.3621118,-33.981070128970906
,,1739209912.3621285,-38.13080360867914
,,1739209912.3621452,-45.120503652039325
,,1739209912.362162,-38.13080360867914
,,1739209912.3621788,-45.120503652039325
,,1739209912.3621955,-45.120503652039325
,,1739209912.3622122,-38.13080360867914
,,1739209912.362229,-45.120503652039325
,,1739209912.3622458,-33.981070128970906
,,1739209912.3622625,-38.13080360867914
