CAN Message, 0x1a7:0000d45a491b11cf,Timestamp,Amplitude
,,1739209816.4600005,-45.120503652039325
,,1739209816.4600258,-38.13080360867914
,,1739209816.4600513,-35.57807855764607
,,1739209816.4600768,-35.57807855764607
,,1739209816.4601026,-45.120503652039325
,,1739209816.460128,-45.120503652039325
,,1739209816.4601536,-45.120503652039325
,,1739209816.460179,-45.120503652039325
,,1739209816.4602048,-38.13080360867914
,,1739209816.4602304,-45.120503652039325
,,1739209816.460256,-38.13080360867914
,,1739209816.4602814,-45.120503652039325
,,1739209816.4603071,-45.120503652039325
,,1739209816.4603326,-45.120503652039325
,,1739209816.460358,-38.13080360867914
,,1739209816.460384,-45.120503652039325
,,1739209816.4604094,-35.57807855764607
,,1739209816.460435,-35.57807855764607
,,1739209816.4604604,-38.13080360867914
,,1739209816.4604862,-45.120503652039325
,,1739209816.4605117,-33.981070128970906
,,1739209816.4605372,-28.58837851428586
,,1739209816.4605627,-22.002965041481744
,,1739209816.4605885,-38.13080360867914
,,1739209816.460614,-45.120503652039325
,,1739209816.4606397,-35.57807855764607
,,1739209816.4606652,-45.120503652039325
,,1739209816.4606907,-45.120503652039325
,,1739209816.4607162,-45.120503652039325
,,1739209816.4607418,-38.13080360867914
,,1739209816.4607675,-45.120503652039325
,,1739209816.460793,-45.120503652039325
,,1739209816.4608183,-45.120503652039325
,,1739209816.460844,-38.13080360867914
,,1739209816.4608698,-38.13080360867914
,,1739209816.4608953,-45.120503652039325
,,1739209816.4609208,-38.13080360867914
,,1739209816.4609466,-45.120503652039325
,,1739209816.460972,-45.120503652039325
,,1739209816.4609976,-45.120503652039325
,,1739209816.461023,-45.120503652039325
,,1739209816.4610488,-38.13080360867914
,,1739209816.4610744,-45.120503652039325
,,1739209816.4611,-45.120503652039325
,,1739209816.4611254,-38.13080360867914
,,1739209816.4611511,-25.826314394896357
,,1739209816.4611766,-38.13080360867914
,,1739209816.461202,-45.120503652039325
,,1739209816.461228,-32.816014438256545
,,1739209816.4612534,-38.13080360867914
,,1739209816.461279,-18.299052888300974
,,1739209816.4613044,-21.228842808393964
,,1739209816.4613302,-45.120503652039325
,,1739209816.4613557,-26.991370085610736
,,1739209816.4613812,-45.120503652039325
,,1739209816.4614067,-45.120503652039325
,,1739209816.4614325,-38.13080360867914
,,1739209816.461458,-38.13080360867914
,,1739209816.4614837,-33.981070128970906
,,1739209816.4615092,-38.13080360867914
,,1739209816.4615347,-38.13080360867914
,,1739209816.4615602,-45.120503652039325
,,1739209816.4615858,-33.981070128970906
,,1739209816.4616115,-35.57807855764607
,,1739209816.461637,-45.120503652039325
,,1739209816.4616623,-28.992665084841946
,,1739209816.461688,-32.816014438256545
,,1739209816.4617138,-45.120503652039325
,,1739209816.4617393,-38.13080360867914
,,1739209816.4617648,-38.13080360867914
,,1739209816.4617906,-31.141103565318915
,,1739209816.461816,-45.120503652039325
,,1739209816.4618416,-38.13080360867914
,,1739209816.461867,-26.99137008561072
,,1739209816.4618928,-26.03565346325281
,,1739209816.4619184,-45.120503652039325
,,1739209816.461944,-35.57807855764607
,,1739209816.4619694,-45.120503652039325
,,1739209816.4619951,-45.120503652039325
,,1739209816.4620206,-32.816014438256545
,,1739209816.462046,-33.981070128970906
,,1739209816.4620717,-33.981070128970906
,,1739209816.4620974,-33.981070128970906
,,1739209816.462123,-32.816014438256545
,,1739209816.4621484,-33.981070128970906
,,1739209816.4621742,-35.57807855764607
,,1739209816.4621997,-32.816014438256545
,,1739209816.4622252,-32.816014438256545
,,1739209816.4622507,-45.120503652039325
,,1739209816.4622765,-28.992665084841967
,,1739209816.462302,-31.141103565318915
,,1739209816.4623277,-45.120503652039325
,,1739209816.462353,-38.13080360867914
,,1739209816.4623787,-33.981070128970906
,,1739209816.4624045,-32.816014438256545
,,1739209816.4624298,-38.13080360867914
,,1739209816.4624555,-30.49652367304973
,,1739209816.462481,-28.58837851428589
,,1739209816.4625063,-12.231307595422026
,,1739209816.462532,-12.134155820794934
,,1739209816.4625578,-28.992665084841967
,,1739209816.4625833,-28.992665084841946
,,1739209816.4626088,-45.120503652039325
,,1739209816.4626343,-45.120503652039325
,,1739209816.46266,-38.13080360867914
,,1739209816.4626856,-38.13080360867914
,,1739209816.462711,-38.13080360867914
,,1739209816.4627368,-33.981070128970906
,,1739209816.4627624,-45.120503652039325
,,1739209816.462788,-38.13080360867914
,,1739209816.4628134,-33.981070128970906
,,1739209816.4628391,-45.120503652039325
,,1739209816.4628646,-35.57807855764607
,,1739209816.46289,-32.816014438256545
,,1739209816.4629157,-33.981070128970906
,,1739209816.4629414,-45.120503652039325
,,1739209816.462967,-45.120503652039325
,,1739209816.4629924,-38.13080360867914
,,1739209816.4630182,-30.49652367304973
,,1739209816.4630437,-35.57807855764607
,,1739209816.4630692,-45.120503652039325
,,1739209816.4630947,-45.120503652039325
,,1739209816.4631205,-17.661951700302005
,,1739209816.463146,-26.99137008561072
,,1739209816.4631715,-45.120503652039325
,,1739209816.463197,-38.13080360867914
,,1739209816.4632227,-28.218542851754165
,,1739209816.4632485,-9.944586344920213
,,1739209816.4632738,-15.851936562542368
,,1739209816.4632995,-28.992665084841967
,,1739209816.463325,-30.49652367304973
,,1739209816.4633503,-45.120503652039325
,,1739209816.463376,-38.13080360867914
,,1739209816.4634018,-32.816014438256545
,,1739209816.4634273,-38.13080360867914
,,1739209816.4634528,-45.120503652039325
,,1739209816.4634783,-33.981070128970906
,,1739209816.463504,-45.120503652039325
,,1739209816.4635296,-31.141103565318915
,,1739209816.463555,-33.981070128970906
,,1739209816.4635808,-45.120503652039325
,,1739209816.4636064,-35.57807855764607
,,1739209816.463632,-35.57807855764607
,,1739209816.4636574,-38.13080360867914
,,1739209816.4636831,-32.816014438256545
,,1739209816.4637086,-38.13080360867914
,,1739209816.463734,-16.306657084333562
,,1739209816.4637597,-22.54371790334745
,,1739209816.4637854,-45.120503652039325
,,1739209816.463811,-38.13080360867914
,,1739209816.4638364,-45.120503652039325
,,1739209816.463862,-45.120503652039325
,,1739209816.4638877,-35.57807855764607
,,1739209816.4639132,-38.13080360867914
,,1739209816.4639387,-32.816014438256545
,,1739209816.4639645,-30.49652367304973
,,1739209816.46399,-14.830726599951507
,,1739209816.4640155,-32.81601443825658
,,1739209816.464041,-35.57807855764607
,,1739209816.4640667,-33.981070128970906
,,1739209816.4640925,-24.151403521958727
,,1739209816.4641178,-19.89606131697609
,,1739209816.4641433,-45.120503652039325
,,1739209816.464169,-26.99137008561072
,,1739209816.4641943,-28.218542851754165
,,1739209816.46422,-16.517123586329355
,,1739209816.4642458,-10.222324569024783
,,1739209816.4642713,-31.14110356531892
,,1739209816.4642968,-38.13080360867914
,,1739209816.4643223,-45.120503652039325
,,1739209816.464348,-45.120503652039325
,,1739209816.4643736,-38.13080360867914
,,1739209816.464399,-45.120503652039325
,,1739209816.4644246,-45.120503652039325
,,1739209816.4644504,-45.120503652039325
,,1739209816.464476,-28.992665084841946
,,1739209816.4645014,-32.816014438256545
,,1739209816.4645271,-45.120503652039325
,,1739209816.4645526,-38.13080360867914
,,1739209816.4645782,-45.120503652039325
,,1739209816.4646037,-38.13080360867914
,,1739209816.4646294,-32.816014438256545
,,1739209816.464655,-35.57807855764607
,,1739209816.4646804,-29.438486411369333
,,1739209816.464706,-45.120503652039325
,,1739209816.4647317,-45.120503652039325
,,1739209816.4647572,-45.120503652039325
,,1739209816.4647644,-38.13080360867914
,,1739209816.4647713,-27.87774495603141
,,1739209816.4647784,-16.517123586329355
,,1739209816.464785,-9.498765018392811
,,1739209816.4647925,-26.99137008561072
,,1739209816.4647994,-32.816014438256545
,,1739209816.4648066,-38.13080360867914
,,1739209816.4648137,-38.13080360867914
,,1739209816.4648206,-35.57807855764607
,,1739209816.4648278,-45.120503652039325
,,1739209816.4648347,-45.120503652039325
,,1739209816.4648418,-45.120503652039325
,,1739209816.4648488,-38.13080360867914
,,1739209816.464856,-45.120503652039325
,,1739209816.4648628,-45.120503652039325
,,1739209816.46487,-38.13080360867914
,,1739209816.4648771,-25.826314394896357
,,1739209816.464884,-31.141103565318915
,,1739209816.4648912,-45.120503652039325
,,1739209816.464898,-38.13080360867914
,,1739209816.4649053,-45.120503652039325
,,1739209816.4649122,-45.120503652039325
,,1739209816.464919,-31.141103565318943
,,1739209816.4649265,-38.13080360867914
,,1739209816.4649334,-38.13080360867914
,,1739209816.4649403,-33.981070128970906
,,1739209816.4649477,-45.120503652039325
,,1739209816.4649546,-38.13080360867914
,,1739209816.4649615,-32.816014438256545
,,1739209816.4649687,-38.13080360867914
,,1739209816.4649756,-38.13080360867914
,,1739209816.4649827,-38.13080360867914
,,1739209816.46499,-31.141103565318943
,,1739209816.4649968,-38.13080360867914
,,1739209816.465004,-35.57807855764607
,,1739209816.465011,-45.120503652039325
,,1739209816.465018,-31.141103565318893
,,1739209816.465025,-45.120503652039325
,,1739209816.465032,-45.120503652039325
,,1739209816.4650393,-38.13080360867914
,,1739209816.4650462,-32.816014438256545
,,1739209816.465053,-38.13080360867914
,,1739209816.4650602,-45.120503652039325
,,1739209816.4650674,-33.981070128970906
,,1739209816.4650743,-38.13080360867914
,,1739209816.4650817,-30.49652367304973
,,1739209816.4650884,-22.84163660590255
,,1739209816.4650955,-38.13080360867914
,,1739209816.465103,-24.15140352195872
,,1739209816.4651096,-32.816014438256545
,,1739209816.4651167,-31.141103565318915
,,1739209816.4651237,-20.001670042250552
,,1739209816.4651308,-27.267205301931607
,,1739209816.4651375,-25.82631439489636
,,1739209816.4651449,-45.120503652039325
,,1739209816.465152,-38.13080360867914
,,1739209816.465159,-33.981070128970906
,,1739209816.465166,-35.57807855764607
,,1739209816.465173,-45.120503652039325
