CAN Message, 0x1bb:00006f54a8fc900e,Timestamp,Amplitude
,,1739209717.872483,-30.49652367304973
,,1739209717.8724878,-33.981070128970906
,,1739209717.8724926,-45.120503652039325
,,1739209717.872497,-38.13080360867914
,,1739209717.872502,-38.13080360867914
,,1739209717.8725069,-45.120503652039325
,,1739209717.8725116,-45.120503652039325
,,1739209717.8725164,-38.13080360867914
,,1739209717.8725212,-45.120503652039325
,,1739209717.872526,-45.120503652039325
,,1739209717.872531,-33.981070128970906
,,1739209717.8725357,-45.120503652039325
,,1739209717.8725405,-45.120503652039325
,,1739209717.8725452,-45.120503652039325
,,1739209717.87255,-45.120503652039325
,,1739209717.8725548,-38.13080360867914
,,1739209717.8725595,-38.13080360867914
,,1739209717.8725643,-45.120503652039325
,,1739209717.872569,-38.13080360867914
,,1739209717.872574,-33.981070128970906
,,1739209717.8725786,-45.120503652039325
,,1739209717.8725834,-33.981070128970906
,,1739209717.8725882,-21.6765809151882
,,1739209717.872593,-33.981070128970906
,,1739209717.8725977,-32.816014438256545
,,1739209717.8726025,-38.13080360867914
,,1739209717.8726072,-38.13080360867914
,,1739209717.872612,-35.57807855764607
,,1739209717.872617,-38.13080360867914
,,1739209717.8726218,-45.120503652039325
,,1739209717.8726263,-38.13080360867914
,,1739209717.8726313,-38.13080360867914
,,1739209717.872636,-45.120503652039325
,,1739209717.8726408,-45.120503652039325
,,1739209717.8726456,-45.120503652039325
,,1739209717.8726504,-38.13080360867914
,,1739209717.8726552,-32.816014438256545
,,1739209717.87266,-32.816014438256545
,,1739209717.8726647,-45.120503652039325
,,1739209717.8726697,-35.57807855764607
,,1739209717.8726742,-38.13080360867914
,,1739209717.872679,-30.49652367304973
,,1739209717.8726838,-38.13080360867914
,,1739209717.8726883,-45.120503652039325
,,1739209717.8726933,-38.13080360867914
,,1739209717.8726983,-23.506823629689546
,,1739209717.872703,-22.448786368009163
,,1739209717.8727078,-33.981070128970906
,,1739209717.8727126,-38.13080360867914
,,1739209717.8727174,-27.8777449560314
,,1739209717.872722,-18.0533258286717
,,1739209717.872727,-11.309352844940786
,,1739209717.8727317,-28.58837851428586
,,1739209717.8727365,-33.98107012897096
,,1739209717.8727412,-45.120503652039325
,,1739209717.872746,-38.13080360867914
,,1739209717.8727508,-38.13080360867914
,,1739209717.8727555,-28.992665084841967
,,1739209717.8727603,-45.120503652039325
,,1739209717.872765,-45.120503652039325
,,1739209717.8727698,-45.120503652039325
,,1739209717.8727746,-45.120503652039325
,,1739209717.8727794,-45.120503652039325
,,1739209717.8727844,-45.120503652039325
,,1739209717.8727891,-45.120503652039325
,,1739209717.872794,-38.13080360867914
,,1739209717.8727987,-45.120503652039325
,,1739209717.8728034,-38.13080360867914
,,1739209717.8728082,-38.13080360867914
,,1739209717.872813,-38.13080360867914
,,1739209717.8728178,-45.120503652039325
,,1739209717.8728223,-35.57807855764607
,,1739209717.8728273,-38.13080360867914
,,1739209717.872832,-25.62660358559016
,,1739209717.8728368,-33.981070128970906
,,1739209717.8728416,-32.816014438256545
,,1739209717.8728464,-33.981070128970906
,,1739209717.8728511,-32.81601443825658
,,1739209717.872856,-38.13080360867914
,,1739209717.872861,-23.75329798047522
,,1739209717.8728654,-23.75329798047522
,,1739209717.8728704,-27.267205301931607
,,1739209717.8728752,-38.13080360867914
,,1739209717.87288,-45.120503652039325
,,1739209717.8728848,-38.13080360867914
,,1739209717.8728895,-35.57807855764607
,,1739209717.8728943,-38.13080360867914
,,1739209717.872899,-38.13080360867914
,,1739209717.8729038,-35.57807855764607
,,1739209717.8729086,-24.151403521958727
,,1739209717.8729134,-38.13080360867914
,,1739209717.872918,-38.13080360867914
,,1739209717.872923,-38.13080360867914
,,1739209717.8729277,-27.267205301931607
,,1739209717.8729324,-38.13080360867914
,,1739209717.8729372,-38.13080360867914
,,1739209717.872942,-45.120503652039325
,,1739209717.8729467,-26.991370085610736
,,1739209717.8729515,-18.83661435153617
,,1739209717.8729565,-10.459244947857298
,,1739209717.8729613,-26.99137008561072
,,1739209717.872966,-33.981070128970906
,,1739209717.8729708,-38.13080360867914
,,1739209717.8729756,-38.13080360867914
,,1739209717.8729804,-45.120503652039325
,,1739209717.8729851,-28.992665084841946
,,1739209717.87299,-25.62660358559016
,,1739209717.872995,-38.13080360867914
,,1739209717.8729994,-38.13080360867914
,,1739209717.8730042,-30.49652367304973
,,1739209717.873009,-33.981070128970906
,,1739209717.8730135,-45.120503652039325
,,1739209717.8730185,-45.120503652039325
,,1739209717.8730233,-31.141103565318915
,,1739209717.873028,-31.141103565318915
,,1739209717.8730328,-45.120503652039325
,,1739209717.8730376,-38.13080360867914
,,1739209717.8730426,-38.13080360867914
,,1739209717.8730474,-35.57807855764607
,,1739209717.873052,-38.13080360867914
,,1739209717.873057,-45.120503652039325
,,1739209717.8730617,-32.816014438256545
,,1739209717.8730664,-27.87774495603143
,,1739209717.8730712,-25.82631439489636
,,1739209717.873076,-32.816014438256545
,,1739209717.8730807,-45.120503652039325
,,1739209717.8730855,-21.598678470925663
,,1739209717.8730905,-12.507874964114356
,,1739209717.873095,-11.345619818277964
,,1739209717.8730998,-23.506823629689546
,,1739209717.8731046,-35.57807855764607
,,1739209717.873109,-45.120503652039325
,,1739209717.873114,-45.120503652039325
,,1739209717.8731189,-38.13080360867914
,,1739209717.8731236,-31.141103565318915
,,1739209717.873129,-32.816014438256545
,,1739209717.8731334,-38.13080360867914
,,1739209717.8731382,-45.120503652039325
,,1739209717.873143,-38.13080360867914
,,1739209717.8731475,-45.120503652039325
,,1739209717.8731525,-38.13080360867914
,,1739209717.8731573,-38.13080360867914
,,1739209717.873162,-28.218542851754165
,,1739209717.8731668,-45.120503652039325
,,1739209717.8731716,-45.120503652039325
,,1739209717.8731763,-31.141103565318893
,,1739209717.873181,-17.756538629272868
,,1739209717.873186,-22.002965041481755
,,1739209717.8731906,-28.58837851428586
,,1739209717.8731954,-45.120503652039325
,,1739209717.8732002,-38.13080360867914
,,1739209717.873205,-45.120503652039325
,,1739209717.8732097,-45.120503652039325
,,1739209717.8732147,-45.120503652039325
,,1739209717.8732195,-32.816014438256545
,,1739209717.8732245,-33.98107012897096
,,1739209717.873229,-12.906361273615904
,,1739209717.8732338,-16.840353009799525
,,1739209717.8732386,-27.267205301931607
,,1739209717.873243,-29.438486411369333
,,1739209717.873248,-45.120503652039325
,,1739209717.8732529,-17.85323156177357
,,1739209717.8732576,-27.267205301931607
,,1739209717.8732624,-35.57807855764607
,,1739209717.8732672,-45.120503652039325
,,1739209717.873272,-38.13080360867914
,,1739209717.8732767,-38.13080360867914
,,1739209717.8732817,-35.57807855764607
,,1739209717.8732862,-38.13080360867914
,,1739209717.873291,-35.57807855764607
,,1739209717.8732958,-38.13080360867914
,,1739209717.8733008,-45.120503652039325
,,1739209717.8733056,-45.120503652039325
,,1739209717.8733103,-38.13080360867914
,,1739209717.873315,-33.981070128970906
,,1739209717.87332,-25.25278630937684
,,1739209717.8733246,-18.52134165134079
,,1739209717.8733294,-31.141103565318915
,,1739209717.8733342,-45.120503652039325
,,1739209717.873339,-45.120503652039325
,,1739209717.8733437,-45.120503652039325
,,1739209717.8733485,-45.120503652039325
,,1739209717.8733532,-31.141103565318915
,,1739209717.873358,-38.13080360867914
,,1739209717.8733628,-45.120503652039325
,,1739209717.8733675,-45.120503652039325
,,1739209717.8733723,-35.57807855764607
,,1739209717.873377,-28.21854285175415
,,1739209717.873382,-38.13080360867914
,,1739209717.8733869,-33.981070128970906
,,1739209717.8733916,-11.838747037656066
,,1739209717.8733964,-23.75329798047522
,,1739209717.8734012,-38.13080360867914
,,1739209717.873406,-33.981070128970906
,,1739209717.8734107,-45.120503652039325
,,1739209717.8734157,-32.816014438256545
,,1739209717.8734202,-38.13080360867914
,,1739209717.873425,-38.13080360867914
,,1739209717.8734298,-45.120503652039325
,,1739209717.8734343,-45.120503652039325
,,1739209717.8734393,-45.120503652039325
,,1739209717.873444,-38.13080360867914
,,1739209717.8734488,-45.120503652039325
,,1739209717.8734536,-28.218542851754187
,,1739209717.8734584,-27.267205301931607
,,1739209717.8734632,-38.13080360867914
,,1739209717.873468,-45.120503652039325
,,1739209717.873473,-45.120503652039325
,,1739209717.8734777,-38.13080360867914
,,1739209717.8734825,-14.182785837051991
