CAN Message, 0x1bb:000012da7f2fb1de,Timestamp,Amplitude
,,1739209851.8690765,-45.120503652039325
,,1739209851.8690825,-30.49652367304973
,,1739209851.8690882,-30.49652367304973
,,1739209851.869094,-45.120503652039325
,,1739209851.8691,-45.120503652039325
,,1739209851.8691056,-38.13080360867914
,,1739209851.8691113,-35.57807855764607
,,1739209851.8691173,-38.13080360867914
,,1739209851.869123,-45.120503652039325
,,1739209851.8691287,-38.13080360867914
,,1739209851.869135,-45.120503652039325
,,1739209851.8691404,-35.57807855764607
,,1739209851.869146,-35.57807855764607
,,1739209851.869152,-45.120503652039325
,,1739209851.8691578,-38.13080360867914
,,1739209851.8691635,-35.57807855764607
,,1739209851.8691692,-33.981070128970906
,,1739209851.8691752,-38.13080360867914
,,1739209851.869181,-45.120503652039325
,,1739209851.8691866,-30.49652367304973
,,1739209851.8691926,-45.120503652039325
,,1739209851.8691983,-18.192034459266992
,,1739209851.869204,-23.50682362968953
,,1739209851.86921,-45.120503652039325
,,1739209851.8692155,-38.13080360867914
,,1739209851.8692214,-38.13080360867914
,,1739209851.8692274,-38.13080360867914
,,1739209851.8692331,-45.120503652039325
,,1739209851.8692389,-45.120503652039325
,,1739209851.8692448,-38.13080360867914
,,1739209851.8692503,-45.120503652039325
,,1739209851.8692565,-38.13080360867914
,,1739209851.8692622,-45.120503652039325
,,1739209851.869268,-32.816014438256545
,,1739209851.8692737,-30.49652367304973
,,1739209851.8692796,-45.120503652039325
,,1739209851.869285,-38.13080360867914
,,1739209851.869291,-38.13080360867914
,,1739209851.869297,-32.816014438256545
,,1739209851.8693027,-45.120503652039325
,,1739209851.8693085,-38.13080360867914
,,1739209851.8693144,-38.13080360867914
,,1739209851.8693202,-38.13080360867914
,,1739209851.869326,-45.120503652039325
,,1739209851.8693316,-45.120503652039325
,,1739209851.8693376,-23.16150712794696
,,1739209851.8693433,-33.981070128970906
,,1739209851.869349,-33.981070128970906
,,1739209851.869355,-45.120503652039325
,,1739209851.8693607,-45.120503652039325
,,1739209851.8693664,-10.435553406968596
,,1739209851.8693724,-24.15140352195873
,,1739209851.869378,-31.141103565318915
,,1739209851.8693838,-38.13080360867914
,,1739209851.8693898,-31.141103565318915
,,1739209851.8693955,-45.120503652039325
,,1739209851.8694012,-45.120503652039325
,,1739209851.8694072,-45.120503652039325
,,1739209851.869413,-33.981070128970906
,,1739209851.8694186,-35.57807855764607
,,1739209851.8694246,-38.13080360867914
,,1739209851.8694303,-45.120503652039325
,,1739209851.869436,-45.120503652039325
,,1739209851.869442,-35.57807855764607
,,1739209851.8694477,-38.13080360867914
,,1739209851.8694534,-38.13080360867914
,,1739209851.8694594,-33.981070128970906
,,1739209851.869465,-33.981070128970906
,,1739209851.8694708,-33.981070128970906
,,1739209851.8694768,-45.120503652039325
,,1739209851.8694825,-33.981070128970906
,,1739209851.8694882,-38.13080360867914
,,1739209851.8694942,-38.13080360867914
,,1739209851.8695,-32.816014438256545
,,1739209851.8695056,-28.58837851428586
,,1739209851.8695114,-45.120503652039325
,,1739209851.869517,-38.13080360867914
,,1739209851.869523,-45.120503652039325
,,1739209851.8695288,-33.981070128970906
,,1739209851.8695347,-24.15140352195872
,,1739209851.8695405,-38.13080360867914
,,1739209851.8695462,-32.816014438256545
,,1739209851.869552,-33.981070128970906
,,1739209851.869558,-45.120503652039325
,,1739209851.8695636,-38.13080360867914
,,1739209851.8695695,-38.13080360867914
,,1739209851.8695753,-45.120503652039325
,,1739209851.869581,-45.120503652039325
,,1739209851.869587,-26.991370085610747
,,1739209851.869593,-32.816014438256545
,,1739209851.8695984,-33.981070128970906
,,1739209851.8696043,-38.13080360867914
