CAN Message, 0x1d3:00000e08a0a044c7,Timestamp,Amplitude
,,1739209634.9058444,-38.13080360867914
,,1739209634.9058526,-32.816014438256545
,,1739209634.9058604,-38.13080360867914
,,1739209634.9058683,-38.13080360867914
,,1739209634.9058762,-45.120503652039325
,,1739209634.905884,-45.120503652039325
,,1739209634.905892,-45.120503652039325
,,1739209634.9059,-45.120503652039325
,,1739209634.905908,-45.120503652039325
,,1739209634.9059155,-38.13080360867914
,,1739209634.9059238,-38.13080360867914
,,1739209634.9059317,-45.120503652039325
,,1739209634.9059396,-38.13080360867914
,,1739209634.9059474,-38.13080360867914
,,1739209634.9059553,-38.13080360867914
,,1739209634.9059634,-38.13080360867914
,,1739209634.9059713,-45.120503652039325
,,1739209634.9059792,-45.120503652039325
,,1739209634.905987,-33.981070128970906
,,1739209634.905995,-45.120503652039325
,,1739209634.906003,-38.13080360867914
,,1739209634.9060109,-32.816014438256545
,,1739209634.9060187,-45.120503652039325
,,1739209634.9060266,-38.13080360867914
,,1739209634.9060347,-38.13080360867914
,,1739209634.9060426,-35.57807855764607
,,1739209634.9060504,-38.13080360867914
,,1739209634.9060583,-32.816014438256545
,,1739209634.9060662,-38.13080360867914
,,1739209634.9060743,-45.120503652039325
,,1739209634.9060822,-45.120503652039325
,,1739209634.90609,-38.13080360867914
,,1739209634.906098,-38.13080360867914
,,1739209634.906106,-38.13080360867914
,,1739209634.906114,-33.981070128970906
,,1739209634.9061215,-38.13080360867914
,,1739209634.9061296,-45.120503652039325
,,1739209634.9061377,-38.13080360867914
,,1739209634.9061456,-38.13080360867914
,,1739209634.9061534,-45.120503652039325
,,1739209634.9061613,-45.120503652039325
,,1739209634.9061692,-45.120503652039325
,,1739209634.906177,-38.13080360867914
,,1739209634.9061852,-38.13080360867914
,,1739209634.906193,-45.120503652039325
,,1739209634.906201,-45.120503652039325
,,1739209634.9062088,-45.120503652039325
,,1739209634.9062169,-38.13080360867914
,,1739209634.9062247,-30.49652367304973
,,1739209634.9062326,-28.992665084841967
,,1739209634.9062405,-16.084178491196916
,,1739209634.9062483,-8.86223651918218
,,1739209634.9062564,-29.438486411369357
,,1739209634.9062643,-33.981070128970906
,,1739209634.9062722,-38.13080360867914
,,1739209634.90628,-35.57807855764607
,,1739209634.906288,-33.981070128970906
,,1739209634.906296,-45.120503652039325
,,1739209634.906304,-38.13080360867914
,,1739209634.9063118,-38.13080360867914
,,1739209634.9063196,-45.120503652039325
,,1739209634.9063275,-38.13080360867914
,,1739209634.9063356,-33.981070128970906
,,1739209634.9063437,-38.13080360867914
,,1739209634.906351,-38.13080360867914
,,1739209634.9063592,-45.120503652039325
,,1739209634.9063673,-33.981070128970906
,,1739209634.9063752,-31.141103565318893
,,1739209634.906383,-33.981070128970906
,,1739209634.906391,-38.13080360867914
,,1739209634.906399,-38.13080360867914
,,1739209634.9064069,-45.120503652039325
,,1739209634.9064147,-45.120503652039325
,,1739209634.9064226,-32.816014438256545
,,1739209634.9064305,-23.75329798047522
,,1739209634.9064386,-25.62660358559016
,,1739209634.9064465,-33.981070128970906
,,1739209634.9064543,-45.120503652039325
,,1739209634.9064622,-21.676580915188183
,,1739209634.9064703,-18.299052888300974
,,1739209634.9064782,-16.17180708458677
,,1739209634.906486,-28.992665084841946
,,1739209634.906494,-45.120503652039325
,,1739209634.9065018,-45.120503652039325
,,1739209634.90651,-38.13080360867914
,,1739209634.9065175,-45.120503652039325
,,1739209634.9065256,-38.13080360867914
,,1739209634.9065337,-38.13080360867914
,,1739209634.9065416,-45.120503652039325
,,1739209634.9065497,-45.120503652039325
,,1739209634.906557,-33.981070128970906
,,1739209634.9065652,-45.120503652039325
,,1739209634.906573,-33.981070128970906
,,1739209634.9065812,-38.13080360867914
,,1739209634.906589,-26.991370085610747
,,1739209634.906597,-38.13080360867914
,,1739209634.9066048,-45.120503652039325
,,1739209634.9066126,-38.13080360867914
,,1739209634.9066207,-38.13080360867914
,,1739209634.9066286,-38.13080360867914
,,1739209634.9066365,-38.13080360867914
,,1739209634.9066443,-38.13080360867914
,,1739209634.9066525,-28.992665084841946
,,1739209634.9066603,-20.001670042250552
,,1739209634.9066682,-31.141103565318943
,,1739209634.906676,-32.816014438256545
,,1739209634.906684,-26.487275050834725
,,1739209634.906692,-28.992665084841967
,,1739209634.9067,-9.3674703178153
,,1739209634.9067078,-15.064409198436486
,,1739209634.9067156,-22.17584139042336
,,1739209634.9067235,-33.981070128970906
,,1739209634.9067316,-38.13080360867914
,,1739209634.9067397,-45.120503652039325
,,1739209634.906747,-33.981070128970906
,,1739209634.9067552,-33.981070128970906
,,1739209634.9067633,-33.981070128970906
,,1739209634.9067712,-30.49652367304976
,,1739209634.906779,-25.62660358559016
,,1739209634.906787,-33.981070128970906
,,1739209634.9067948,-45.120503652039325
,,1739209634.906803,-45.120503652039325
,,1739209634.9068108,-32.816014438256545
,,1739209634.9068186,-38.13080360867914
,,1739209634.9068265,-38.13080360867914
,,1739209634.9068346,-45.120503652039325
,,1739209634.9068425,-45.120503652039325
,,1739209634.9068503,-45.120503652039325
,,1739209634.9068518,-30.49652367304973
,,1739209634.906853,-38.13080360867914
,,1739209634.9068544,-45.120503652039325
,,1739209634.9068556,-38.13080360867914
,,1739209634.906857,-35.57807855764607
,,1739209634.9068582,-35.57807855764607
,,1739209634.9068596,-38.13080360867914
,,1739209634.906861,-35.57807855764607
,,1739209634.9068625,-38.13080360867914
,,1739209634.9068637,-45.120503652039325
,,1739209634.906865,-31.141103565318915
,,1739209634.9068663,-33.981070128970906
,,1739209634.9068675,-45.120503652039325
,,1739209634.906869,-45.120503652039325
,,1739209634.9068704,-26.99137008561072
,,1739209634.9068716,-25.25278630937684
,,1739209634.906873,-45.120503652039325
,,1739209634.9068742,-32.816014438256545
,,1739209634.9068756,-35.57807855764607
,,1739209634.9068768,-38.13080360867914
,,1739209634.9068782,-45.120503652039325
,,1739209634.9068797,-45.120503652039325
,,1739209634.9068809,-28.21854285175415
,,1739209634.9068823,-21.598678470925677
,,1739209634.9068837,-28.992665084841967
,,1739209634.906885,-29.438486411369333
,,1739209634.906886,-30.49652367304973
,,1739209634.9068875,-38.13080360867914
,,1739209634.906889,-14.368685105852377
,,1739209634.9068902,-16.763597937115033
,,1739209634.9068916,-26.99137008561072
,,1739209634.9068928,-33.98107012897096
,,1739209634.9068942,-38.13080360867914
,,1739209634.9068954,-45.120503652039325
,,1739209634.9068968,-32.816014438256545
,,1739209634.906898,-28.58837851428586
,,1739209634.9068997,-45.120503652039325
,,1739209634.906901,-45.120503652039325
,,1739209634.906902,-45.120503652039325
,,1739209634.9069035,-45.120503652039325
,,1739209634.9069047,-38.13080360867914
,,1739209634.906906,-45.120503652039325
,,1739209634.906907,-33.981070128970906
,,1739209634.9069088,-25.077289914212862
,,1739209634.9069102,-38.13080360867914
,,1739209634.9069114,-45.120503652039325
,,1739209634.9069128,-33.981070128970906
,,1739209634.906914,-26.487275050834725
,,1739209634.9069154,-38.13080360867914
,,1739209634.9069166,-35.57807855764607
,,1739209634.906918,-45.120503652039325
,,1739209634.9069197,-33.981070128970906
,,1739209634.906921,-35.57807855764607
,,1739209634.906922,-45.120503652039325
,,1739209634.9069233,-38.13080360867914
,,1739209634.9069247,-38.13080360867914
,,1739209634.906926,-45.120503652039325
,,1739209634.906927,-35.57807855764607
,,1739209634.9069288,-38.13080360867914
,,1739209634.90693,-33.98107012897096
,,1739209634.9069314,-33.981070128970906
,,1739209634.9069326,-31.141103565318915
,,1739209634.906934,-17.16170347859854
,,1739209634.9069352,-29.43848641136937
,,1739209634.9069366,-38.13080360867914
,,1739209634.906938,-33.981070128970906
,,1739209634.9069393,-24.438645034577675
,,1739209634.9069407,-25.82631439489636
,,1739209634.906942,-45.120503652039325
,,1739209634.906943,-24.151403521958727
,,1739209634.9069445,-30.49652367304976
,,1739209634.906946,-12.906361273615904
,,1739209634.9069474,-12.712515940865975
,,1739209634.9069486,-28.218542851754165
,,1739209634.90695,-32.816014438256545
,,1739209634.9069512,-38.13080360867914
,,1739209634.9069526,-45.120503652039325
,,1739209634.9069538,-45.120503652039325
,,1739209634.9069552,-45.120503652039325
,,1739209634.906957,-26.487275050834715
,,1739209634.906958,-30.49652367304973
,,1739209634.9069593,-38.13080360867914
,,1739209634.9069605,-45.120503652039325
,,1739209634.906962,-29.438486411369333
,,1739209634.906963,-33.981070128970906
,,1739209634.9069643,-45.120503652039325
,,1739209634.906966,-38.13080360867914
,,1739209634.9069672,-33.98107012897096
,,1739209634.9069686,-38.13080360867914
,,1739209634.9069698,-38.13080360867914
,,1739209634.9069712,-24.438645034577675
,,1739209634.9069724,-14.31063318293042
,,1739209634.9069738,-28.992665084841946
,,1739209634.9069753,-45.120503652039325
,,1739209634.9069765,-32.816014438256545
,,1739209634.906978,-38.13080360867914
,,1739209634.906979,-45.120503652039325
,,1739209634.9069805,-33.981070128970906
,,1739209634.9069817,-38.13080360867914
,,1739209634.9069831,-45.120503652039325
,,1739209634.9069846,-33.981070128970906
,,1739209634.9069858,-35.57807855764607
,,1739209634.9069872,-35.57807855764607
,,1739209634.9069884,-35.57807855764607
,,1739209634.9069898,-32.816014438256545
,,1739209634.906991,-23.75329798047522
,,1739209634.9069924,-38.13080360867914
,,1739209634.9069936,-45.120503652039325
,,1739209634.906995,-32.81601443825658
,,1739209634.9069965,-26.99137008561072
