CAN Message, 0x62:02e15ace8c8bdc0e,Timestamp,Amplitude
,,1739209703.6226792,-35.57807855764607
,,1739209703.622686,-30.49652367304973
,,1739209703.6226928,-38.13080360867914
,,1739209703.6226995,-45.120503652039325
,,1739209703.6227064,-33.981070128970906
,,1739209703.622713,-35.57807855764607
,,1739209703.62272,-45.120503652039325
,,1739209703.622727,-38.13080360867914
,,1739209703.6227336,-31.141103565318915
,,1739209703.6227405,-38.13080360867914
,,1739209703.6227472,-38.13080360867914
,,1739209703.622754,-45.120503652039325
,,1739209703.6227608,-38.13080360867914
,,1739209703.6227674,-35.57807855764607
,,1739209703.6227744,-35.57807855764607
,,1739209703.6227813,-45.120503652039325
,,1739209703.622788,-38.13080360867914
,,1739209703.6227949,-26.991370085610736
,,1739209703.6228015,-35.57807855764607
,,1739209703.6228085,-45.120503652039325
,,1739209703.6228151,-38.13080360867914
,,1739209703.622822,-38.13080360867914
,,1739209703.6228287,-38.13080360867914
,,1739209703.6228356,-45.120503652039325
,,1739209703.6228423,-38.13080360867914
,,1739209703.6228492,-38.13080360867914
,,1739209703.622856,-45.120503652039325
,,1739209703.6228628,-45.120503652039325
,,1739209703.6228695,-45.120503652039325
,,1739209703.6228764,-35.57807855764607
,,1739209703.622883,-38.13080360867914
,,1739209703.62289,-38.13080360867914
,,1739209703.622897,-38.13080360867914
,,1739209703.6229036,-45.120503652039325
,,1739209703.6229105,-45.120503652039325
,,1739209703.6229172,-45.120503652039325
,,1739209703.622924,-38.13080360867914
,,1739209703.6229308,-45.120503652039325
,,1739209703.6229377,-38.13080360867914
,,1739209703.6229444,-45.120503652039325
,,1739209703.6229513,-45.120503652039325
,,1739209703.622958,-32.816014438256545
,,1739209703.6229649,-38.13080360867914
,,1739209703.6229715,-45.120503652039325
,,1739209703.6229784,-38.13080360867914
,,1739209703.6229851,-38.13080360867914
,,1739209703.622992,-45.120503652039325
,,1739209703.6229987,-38.13080360867914
,,1739209703.6230056,-38.13080360867914
,,1739209703.6230123,-28.992665084841946
,,1739209703.6230192,-11.838747037656066
,,1739209703.623026,-33.981070128970906
,,1739209703.6230328,-38.13080360867914
,,1739209703.6230395,-33.981070128970906
,,1739209703.6230464,-33.981070128970906
,,1739209703.623053,-45.120503652039325
,,1739209703.62306,-38.13080360867914
,,1739209703.623067,-45.120503652039325
,,1739209703.6230736,-45.120503652039325
,,1739209703.6230805,-38.13080360867914
,,1739209703.6230872,-38.13080360867914
,,1739209703.623094,-38.13080360867914
,,1739209703.6231008,-33.981070128970906
,,1739209703.6231077,-35.57807855764607
,,1739209703.6231143,-33.981070128970906
,,1739209703.6231213,-45.120503652039325
,,1739209703.623128,-45.120503652039325
,,1739209703.6231349,-38.13080360867914
,,1739209703.6231415,-33.981070128970906
,,1739209703.6231484,-45.120503652039325
,,1739209703.623155,-38.13080360867914
,,1739209703.623162,-33.981070128970906
,,1739209703.6231687,-33.981070128970906
,,1739209703.6231756,-45.120503652039325
,,1739209703.6231823,-27.267205301931607
,,1739209703.6231892,-38.13080360867914
,,1739209703.623196,-45.120503652039325
,,1739209703.6232028,-45.120503652039325
,,1739209703.6232097,-32.816014438256545
,,1739209703.6232164,-25.826314394896357
,,1739209703.623223,-38.13080360867914
,,1739209703.62323,-32.816014438256545
,,1739209703.623237,-23.506823629689546
,,1739209703.6232436,-45.120503652039325
,,1739209703.6232505,-38.13080360867914
,,1739209703.6232572,-35.57807855764607
,,1739209703.623264,-33.981070128970906
,,1739209703.6232708,-45.120503652039325
,,1739209703.6232777,-45.120503652039325
,,1739209703.6232843,-38.13080360867914
,,1739209703.6232913,-35.57807855764607
,,1739209703.623298,-33.981070128970906
,,1739209703.6233048,-38.13080360867914
,,1739209703.6233115,-45.120503652039325
,,1739209703.6233184,-33.981070128970906
,,1739209703.623325,-38.13080360867914
,,1739209703.623332,-33.981070128970906
,,1739209703.6233387,-45.120503652039325
,,1739209703.6233456,-27.877744956031417
,,1739209703.6233523,-38.13080360867914
,,1739209703.6233592,-45.120503652039325
,,1739209703.623366,-33.981070128970906
,,1739209703.6233728,-23.506823629689546
,,1739209703.6233797,-22.002965041481755
,,1739209703.6233864,-45.120503652039325
,,1739209703.6233933,-32.816014438256545
,,1739209703.6234,-27.267205301931607
,,1739209703.623407,-13.450285694136726
,,1739209703.6234136,-13.219989474447228
,,1739209703.6234205,-30.49652367304976
,,1739209703.6234272,-31.141103565318915
,,1739209703.623434,-38.13080360867914
,,1739209703.6234407,-38.13080360867914
,,1739209703.6234477,-45.120503652039325
,,1739209703.6234543,-38.13080360867914
,,1739209703.6234612,-45.120503652039325
,,1739209703.623468,-28.58837851428586
,,1739209703.6234748,-17.661951700302005
,,1739209703.6234815,-38.13080360867914
,,1739209703.6234884,-45.120503652039325
,,1739209703.623495,-38.13080360867914
,,1739209703.623502,-38.13080360867914
,,1739209703.6235087,-33.981070128970906
,,1739209703.6235156,-31.141103565318915
,,1739209703.6235223,-45.120503652039325
,,1739209703.6235292,-31.141103565318915
,,1739209703.623536,-25.25278630937684
,,1739209703.6235428,-17.161703478598543
,,1739209703.6235497,-31.141103565318915
,,1739209703.6235564,-35.57807855764607
,,1739209703.6235633,-28.992665084841946
,,1739209703.62357,-27.267205301931607
,,1739209703.6235769,-38.13080360867914
,,1739209703.6235836,-45.120503652039325
,,1739209703.6235905,-38.13080360867914
