CAN Message, 0x1d3:00009f496fcb94ee,Timestamp,Amplitude
,,1739209648.9979117,-45.120503652039325
,,1739209648.9979155,-31.141103565318915
,,1739209648.9979198,-35.57807855764607
,,1739209648.997924,-38.13080360867914
,,1739209648.997928,-45.120503652039325
,,1739209648.9979322,-35.57807855764607
,,1739209648.9979365,-35.57807855764607
,,1739209648.9979403,-45.120503652039325
,,1739209648.9979446,-45.120503652039325
,,1739209648.997949,-35.57807855764607
,,1739209648.997953,-35.57807855764607
,,1739209648.9979572,-38.13080360867914
,,1739209648.9979613,-45.120503652039325
,,1739209648.9979656,-45.120503652039325
,,1739209648.9979696,-38.13080360867914
,,1739209648.9979737,-38.13080360867914
,,1739209648.997978,-45.120503652039325
,,1739209648.997982,-45.120503652039325
,,1739209648.9979863,-33.981070128970906
,,1739209648.9979904,-38.13080360867914
,,1739209648.997995,-45.120503652039325
,,1739209648.9979987,-22.44878636800916
,,1739209648.9980028,-22.84163660590255
,,1739209648.998007,-45.120503652039325
,,1739209648.998011,-45.120503652039325
,,1739209648.9980154,-35.57807855764607
,,1739209648.9980197,-35.57807855764607
,,1739209648.9980235,-45.120503652039325
,,1739209648.9980278,-45.120503652039325
,,1739209648.998032,-45.120503652039325
,,1739209648.998036,-38.13080360867914
,,1739209648.9980402,-38.13080360867914
,,1739209648.9980445,-45.120503652039325
,,1739209648.9980483,-45.120503652039325
,,1739209648.9980528,-45.120503652039325
,,1739209648.998057,-45.120503652039325
,,1739209648.998061,-45.120503652039325
,,1739209648.9980652,-45.120503652039325
,,1739209648.9980693,-45.120503652039325
,,1739209648.9980736,-33.981070128970906
,,1739209648.9980776,-45.120503652039325
,,1739209648.998082,-28.992665084841946
,,1739209648.998086,-35.57807855764607
,,1739209648.99809,-38.13080360867914
,,1739209648.9980943,-45.120503652039325
,,1739209648.9980984,-24.438645034577675
,,1739209648.998103,-29.438486411369333
,,1739209648.9981067,-38.13080360867914
,,1739209648.998111,-45.120503652039325
,,1739209648.998115,-32.816014438256545
,,1739209648.998119,-15.75034257739115
,,1739209648.9981234,-31.141103565318915
,,1739209648.9981277,-38.13080360867914
,,1739209648.9981318,-38.13080360867914
,,1739209648.9981358,-45.120503652039325
,,1739209648.99814,-45.120503652039325
,,1739209648.998144,-45.120503652039325
,,1739209648.9981482,-38.13080360867914
,,1739209648.9981525,-35.57807855764607
,,1739209648.9981563,-45.120503652039325
,,1739209648.9981608,-38.13080360867914
,,1739209648.998165,-45.120503652039325
,,1739209648.998169,-38.13080360867914
,,1739209648.9981732,-38.13080360867914
,,1739209648.9981773,-38.13080360867914
,,1739209648.9981816,-45.120503652039325
,,1739209648.9981856,-38.13080360867914
,,1739209648.99819,-32.816014438256545
,,1739209648.998194,-45.120503652039325
,,1739209648.998198,-26.991370085610736
,,1739209648.9982023,-26.0356534632528
,,1739209648.9982064,-45.120503652039325
,,1739209648.998211,-35.57807855764607
,,1739209648.9982147,-45.120503652039325
,,1739209648.998219,-21.228842808393978
,,1739209648.998223,-38.13080360867914
,,1739209648.9982271,-45.120503652039325
,,1739209648.9982314,-32.816014438256545
,,1739209648.9982357,-33.981070128970906
,,1739209648.9982398,-18.877682693682605
,,1739209648.9982438,-31.141103565318893
,,1739209648.998248,-35.57807855764607
,,1739209648.9982522,-31.141103565318915
,,1739209648.9982562,-45.120503652039325
,,1739209648.9982605,-32.816014438256545
,,1739209648.9982646,-45.120503652039325
,,1739209648.9982688,-45.120503652039325
,,1739209648.998273,-31.141103565318915
,,1739209648.9982772,-22.44878636800916
,,1739209648.9982812,-29.438486411369347
,,1739209648.9982853,-25.62660358559016
,,1739209648.9982896,-45.120503652039325
,,1739209648.9982936,-35.57807855764607
,,1739209648.998298,-45.120503652039325
,,1739209648.998302,-45.120503652039325
,,1739209648.9983065,-38.13080360867914
,,1739209648.9983103,-45.120503652039325
,,1739209648.9983144,-32.816014438256545
,,1739209648.998319,-8.94945134701551
,,1739209648.9983227,-20.10991102986178
,,1739209648.998327,-33.98107012897096
,,1739209648.998331,-31.141103565318915
,,1739209648.9983354,-38.13080360867914
,,1739209648.9983394,-38.13080360867914
,,1739209648.9983437,-45.120503652039325
,,1739209648.9983478,-38.13080360867914
,,1739209648.9983518,-38.13080360867914
,,1739209648.998356,-45.120503652039325
,,1739209648.9983602,-38.13080360867914
,,1739209648.9983644,-38.13080360867914
,,1739209648.9983685,-38.13080360867914
,,1739209648.9983726,-38.13080360867914
,,1739209648.9983768,-45.120503652039325
,,1739209648.998381,-35.57807855764607
,,1739209648.9983852,-27.8777449560314
,,1739209648.9983892,-45.120503652039325
,,1739209648.9983935,-38.13080360867914
,,1739209648.9983976,-45.120503652039325
,,1739209648.9984016,-23.506823629689546
,,1739209648.998406,-28.58837851428586
,,1739209648.99841,-38.13080360867914
,,1739209648.9984145,-32.816014438256545
,,1739209648.9984183,-25.826314394896357
,,1739209648.9984226,-38.13080360867914
,,1739209648.998427,-33.981070128970906
,,1739209648.9984307,-38.13080360867914
,,1739209648.998435,-32.81601443825658
,,1739209648.998439,-17.85323156177357
,,1739209648.9984434,-45.120503652039325
,,1739209648.9984474,-45.120503652039325
,,1739209648.9984517,-33.981070128970906
,,1739209648.9984558,-38.13080360867914
,,1739209648.9984598,-45.120503652039325
,,1739209648.998464,-38.13080360867914
,,1739209648.9984682,-26.99137008561072
,,1739209648.9984725,-38.13080360867914
,,1739209648.9984765,-38.13080360867914
,,1739209648.9984808,-38.13080360867914
,,1739209648.9984848,-31.141103565318915
,,1739209648.998489,-33.981070128970906
,,1739209648.9984932,-45.120503652039325
,,1739209648.9984972,-32.816014438256545
,,1739209648.9985015,-35.57807855764607
,,1739209648.9985056,-45.120503652039325
,,1739209648.99851,-38.13080360867914
,,1739209648.998514,-35.57807855764607
,,1739209648.998518,-23.16150712794695
,,1739209648.9985223,-33.981070128970906
,,1739209648.9985263,-35.57807855764607
,,1739209648.9985306,-38.13080360867914
,,1739209648.998535,-45.120503652039325
,,1739209648.998539,-45.120503652039325
,,1739209648.998543,-38.13080360867914
,,1739209648.998547,-35.57807855764607
,,1739209648.9985514,-38.13080360867914
,,1739209648.9985554,-45.120503652039325
,,1739209648.9985597,-45.120503652039325
,,1739209648.9985638,-45.120503652039325
,,1739209648.998568,-31.141103565318915
