CAN Message, 0x39:0bd62b687e0a4962,Timestamp,Amplitude
,,1739209749.109064,-45.120503652039325
,,1739209749.1090667,-45.120503652039325
,,1739209749.1090696,-45.120503652039325
,,1739209749.1090727,-45.120503652039325
,,1739209749.1090755,-45.120503652039325
,,1739209749.1090784,-38.13080360867914
,,1739209749.1090813,-38.13080360867914
,,1739209749.109084,-45.120503652039325
,,1739209749.109087,-45.120503652039325
,,1739209749.10909,-45.120503652039325
,,1739209749.1090927,-38.13080360867914
,,1739209749.1090956,-33.981070128970906
,,1739209749.1090984,-38.13080360867914
,,1739209749.1091013,-45.120503652039325
,,1739209749.1091042,-29.438486411369333
,,1739209749.109107,-32.816014438256545
,,1739209749.10911,-45.120503652039325
,,1739209749.1091127,-45.120503652039325
,,1739209749.1091156,-38.13080360867914
,,1739209749.1091187,-35.57807855764607
,,1739209749.1091216,-45.120503652039325
,,1739209749.1091244,-45.120503652039325
,,1739209749.1091273,-45.120503652039325
,,1739209749.10913,-45.120503652039325
,,1739209749.109133,-38.13080360867914
,,1739209749.109136,-38.13080360867914
,,1739209749.1091387,-38.13080360867914
,,1739209749.1091416,-38.13080360867914
,,1739209749.1091444,-38.13080360867914
,,1739209749.1091473,-45.120503652039325
,,1739209749.1091502,-31.141103565318893
,,1739209749.109153,-31.141103565318893
,,1739209749.109156,-45.120503652039325
,,1739209749.1091588,-38.13080360867914
,,1739209749.109162,-35.57807855764607
,,1739209749.1091647,-35.57807855764607
,,1739209749.1091676,-45.120503652039325
,,1739209749.1091704,-33.981070128970906
,,1739209749.1091733,-45.120503652039325
,,1739209749.1091762,-38.13080360867914
,,1739209749.109179,-38.13080360867914
,,1739209749.109182,-45.120503652039325
,,1739209749.1091847,-45.120503652039325
,,1739209749.1091876,-45.120503652039325
,,1739209749.1091905,-32.816014438256545
,,1739209749.109193,-38.13080360867914
,,1739209749.1091962,-33.981070128970906
,,1739209749.109199,-31.141103565318915
,,1739209749.109202,-27.267205301931607
,,1739209749.109205,-22.44878636800916
,,1739209749.109208,-13.310647844171992
,,1739209749.1092107,-31.141103565318915
,,1739209749.1092136,-45.120503652039325
,,1739209749.1092165,-45.120503652039325
,,1739209749.1092193,-45.120503652039325
,,1739209749.1092222,-32.81601443825658
,,1739209749.109225,-38.13080360867914
,,1739209749.109228,-38.13080360867914
,,1739209749.1092308,-38.13080360867914
,,1739209749.1092336,-38.13080360867914
,,1739209749.1092365,-45.120503652039325
,,1739209749.109239,-45.120503652039325
,,1739209749.1092422,-45.120503652039325
,,1739209749.109245,-45.120503652039325
,,1739209749.1092482,-45.120503652039325
,,1739209749.109251,-38.13080360867914
,,1739209749.109254,-38.13080360867914
,,1739209749.1092567,-45.120503652039325
,,1739209749.1092596,-38.13080360867914
,,1739209749.1092625,-45.120503652039325
,,1739209749.109265,-38.13080360867914
,,1739209749.1092682,-30.49652367304973
,,1739209749.109271,-38.13080360867914
,,1739209749.109274,-22.84163660590256
,,1739209749.1092768,-25.62660358559016
,,1739209749.1092796,-33.981070128970906
,,1739209749.1092825,-32.816014438256545
,,1739209749.1092854,-30.49652367304976
,,1739209749.1092882,-13.643740409628302
,,1739209749.109291,-13.120210986501588
,,1739209749.1092942,-32.81601443825658
,,1739209749.109297,-32.816014438256545
,,1739209749.1093,-38.13080360867914
,,1739209749.1093028,-27.267205301931607
,,1739209749.1093056,-38.13080360867914
,,1739209749.1093085,-45.120503652039325
,,1739209749.109311,-45.120503652039325
,,1739209749.1093142,-45.120503652039325
,,1739209749.109317,-45.120503652039325
,,1739209749.10932,-45.120503652039325
,,1739209749.1093228,-45.120503652039325
,,1739209749.1093256,-38.13080360867914
,,1739209749.1093285,-45.120503652039325
,,1739209749.1093314,-38.13080360867914
,,1739209749.1093342,-45.120503652039325
,,1739209749.109337,-45.120503652039325
,,1739209749.1093402,-45.120503652039325
,,1739209749.109343,-38.13080360867914
,,1739209749.109346,-38.13080360867914
,,1739209749.1093488,-45.120503652039325
,,1739209749.1093516,-45.120503652039325
,,1739209749.1093545,-38.13080360867914
,,1739209749.1093574,-31.141103565318893
,,1739209749.1093602,-25.25278630937684
,,1739209749.109363,-28.992665084841946
,,1739209749.109366,-38.13080360867914
,,1739209749.1093688,-33.981070128970906
,,1739209749.1093717,-19.403415333952413
,,1739209749.1093743,-28.992665084841946
,,1739209749.1093774,-33.981070128970906
,,1739209749.1093805,-38.13080360867914
,,1739209749.109383,-28.58837851428586
,,1739209749.1093862,-33.981070128970906
,,1739209749.109389,-45.120503652039325
,,1739209749.109392,-45.120503652039325
,,1739209749.1093948,-35.57807855764607
,,1739209749.1093976,-31.141103565318943
,,1739209749.1094005,-27.267205301931607
,,1739209749.1094034,-35.57807855764607
,,1739209749.1094062,-45.120503652039325
,,1739209749.109409,-45.120503652039325
,,1739209749.109412,-38.13080360867914
,,1739209749.1094148,-45.120503652039325
,,1739209749.1094177,-33.981070128970906
,,1739209749.1094203,-29.438486411369333
,,1739209749.1094234,-26.991370085610768
,,1739209749.1094265,-10.537147392119817
,,1739209749.1094294,-11.508893700089033
,,1739209749.1094322,-26.991370085610768
,,1739209749.109435,-29.438486411369333
,,1739209749.109438,-45.120503652039325
,,1739209749.1094408,-33.981070128970906
,,1739209749.1094437,-38.13080360867914
,,1739209749.1094463,-45.120503652039325
,,1739209749.1094494,-38.13080360867914
,,1739209749.1094522,-38.13080360867914
,,1739209749.109455,-30.49652367304973
,,1739209749.109458,-35.57807855764607
,,1739209749.1094608,-45.120503652039325
,,1739209749.1094637,-38.13080360867914
,,1739209749.1094666,-26.99137008561072
,,1739209749.1094697,-38.13080360867914
,,1739209749.1094725,-45.120503652039325
