CAN Message, 0x39:035c2ab98cd3052b,Timestamp,Amplitude
,,1739209730.8871295,-45.120503652039325
,,1739209730.8871388,-38.13080360867914
,,1739209730.8871484,-20.88804491267121
,,1739209730.8871577,-20.16506027657481
,,1739209730.8871672,-31.141103565318893
,,1739209730.8871765,-27.267205301931607
,,1739209730.887186,-45.120503652039325
,,1739209730.887195,-33.981070128970906
,,1739209730.887205,-45.120503652039325
,,1739209730.8872144,-45.120503652039325
,,1739209730.8872235,-32.816014438256545
,,1739209730.8872333,-45.120503652039325
,,1739209730.8872426,-32.816014438256545
,,1739209730.887252,-33.981070128970906
,,1739209730.8872614,-45.120503652039325
,,1739209730.887271,-38.13080360867914
,,1739209730.8872802,-32.816014438256545
,,1739209730.8872898,-31.141103565318915
,,1739209730.887299,-38.13080360867914
,,1739209730.8873086,-38.13080360867914
,,1739209730.887318,-45.120503652039325
,,1739209730.8873274,-38.13080360867914
,,1739209730.887337,-45.120503652039325
,,1739209730.8873465,-45.120503652039325
,,1739209730.8873558,-31.141103565318915
,,1739209730.887365,-27.267205301931607
,,1739209730.8873746,-27.267205301931607
,,1739209730.887384,-33.98107012897096
,,1739209730.8873937,-33.981070128970906
,,1739209730.8874028,-33.981070128970906
,,1739209730.8874123,-38.13080360867914
,,1739209730.8874216,-20.88804491267121
,,1739209730.8874311,-19.642756598161068
,,1739209730.8874407,-27.87774495603141
,,1739209730.88745,-38.13080360867914
,,1739209730.8874595,-45.120503652039325
,,1739209730.8874688,-45.120503652039325
,,1739209730.8874784,-38.13080360867914
,,1739209730.8874876,-38.13080360867914
,,1739209730.8874972,-33.981070128970906
,,1739209730.8875065,-29.438486411369357
,,1739209730.887516,-19.13259858440813
,,1739209730.887525,-33.981070128970906
,,1739209730.8875349,-45.120503652039325
,,1739209730.8875442,-38.13080360867914
,,1739209730.8875537,-25.077289914212862
,,1739209730.8875632,-45.120503652039325
,,1739209730.8875723,-45.120503652039325
,,1739209730.887582,-30.49652367304973
,,1739209730.8875914,-25.62660358559016
